date,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyPretaxIncome,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyPurchaseOfBusiness,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyRepurchaseOfCapitalStock,quarterlyNetPPE,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyGoodwill,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherNonCurrentAssets,quarterlyCurrentDeferredRevenue,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyBasicEPS,quarterlyDilutedEPS,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyBasicAverageShares,quarterlyDilutedAverageShares
1996-06-30,1645400000.0,-4900000.0,131400000.0,,,,,79600000.0,137400000.0,82500000.0,1645400000.0,131400000.0,-45800000.0,,111600000,471000000,,400000.0,6000000.0,-2479700000.0,-60700000.0,49000000.0,160400000.0,100000.0,695000000.0,5600600000.0,84400000.0,,462200000.0,,,37000000.0,0.0,3120900000.0,197100000,,85500000.0,,114600000.0,135800000.0,324000000.0,180900000.0,,4279100000.0,4741300000.0,,1332700000.0,52300000.0,47400000.0,,,2299300000.0,186400000.0,26800000.0,-100000.0,131400000.0,-50700000.0,335200000.0,70300000.0,-1500000.0,,47400000,47400000.0,3095900000.0,657800000.0,878500000.0,,-45400000.0,223600000.0,-3200000.0,,,,,,,
1996-09-30,1662700000.0,8300000.0,192500000.0,,,,,66200000.0,120700000.0,131400000.0,1662700000.0,192500000.0,-58500000.0,,133600000,507600000,,33100000.0,-6200000.0,-2546600000.0,-54500000.0,61100000.0,165800000.0,100000.0,616000000.0,5646800000.0,109000000.0,,527200000.0,,,46300000.0,0.0,3100200000.0,208500000,,74900000.0,,107300000.0,152700000.0,378200000.0,204600000.0,,4232900000.0,4760100000.0,,1443300000.0,59000000.0,62700000.0,,,2381200000.0,69900000.0,27900000.0,0.0,192500000.0,-50200000.0,354900000.0,63900000.0,2900000.0,,62700000,62700000.0,3097400000.0,643000000.0,853300000.0,,-45500000.0,221300000.0,6400000.0,,,,,,,
1996-12-31,1673200000.0,-5100000.0,173100000.0,,,,566500000.0,80700000.0,175800000.0,192500000.0,395100000.0,173100000.0,-64700000.0,,103200000,549000000,,-79400000.0,22400000.0,-2630100000.0,-72800000.0,-19400000.0,123100000.0,69900000.0,507800000.0,5704500000.0,77900000.0,,503700000.0,,711600000.0,23100000.0,0.0,3074400000.0,179700000,,76400000.0,,58400000.0,178100000.0,214900000.0,186500000.0,,4145500000.0,4649200000.0,,1479300000.0,105100000.0,54800000.0,,,2403800000.0,69900000.0,24900000.0,100000.0,173100000.0,-69800000.0,370900000.0,63400000.0,7800000.0,,54800000,54800000.0,2976000000.0,561800000.0,839300000.0,,-45400000.0,267700000.0,500000.0,,,,,,,
1997-03-31,1610200000.0,1200000.0,131200000.0,,,,,57100000.0,121000000.0,173100000.0,1610200000.0,131200000.0,-34100000.0,,93700000,508000000,,19900000.0,2200000.0,-2707600000.0,-156600000.0,-41800000.0,147700000.0,-100000.0,457200000.0,5733500000.0,73300000.0,,425300000.0,,,24400000.0,-66300000.0,3025900000.0,171500000,,77800000.0,,113600000.0,195400000.0,235700000.0,183800000.0,,4159000000.0,4584300000.0,,1522300000.0,44600000.0,48900000.0,,,,53500000.0,25600000.0,0.0,131200000.0,-32900000.0,312600000.0,53200000.0,4700000.0,,48900000,48900000.0,2974100000.0,572300000.0,910400000.0,,-45600000.0,218900000.0,10200000.0,,,,,,,
1997-06-30,1622400000.0,-36400000.0,112800000.0,,,,,53700000.0,120200000.0,131200000.0,1622400000.0,112800000.0,-50900000.0,,127900000,501500000,,-11400000.0,300000.0,-2782600000.0,-70000000.0,-18400000.0,138800000.0,-100000.0,483800000.0,5770000000.0,98900000.0,,452400000.0,,,42500000.0,0.0,2987400000.0,205500000,,77600000.0,,87900000.0,150500000.0,261800000.0,227200000.0,,4152600000.0,4605000000.0,,1510500000.0,51200000.0,56400000.0,,,2435600000.0,55900000.0,27700000.0,-100000.0,112800000.0,-87300000.0,351000000.0,58700000.0,-1600000.0,,56400000,56400000.0,2982600000.0,567100000.0,962000000.0,,-45400000.0,223100000.0,-5400000.0,,,,,,,
1997-09-30,1643100000.0,-3000000.0,143100000.0,,,,,67100000.0,145900000.0,112800000.0,1643100000.0,143100000.0,-56500000.0,,142400000,581100000,,34200000.0,800000.0,-2871000000.0,-101700000.0,30200000.0,191500000.0,57600000.0,567000000.0,5821300000.0,112100000.0,,532200000.0,,,47000000.0,0.0,2950300000.0,221800000,,79200000.0,,135000000.0,212600000.0,317500000.0,255000000.0,,4133300000.0,4665500000.0,,1465500000.0,52300000.0,65100000.0,,,2393200000.0,57600000.0,25900000.0,200000.0,143100000.0,-59500000.0,368500000.0,67000000.0,-4800000.0,,65100000,65100000.0,3022400000.0,560400000.0,977400000.0,,-44400000.0,226100000.0,-8300000.0,,,,,,,
1997-12-31,1673900000.0,-105500000.0,624400000.0,,,,501500000.0,116800000.0,163400000.0,143100000.0,387600000.0,624400000.0,-55700000.0,,140500000,626600000,,-140500000.0,15400000.0,-2952500000.0,581300000.0,481300000.0,61100000.0,-200000.0,558600000.0,5888600000.0,127600000.0,,1040000000.0,,784800000.0,46400000.0,-7800000.0,2936100000.0,221500000,,81400000.0,,5400000.0,230100000.0,227600000.0,231700000.0,,4193900000.0,5233900000.0,,2057000000.0,74900000.0,81200000.0,,,2939100000.0,121700000.0,25900000.0,-200000.0,624400000.0,-161200000.0,396500000.0,67100000.0,13300000.0,,81200000,81200000.0,3560000000.0,563300000.0,1100100000.0,,-44200000.0,256000000.0,-100000.0,,,,,,,
1998-03-31,1677300000.0,-44400000.0,664200000.0,,,,,64900000.0,148400000.0,624400000.0,1677300000.0,664200000.0,-41000000.0,,98400000,616900000,,130500000.0,-68900000.0,-3138000000.0,-95100000.0,39800000.0,220400000.0,124100000.0,538700000.0,5921100000.0,60500000.0,,984800000.0,,,12100000.0,-700000.0,2783100000.0,296700000,,198200000.0,,179400000.0,179000000.0,220200000.0,196400000.0,,4212700000.0,5197500000.0,,2003400000.0,47700000.0,48400000.0,,,,124100000.0,35900000.0,100000.0,664200000.0,-85400000.0,437900000.0,59300000.0,-1400000.0,,48400000,48400000.0,3520200000.0,583200000.0,1202300000.0,,-44400000.0,339500000.0,7800000.0,,,,,,,
1998-06-30,2920000000.0,-132600000.0,407000000.0,,,,-46000000.0,1004000000.0,510000000.0,664200000.0,1876000000.0,407000000.0,-143000000.0,,84000000,1331000000,,161500000.0,21900000.0,-5628000000.0,-780900000.0,-446800000.0,609600000.0,185000000.0,1842000000.0,11062000000.0,38000000.0,,2128000000.0,,1090000000.0,7000000.0,-300000.0,5434000000.0,360000000,,352800000.0,,466600000.0,212000000.0,1104000000.0,602000000.0,,8011000000.0,10139000000.0,,3053000000.0,,31000000.0,,,5022000000.0,185000000.0,48000000.0,-75100000.0,407000000.0,-275600000.0,1119000000.0,115000000.0,4000000.0,,31000000,31000000.0,7015000000.0,855000000.0,1524000000.0,,-185600000.0,1035000000.0,,,,,,,,
1998-09-30,2919000000.0,-134000000.0,459000000.0,,,,-46000000.0,1542000000.0,586000000.0,407000000.0,1878000000.0,459000000.0,-92000000.0,2000000.0,194000000,1383000000,,29000000.0,-39000000.0,-5701000000.0,-78000000.0,52000000.0,356000000.0,127000000.0,2477000000.0,11145000000.0,148000000.0,,2782000000.0,,1087000000.0,57000000.0,0.0,5444000000.0,401000000,,207000000.0,,264000000.0,361000000.0,1594000000.0,626000000.0,,7965000000.0,10747000000.0,,3024000000.0,,91000000.0,,,4997000000.0,127000000.0,58000000.0,0.0,459000000.0,-226000000.0,1022000000.0,155000000.0,15000000.0,,91000000,91000000.0,7624000000.0,810000000.0,1520000000.0,,0.0,828000000.0,,,,,,,,
1998-12-31,2913000000.0,261000000.0,424000000.0,,,,-45000000.0,1138000000.0,702000000.0,459000000.0,1883000000.0,424000000.0,-162000000.0,4000000.0,154000000,1432000000,,158000000.0,-113000000.0,-5794000000.0,-80000000.0,-35000000.0,137000000.0,43000000.0,2466000000.0,11235000000.0,115000000.0,,2458000000.0,,1075000000.0,30000000.0,-75000000.0,5441000000.0,325000000,,171000000.0,,-25000000.0,237000000.0,1553000000.0,745000000.0,,7998000000.0,10456000000.0,,2795000000.0,,85000000.0,,,4726000000.0,43000000.0,46000000.0,75000000.0,424000000.0,-92000000.0,1195000000.0,151000000.0,10000000.0,,85000000,85000000.0,7339000000.0,781000000.0,1577000000.0,,-95000000.0,1041000000.0,,,,,,,,
1999-03-31,2921000000.0,-35000000.0,622000000.0,,,,-45000000.0,1084000000.0,571000000.0,424000000.0,1886000000.0,622000000.0,-73000000.0,3000000.0,201000000,1169000000,,267000000.0,4000000.0,-5901000000.0,-142000000.0,198000000.0,448000000.0,387000000.0,2552000000.0,11289000000.0,162000000.0,,2488000000.0,,1080000000.0,63000000.0,,5388000000.0,343000000,,,,375000000.0,392000000.0,1431000000.0,692000000.0,,8044000000.0,10532000000.0,,2762000000.0,,99000000.0,,,,387000000.0,58000000.0,0.0,622000000.0,-108000000.0,777000000.0,90000000.0,22000000.0,,99000000,99000000.0,7611000000.0,785000000.0,1596000000.0,,-94000000.0,576000000.0,,,,,,,,
1999-06-30,2909000000.0,-541000000.0,656000000.0,,,,-45000000.0,1373000000.0,647000000.0,622000000.0,1885000000.0,656000000.0,-121000000.0,-1000000.0,134000000,1511000000,,195000000.0,-87000000.0,-5521000000.0,-25000000.0,34000000.0,267000000.0,334000000.0,2748000000.0,10795000000.0,83000000.0,,2612000000.0,,1069000000.0,1000000.0,,5274000000.0,601000000,,,,146000000.0,109000000.0,1603000000.0,515000000.0,,8094000000.0,10706000000.0,,2889000000.0,,82000000.0,,,4734000000.0,334000000.0,54000000.0,0.0,656000000.0,-208000000.0,1402000000.0,68000000.0,6000000.0,,82000000,82000000.0,7593000000.0,651000000.0,2125000000.0,,-93000000.0,1268000000.0,,,,,,,,
1999-09-30,2895000000.0,-61000000.0,474000000.0,,,,-73000000.0,1851000000.0,730000000.0,656000000.0,1885000000.0,474000000.0,-207000000.0,0.0,218000000,1221000000,,-47000000.0,29000000.0,-5634000000.0,-82000000.0,-182000000.0,168000000.0,314000000.0,3197000000.0,11017000000.0,175000000.0,,2962000000.0,,1083000000.0,67000000.0,,5383000000.0,358000000,,,,-39000000.0,180000000.0,1999000000.0,485000000.0,,8177000000.0,11139000000.0,,2934000000.0,,108000000.0,,,4733000000.0,314000000.0,73000000.0,0.0,474000000.0,-268000000.0,1041000000.0,152000000.0,33000000.0,,108000000,108000000.0,8040000000.0,645000000.0,2124000000.0,,-94000000.0,823000000.0,,,,,,,,
1999-12-31,2986000000.0,610000000.0,487000000.0,,,,-81000000.0,1704000000.0,737000000.0,474000000.0,1966000000.0,487000000.0,-188000000.0,1000000.0,192000000,1466000000,,-1000000.0,11000000.0,-5733000000.0,-87000000.0,13000000.0,305000000.0,337000000.0,3327000000.0,11127000000.0,153000000.0,,3040000000.0,,1101000000.0,48000000.0,,5394000000.0,192000000,,-173000000.0,,117000000.0,1309000000.0,2099000000.0,701000000.0,,8230000000.0,11270000000.0,,2902000000.0,,105000000.0,,,4647000000.0,337000000.0,44000000.0,0.0,487000000.0,-205000000.0,157000000.0,148000000.0,7000000.0,,105000000,105000000.0,8080000000.0,721000000.0,2166000000.0,,-87000000.0,-35000000.0,,,,,,,,
2000-03-31,2400000000.0,-11000000.0,640000000.0,,,,-8000000.0,2174000000.0,807000000.0,487000000.0,1412000000.0,640000000.0,-131000000.0,201000000.0,235000000,1442000000,,472000000.0,13000000.0,-5838000000.0,-362000000.0,153000000.0,657000000.0,153000000.0,3951000000.0,11264000000.0,181000000.0,,3553000000.0,,996000000.0,68000000.0,-722000000.0,5426000000.0,369000000,,,,526000000.0,133000000.0,2882000000.0,669000000.0,,8378000000.0,11931000000.0,,3349000000.0,,113000000.0,,,,153000000.0,73000000.0,0.0,640000000.0,-142000000.0,1309000000.0,70000000.0,24000000.0,,113000000,113000000.0,9127000000.0,746000000.0,2305000000.0,,-94000000.0,1074000000.0,,,,,,,,
2000-06-30,2420000000.0,-14000000.0,546000000.0,,,,-49000000.0,3257000000.0,670000000.0,640000000.0,1412000000.0,546000000.0,-159000000.0,-1000000.0,242000000,1536000000,,-159000000.0,25000000.0,-5975000000.0,-76000000.0,-94000000.0,155000000.0,0.0,5117000000.0,11406000000.0,159000000.0,,4471000000.0,,1057000000.0,49000000.0,0.0,5431000000.0,386000000,,,,-4000000.0,264000000.0,4328000000.0,589000000.0,,8576000000.0,13047000000.0,,3313000000.0,,110000000.0,,,5208000000.0,,76000000.0,-9000000.0,546000000.0,-173000000.0,1272000000.0,79000000.0,0.0,,110000000,110000000.0,10429000000.0,745000000.0,2266000000.0,,-50000000.0,1030000000.0,,,,,,,,
2000-09-30,2882000000.0,-13000000.0,378000000.0,,,,-53000000.0,3701000000.0,941000000.0,546000000.0,1818000000.0,378000000.0,-202000000.0,0.0,186000000,1810000000,,-23000000.0,-45000000.0,-6101000000.0,184000000.0,-168000000.0,-137000000.0,421000000.0,5779000000.0,11673000000.0,160000000.0,,5030000000.0,,1117000000.0,50000000.0,-3000000.0,5572000000.0,328000000,,,,-339000000.0,444000000.0,4299000000.0,756000000.0,,8772000000.0,13802000000.0,,3300000000.0,,110000000.0,,,4841000000.0,421000000.0,67000000.0,0.0,378000000.0,-215000000.0,1366000000.0,195000000.0,48000000.0,,110000000,110000000.0,10720000000.0,781000000.0,2244000000.0,,-51000000.0,1180000000.0,,,,,,,,
2000-12-31,2898000000.0,116000000.0,637000000.0,,,,-88000000.0,4412000000.0,1279000000.0,378000000.0,1824000000.0,637000000.0,-267000000.0,-188000000.0,290000000,2298000000,,120000000.0,265000000.0,-6163000000.0,446000000.0,259000000.0,207000000.0,936000000.0,7467000000.0,11889000000.0,198000000.0,,6425000000.0,,1162000000.0,103000000.0,0.0,5726000000.0,433000000,,,,-60000000.0,2084000000.0,5128000000.0,1231000000.0,,9187000000.0,15612000000.0,,3268000000.0,,95000000.0,,,4742000000.0,936000000.0,70000000.0,197000000.0,637000000.0,-394000000.0,214000000.0,145000000.0,-15000000.0,,95000000,95000000.0,12310000000.0,927000000.0,2287000000.0,,-49000000.0,-76000000.0,,,,,,,,
2001-03-31,2629000000.0,76000000.0,1438000000.0,,,,-87000000.0,6126000000.0,1123000000.0,637000000.0,1425000000.0,1438000000.0,-160000000.0,,343000000,3255000000,,45000000.0,9000000.0,-6249000000.0,823000000.0,801000000.0,62000000.0,1812000000.0,9939000000.0,11989000000.0,310000000.0,,8815000000.0,,1291000000.0,132000000.0,,5740000000.0,485000000,,,,-98000000.0,585000000.0,6874000000.0,1184000000.0,,10667000000.0,19482000000.0,,3280000000.0,,178000000.0,,,,1812000000.0,90000000.0,-15000000.0,1438000000.0,-84000000.0,2670000000.0,67000000.0,64000000.0,,178000000,178000000.0,16449000000.0,995000000.0,3546000000.0,,-50000000.0,2327000000.0,,,,,,,,
2001-06-30,2713000000.0,-20000000.0,1588000000.0,,,,-108000000.0,3766000000.0,1021000000.0,1438000000.0,1446000000.0,1588000000.0,-218000000.0,,268000000,2062000000,,-318000000.0,,-6262000000.0,168000000.0,150000000.0,169000000.0,1457000000.0,6511000000.0,12059000000.0,201000000.0,,6326000000.0,,1375000000.0,64000000.0,,5797000000.0,407000000,,,,-49000000.0,203000000.0,3897000000.0,822000000.0,,9510000000.0,15836000000.0,,3676000000.0,,137000000.0,,,5789000000.0,1457000000.0,90000000.0,16000000.0,1588000000.0,-187000000.0,1859000000.0,150000000.0,31000000.0,,137000000,137000000.0,12919000000.0,1018000000.0,2593000000.0,,-51000000.0,1591000000.0,,,,,,,,
2001-09-30,2755000000.0,-32000000.0,945000000.0,,,,-120000000.0,3456000000.0,748000000.0,1588000000.0,1456000000.0,945000000.0,-295000000.0,,245000000,1627000000,,-192000000.0,,-6475000000.0,-624000000.0,-643000000.0,307000000.0,991000000.0,5332000000.0,12416000000.0,153000000.0,,5170000000.0,,1419000000.0,57000000.0,,5941000000.0,392000000,,,,12000000.0,151000000.0,3454000000.0,578000000.0,,10007000000.0,15177000000.0,,3583000000.0,,96000000.0,,,6505000000.0,991000000.0,80000000.0,169000000.0,945000000.0,-326000000.0,1476000000.0,191000000.0,-5000000.0,,96000000,96000000.0,12222000000.0,1034000000.0,2437000000.0,,-51000000.0,1231000000.0,,,,,,,,
2001-12-31,2892000000.0,-12000000.0,605000000.0,,,,-278000000.0,2969000000.0,816000000.0,945000000.0,1695000000.0,605000000.0,-395000000.0,,138000000,1085000000,,146000000.0,5000000.0,-6589000000.0,-92000000.0,-340000000.0,194000000.0,1117000000.0,5524000000.0,12806000000.0,68000000.0,,4808000000.0,,1475000000.0,-40000000.0,,6217000000.0,289000000,,,,-201000000.0,2343000000.0,3452000000.0,945000000.0,,10348000000.0,15156000000.0,,3436000000.0,,108000000.0,,,6441000000.0,1117000000.0,63000000.0,-36000000.0,605000000.0,-442000000.0,-1258000000.0,289000000.0,0.0,,108000000,108000000.0,12264000000.0,942000000.0,2296000000.0,,-51000000.0,-1396000000.0,,,,,,,,
2002-03-31,2902000000.0,2000000.0,740000000.0,,,,-372000000.0,5258000000.0,701000000.0,605000000.0,1704000000.0,740000000.0,-243000000.0,4000000.0,251000000,1525000000,,-187000000.0,3000000.0,-6708000000.0,245000000.0,135000000.0,177000000.0,1038000000.0,7465000000.0,13073000000.0,205000000.0,,6903000000.0,,1570000000.0,59000000.0,-3000000.0,6365000000.0,399000000,,,,-66000000.0,61000000.0,5590000000.0,839000000.0,,10375000000.0,17278000000.0,,3496000000.0,,146000000.0,,,,1038000000.0,74000000.0,0.0,740000000.0,-287000000.0,1464000000.0,66000000.0,35000000.0,,146000000,146000000.0,14376000000.0,978000000.0,2175000000.0,,-51000000.0,1213000000.0,,,,,,,,
2002-06-30,2893000000.0,-202000000.0,522000000.0,,,,-418000000.0,5111000000.0,670000000.0,740000000.0,1646000000.0,522000000.0,-316000000.0,7000000.0,232000000,1494000000,,423000000.0,-57000000.0,-6825000000.0,-323000000.0,-218000000.0,577000000.0,707000000.0,6775000000.0,13336000000.0,164000000.0,,6332000000.0,,1665000000.0,17000000.0,-1000000.0,6511000000.0,384000000,,,,261000000.0,384000000.0,5254000000.0,625000000.0,,10780000000.0,17112000000.0,,3902000000.0,,147000000.0,,,7148000000.0,707000000.0,76000000.0,-18000000.0,522000000.0,-472000000.0,1110000000.0,74000000.0,16000000.0,,147000000,147000000.0,14219000000.0,932000000.0,2382000000.0,,-51000000.0,878000000.0,,,,,,,,
2002-09-30,2927000000.0,-156000000.0,420000000.0,,,,-472000000.0,5209000000.0,582000000.0,522000000.0,1635000000.0,420000000.0,-243000000.0,1000000.0,310000000,1384000000,,-130000000.0,32000000.0,-6901000000.0,71000000.0,-102000000.0,226000000.0,868000000.0,6865000000.0,13487000000.0,219000000.0,,6464000000.0,,1764000000.0,69000000.0,-12000000.0,6586000000.0,457000000,,,,-17000000.0,297000000.0,5273000000.0,709000000.0,,10709000000.0,17173000000.0,,3876000000.0,,150000000.0,,,7086000000.0,868000000.0,74000000.0,0.0,420000000.0,-399000000.0,1087000000.0,126000000.0,-10000000.0,,150000000,150000000.0,14246000000.0,990000000.0,2417000000.0,,-52000000.0,777000000.0,,,,,,,,
2002-12-31,3025000000.0,353000000.0,455000000.0,,,,-472000000.0,5532000000.0,744000000.0,420000000.0,1636000000.0,455000000.0,-412000000.0,1000000.0,194000000,1682000000,,185000000.0,-70000000.0,-6984000000.0,145000000.0,35000000.0,391000000.0,851000000.0,7247000000.0,13816000000.0,133000000.0,,7010000000.0,,1861000000.0,1000000.0,0.0,6832000000.0,343000000,,,,-21000000.0,512000000.0,5519000000.0,889000000.0,,10747000000.0,17757000000.0,,4083000000.0,,148000000.0,,,7070000000.0,851000000.0,70000000.0,0.0,455000000.0,-501000000.0,1170000000.0,134000000.0,16000000.0,,132000000,148000000.0,14732000000.0,890000000.0,2571000000.0,,-51000000.0,976000000.0,,,,,,,,
2003-03-31,3092000000.0,1000000.0,803000000.0,,,,-463000000.0,6161000000.0,797000000.0,455000000.0,1657000000.0,803000000.0,-193000000.0,19000000.0,215000000,1923000000,,385000000.0,-32000000.0,-6775000000.0,-24000000.0,348000000.0,644000000.0,617000000.0,8036000000.0,14036000000.0,141000000.0,,7964000000.0,,1898000000.0,24000000.0,-3000000.0,7261000000.0,363000000,,,,451000000.0,163000000.0,6493000000.0,929000000.0,,11172000000.0,19136000000.0,,4324000000.0,,88000000.0,,,,617000000.0,74000000.0,-6000000.0,803000000.0,-272000000.0,1760000000.0,71000000.0,-5000000.0,,117000000,88000000.0,16044000000.0,865000000.0,2629000000.0,,-52000000.0,1545000000.0,,,,,,,,
2003-06-30,3231000000.0,-65000000.0,325000000.0,,,,-433000000.0,5447000000.0,749000000.0,803000000.0,1702000000.0,325000000.0,-248000000.0,31000000.0,203000000,1840000000,,-173000000.0,7000000.0,-6890000000.0,-223000000.0,-478000000.0,112000000.0,515000000.0,6995000000.0,14367000000.0,143000000.0,,6723000000.0,,1962000000.0,27000000.0,-3000000.0,7477000000.0,352000000,,,,-136000000.0,137000000.0,5595000000.0,822000000.0,,11500000000.0,18223000000.0,,4214000000.0,,116000000.0,,,7590000000.0,515000000.0,71000000.0,-2000000.0,325000000.0,-367000000.0,1703000000.0,129000000.0,9000000.0,,116000000,116000000.0,14992000000.0,878000000.0,2793000000.0,,-52000000.0,1500000000.0,,,,,,,,
2003-09-30,3210000000.0,-159000000.0,411000000.0,,,,-445000000.0,5249000000.0,734000000.0,325000000.0,1534000000.0,411000000.0,-223000000.0,31000000.0,307000000,2058000000,,-251000000.0,-27000000.0,-7021000000.0,167000000.0,86000000.0,167000000.0,1365000000.0,7400000000.0,14474000000.0,269000000.0,,6653000000.0,,2121000000.0,58000000.0,0.0,7453000000.0,465000000,,,,-56000000.0,500000000.0,5170000000.0,753000000.0,,11401000000.0,18054000000.0,,3536000000.0,,211000000.0,,,7089000000.0,1365000000.0,78000000.0,0.0,411000000.0,-248000000.0,1558000000.0,240000000.0,34000000.0,,211000000,211000000.0,14844000000.0,836000000.0,2789000000.0,,-51000000.0,1251000000.0,,,,,,,,
2003-12-31,3890000000.0,-10000000.0,432000000.0,,,,-436000000.0,6086000000.0,879000000.0,411000000.0,2028000000.0,432000000.0,-385000000.0,468000000.0,214000000,2066000000,,-256000000.0,-21000000.0,-4843000000.0,189000000.0,21000000.0,198000000.0,1461000000.0,8348000000.0,15317000000.0,189000000.0,,7886000000.0,,2298000000.0,-62000000.0,0.0,10474000000.0,374000000,,,,-187000000.0,655000000.0,5872000000.0,1221000000.0,,14123000000.0,22009000000.0,,3841000000.0,,234000000.0,,,6881000000.0,1461000000.0,85000000.0,0.0,432000000.0,-366000000.0,1411000000.0,147000000.0,-12000000.0,,251000000,234000000.0,18119000000.0,718000000.0,2445000000.0,,-52000000.0,1197000000.0,,,,,,,,
2004-03-31,4088000000.0,12000000.0,653000000.0,363000000.0,,,-437000000.0,5635000000.0,706000000.0,432000000.0,2087000000.0,653000000.0,-219000000.0,55000000.0,332000000,2360000000,,402000000.0,-22000000.0,-4941000000.0,-708000000.0,221000000.0,782000000.0,749000000.0,7700000000.0,15491000000.0,278000000.0,,7272000000.0,,2438000000.0,57000000.0,-2000000.0,10550000000.0,497000000,,,,563000000.0,951000000.0,6117000000.0,917000000.0,,14136000000.0,21408000000.0,,3822000000.0,,197000000.0,,,,749000000.0,80000000.0,-2000000.0,653000000.0,149000000.0,1409000000.0,67000000.0,5000000.0,,221000000,197000000.0,17320000000.0,275000000.0,2443000000.0,,-57000000.0,1077000000.0,,,,,,,,
2004-06-30,4166000000.0,148000000.0,1150000000.0,,,,-457000000.0,5794000000.0,841000000.0,653000000.0,2122000000.0,1150000000.0,-279000000.0,37000000.0,220000000,1996000000,,-421000000.0,10000000.0,-4983000000.0,762000000.0,497000000.0,-130000000.0,931000000.0,7665000000.0,15676000000.0,160000000.0,,7867000000.0,,2501000000.0,31000000.0,0.0,10693000000.0,385000000,,,,-409000000.0,637000000.0,5759000000.0,816000000.0,,14191000000.0,22058000000.0,,4419000000.0,,121000000.0,,,7282000000.0,931000000.0,80000000.0,-1000000.0,1150000000.0,-137000000.0,1359000000.0,107000000.0,13000000.0,,129000000,121000000.0,17892000000.0,320000000.0,2420000000.0,,-58000000.0,1139000000.0,,,,,,,,
2004-09-30,4381000000.0,27000000.0,267000000.0,,,,-459000000.0,6847000000.0,834000000.0,1150000000.0,2166000000.0,267000000.0,-284000000.0,28000000.0,345000000,2165000000,,-549000000.0,5000000.0,-5080000000.0,-418000000.0,-883000000.0,-159000000.0,534000000.0,7884000000.0,15927000000.0,334000000.0,,8109000000.0,,2674000000.0,103000000.0,1000000.0,10847000000.0,516000000,,,,-443000000.0,581000000.0,6382000000.0,770000000.0,,14355000000.0,22464000000.0,,4414000000.0,,231000000.0,,,7197000000.0,534000000.0,74000000.0,-1000000.0,267000000.0,-306000000.0,1584000000.0,225000000.0,40000000.0,,231000000,231000000.0,18083000000.0,250000000.0,2502000000.0,,-47000000.0,1239000000.0,,,,,,,,
2004-12-31,4865000000.0,39000000.0,419000000.0,,,,-397000000.0,7153000000.0,1126000000.0,267000000.0,2301000000.0,419000000.0,-301000000.0,-10000000.0,375000000,2889000000,,141000000.0,20000000.0,-5117000000.0,-16000000.0,175000000.0,456000000.0,803000000.0,9082000000.0,16203000000.0,341000000.0,,8776000000.0,,2961000000.0,2000000.0,-4000000.0,11086000000.0,495000000,,,,155000000.0,1000000000.0,7030000000.0,1032000000.0,,14867000000.0,23643000000.0,,4192000000.0,,346000000.0,,,6680000000.0,803000000.0,88000000.0,-10000000.0,419000000.0,-265000000.0,1889000000.0,172000000.0,46000000.0,,339000000,346000000.0,18778000000.0,498000000.0,2662000000.0,,-33000000.0,1514000000.0,,,,,,,,
