date,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyBasicEPS,quarterlyStockholdersEquity,quarterlyBasicAverageShares,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyNetPPE,quarterlyDilutedAverageShares,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyChangeInWorkingCapital,quarterlyStockBasedCompensation,quarterlyCurrentDeferredRevenue,quarterlyOperatingCashFlow,quarterlyNetOtherFinancingCharges,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyOperatingExpense,quarterlySaleOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCashItems,quarterlyChangesInAccountReceivables,quarterlyCostOfRevenue,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIncomeExpense,quarterlyDeferredIncomeTax,quarterlyCashDividendsPaid,quarterlyInvestmentsAndAdvances,quarterlyTotalRevenue,quarterlyNetIncome,quarterlyTaxProvision,quarterlyChangeInInventory,quarterlyEndCashPosition,quarterlyOperatingIncome,quarterlyChangeInAccountPayable,quarterlyEbitda,quarterlyResearchAndDevelopment,quarterlyCurrentAccruedExpenses,quarterlyBeginningCashPosition,quarterlyRetainedEarnings,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyIncomeTaxPayable,quarterlyGrossProfit,quarterlyDepreciationAndAmortization,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges
2004-03-31,0.002483,,,,,,,,,,,,,,,,,,,,,0.002483,,700006986.0,,,,,,700006986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,0.002483,,,,,,,,,,,,,,,,,,,,,0.002483,,700006986.0,,,,,,700006986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,0.002483,,,,,,,,,,,,,,,,,,,,,0.002483,,700006986.0,,,,,,700006986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,0.006151,,,,,,,,,,,,,,,,,,,,,0.006151,,700006986.0,,,,,,700006986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,0.006149,,,,,,,,,,,,,,,,,,,,,0.006149,,700006986.0,,,,,,700006986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,0.006242,,,,,,,,,,,,,,,,,,,,,0.006242,,700006986.0,,,,,,700006986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,0.011461,,,,,,,,,,,,,,,,,,,,,0.011461,,700006986.0,,,,,,700006986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,0.011422,,,,,,,,,,,,,,,,,,,,,0.011422,,700006986.0,,,,,,700006986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,0.011282,,,,,,,,,,,,,,,,,,,,,0.011282,,700006986.0,,,,,,700006986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,0.109967,,,,,,,,,,,,,,,,,,,,,0.107759,,152084156.0,,,,,,152096945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,0.15,,,,,,,,,,,,,,,,,,,,,0.15,,152084155.0,,,,,,152097226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,0.160629,,,,,,,,,,,,,,,,,,,,,0.160629,,152084156.0,,,,,,152097086.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,0.130245,,,,,,,,,,,,,,,,,,,,,0.130245,,152099157.0,,,,,,152100788.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,0.127311,,,,,,,,,,,,,,,,,,,,,0.127311,,152099157.0,,,,,,152100788.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,0.009776,,,,,,,,,,,,,,,,,,,,,0.009776,,152099157.0,,,,,,152100788.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-31,0.11,,,,,,,,,,,,,,,,,,,,,0.11,,150586455.0,,,,,,150586455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,0.18,,,,,,,,,,,,,,,,,,,,,0.18,,150586455.0,,,,,,150719313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,0.18,,,,,,,,,,,,,,,,,,,,,0.18,,150621780.0,,,,,,151230268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,0.17,,,,,,,,,,,,,,,,,,,,,0.17,,150727665.0,,,,,,153515059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,0.17,,,,,,,,,,,,,,,,,,,,,0.17,,150849065.0,,,,,,154426639.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,0.14,,,,,,,,,,,,,,,,,,,,,0.15,,151113565.0,,,,,,155139389.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,0.14,,,,,,,,,,,,,,,,,,,,,0.15,,152706964.0,,,,,,156974480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,0.19,,,,,,,,,,,,,,,,,,,,,0.2,,153013696.0,,,,,,158002003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,0.21,,,,,,,,,,,,,,,,,,,,,0.22,,153432948.0,,,,,,157836261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,0.21,,,,,,,,,,,,,,,,,,,,,0.21,,154523610.0,,,,,,158119322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,0.19,,,,,,,,,,,,,,,,,,,,,0.2,,154563170.0,,,,,,159307811.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,0.14,,,,,,,,,,,,,,,,,,,,,0.14,,154618237.0,,,,,,159338465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,0.75,,,,,,,,,,,,,,,,,,,,,0.77,,155194488.0,,,,,,160614812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,,20251000.0,1646000.0,222680000.0,230597000.0,73621000.0,0.0,100401000.0,105961000.0,162013000.0,0.0,617429000.0,1619000.0,1362849000.0,405545000.0,2306441000.0,1363814000.0,529193000.0,17088000.0,0.0,25638000.0,,932367000.0,,942627000.0,1251889000.0,110960000.0,56052000.0,375166000.0,,-154027000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
