date,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyBasicEPS,quarterlyTaxProvision,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCommonStockIssuance,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyTotalAssets,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyDilutedAverageShares,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyDilutedEPS,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyOperatingIncome,quarterlyFreeCashFlow,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyCurrentAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInInventory,quarterlyBasicAverageShares,quarterlyOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyNetOtherInvestingChanges,quarterlyOperatingExpense,quarterlyNetIncome,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyGrossProfit,quarterlyInventory,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
2001-09-30,,,1452620000.0,47545000.0,0.27,18391000.0,1059000.0,15689000.0,65297000.0,65297000.0,2739000.0,17819000.0,-37622000.0,-23968000.0,70000.0,0.0,,3681000.0,111182000.0,73111000.0,-954985000.0,49608000.0,0.0,,2002909000.0,2407605000.0,-26637000.0,-3440000.0,113986000.0,109315000.0,40942000.0,232503000.0,,29154000,-37606000.0,0.27,36799000.0,,102163000,262500000.0,,,65364000,73560000.0,455214000,33817000.0,8202000.0,473497000.0,1529412000.0,1255856000.0,22608000.0,-5166000.0,106628000.0,0.0,747053000.0,118447000.0,1023353000.0,,222652000.0,346372000.0,65297000.0,-2536000.0,-146000.0,43478000.0,29154000,,29154000,108842000.0,157354000.0,816136000.0,184609000.0,,,,,,
2001-12-31,,,1451224000.0,-25444000.0,,11798000.0,1056000.0,65297000.0,82465000.0,82465000.0,2587000.0,17784000.0,-35157000.0,-26639000.0,54000.0,0.0,,4037000.0,76381000.0,68302000.0,-1065425000.0,17168000.0,0.0,,1971780000.0,2516649000.0,-8226000.0,-2967000.0,93873000.0,,40100000.0,191895000.0,,18386000,-32574000.0,,37475000.0,,347473000,280886000.0,,,309998000,41224000.0,413112000,-4549000.0,15546000.0,448217000.0,1523563000.0,1201946000.0,20436000.0,-12819000.0,,0.0,769834000.0,97968000.0,1010051000.0,,170175000.0,323376000.0,82465000.0,-1059000.0,-943000.0,-220262000.0,18386000,,18995000,89736000.0,170173000.0,795163000.0,194452000.0,,,,,,
2002-03-31,,,1440268000.0,15984000.0,0.09,6358000.0,1054000.0,82465000.0,77418000.0,77418000.0,1359000.0,17186000.0,-26158000.0,-23371000.0,81000.0,0.0,,4097000.0,43179000.0,64950000.0,-1065425000.0,-5047000.0,0.0,,1968679000.0,2505693000.0,-6754000.0,-1353000.0,96225000.0,107760000.0,41712000.0,190251000.0,,9626000,-24855000.0,0.09,38015000.0,,71185000,290512000.0,,,33170000,17021000.0,414706000,-15588000.0,8203000.0,459364000.0,1509315000.0,1191674000.0,19957000.0,9784000.0,105476000.0,0.0,777005000.0,93945000.0,1001423000.0,,188396000.0,340294000.0,77418000.0,470000.0,-1270000.0,41242000.0,9626000,,9626000,74412000.0,160389000.0,777170000.0,204296000.0,,,,,,
2002-06-30,,,1430088000.0,19264000.0,0.11,7669000.0,1056000.0,77418000.0,89432000.0,89432000.0,1366000.0,17296000.0,-26549000.0,-989000.0,94000.0,0.0,,4030000.0,39714000.0,63095000.0,-1065425000.0,12014000.0,13841000.0,,1984365000.0,2495513000.0,-2355000.0,-2136000.0,100201000.0,107810000.0,44929000.0,186730000.0,,11595000,-26711000.0,0.11,38403000.0,,74963000,302107000.0,,,36560000,13165000.0,447390000,-21301000.0,8639000.0,487152000.0,1497213000.0,1196178000.0,18331000.0,7592000.0,105527000.0,0.0,788187000.0,72594000.0,1009448000.0,,205462000.0,363700000.0,89432000.0,-2201000.0,-212000.0,47130000.0,11595000,,11595000,83690000.0,152797000.0,777168000.0,213949000.0,,,,,,
2002-09-30,,,1411595000.0,23286000.0,0.14,8688000.0,1047000.0,89432000.0,129692000.0,129692000.0,776000.0,16749000.0,-19656000.0,-27029000.0,94000.0,0.0,,3942000.0,89457000.0,63313000.0,-1065425000.0,40260000.0,0.0,,2026880000.0,2477020000.0,-18735000.0,-1615000.0,94833000.0,106863000.0,42973000.0,207901000.0,,14598000,-22168000.0,0.14,37878000.0,,81522000,316705000.0,,,43644000,69801000.0,455570000,26626000.0,6727000.0,548030000.0,1478850000.0,1240768000.0,18845000.0,-4903000.0,104775000.0,0.0,786112000.0,112974000.0,1032867000.0,,201536000.0,368953000.0,129692000.0,-3609000.0,-2542000.0,42973000.0,14598000,,14598000,86617000.0,157700000.0,768108000.0,245914000.0,,,,,,
2002-12-31,,,1408980000.0,19080000.0,,6720000.0,1045000.0,129692000.0,131305000.0,131305000.0,981000.0,16435000.0,-35041000.0,-30162000.0,113094000.0,0.0,,3854000.0,67666000.0,60163000.0,-1173421000.0,1613000.0,0.0,,1982551000.0,2582401000.0,-5143000.0,-812000.0,85807000.0,,43601000.0,296806000.0,,12360000,-35891000.0,,39117000.0,,77361000,329065000.0,,,38244000,32625000.0,418192000,605000.0,12437000.0,509554000.0,1472997000.0,1186676000.0,19379000.0,-2849000.0,,0.0,795875000.0,97905000.0,889870000.0,,175716000.0,336347000.0,131305000.0,-2729000.0,-1003000.0,43601000.0,12360000,,12360000,81845000.0,160549000.0,629119000.0,241372000.0,,,,,,
2003-03-31,,,1395667000.0,11714000.0,0.07,4587000.0,1047000.0,131305000.0,140015000.0,140015000.0,1543000.0,15768000.0,-22785000.0,-6121000.0,109070000.0,0.0,,3765000.0,38695000.0,58302000.0,-1173421000.0,8710000.0,0.0,,2000563000.0,2569088000.0,-3640000.0,-415000.0,96511000.0,106427000.0,42485000.0,300701000.0,,7127000,-23864000.0,0.07,38960000.0,,69113000,336192000.0,,,30153000,15910000.0,423268000,-20037000.0,11146000.0,542829000.0,1457734000.0,1197778000.0,19304000.0,-1044000.0,104580000.0,0.0,802785000.0,95120000.0,897077000.0,,190081000.0,350630000.0,140015000.0,-2671000.0,-1181000.0,42485000.0,7127000,,7127000,72638000.0,161593000.0,629129000.0,248644000.0,,,,,,
2003-06-30,,,1388712000.0,17599000.0,0.1,6925000.0,1043000.0,140015000.0,131451000.0,131451000.0,1438000.0,15716000.0,-28569000.0,-12439000.0,109070000.0,0.0,,3794000.0,37347000.0,56492000.0,-1173421000.0,-8564000.0,0.0,,2003695000.0,2562133000.0,-13877000.0,8282000.0,91405000.0,106221000.0,42507000.0,286695000.0,,10674000,-33472000.0,0.1,39561000.0,,72876000,346866000.0,,,33315000,8778000.0,436470000,-22180000.0,6305000.0,554697000.0,1448998000.0,1191564000.0,19569000.0,-2639000.0,104419000.0,0.0,812131000.0,86220000.0,904869000.0,,193753000.0,357544000.0,131451000.0,-3104000.0,-4911000.0,45611000.0,10674000,,10674000,78926000.0,164553000.0,629140000.0,256160000.0,,,,,,
2003-09-30,,,1376331000.0,-53066000.0,-0.31,-20730000.0,1047000.0,131451000.0,116651000.0,116651000.0,30673000.0,82593000.0,-26790000.0,-61306000.0,109070000.0,0.0,,3764000.0,72917000.0,41054000.0,-1173421000.0,-14800000.0,0.0,,1991586000.0,2549752000.0,0.0,25242000.0,97064000.0,106037000.0,46681000.0,301122000.0,,-32336000,-26411000.0,-0.31,39988000.0,-1036000.0,69515000,314530000.0,,,29527000,46127000.0,444599000,10781000.0,-26670000.0,570437000.0,1421149000.0,1188330000.0,19988000.0,-1927000.0,104303000.0,0.0,803256000.0,94988000.0,887208000.0,,202465000.0,365747000.0,116651000.0,-2644000.0,0.0,49325000.0,-32336000,,-32336000,78852000.0,166480000.0,599695000.0,267525000.0,,,,,,
2003-12-31,,,1372823000.0,-1121000.0,,-1298000.0,1056000.0,116651000.0,172022000.0,172022000.0,-22016000.0,7653000.0,-35072000.0,-6365000.0,112763000.0,20109000.0,,5495000.0,95918000.0,39731000.0,-1301669000.0,55371000.0,0.0,,1985126000.0,2674492000.0,0.0,24458000.0,126924000.0,,42188000.0,342977000.0,,177000,-34182000.0,,40313000.0,,73995000,298869000.0,,,33682000,60846000.0,431197000,50688000.0,-983000.0,567077000.0,1418049000.0,1187646000.0,28522000.0,103000.0,,0.0,797480000.0,103290000.0,844669000.0,,191405000.0,363746000.0,172022000.0,-18731000.0,1654000.0,33769000.0,177000,,177000,67451000.0,166312000.0,585198000.0,230949000.0,,,,,,
2004-03-31,,,1384409000.0,-11014000.0,-0.06,-4178000.0,1062000.0,172022000.0,87589000.0,87589000.0,3723000.0,7403000.0,-29161000.0,-15991000.0,109099000.0,0.0,,19992000.0,-1309000.0,38918000.0,-1301669000.0,-84433000.0,0.0,,1926228000.0,2686078000.0,,23677000.0,123964000.0,105845000.0,42541000.0,311062000.0,-15839000.0,-6836000,-67133000.0,-0.06,38946000.0,,36621000,276123000.0,,2978000.0,-2325000,-30470000.0,431267000,-32461000.0,-7178000.0,482909000.0,1443319000.0,1145478000.0,30695000.0,6259000.0,105845000.0,0.0,780750000.0,77999000.0,834416000.0,,188866000.0,391051000.0,87589000.0,-1286000.0,-1317000.0,42541000.0,-6836000,,-6836000,40216000.0,164017000.0,585457000.0,218264000.0,,,,,,
2004-06-30,,,1371557000.0,22624000.0,0.13,8998000.0,1064000.0,87589000.0,91181000.0,91181000.0,2991000.0,7544000.0,-26237000.0,-12926000.0,109099000.0,0.0,,19793000.0,41536000.0,39143000.0,-1301669000.0,3592000.0,0.0,,1935161000.0,2673226000.0,,21330000.0,114239000.0,107454000.0,42912000.0,308091000.0,-15910000.0,13626000,-25018000.0,0.13,39638000.0,,69550000,273805000.0,,,29912000,15299000.0,467393000,-20741000.0,8212000.0,504668000.0,1430493000.0,1153591000.0,33568000.0,-2230000.0,106157000.0,0.0,781570000.0,84753000.0,845500000.0,,206892000.0,394569000.0,91181000.0,256000.0,-396000.0,42912000.0,13626000,,13626000,72824000.0,166247000.0,585569000.0,226363000.0,,,,,,
2004-09-30,,,1353416000.0,42425000.0,0.24,16752000.0,1069000.0,91181000.0,119367000.0,119367000.0,2925000.0,7430000.0,-21057000.0,-13097000.0,109099000.0,0.0,,20405000.0,62999000.0,37044000.0,-1301669000.0,28186000.0,0.0,,1968859000.0,2655085000.0,,20797000.0,116975000.0,107765000.0,47531000.0,319529000.0,-15944000.0,25673000,-21716000.0,0.24,40197000.0,,92397000,283443000.0,,,52200000,41942000.0,498753000,-13563000.0,8690000.0,557994000.0,1410865000.0,1172060000.0,32241000.0,-9623000.0,106602000.0,0.0,796799000.0,93455000.0,852531000.0,,226068000.0,399022000.0,119367000.0,-2345000.0,-490000.0,47531000.0,25673000,,25673000,99731000.0,175870000.0,585612000.0,234678000.0,,,,,,
2004-12-31,,,1345154000.0,56880000.0,,20613000.0,1070000.0,119367000.0,213321000.0,213321000.0,759000.0,7199000.0,-32159000.0,-15216000.0,109168000.0,47693000.0,,22108000.0,112117000.0,38451000.0,-1437061000.0,93954000.0,0.0,,2082774000.0,2782215000.0,,20177000.0,128953000.0,,47840000.0,335104000.0,,36267000,-2947000.0,,40811000.0,,101515000,303662000.0,,,60704000,79958000.0,492650000,25681000.0,33691000.0,677061000.0,1405713000.0,1265204000.0,37807000.0,-3478000.0,,0.0,817570000.0,96983000.0,930100000.0,,216594000.0,407707000.0,213321000.0,26976000.0,31082000.0,24239000.0,36267000,,36267000,84943000.0,179348000.0,585724000.0,306569000.0,,,,,,
2005-03-31,,,1344686000.0,20538000.0,0.12,7919000.0,1074000.0,213321000.0,180199000.0,180199000.0,3845000.0,6994000.0,-36918000.0,-12280000.0,109100000.0,0.0,,21927000.0,18626000.0,39270000.0,-1437061000.0,-33122000.0,0.0,,2066717000.0,2781747000.0,,19148000.0,147368000.0,108053000.0,46823000.0,328381000.0,-16049000.0,12619000,-39468000.0,0.12,38648000.0,,65091000,289431000.0,,,26443000,-18292000.0,489437000,-40103000.0,1158000.0,660834000.0,1405883000.0,1257831000.0,41639000.0,-5139000.0,107019000.0,0.0,808886000.0,71913000.0,929450000.0,,227404000.0,416171000.0,180199000.0,1089000.0,-2558000.0,46823000.0,12619000,,12619000,73266000.0,184487000.0,585836000.0,301975000.0,,,,,,
2005-06-30,,,1348191000.0,47204000.0,0.26,19444000.0,1080000.0,180199000.0,165454000.0,165454000.0,1873000.0,7076000.0,-31999000.0,-25055000.0,109030000.0,-1000.0,,54168000.0,75215000.0,38232000.0,-1437061000.0,-14745000.0,0.0,,2085444000.0,2785252000.0,,20917000.0,140460000.0,108225000.0,50275000.0,343027000.0,-26850000.0,27760000,-64906000.0,0.26,40429000.0,,86069000,290250000.0,,,45640000,43216000.0,519325000,22865000.0,-5128000.0,644853000.0,1440591000.0,1271902000.0,43683000.0,-443000.0,107418000.0,0.0,813542000.0,93537000.0,928875000.0,,235832000.0,423410000.0,165454000.0,8640000.0,15165000.0,50275000.0,27760000,,27760000,95915000.0,187261000.0,585948000.0,299244000.0,,,,,,
2005-09-30,,,1338914000.0,19220000.0,0.1,8654000.0,1081000.0,165454000.0,184429000.0,184429000.0,1406000.0,7082000.0,-30074000.0,-25542000.0,118030000.0,1000.0,,53988000.0,74852000.0,36426000.0,-1437061000.0,18975000.0,0.0,,2070703000.0,2775975000.0,,13591000.0,142198000.0,108311000.0,50371000.0,358876000.0,-26941000.0,10566000,-30334000.0,0.1,40195000.0,,70325000,273789000.0,,,30130000,44778000.0,512187000,31414000.0,-3907000.0,641375000.0,1429328000.0,1271875000.0,38501000.0,-384000.0,107672000.0,0.0,798828000.0,98648000.0,912999000.0,,227936000.0,431686000.0,184429000.0,-3828000.0,-433000.0,50371000.0,10566000,,10566000,80501000.0,187645000.0,577061000.0,297437000.0,,,,,,
2005-12-31,,,1320511000.0,1038000.0,,-617000.0,1037000.0,184429000.0,112669000.0,112669000.0,1097000.0,6948000.0,-26340000.0,-119043000.0,118030000.0,0.0,,63713000.0,74053000.0,35585000.0,-1564362000.0,-71760000.0,27045000.0,,1973298000.0,2884873000.0,,13358000.0,124851000.0,,46531000.0,372094000.0,-27027000.0,1655000,-26770000.0,,39080000.0,,52993000,248404000.0,,,13913000,47713000.0,472651000,2234000.0,23665000.0,553489000.0,1419809000.0,1291878000.0,49901000.0,-4183000.0,,0.0,681420000.0,102168000.0,919784000.0,,213181000.0,415533000.0,112669000.0,-2601000.0,136000.0,43205000.0,1655000,,1655000,57118000.0,191828000.0,577173000.0,292710000.0,,,,,,
2006-03-31,,,1299711000.0,14433000.0,0.09,5446000.0,1038000.0,112669000.0,67855000.0,67855000.0,1311000.0,8050000.0,-17301000.0,-25360000.0,118030000.0,382000.0,,29242000.0,516000.0,36450000.0,-1564362000.0,-44814000.0,25946000.0,,1921224000.0,2864073000.0,,18586000.0,116490000.0,104238000.0,48880000.0,335720000.0,-27045000.0,8987000,-19970000.0,0.09,37755000.0,,62453000,231449000.0,,,24698000,-16785000.0,507856000,-50600000.0,1734000.0,521608000.0,1399616000.0,1254486000.0,53023000.0,5847000.0,103355000.0,0.0,666738000.0,75254000.0,918766000.0,,233168000.0,434278000.0,67855000.0,-2215000.0,-2794000.0,48880000.0,8987000,34213000.0,8987000,73578000.0,185981000.0,577285000.0,288458000.0,,,,,,
2006-06-30,,,1284873000.0,49596000.0,0.31,17351000.0,1041000.0,67855000.0,94078000.0,94078000.0,520000.0,8210000.0,-23221000.0,-25166000.0,118142000.0,276000.0,,29364000.0,79276000.0,36350000.0,-1564362000.0,26223000.0,25954000.0,,1976190000.0,2849235000.0,,17809000.0,131466000.0,104334000.0,51883000.0,385729000.0,-25946000.0,32245000,-27887000.0,0.31,38339000.0,,96145000,237743000.0,,,57806000,56055000.0,551095000,9595000.0,-3754000.0,588575000.0,1387615000.0,1301603000.0,54757000.0,-7766000.0,103421000.0,0.0,674587000.0,110167000.0,915874000.0,,263702000.0,438957000.0,94078000.0,-2449000.0,-646000.0,54332000.0,32245000,37028000.0,32245000,112138000.0,194339000.0,577606000.0,283511000.0,,,,,,
2006-09-30,,,1259225000.0,68946000.0,0.42,25198000.0,1045000.0,94078000.0,118231000.0,118231000.0,3780000.0,7845000.0,-14841000.0,-29103000.0,119146000.0,2107000.0,,28930000.0,66764000.0,35979000.0,-1564362000.0,24153000.0,26107000.0,,1992392000.0,2823587000.0,,17032000.0,126883000.0,104583000.0,54975000.0,396109000.0,-25954000.0,43748000,-13508000.0,0.42,38092000.0,,114883000,255390000.0,,1523000.0,76791000,51923000.0,575041000,-10405000.0,-7395000.0,631147000.0,1361245000.0,1293634000.0,50904000.0,-6298000.0,103672000.0,0.0,698758000.0,123973000.0,897525000.0,,277659000.0,440353000.0,118231000.0,-2922000.0,-269000.0,57897000.0,43748000,37111000.0,43748000,134688000.0,200637000.0,567686000.0,278935000.0,,,,,,
2006-12-31,,,1252291000.0,61749000.0,,21697000.0,1046000.0,118231000.0,161837000.0,161837000.0,2143000.0,7098000.0,-32858000.0,-23880000.0,119147000.0,120000.0,,14711000.0,100076000.0,36056000.0,-1685964000.0,43606000.0,26154000.0,,1986976000.0,2938255000.0,,-8079000.0,119397000.0,,53683000.0,388338000.0,-26107000.0,40052000,-32590000.0,,38225000.0,,107072000,269296000.0,,1722000.0,68847000,67218000.0,553054000,30353000.0,-10727000.0,646718000.0,1340258000.0,1295205000.0,0.0,4691000.0,,0.0,691771000.0,123640000.0,906867000.0,,263159000.0,429581000.0,161837000.0,-943000.0,-553000.0,54626000.0,40052000,37200000.0,40052000,123473000.0,195946000.0,567770000.0,260968000.0,,,,,,
2007-03-31,,,1235915000.0,49564000.0,0.3,18373000.0,1050000.0,161837000.0,147294000.0,147294000.0,5515000.0,7132000.0,-20821000.0,-19821000.0,119150000.0,854000.0,,14583000.0,27236000.0,36185000.0,-1685964000.0,-14543000.0,26243000.0,,1972702000.0,2921879000.0,,-8404000.0,125934000.0,105065000.0,54847000.0,361707000.0,-26154000.0,31191000,-21958000.0,0.3,36990000.0,,93686000,279353000.0,,1767000.0,56696000,6415000.0,559159000,-48073000.0,4318000.0,648856000.0,1323846000.0,1263064000.0,88291000.0,-4492000.0,104166000.0,0.0,709638000.0,90380000.0,901357000.0,,275292000.0,446172000.0,147294000.0,-1444000.0,-1305000.0,56291000.0,31191000,37163000.0,31191000,112987000.0,200438000.0,567851000.0,245215000.0,,,,,,
