date,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyRetainedEarnings,quarterlyEbitda,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyPurchaseOfInvestment,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyInventory,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyDepreciationAndAmortization,quarterlyStockBasedCompensation,quarterlyBasicEPS,quarterlyDilutedEPS,quarterlySellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyBasicAverageShares,quarterlyDilutedAverageShares,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue
1997-06-30,215800000.0,215800000.0,,37900000.0,,12284000000.0,117000000.0,153300000.0,4252500000.0,1153800000.0,-189600000.0,-46700000.0,171200000.0,,,-73600000.0,-6706200000.0,3568500000.0,383900000.0,62600000.0,-46400000.0,18990200000.0,,,-15500000.0,8800000.0,579500000.0,1153800000.0,46300000.0,,215900000.0,-119100000.0,1700300000.0,2325000000.0,1467300000.0,498000000,,194300000.0,,194200000.0,282100000,1634700000,19423600000.0,79100000.0,17723300000.0,13568100000.0,10996300000.0,79100000,314300000.0,5720500000.0,761200000.0,,-36400000.0,767400000.0,591700000.0,-274600000.0,873500000.0,6100000.0,215800000.0,,233100000.0,79100000.0,,591400000.0,-15000000.0,2246800000.0,8083100000.0,,,,,,,,,,
1997-09-30,242900000.0,242900000.0,,98500000.0,,12471000000.0,148900000.0,215800000.0,4318800000.0,1357100000.0,-202800000.0,-420600000.0,173200000.0,,,-3000000.0,-6906800000.0,2682500000.0,709200000.0,27100000.0,,19377800000.0,,,4400000.0,32500000.0,567900000.0,1357100000.0,44600000.0,,231000000.0,-120000000.0,2736700000.0,2919100000.0,1375800000.0,543800000,,506400000.0,,299300000.0,312800000,2059600000,19730000000.0,50400000.0,16993300000.0,13467100000.0,10305400000.0,50400000,391700000.0,5715200000.0,971300000.0,,8900000.0,1698000000.0,994100000.0,-261500000.0,1088300000.0,9400000.0,242900000.0,,233500000.0,50400000.0,,775500000.0,6600000.0,2248700000.0,7737900000.0,,,,,,,,,,
1997-12-31,321600000.0,321600000.0,,15400000.0,,12532600000.0,115200000.0,242900000.0,4362600000.0,1988700000.0,-176100000.0,221900000.0,172900000.0,,,290700000.0,-6986600000.0,3455100000.0,86600000.0,78700000.0,,19519200000.0,,,-3300000.0,-40800000.0,679300000.0,1988700000.0,41200000.0,,247900000.0,-120600000.0,2273000000.0,3625700000.0,1354000000.0,583400000,,-89500000.0,26000000.0,-188200000.0,335500000,2128300000,20192700000.0,99800000.0,17919700000.0,13675300000.0,9811200000.0,99800000,538000000.0,5729500000.0,1159500000.0,,-231700000.0,937500000.0,957700000.0,-229800000.0,968800000.0,11300000.0,321600000.0,,230700000.0,99800000.0,,633300000.0,12600000.0,2256800000.0,7196000000.0,,,,,,,,,,
1998-03-31,280100000.0,280100000.0,,66500000.0,,12682300000.0,206000000.0,321600000.0,4668400000.0,1471200000.0,-184000000.0,115600000.0,170400000.0,,1971500000.0,41800000.0,-7223400000.0,3647800000.0,344300000.0,-41500000.0,16100000.0,19905700000.0,,,4300000.0,9600000.0,654000000.0,1471200000.0,305800000.0,,238800000.0,-125600000.0,2227900000.0,3044400000.0,1369900000.0,624700000,,160300000.0,,10400000.0,385900000,2158100000,20529500000.0,139500000.0,18301600000.0,13680700000.0,,139500000,606400000.0,6058800000.0,1151700000.0,,360800000.0,902200000.0,919200000.0,-501400000.0,1006400000.0,9700000.0,280100000.0,,224400000.0,139500000.0,,620500000.0,6600000.0,2264700000.0,7697500000.0,,,,,,,,,,
1998-06-30,371200000.0,371200000.0,,-32200000.0,,12769900000.0,-114900000.0,280100000.0,4709400000.0,1727400000.0,-174400000.0,365900000.0,193300000.0,,,-90700000.0,-7445000000.0,3635400000.0,286100000.0,91100000.0,,20214900000.0,,,21700000.0,-111600000.0,927500000.0,1727400000.0,42700000.0,,199200000.0,-126300000.0,4182100000.0,5223600000.0,1162200000.0,283300000,,111700000.0,,14800000.0,84100000,2066600000,22541500000.0,-82700000.0,18359400000.0,15922600000.0,10469100000.0,-82700000,2304100000.0,5893300000.0,1207500000.0,,-720900000.0,1060200000.0,2568700000.0,-560900000.0,859100000.0,1300000.0,371200000.0,,234100000.0,-82700000.0,,775000000.0,,2190500000.0,7877300000.0,,,,,,,,,,
1998-09-30,965200000.0,965200000.0,,234900000.0,,10950000000.0,659400000.0,371200000.0,4663200000.0,1966100000.0,-179500000.0,-562400000.0,142800000.0,,,16500000.0,-7487600000.0,3768300000.0,187200000.0,594000000.0,,18437600000.0,,,-8100000.0,162400000.0,788900000.0,1966100000.0,5800000.0,,198100000.0,-126300000.0,3268000000.0,3690500000.0,1459500000.0,1005300000,,7700000.0,,77100000.0,807200000,2808500000,18164600000.0,424500000.0,14896600000.0,11319400000.0,7403200000.0,424500000,1078400000.0,6130800000.0,1724400000.0,,-265500000.0,763700000.0,935500000.0,969200000.0,1084100000.0,1100000.0,965200000.0,,236200000.0,424500000.0,,276900000.0,,1962900000.0,5437700000.0,,,,,,,,,,
1998-12-31,425600000.0,425600000.0,,36800000.0,,10636600000.0,91000000.0,965200000.0,4622400000.0,1924100000.0,-165800000.0,-372400000.0,104500000.0,,,-58000000.0,-7469400000.0,4445100000.0,389200000.0,-539600000.0,,18106000000.0,,-42300000.0,-20100000.0,-37900000.0,698500000.0,1924100000.0,0.0,,190100000.0,-126000000.0,2285300000.0,3518600000.0,1386400000.0,344400000,,223400000.0,,13600000.0,154300000,-942000000,17517000000.0,54200000.0,15231700000.0,10816200000.0,7076200000.0,54200000,588400000.0,6004900000.0,-1666300000.0,,-239400000.0,1034300000.0,896000000.0,-556400000.0,724300000.0,73300000.0,425600000.0,,237000000.0,54200000.0,,570000000.0,,2013900000.0,5070900000.0,,,,,,,,,,
1999-03-31,473200000.0,473200000.0,,66400000.0,,10682900000.0,204900000.0,425600000.0,4520100000.0,1151500000.0,-155100000.0,370000000.0,136100000.0,,148400000.0,130400000.0,-7601000000.0,4266700000.0,202700000.0,47600000.0,46500000.0,18283900000.0,,-107200000.0,-23200000.0,,625200000.0,1151500000.0,,,119900000.0,-124600000.0,2390400000.0,2655100000.0,1143400000.0,513700000,,47600000.0,-50300000.0,34400000.0,313300000,1293000000,17488400000.0,-116300000.0,15098000000.0,11146600000.0,,138500000,725000000.0,5656500000.0,428000000.0,,-204800000.0,950400000.0,878400000.0,-525100000.0,865000000.0,33800000.0,473200000.0,,241800000.0,-116300000.0,,551700000.0,,1815700000.0,6456100000.0,,,,,,,,,,
1999-06-30,238900000.0,238900000.0,,53400000.0,,11007400000.0,170800000.0,473200000.0,4520700000.0,1232800000.0,-161300000.0,-134800000.0,135800000.0,,,-140700000.0,-7807400000.0,4356800000.0,225600000.0,-234300000.0,53800000.0,18814800000.0,,-1800000.0,-18800000.0,,904600000.0,1232800000.0,,,159000000.0,-123800000.0,2481600000.0,3012900000.0,1136200000.0,491900000,,64300000.0,-40400000.0,-110600000.0,295900000,1315300000,17992500000.0,117400000.0,15510900000.0,11655000000.0,8487100000.0,117400000,777600000.0,5654300000.0,441600000.0,,-20200000.0,1218500000.0,875500000.0,-325100000.0,873700000.0,14900000.0,238900000.0,,246600000.0,117400000.0,,577800000.0,,1798200000.0,6620700000.0,,,,,,,,,,
1999-09-30,357000000.0,357000000.0,,121000000.0,,11010000000.0,353100000.0,238900000.0,4287700000.0,1549200000.0,-246800000.0,229500000.0,149500000.0,,,-27500000.0,-7988600000.0,4625800000.0,406900000.0,118100000.0,21400000.0,18998600000.0,,-50200000.0,-34900000.0,,814800000.0,1549200000.0,,,139800000.0,-123200000.0,2629400000.0,3346000000.0,1245200000.0,694300000,,160100000.0,-11400000.0,4700000.0,486500000,1662500000,18414800000.0,232100000.0,15785400000.0,12218700000.0,8721900000.0,232100000,926800000.0,5514200000.0,516700000.0,,-301800000.0,1095300000.0,982000000.0,-518300000.0,1145800000.0,20400000.0,357000000.0,,250300000.0,232100000.0,,659300000.0,,1784700000.0,6857100000.0,,,,,,,,,,
1999-12-31,280000000.0,280000000.0,,18300000.0,,10764000000.0,81300000.0,357000000.0,4070000000.0,1406000000.0,-240800000.0,-323700000.0,152600000.0,,,-6200000.0,-7882000000.0,4659000000.0,419800000.0,-77400000.0,-86700000.0,18646000000.0,,-212800000.0,-15000000.0,,711000000.0,1406000000.0,,,-474700000.0,-121400000.0,2192000000.0,2999000000.0,1190000000.0,409200000,,179000000.0,49100000.0,4500000.0,215400000,1249200000,17747000000.0,62800000.0,15555000000.0,12387000000.0,8857000000.0,63000000,725000000.0,5261000000.0,413200000.0,,-49200000.0,933000000.0,882000000.0,-173500000.0,836000000.0,21900000.0,280000000.0,,254000000.0,62800000.0,,620600000.0,,1845000000.0,6936000000.0,,,,,,,,,,
2000-03-31,390000000.0,390000000.0,,74000000.0,,18096000000.0,215000000.0,280000000.0,6048000000.0,6133000000.0,-379000000.0,2853000000.0,219000000.0,,141000000.0,54000000.0,-12953000000.0,6800000000.0,445000000.0,110000000.0,20000000.0,31049000000.0,,-1642000000.0,-5000000.0,,949000000.0,6133000000.0,87000000.0,,,-201000000.0,3993000000.0,8264000000.0,1199000000.0,688000000,,66000000.0,-13000000.0,-97000000.0,412000000,2072000000,29030000000.0,141000000.0,25037000000.0,21710000000.0,,141000000,1857000000.0,7242000000.0,771000000.0,,-103000000.0,1495000000.0,1182000000.0,-3188000000.0,1301000000.0,24000000.0,390000000.0,,251000000.0,141000000.0,,889000000.0,,3020000000.0,9322000000.0,,,,,,,,,,
2000-06-30,306000000.0,306000000.0,,-77000000.0,,17954000000.0,-183000000.0,390000000.0,6053000000.0,5961000000.0,-350000000.0,-63000000.0,263000000.0,,,-52000000.0,-13146000000.0,6298000000.0,273000000.0,-84000000.0,119000000.0,31100000000.0,,0.0,3000000.0,,1178000000.0,5961000000.0,3000000.0,,,-153000000.0,4760000000.0,8690000000.0,940000000.0,390000000,,-77000000.0,-125000000.0,-233000000.0,66000000,2056000000,29098000000.0,-106000000.0,24338000000.0,22096000000.0,12864000000.0,-106000000,2575000000.0,6996000000.0,738000000.0,,20000000.0,1573000000.0,1551000000.0,-294000000.0,1318000000.0,13000000.0,306000000.0,,306000000.0,-106000000.0,,1252000000.0,,2977000000.0,9258000000.0,,,,,,,,,,
2000-09-30,438000000.0,438000000.0,,151000000.0,,18108000000.0,411000000.0,306000000.0,6102000000.0,3946000000.0,-448000000.0,-52000000.0,263000000.0,,,1000000.0,-13368000000.0,6265000000.0,570000000.0,132000000.0,15000000.0,31476000000.0,,0.0,-4000000.0,,1430000000.0,3946000000.0,49000000.0,,,-153000000.0,5391000000.0,7265000000.0,1081000000.0,1105000000,,122000000.0,-47000000.0,-47000000.0,781000000,2351000000,29822000000.0,260000000.0,24431000000.0,22622000000.0,14820000000.0,260000000,2680000000.0,7195000000.0,805000000.0,,42000000.0,1803000000.0,1889000000.0,-386000000.0,1546000000.0,-89000000.0,438000000.0,,470000000.0,260000000.0,,765000000.0,,2872000000.0,11322000000.0,,,,,,,,,,
2000-12-31,360000000.0,360000000.0,,28000000.0,,14849000000.0,134000000.0,438000000.0,6488000000.0,3573000000.0,-561000000.0,-1404000000.0,314000000.0,,,-60000000.0,-13162000000.0,5131000000.0,55000000.0,-78000000.0,-17000000.0,28011000000.0,,1000000.0,-31000000.0,,1736000000.0,3573000000.0,393000000.0,,,-108000000.0,5866000000.0,7592000000.0,1028000000.0,388000000,,-506000000.0,-50000000.0,27000000.0,44000000,2781000000,29348000000.0,106000000.0,23482000000.0,21846000000.0,13722000000.0,106000000,2821000000.0,7501000000.0,1285000000.0,,1223000000.0,2358000000.0,2283000000.0,1271000000.0,1496000000.0,353000000.0,360000000.0,,327000000.0,106000000.0,,1452000000.0,120000000.0,2967000000.0,10101000000.0,,,,,,,,,,
2001-03-31,882000000.0,882000000.0,,96000000.0,,15479000000.0,258000000.0,360000000.0,6538000000.0,2590000000.0,-409000000.0,1145000000.0,230000000.0,,3691000000.0,8000000.0,-13901000000.0,6044000000.0,922000000.0,522000000.0,10000000.0,29380000000.0,,,-102000000.0,,1672000000.0,2590000000.0,599000000.0,,,-159000000.0,5291000000.0,6452000000.0,1028000000.0,777000000,,513000000.0,-190000000.0,760000000.0,496000000,3198000000,30505000000.0,162000000.0,25214000000.0,23024000000.0,,162000000,1661000000.0,7480000000.0,1626000000.0,,343000000.0,2442000000.0,2190000000.0,-1545000000.0,1572000000.0,16000000.0,882000000.0,,306000000.0,162000000.0,,1076000000.0,,2879000000.0,11799000000.0,,,,,,,,,,
2001-06-30,476000000.0,476000000.0,,131000000.0,,15767000000.0,286000000.0,882000000.0,6595000000.0,2466000000.0,-580000000.0,69000000.0,231000000.0,,,-8000000.0,-14211000000.0,6152000000.0,97000000.0,-406000000.0,17000000.0,29978000000.0,,,51000000.0,,2175000000.0,2466000000.0,53000000.0,,,-159000000.0,6671000000.0,7345000000.0,1030000000.0,833000000,,-483000000.0,-15000000.0,-59000000.0,518000000,2309000000,32253000000.0,155000000.0,25582000000.0,24554000000.0,16136000000.0,155000000,2964000000.0,7699000000.0,797000000.0,,20000000.0,2794000000.0,2704000000.0,-572000000.0,1512000000.0,24000000.0,476000000.0,,437000000.0,155000000.0,,994000000.0,,3151000000.0,12130000000.0,,,,,,,,,,
2001-09-30,367000000.0,367000000.0,,217000000.0,,15968000000.0,561000000.0,476000000.0,6646000000.0,1830000000.0,-505000000.0,-1148000000.0,250000000.0,,,11000000.0,-14434000000.0,6265000000.0,820000000.0,-109000000.0,0.0,30402000000.0,,,188000000.0,,1581000000.0,1830000000.0,50000000.0,,,-161000000.0,5365000000.0,6206000000.0,1213000000.0,1090000000,,315000000.0,-10000000.0,477000000.0,780000000,2544000000,31270000000.0,344000000.0,25905000000.0,23200000000.0,15926000000.0,344000000,2428000000.0,8070000000.0,794000000.0,,95000000.0,2023000000.0,2795000000.0,219000000.0,1750000000.0,31000000.0,367000000.0,,547000000.0,344000000.0,,970000000.0,,3297000000.0,11764000000.0,,,,,,,,,,
2001-12-31,486000000.0,486000000.0,,-74000000.0,,18681000000.0,-191000000.0,367000000.0,7513000000.0,3213000000.0,-674000000.0,1839000000.0,139000000.0,,,-3000000.0,-14424000000.0,6124000000.0,575000000.0,119000000.0,3000000.0,33105000000.0,,,289000000.0,,1776000000.0,3213000000.0,292000000.0,,,-170000000.0,5354000000.0,7478000000.0,922000000.0,330000000,,-99000000.0,111000000.0,-1296000000.0,-9000000,2507000000,34369000000.0,-117000000.0,29015000000.0,25617000000.0,16879000000.0,-117000000,2344000000.0,8752000000.0,873000000.0,,-335000000.0,1947000000.0,2489000000.0,-2295000000.0,1634000000.0,55000000.0,486000000.0,,577000000.0,-117000000.0,,1643000000.0,,3940000000.0,12119000000.0,,,,,,,,,,
2002-03-31,648000000.0,648000000.0,,169000000.0,,18578000000.0,491000000.0,486000000.0,8166000000.0,3174000000.0,-607000000.0,326000000.0,211000000.0,,4551000000.0,-19000000.0,-14486000000.0,6047000000.0,412000000.0,162000000.0,,33064000000.0,,,-48000000.0,,1750000000.0,3174000000.0,689000000.0,,,-167000000.0,5772000000.0,7628000000.0,1077000000.0,1029000000,,-195000000.0,-19000000.0,90000000.0,711000000,2634000000,34948000000.0,322000000.0,29176000000.0,25726000000.0,,322000000,2479000000.0,9222000000.0,963000000.0,,50000000.0,2187000000.0,2704000000.0,-576000000.0,1671000000.0,22000000.0,648000000.0,,458000000.0,322000000.0,,960000000.0,,3622000000.0,11976000000.0,,,,,,,,,,
2002-06-30,225000000.0,225000000.0,,145000000.0,,19334000000.0,417000000.0,648000000.0,8219000000.0,3203000000.0,-904000000.0,262000000.0,209000000.0,,,-4000000.0,-11951000000.0,6234000000.0,420000000.0,-423000000.0,,31285000000.0,,,-173000000.0,,1780000000.0,3203000000.0,52000000.0,,,-179000000.0,5300000000.0,7641000000.0,990000000.0,944000000,,-484000000.0,,-516000000.0,625000000,2332000000,35407000000.0,272000000.0,30107000000.0,26325000000.0,17552000000.0,272000000,2233000000.0,9082000000.0,745000000.0,,-34000000.0,2253000000.0,2658000000.0,-1105000000.0,1587000000.0,29000000.0,225000000.0,,589000000.0,272000000.0,,962000000.0,,3637000000.0,12374000000.0,,,,,,,,,,
2002-09-30,183000000.0,183000000.0,,211000000.0,,19883000000.0,641000000.0,225000000.0,8025000000.0,3825000000.0,-504000000.0,-238000000.0,204000000.0,,,-21000000.0,-12103000000.0,6101000000.0,1073000000.0,-42000000.0,,31986000000.0,,,-293000000.0,190000000.0,1955000000.0,3825000000.0,453000000.0,,-109000000.0,-179000000.0,5391000000.0,8416000000.0,1420000000.0,1184000000,,569000000.0,,230000000.0,836000000,2545000000,35919000000.0,430000000.0,30528000000.0,26720000000.0,16907000000.0,430000000,2025000000.0,9199000000.0,743000000.0,,-157000000.0,2496000000.0,2636000000.0,-877000000.0,1802000000.0,39000000.0,183000000.0,,687000000.0,430000000.0,,966000000.0,-93000000.0,3822000000.0,11668000000.0,,,,,,,,,,
2002-12-31,291000000.0,291000000.0,,156000000.0,,20257000000.0,494000000.0,183000000.0,9308000000.0,3318000000.0,-813000000.0,967000000.0,201000000.0,,,-134000000.0,-12374000000.0,6213000000.0,543000000.0,108000000.0,,32631000000.0,,244000000.0,-446000000.0,401000000.0,2310000000.0,3318000000.0,1226000000.0,,18000000.0,-198000000.0,6825000000.0,8443000000.0,1561000000.0,1050000000,,-270000000.0,,-615000000.0,714000000,2706000000,37909000000.0,338000000.0,31084000000.0,27439000000.0,17489000000.0,338000000,2843000000.0,10470000000.0,1005000000.0,,-635000000.0,3054000000.0,2815000000.0,-1402000000.0,1701000000.0,12000000.0,291000000.0,,637000000.0,338000000.0,,987000000.0,49000000.0,4209000000.0,12060000000.0,,,,,,,,,,
2003-03-31,498000000.0,498000000.0,,211000000.0,,23046000000.0,606000000.0,291000000.0,9386000000.0,2111000000.0,-841000000.0,395000000.0,209000000.0,,4328000000.0,-9000000.0,-11224000000.0,6461000000.0,882000000.0,207000000.0,,34270000000.0,,,-667000000.0,132000000.0,3411000000.0,2111000000.0,77000000.0,,365000000.0,-199000000.0,8494000000.0,9309000000.0,1869000000.0,1313000000,,41000000.0,,-195000000.0,985000000,3584000000,42329000000.0,508000000.0,33835000000.0,31671000000.0,,395000000,3124000000.0,10635000000.0,1451000000.0,,-229000000.0,4418000000.0,3787000000.0,-1070000000.0,2133000000.0,-155000000.0,498000000.0,,454000000.0,508000000.0,,1148000000.0,190000000.0,4272000000.0,13707000000.0,,,,,,,,,,
2003-06-30,133000000.0,133000000.0,,131000000.0,,24030000000.0,371000000.0,498000000.0,10182000000.0,1483000000.0,-748000000.0,-53000000.0,213000000.0,,,-3000000.0,-11424000000.0,6760000000.0,602000000.0,-365000000.0,,35454000000.0,,,-751000000.0,107000000.0,2503000000.0,1483000000.0,796000000.0,,-27000000.0,-208000000.0,7186000000.0,7725000000.0,1903000000.0,901000000,,-146000000.0,,-96000000.0,558000000,2635000000,42304000000.0,240000000.0,35118000000.0,30893000000.0,21771000000.0,240000000,2940000000.0,11392000000.0,1029000000.0,,-166000000.0,3491000000.0,3739000000.0,-914000000.0,1606000000.0,53000000.0,133000000.0,,622000000.0,240000000.0,,1048000000.0,-168000000.0,4359000000.0,14092000000.0,,,,,,,,,,
2003-09-30,191000000.0,191000000.0,,251000000.0,,24051000000.0,-5000000.0,133000000.0,10245000000.0,875000000.0,-878000000.0,-99000000.0,207000000.0,,,-9000000.0,-11693000000.0,6876000000.0,648000000.0,58000000.0,,35744000000.0,,,-542000000.0,163000000.0,2304000000.0,875000000.0,63000000.0,,-301000000.0,-209000000.0,6281000000.0,7052000000.0,1437000000.0,504000000,,-230000000.0,,130000000.0,150000000,2857000000,41536000000.0,-256000000.0,35255000000.0,30326000000.0,23274000000.0,-256000000,1909000000.0,11200000000.0,1033000000.0,,84000000.0,3267000000.0,3873000000.0,-491000000.0,1824000000.0,51000000.0,191000000.0,,914000000.0,-256000000.0,,1674000000.0,-300000000.0,4658000000.0,15249000000.0,,,,,,,,,,
2003-12-31,126000000.0,126000000.0,,4000000.0,,25850000000.0,574000000.0,191000000.0,10309000000.0,2704000000.0,-971000000.0,610000000.0,220000000.0,,,-21000000.0,-11257000000.0,6855000000.0,223000000.0,-65000000.0,,37107000000.0,,,-629000000.0,50000000.0,2712000000.0,2704000000.0,54000000.0,,-15000000.0,-209000000.0,7181000000.0,8867000000.0,1054000000.0,1177000000,,-748000000.0,,-291000000.0,868000000,3001000000,44186000000.0,-174000000.0,37005000000.0,33391000000.0,23845000000.0,570000000,2266000000.0,10795000000.0,1403000000.0,,848000000.0,3919000000.0,3451000000.0,-898000000.0,1598000000.0,11000000.0,126000000.0,,870000000.0,-174000000.0,,730000000.0,44000000.0,4563000000.0,15776000000.0,,,,,,,,,,
2004-03-31,256000000.0,256000000.0,,260000000.0,,26015000000.0,705000000.0,126000000.0,10368000000.0,2602000000.0,-539000000.0,-270000000.0,240000000.0,,4298000000.0,-4000000.0,-11516000000.0,6975000000.0,969000000.0,130000000.0,,37531000000.0,,,-945000000.0,86000000.0,2558000000.0,2602000000.0,68000000.0,,-9000000.0,-210000000.0,7419000000.0,9038000000.0,1281000000.0,1242000000,,430000000.0,-63000000.0,66000000.0,890000000,3879000000,44707000000.0,437000000.0,37288000000.0,33940000000.0,,445000000,2342000000.0,10767000000.0,1937000000.0,,33000000.0,4226000000.0,3878000000.0,-569000000.0,1942000000.0,55000000.0,256000000.0,,595000000.0,437000000.0,,1052000000.0,274000000.0,4641000000.0,15816000000.0,,,,,,,,,,
2004-06-30,83000000.0,83000000.0,,136000000.0,,26322000000.0,394000000.0,256000000.0,10538000000.0,1819000000.0,-661000000.0,-1078000000.0,226000000.0,,,1000000.0,-11756000000.0,7167000000.0,567000000.0,-173000000.0,,38078000000.0,,,-1107000000.0,266000000.0,2604000000.0,1819000000.0,165000000.0,,51000000.0,-212000000.0,6978000000.0,8438000000.0,1320000000.0,927000000,,-94000000.0,-203000000.0,-292000000.0,580000000,3040000000,44765000000.0,251000000.0,37787000000.0,33932000000.0,24900000000.0,258000000,2746000000.0,10833000000.0,1466000000.0,,789000000.0,3423000000.0,4015000000.0,338000000.0,1574000000.0,44000000.0,83000000.0,,726000000.0,251000000.0,,994000000.0,-131000000.0,4835000000.0,15479000000.0,,,,,,,,,,
2004-09-30,96000000.0,96000000.0,,221000000.0,,26750000000.0,558000000.0,83000000.0,10615000000.0,2109000000.0,-675000000.0,-383000000.0,235000000.0,,,-1000000.0,-12038000000.0,7276000000.0,853000000.0,13000000.0,,38788000000.0,,,-1357000000.0,387000000.0,2358000000.0,2109000000.0,74000000.0,,-19000000.0,-213000000.0,7824000000.0,9522000000.0,1443000000.0,1105000000,,178000000.0,-131000000.0,-163000000.0,744000000,3292000000,46148000000.0,337000000.0,38324000000.0,35363000000.0,25241000000.0,337000000,3984000000.0,10785000000.0,1466000000.0,,349000000.0,2768000000.0,5055000000.0,-457000000.0,1826000000.0,53000000.0,96000000.0,,976000000.0,337000000.0,,1082000000.0,-250000000.0,5356000000.0,15164000000.0,,,,,,,,,,
2004-12-31,389000000.0,389000000.0,,83000000.0,,26716000000.0,307000000.0,96000000.0,11145000000.0,1941000000.0,-875000000.0,411000000.0,226000000.0,,,-9000000.0,-11947000000.0,7310000000.0,450000000.0,293000000.0,,38663000000.0,,,-996000000.0,-185000000.0,1984000000.0,1941000000.0,532000000.0,,-14000000.0,-226000000.0,7122000000.0,8056000000.0,1442000000.0,876000000,,-425000000.0,-93000000.0,42000000.0,503000000,3761000000,45446000000.0,224000000.0,38324000000.0,33763000000.0,25022000000.0,224000000,2935000000.0,11683000000.0,1814000000.0,,84000000.0,2905000000.0,4131000000.0,-568000000.0,1947000000.0,34000000.0,389000000.0,,893000000.0,224000000.0,,1444000000.0,83000000.0,5499000000.0,15507000000.0,,,,,,,,,,
2005-03-31,271000000.0,271000000.0,,248000000.0,,27304000000.0,677000000.0,389000000.0,11103000000.0,2815000000.0,-740000000.0,-371000000.0,243000000.0,,4298000000.0,-24000000.0,-12276000000.0,7412000000.0,1211000000.0,-118000000.0,,39580000000.0,,-247000000.0,-1921000000.0,70000000.0,1814000000.0,2815000000.0,216000000.0,,13000000.0,-230000000.0,8105000000.0,10601000000.0,1642000000.0,1253000000,,471000000.0,-350000000.0,274000000.0,873000000,4732000000,47119000000.0,429000000.0,39014000000.0,36189000000.0,,429000000,4305000000.0,10930000000.0,2534000000.0,,194000000.0,2877000000.0,5972000000.0,-958000000.0,2198000000.0,51000000.0,271000000.0,,652000000.0,429000000.0,,1325000000.0,287000000.0,5308000000.0,14600000000.0,,,,,,,,,,
2005-06-30,44000000.0,44000000.0,,176000000.0,,27998000000.0,508000000.0,271000000.0,11110000000.0,2800000000.0,-846000000.0,239000000.0,225000000.0,,,-13000000.0,-12543000000.0,7850000000.0,159000000.0,-199000000.0,,40541000000.0,,-29000000.0,-1930000000.0,45000000.0,1841000000.0,2800000000.0,29000000.0,,,-228000000.0,7349000000.0,9843000000.0,1745000000.0,1076000000,,-687000000.0,-101000000.0,-471000000.0,705000000,3637000000,47495000000.0,332000000.0,40146000000.0,36460000000.0,25984000000.0,332000000,3838000000.0,11035000000.0,1943000000.0,,-72000000.0,2596000000.0,5202000000.0,-597000000.0,1694000000.0,32000000.0,44000000.0,,871000000.0,332000000.0,,989000000.0,-218000000.0,5233000000.0,15139000000.0,,,,,,,,,,
