date,quarterlyOtherNonCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyDilutedEPS,quarterlyCurrentAccruedExpenses,quarterlyInventory,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyBasicEPS,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyStockholdersEquity,quarterlyEbitda,quarterlyNetOtherInvestingChanges,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyOtherNonCashItems,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyCurrentAssets,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyDilutedAverageShares,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,quarterlyOtherIntangibleAssets,quarterlyGoodwill
1984-03-31,,,,,600000.0,,,,,,,0.9,,,,,,,,,,,725600.0,,,,,,,,,,,,,,,,,,0.9,,,,,,,2200000,,,,,,,,,,,,,,,,,,,,,,2200000,2200000,,725600.0,,,,
1984-06-30,,,,,300000.0,,,,,,,0.4,,,,,,,,,,,725600.0,,,,,,,,,,,,,,,,,,0.4,,,,,,,2100000,,,,,,,,,,,,,,,,,,,,,,2100000,2100000,,725600.0,,,,
1984-09-30,,,,,300000.0,,,,,,,0.4,,,,,,,,,,,725600.0,,,,,,,,,,,,,,,,,,0.4,,,,,,,1800000,,,,,,,,,,,,,,,,,,,,,,1800000,1800000,,725600.0,,,,
2015-09-30,47856000.0,36237000.0,-160000.0,-14219000.0,-14219000.0,4938000.0,36750000.0,,,14884000.0,155734000.0,-0.11,38329000.0,166804000.0,528221000.0,3213000.0,-3107000.0,222809000.0,205708000.0,205708000.0,,35497000.0,135247000.0,205868000.0,1370000.0,1723000.0,-3000.0,10114000.0,11011000.0,1758673000.0,-14219000.0,1266934000.0,-10193000.0,59222000.0,1044288000.0,12376000.0,60000.0,,,2422254000.0,-0.11,49690000.0,-3620000.0,7686000.0,0.0,-1233000.0,714385000.0,23132000,340000.0,6818000.0,-23586000.0,205708000.0,13744000.0,5380000.0,3629000.0,,6694000.0,144622000.0,-2618000.0,491739000.0,-8260000.0,-2266788000.0,-122000.0,1112633000.0,899666000.0,-22479000.0,1639000.0,-12811000.0,-23861000.0,-6926000,162552000,-1309621000.0,135247000.0,,,,
2015-12-31,55761000.0,44414000.0,-4994000.0,-302998000.0,-302998000.0,,26964000.0,,,17878000.0,161448000.0,,53953000.0,149040000.0,472205000.0,2766000.0,-297550000.0,147132000.0,200714000.0,200714000.0,,36191000.0,,205708000.0,1513000.0,1000000.0,-4000.0,9982000.0,6335000.0,1332489000.0,-302998000.0,885801000.0,-8967000.0,71107000.0,911013000.0,14379000.0,76000.0,,,2129106000.0,,48732000.0,-3722000.0,38214000.0,0.0,-32368000.0,421476000.0,-274637000,-2641000.0,2868000.0,-32160000.0,200714000.0,14370000.0,8860000.0,3844000.0,,8855000.0,140080000.0,-6877000.0,446688000.0,-17812000.0,-2600776000.0,444000.0,785218000.0,770933000.0,-320810000.0,2879000.0,-15844000.0,-30035000.0,-11502000,164316000,-1343888000.0,,,,,
2016-03-31,58118000.0,6617000.0,-27325000.0,-20396000.0,-20396000.0,4204000.0,24646000.0,,,12308000.0,129519000.0,-0.14,42037000.0,151300000.0,467924000.0,5530000.0,-11827000.0,146845000.0,173389000.0,173389000.0,,27964000.0,150249000.0,200714000.0,1532000.0,1000000.0,-7000.0,9724000.0,3481000.0,1325098000.0,-20396000.0,904350000.0,-9411000.0,76904000.0,919958000.0,-15555000.0,997000.0,,,2166166000.0,-0.14,46955000.0,-2091000.0,-16636000.0,0.0,-2105000.0,405140000.0,19398000,2536000.0,18868000.0,-18646000.0,173389000.0,14211000.0,-7822000.0,1734000.0,,8276000.0,130439000.0,-5971000.0,420748000.0,2106000.0,-2621172000.0,0.0,795052000.0,789519000.0,-18290000.0,2915000.0,-15382000.0,-22172000.0,4657000,148387000,-1371114000.0,150249000.0,,,,
2016-06-30,66961000.0,45939000.0,84202000.0,14497000.0,14497000.0,4364000.0,1790000.0,73071000.0,,25791000.0,137970000.0,0.09,50169000.0,160409000.0,373957000.0,11250000.0,-5436000.0,131459000.0,257591000.0,257591000.0,,37505000.0,153972000.0,173389000.0,1624000.0,712000.0,-92000.0,9847000.0,-12402000.0,1411855000.0,14497000.0,902309000.0,-10909000.0,80570000.0,915696000.0,22651000.0,648000.0,,,2151236000.0,0.09,49219000.0,-283000.0,-1557000.0,22510000.0,-15170000.0,496159000.0,61081000,5847000.0,44037000.0,-16885000.0,257591000.0,13997000.0,-7686000.0,4758000.0,,7400000.0,222902000.0,-6712000.0,509546000.0,-768000.0,-2606675000.0,0.0,769380000.0,692794000.0,13729000.0,2307000.0,55450000.0,-23288000.0,30040000,182007000,-1381856000.0,157900000.0,,,,
2016-09-30,60854000.0,47812000.0,-35074000.0,69557000.0,69557000.0,4491000.0,1432000.0,49513000.0,,8093000.0,133171000.0,0.42,43569000.0,160207000.0,363596000.0,6208000.0,-4596000.0,81484000.0,222517000.0,222517000.0,,27763000.0,161039000.0,257591000.0,1676000.0,0.0,-21000.0,7631000.0,19672000.0,1370942000.0,69557000.0,903431000.0,-6512000.0,93487000.0,738611000.0,22185000.0,5432000.0,,,2176542000.0,0.43,49972000.0,-1860000.0,-10306000.0,0.0,-49463000.0,632331000.0,50496000,3503000.0,43076000.0,-18140000.0,222517000.0,15310000.0,-8900000.0,-3052000.0,,7113000.0,113207000.0,-107868000.0,467511000.0,-54455000.0,-2537116000.0,-1427000.0,769455000.0,625404000.0,15102000.0,2312000.0,-64867000.0,-25627000.0,27766000,176247000,-1407087000.0,165828000.0,,,,
2016-12-31,60037000.0,25449000.0,-60335000.0,-8308000.0,-8308000.0,4160000.0,3522000.0,146972000.0,,10669000.0,132042000.0,,42743000.0,170193000.0,175991000.0,4488000.0,-13658000.0,74798000.0,162182000.0,162182000.0,,29929000.0,,222517000.0,1809000.0,0.0,-58000.0,6574000.0,-1740000.0,1318909000.0,-8308000.0,908122000.0,-151000.0,97241000.0,550422000.0,-4477000.0,0.0,,,2213931000.0,,53335000.0,-2488000.0,-9838000.0,0.0,-4612000.0,768487000.0,27074000,202000.0,27094000.0,-29772000.0,162182000.0,16008000.0,-11183000.0,5743000.0,,6587000.0,116634000.0,-202250000.0,410787000.0,-1121000.0,-2545424000.0,10000.0,775251000.0,433788000.0,-9429000.0,2181000.0,-55429000.0,-29926000.0,11086000,159136000,-1438680000.0,,,,,
2017-03-31,59846000.0,55271000.0,47851000.0,18663000.0,18663000.0,4581000.0,8565000.0,,,8772000.0,172816000.0,0.1,37999000.0,140345000.0,176114000.0,3796000.0,19939000.0,76363000.0,210033000.0,210033000.0,,40104000.0,178898000.0,162182000.0,1815000.0,,-1016000.0,3420000.0,13106000.0,1337750000.0,18663000.0,897858000.0,-3247000.0,106680000.0,551130000.0,31292000.0,10020000.0,,,2239562000.0,0.1,47370000.0,-3078000.0,11444000.0,0.0,1375000.0,786620000.0,73233000,13473000.0,33322000.0,-1502000.0,210033000.0,19966000.0,14292000.0,316000.0,,10133000.0,107385000.0,-3226000.0,439892000.0,11046000.0,-2526761000.0,,771824000.0,443745000.0,29709000.0,3307000.0,-6473000.0,-23979000.0,13356000,206138000,-1467738000.0,183068000.0,,,,
2017-06-30,53779000.0,29279000.0,40005000.0,-10955000.0,-10955000.0,4366000.0,3599000.0,0.0,,13291000.0,158567000.0,-0.06,41250000.0,143594000.0,244827000.0,11872000.0,-4870000.0,75388000.0,250038000.0,250038000.0,,32946000.0,179241000.0,210033000.0,1814000.0,0.0,-8948000.0,3577000.0,-1916000.0,1394648000.0,-10955000.0,912797000.0,-473000.0,107800000.0,617137000.0,-8203000.0,898000.0,,,2275020000.0,-0.06,58800000.0,-2994000.0,1922000.0,0.0,-4844000.0,777511000.0,23470000,375000.0,14787000.0,-45157000.0,250038000.0,19221000.0,-997000.0,-1031000.0,,7042000.0,116663000.0,-188931000.0,481851000.0,-2098000.0,-2537716000.0,,777985000.0,500474000.0,-13053000.0,2235000.0,55554000.0,-37482000.0,-4434000,173354000,-1497035000.0,179241000.0,,,,
2017-09-30,52577000.0,29432000.0,-13817000.0,-16652000.0,-16652000.0,7961000.0,3604000.0,0.0,,13040000.0,152754000.0,-0.09,50593000.0,151130000.0,244934000.0,29125000.0,3164000.0,77190000.0,236221000.0,236221000.0,,33830000.0,179278000.0,250038000.0,1814000.0,,-3595000.0,3426000.0,6529000.0,1402092000.0,-16652000.0,927966000.0,-6000.0,114121000.0,637555000.0,-29000.0,403000.0,,,2274831000.0,-0.09,60188000.0,-1896000.0,8195000.0,78801000.0,1940000.0,764537000.0,34836000,-4767000.0,23209000.0,-37420000.0,236221000.0,25187000.0,-2874000.0,-466000.0,,7412000.0,128760000.0,-5601000.0,474126000.0,14232000.0,-2554368000.0,0.0,771259000.0,508795000.0,-2420000.0,2585000.0,-5607000.0,-29461000.0,-1978000,175963000,-1503572000.0,179278000.0,,,,
2017-12-31,54697000.0,94474000.0,-11258000.0,7625000.0,19869000.0,2028000.0,50677000.0,0.0,,5883000.0,102672000.0,,94930000.0,131982000.0,345088000.0,34837000.0,-1796000.0,105148000.0,192032000.0,192032000.0,,39669000.0,,236221000.0,1856000.0,14194000.0,-1499000.0,4948000.0,1176000.0,1701175000.0,7625000.0,1251618000.0,-20000.0,103725000.0,886198000.0,48662000.0,0.0,,25788000.0,2476924000.0,,48592000.0,2519000.0,30398000.0,91421000.0,-12359000.0,814977000.0,70304000,7407000.0,51471000.0,-197544000.0,192032000.0,18489000.0,13096000.0,3187000.0,,9029000.0,228729000.0,-7544000.0,449557000.0,5818000.0,-2546743000.0,-156248000.0,1084306000.0,657469000.0,25687000.0,2414000.0,92355000.0,-45812000.0,32982000,154143000,-1392618000.0,,,,,
2018-03-31,55432000.0,12851000.0,-64231000.0,1241000.0,691000.0,,24543000.0,,,3840000.0,130117000.0,0.01,38320000.0,137307000.0,360280000.0,37317000.0,5167000.0,105224000.0,159643000.0,159643000.0,,30777000.0,184367000.0,203402000.0,1862000.0,17040000.0,-361000.0,5316000.0,-1691000.0,1661935000.0,1241000.0,1310918000.0,-4606000.0,108195000.0,847624000.0,-29494000.0,1619000.0,,36642000.0,2532815000.0,0.01,44864000.0,-363000.0,-17899000.0,,454000.0,814311000.0,48733000,-5000.0,33150000.0,-69562000.0,172101000.0,19712000.0,-8708000.0,3719000.0,,8804000.0,170830000.0,-18449000.0,351017000.0,11949000.0,-2542898000.0,,1109978000.0,676794000.0,12640000.0,2786000.0,-8055000.0,-42345000.0,13438000,163267000,-1422837000.0,187621000.0,,,,
2018-06-30,54655000.0,-1294000.0,-36075000.0,2930000.0,2930000.0,,24694000.0,,,6437000.0,137705000.0,0.02,30580000.0,137415000.0,360471000.0,23804000.0,-1918000.0,102626000.0,123539000.0,123539000.0,,29459000.0,185183000.0,172101000.0,1871000.0,,-39000.0,5367000.0,-8888000.0,1635904000.0,2930000.0,1322266000.0,-233000.0,110700000.0,817133000.0,-42459000.0,11141000.0,,2649000.0,2587285000.0,0.02,53428000.0,-450000.0,-42790000.0,,-1265000.0,818771000.0,41473000,63000.0,32282000.0,-30000000.0,136026000.0,17699000.0,-2766000.0,6060000.0,,7650000.0,140614000.0,-4373000.0,313638000.0,3717000.0,-2539968000.0,,1134716000.0,676519000.0,6647000.0,1850000.0,-4606000.0,-41165000.0,14583000,169987000,-1452569000.0,187488000.0,,,,
2018-09-30,55227000.0,5789000.0,-18746000.0,-53044000.0,-53044000.0,,24847000.0,,,5965000.0,148041000.0,-0.29,35923000.0,140084000.0,365662000.0,24232000.0,-20188000.0,98891000.0,104746000.0,104746000.0,,31184000.0,185246000.0,136026000.0,1870000.0,,-93000.0,5166000.0,-5930000.0,1598377000.0,-53044000.0,1310900000.0,-77000.0,107719000.0,830594000.0,-33683000.0,-78000.0,,1252000.0,2634238000.0,-0.29,55132000.0,-258000.0,-7144000.0,,-3276000.0,767783000.0,-12909000,15457000.0,754000.0,-24108000.0,117280000.0,24007000.0,-8156000.0,6055000.0,,7729000.0,147005000.0,-25533000.0,287477000.0,3785000.0,-2593012000.0,,1150914000.0,683589000.0,-49259000.0,1942000.0,-610000.0,-39472000.0,-23253000,148795000,-1483324000.0,185246000.0,,,,
2018-12-31,56717000.0,72000.0,789000.0,468000.0,468000.0,,25000000.0,,,5147000.0,153560000.0,,37506000.0,141401000.0,380854000.0,17806000.0,-5904000.0,79070000.0,115081000.0,115081000.0,,37053000.0,,117280000.0,2033000.0,,-11000.0,5902000.0,,1712500000.0,468000.0,1414881000.0,-244000.0,95906000.0,859988000.0,-17733000.0,31000.0,,16474000.0,2793221000.0,,47210000.0,-59000.0,-24409000.0,,-44354000.0,852512000.0,7192000,4073000.0,-9705000.0,-6798000.0,118069000.0,15367000.0,-24858000.0,5785000.0,,7162000.0,161318000.0,-46704000.0,297619000.0,-36231000.0,-2592544000.0,,1270018000.0,698670000.0,-35763000.0,1750000.0,8052000.0,-17805000.0,-25072000,143855000,-1523203000.0,,,,,
2019-03-31,79690000.0,-11846000.0,-46047000.0,-19201000.0,-24894000.0,,49455000.0,,,8065000.0,173526000.0,-0.09,27542000.0,135170000.0,381045000.0,25875000.0,9000000.0,70811000.0,69033000.0,69033000.0,,41876000.0,202422000.0,118069000.0,2051000.0,,0.0,5933000.0,,1731365000.0,-19201000.0,1479951000.0,-3364000.0,160691000.0,899030000.0,-39284000.0,1168000.0,,8825000.0,,-0.09,51777000.0,,-33312000.0,,-8259000.0,832335000.0,14257000,2588000.0,-18656000.0,-23682000.0,72022000.0,17622000.0,-18821000.0,4193000.0,,9474000.0,184985000.0,-22356000.0,251414000.0,-8658000.0,-2611745000.0,,1261814000.0,714045000.0,-33552000.0,2223000.0,-10720000.0,-27438000.0,-36278000,154870000,,202422000.0,,,,
2019-06-30,77612000.0,26435000.0,-32747000.0,-36764000.0,-36764000.0,,49635000.0,48887000.0,,8754000.0,175152000.0,-0.18,22527000.0,131358000.0,299237000.0,19457000.0,-4671000.0,61653000.0,37907000.0,37907000.0,,43204000.0,207809000.0,72022000.0,2219000.0,,0.0,6255000.0,,1677230000.0,-36764000.0,1457404000.0,,161311000.0,830784000.0,5686000.0,1102000.0,,585000.0,,-0.18,65676000.0,0.0,2260000.0,,-9158000.0,846446000.0,7149000,2334000.0,-13029000.0,-17313000.0,39275000.0,17803000.0,-14391000.0,7738000.0,26616000.0,7750000.0,210187000.0,-90812000.0,219826000.0,-5546000.0,-2648509000.0,,1244765000.0,620597000.0,-42310000.0,1987000.0,-41925000.0,-20749000.0,-30832000,162123000,,207809000.0,,,,
2019-09-30,76370000.0,41996000.0,28406000.0,-14277000.0,-14277000.0,,49817000.0,73781000.0,,10340000.0,186630000.0,-0.06,30927000.0,133081000.0,226709000.0,22812000.0,-539000.0,51534000.0,65319000.0,65319000.0,,45678000.0,225860000.0,39275000.0,2405000.0,,0.0,5420000.0,,1689617000.0,-14277000.0,1437263000.0,301000.0,150019000.0,758810000.0,11318000.0,1007000.0,,7518000.0,,-0.06,72927000.0,1132000.0,11020000.0,,-10545000.0,930807000.0,37039000,-31000.0,12839000.0,-29702000.0,67681000.0,20379000.0,-9389000.0,-3183000.0,12488000.0,9635000.0,219024000.0,-87778000.0,252354000.0,218000.0,-2662786000.0,,1236852000.0,539786000.0,-14059000.0,2432000.0,16304000.0,-30678000.0,-7540000,199469000,,225860000.0,,,,
