date,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyDilutedEPS,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetPPE,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,quarterlyBeginningCashPosition,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyGrossPPE,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyCommonStockIssuance,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyBasicAverageShares,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyStockholdersEquity,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredRevenue,quarterlyRepurchaseOfCapitalStock,quarterlyCashDividendsPaid,quarterlyOtherIntangibleAssets,quarterlyCurrentDeferredRevenue
1997-09-30,216940.784711,,-0.007246,,,0.0,2895213.55147,15491790.212828,2895213.55147,,9850589.598725,-8902514.175469,,,,144960.909223,0.0,,1084638.831615,,,796798.817451,-6949097.653977,15491790.212828,940753.966404,1520587.085565,,1084638.831615,,0.0,,-144960.185319,,-70980.310082,3402075.430722,144960.909223,1520587.085565,,71980.599392,9933467.0,-4994643.11568,,,15636751.12205,-144960.185319,71980.599392,1592566.961054,-0.007246,-71980.599392,19038826.552773,-8105715.358019,-71980.599392,-71980.599392,9933467.0,216940.784711,,,0.0,17446258.867815,2895213.55147,-8830535.448075,,289921.094542,71978.727395,,,71980.599392,,71980.599392,,,,,,,,
1997-12-31,533958.317234,,,,,0.0,2795248.078267,15863382.250175,2795248.078267,,2895213.55147,-515392.299429,,,,698313.067785,2096935.010482,-139862.334032,2113390.634199,,,-776390.12084,1166165.823226,16003244.584207,-508911.661035,768243.885395,,16455.623717,,0.0,,-536008.099016,,1050.455503,2935110.412299,259332.22436,768243.885395,,,,-5170909.154437,,,16561695.317959,-536008.099016,-2049.781782,768243.885395,,-283379.145029,19496805.730259,-1291782.420269,-283379.145029,-283379.145029,,69931.516422,,,0.0,18728561.844864,2795248.078267,-169834.979695,,69930.81761,275626.502125,,,189845.070633,,-2049.781782,,,,,,,,
1998-03-31,211841.493484,,-0.007066,,,0.0,2254314.899613,16625572.384642,2254314.899613,,2817893.624516,-634525.537161,,,,704473.406129,-211841.493484,-140894.681226,2466156.393096,,,-140894.681226,1620788.305741,16766467.065868,,775420.218387,,211841.493484,2466156.393096,0.0,,-140894.681226,,,4579576.611483,140894.681226,775420.218387,,,15321000.0,-5353997.88658,,,17330045.790771,-140894.681226,70946.812258,775420.218387,-0.007066,-140894.681226,21909622.402254,-775420.218387,-140894.681226,-140894.681226,15321000.0,2254314.899613,,,0.0,21134202.183868,4438681.930257,-634525.537161,,70946.812258,0.0,,,70946.812258,,70946.812258,,,,,,,,
1998-06-30,272155.060922,,-0.204288,,,0.0,3471983.52733,13749855.013273,3471983.52733,,4438681.930257,-659213.486731,,,,612349.737935,75764.303367,-136077.870805,-83795.083451,,,-131261.060385,-804321.761599,13885932.884079,,748427.60874,,2306597.006278,,0.0,,-204116.125519,,,3676100.333538,204116.806208,748427.60874,,-68038.935403,14992290.0,-8304744.401334,,,14362204.751208,-204116.125519,68038.935403,680388.673337,-0.204288,-3062749.982983,18038304.404057,-790474.547116,-3062749.982983,-3062749.982983,14992290.0,136077.870805,,,0.0,17357915.730719,4016294.329862,-659213.486731,,68038.935403,0.0,,,-2858633.176775,,68038.935403,,,,,,,,
1998-09-30,261636.42319,,-0.013069,,,0.0,2358736.98002,13887778.578447,2358736.98002,,4016294.329862,-672042.174929,,,,655594.497216,-60401.02803,-131319.358009,-154943.687634,,,-252119.397597,-1078102.967333,14019097.936456,,589433.344252,,-94542.659605,,0.0,,-196478.218146,,,2489054.045201,196477.563053,589433.344252,,,15152991.0,-8254075.990829,,,14543373.075663,-196478.218146,65158.205044,589433.344252,-0.013069,-261636.42319,17032427.120865,-924161.572525,-261636.42319,-261636.42319,15152991.0,65158.860138,,,0.0,16442993.776613,2358736.98002,-672042.174929,,65158.205044,0.0,,,-131319.358009,,65158.205044,,,,,,,,
1998-12-31,320260.445268,,,,,0.0,1170020.146877,11178065.899786,1170020.146877,,2358736.98002,-2063392.779213,,,,129779.03425,66699.183896,-129778.38435,112622.021844,,,264717.720607,-1167940.492388,11307844.284136,521661.205022,1040241.112628,,45922.837948,,0.0,,-254634.221899,,,1819919.412491,191016.340613,1040241.112628,,-1006.044063,,-12477864.431013,,,11307844.934035,-254634.221899,234.009163,1039235.068564,,-4262493.178346,13127763.696627,-1798675.058605,-4262493.178346,-4262493.178346,,65392.214207,,,65392.214207,12088528.628063,1170020.146877,-1543272.547848,,584507.051407,520120.231364,,,-4007090.667589,,65626.223369,,,,,,,,
1999-03-31,199059.629684,,-0.01328,,,0.0,1524458.243317,12259687.338467,1524458.243317,,1193359.090246,-928279.36752,,,,133039.536641,66020.093043,-133040.19934,1060318.890906,,,199059.629684,398119.922067,12392727.537807,398119.922067,994298.797863,,,994298.797863,0.0,,-133039.536641,,-0.662699,1789537.966043,133040.19934,994298.797863,,,14988872.0,-12856866.890217,,,12392726.875108,-133039.536641,66020.093043,994298.797863,-0.01328,-199059.629684,14182265.50385,-729219.737836,-199059.629684,-199059.629684,14988872.0,132039.523387,,,0.0,13187966.043288,1524458.243317,-928279.36752,,133040.19934,0.0,,,,,66020.093043,,,,,,,,
1999-06-30,202967.093347,,-0.013689,,,0.0,678546.571969,13092371.300461,678546.571969,,1524458.243317,-496470.152549,,,,0.0,-134670.927072,-135311.395565,228124.097351,,,-605988.952625,-940360.640573,13227682.696026,-398119.922067,135311.395565,,,203962.229594,0.0,,-135311.395565,,67656.360482,813857.967534,135311.395565,135311.395565,,271617.927376,19841972.0,-13431644.925619,,,13092371.300461,-135311.395565,67655.697782,406929.322941,-0.013689,-271617.927376,13906229.946343,-1102459.105174,-271617.927376,-271617.927376,19841972.0,67655.697782,,,0.0,13499300.623402,678546.571969,-428814.454767,,67655.697782,67655.697782,,,,,67655.697782,,,,,,,,
1999-09-30,203835.101529,,-0.006816,,,0.0,1634675.936645,15730258.624212,1634675.936645,,678546.571969,-140982.431393,,,,203834.420581,705.800186,-135890.067686,1299460.643921,,,-274518.918169,1018854.906747,15866148.691898,0.0,408669.154398,,1298754.843736,,340724.120555,,-135890.067686,,-136600.363913,1770566.004331,203835.101529,749393.274953,,,19936064.0,-13686913.533169,,,15934093.044793,-135890.067686,67945.033843,749393.274953,-0.006816,-135890.067686,17704659.049124,-415501.349562,-135890.067686,-135890.067686,19936064.0,67945.033843,,,,16955265.77417,1634675.936645,-72748.061489,,67945.033843,68234.369904,,,-67945.033843,,67945.033843,,,,,,,,
1999-12-31,216577.621388,,,,,0.0,2001826.931708,16087533.918375,2001826.931708,,1634675.936645,-574943.861371,,,,137850.489875,67945.033843,-206775.389587,-447227.819346,,,-77727.499225,351486.451806,16294309.307962,137850.489875,275700.979749,,-515172.853189,,0.0,,-214617.88965,,69943.747832,2209600.712545,144711.062219,275700.979749,979.865869,414549.860874,,-14084708.595417,,,16225384.40825,-215597.755519,979.865869,690250.840623,,-285521.736932,18434985.120794,-652671.360596,-285521.736932,-285521.736932,,69923.290963,,,0.0,17744734.280171,2001826.931708,877441.533027,,137850.489875,1245610.004811,,,136869.933555,,979.865869,,,,,,,,
2000-03-31,137749.734947,,-0.006891,,,0.0,1376499.098132,16316355.487629,1376499.098132,,1996373.249618,-275499.469894,,,,68875.211698,0.0,-206624.258196,137749.734947,,,-482123.72809,-619873.463037,16522979.745825,-344373.993143,137749.734947,,137749.734947,,0.0,,-68875.211698,,,1789748.302973,137749.734947,137749.734947,,344373.993143,19988711.0,-14182233.191513,,,16385230.699327,-68875.211698,68874.523249,482123.72809,-0.006891,-137749.734947,18174979.002299,-757623.197984,-137749.734947,-137749.734947,19988711.0,344374.681592,,,,17692855.274209,1376499.098132,-275499.469894,,68874.523249,0.0,,,68874.523249,,68874.523249,,,,,,,,
2000-06-30,540560.375384,,-0.02704,,,0.0,3105474.799986,16203825.405935,3105474.799986,,1376499.098132,-129171.225174,,,,67944.502582,0.0,-202834.959322,2225328.95391,,,-328217.560773,1767940.167962,16406660.365257,209483.536403,134890.45674,,2225328.95391,,0.0,,-472615.872802,,,3240365.256726,472615.872802,134890.45674,,337725.416062,19991286.0,-14448253.046619,,,16271769.908517,-472615.872802,67944.502582,472615.872802,-0.02704,-540560.375384,19512135.840394,-457388.785947,-540560.375384,-540560.375384,19991286.0,66945.954157,,,0.0,19039519.967593,3105474.799986,-129171.225174,,67944.502582,0.0,,,,,67944.502582,,,,,,,,
2000-09-30,284086.12886,,-0.006663,,,0.0,1904577.342918,17216217.385517,1904577.342918,,3105474.799986,-1278839.688319,,,,124037.539936,116035.01065,-200060.569755,50652.674296,,,-38915.899635,-1190079.484478,17416277.955272,192908.294865,383116.347178,,-65382.336354,,0.0,,-270081.86901,,,2085632.321619,254076.810437,383116.347178,,449136.048988,22546458.0,-14441376.464324,,,17340254.925453,-283085.729499,1000.399361,832252.396166,-0.006663,-188057.108626,19425886.58147,-1317755.587954,-188057.108626,-188057.108626,22546458.0,25007.98722,333101.038339,,0.0,18593634.850905,1904577.342918,-1201816.259139,,156046.99148,12003.461129,,,94028.887114,,1000.399361,,116035.01065,,,,,,
2000-12-31,264862.484069,,,,,0.0,2206294.098033,18232432.144048,2206294.098033,,1904577.342918,-65722.694306,,,,123016.33878,-3001.000333,-235031.677226,1516792.811573,,,-481920.53741,298046.79089,18467463.821274,-240041.846128,245033.011004,,1637828.822556,,0.0,,-262864.076364,,999.06687,2364315.438479,230874.896709,267035.67856,1998.473621,443059.019673,,-14750967.655885,,,18355448.482828,-264862.549986,-0.065917,710094.698233,,-282892.531936,20719763.921307,-547643.231716,-282892.531936,-282892.531936,,28004.001334,333044.348116,,0.0,19979665.221741,2206294.098033,-736825.483273,,130017.339113,998.206094,,,-153047.654507,,-0.065917,,110014.671557,,,,,,
2001-03-31,152052.664975,,-0.006339,,,0.0,2211758.883249,17852126.903553,2211758.883249,,2099720.812183,-535184.010152,,,,120041.243655,-1000.0,-223076.77665,802275.380711,,,-180061.548223,112038.705584,18075203.680203,-61020.939086,231079.314721,,804276.015228,,0.0,,-148050.761421,,,2419830.583756,138047.588832,252086.294416,3001.269036,420144.035533,24569576.0,-14157859.137056,,,17972168.147208,-151052.030457,1000.634518,672230.329949,-0.006339,-122041.878173,20391998.730964,-715245.558376,-122041.878173,-122041.878173,24569576.0,43015.228426,317108.502538,,0.0,19690757.614213,2211758.883249,-511175.126904,,165056.472081,-3000.634518,,,4001.903553,,1000.634518,,103035.532995,,,,,,
2001-06-30,261888.999009,,-0.006627,,,0.0,3320593.987446,19143892.30261,3320593.987446,,2211758.883249,528186.348875,,,,124947.472745,1000.0,-232901.222332,1637691.58328,,,-35847.272391,1021480.950842,19376793.524942,205959.822469,454807.400066,,1648685.332641,,0.0,,-256893.571645,,,3536502.147341,239898.249092,468801.453584,3995.757724,425819.623389,25193349.0,-14981655.104063,,,19268839.775355,-260889.329369,999.66964,894621.076974,-0.006627,-238898.579452,22805341.922696,492339.711002,-238898.579452,-238898.579452,25193349.0,34984.473076,328860.918401,,0.0,21880733.399405,3320593.987446,-579363.360047,,180923.686819,-1108528.932711,,,21990.749917,,999.66964,,96958.704988,,,,,,
2001-09-30,147096.385542,,-0.006347,,,0.0,2798833.227647,19220591.629677,2798833.227647,,3320593.987446,-1331879.954851,,,,125081.800888,-1001.268231,-223146.480659,146727.392382,,,-350462.1369,-433060.556869,19443738.110336,-251008.636078,235154.090044,,147742.520235,,0.0,,-142093.214965,,1000.964476,3050998.731769,112073.557387,249162.96766,4009.94851,408267.596703,26406632.0,-14497497.146481,,,19345673.430564,-147096.385542,,657430.564363,-0.006347,-119077.996195,22396672.162334,-1682342.091751,-119077.996195,-119077.996195,26406632.0,0.634115,317207.989854,,0.0,21710222.574509,2798833.227647,-229326.446467,,213139.50539,1103523.86019,,,27017.755231,,0.0,,91059.606848,,,,,,
2001-12-31,592543.020041,,,,,0.0,3502713.60193,24638983.529944,3502713.60193,,2798833.227647,-1562885.603346,,,,131989.09534,-15997.060894,-183984.723426,4401733.890213,,,-467544.669566,724424.37888,24822968.25337,83071.348192,264978.203244,,4418721.627191,204983.102803,0.0,,-587551.0506,,-1000.646678,3746693.425797,571590.098484,278977.122828,,2495795.801455,,-16015689.267453,,,24770972.625284,-592543.020041,,2774772.924283,,-1649517.452457,28517666.051081,-2030430.272913,-1649517.452457,-1649517.452457,,1000.012563,2405803.464868,,0.0,25714895.287629,3502713.60193,-3210764.220215,,130989.082777,-2993.174857,,,-1169966.423207,,0.0,,89992.336587,,,,,,
2002-03-31,222786.381591,,-0.006276,,,0.0,3180948.648818,25739309.674588,3180948.648818,,3496646.184714,-1036006.019186,,,,298713.398959,0.0,-183823.437206,1184863.627814,,,-318694.589002,-315696.908897,25923133.111794,-150855.226033,210797.542166,,1188859.489623,212795.78657,0.0,,-218790.519782,,-999.435701,3612534.95517,195812.276632,312699.85579,3995.86181,1444614.082388,31580075.0,-16182477.271302,,-173833.469183,26038023.073547,-222786.381591,,1757314.565177,-0.006276,-196811.085335,29650558.028717,-1354700.608189,-196811.085335,-196811.085335,31580075.0,-998.181704,1359695.278701,,0.0,27893243.46354,3180948.648818,-1181866.574707,,334678.663239,27972.913662,,,6993.541915,,0.0,,84918.803687,,,,,,
2002-06-30,607551.599077,,-0.026475,,,0.0,12162020.441807,32217212.660732,12162020.441807,,3180948.648818,-3856381.71573,,,,313767.886581,-98927.13485,-192857.896472,13513284.080726,,,-848443.558047,8800432.154528,32410070.557204,136865.776643,291784.371909,,13617208.429928,,0.0,,-604552.406485,,,12496772.832179,545597.098582,1745711.177052,2999.192592,569579.294428,35470285.0,-17999709.858226,,-9031.680833,32530980.547313,-607551.599077,,2315290.47148,-0.026475,-980276.294098,45027754.038905,-4704825.273776,-980276.294098,-980276.294098,35470285.0,-999.670293,484642.268381,,0.0,42712463.567425,12162020.441807,-3864407.741152,,223834.487306,1005.655411,,,-425685.459941,,0.0,,84937.026047,,,,,,
2002-09-30,400063.640087,,-0.006295,,,0.0,10587678.397026,32216105.982798,10587678.397026,,12162020.441807,-1122565.795219,,36005.796919,,294046.81642,2912.516533,-185029.457169,-322869.046872,,,28957.875476,-1411614.045921,32401135.439967,67997.829718,231036.829337,,-329773.536892,27004.190164,0.0,,-395056.552149,,,10854720.393182,322050.97508,1733274.944079,5007.087938,497078.856999,37855828.0,-17432763.302984,,7837.268097,32510152.799219,-400063.640087,,2230353.801077,-0.006295,-232036.797832,43364873.192401,-1093607.919743,-232036.797832,-232036.797832,37855828.0,-0.6301,412065.152327,,0.0,41134520.021423,10587678.397026,-1117702.874526,,155024.73142,-2974.347404,,,139022.085,,0.0,,85013.704672,,,,,,
2002-12-31,336321.557202,,,,,0.0,11214450.140061,35770676.042203,11015512.827842,,10587678.397026,931562.7113,,21975.795017,,107966.029562,97014.421405,-157949.83199,2292444.975989,,,-291367.276242,399513.16074,35928625.874193,-55008.183417,518835.553354,,2499331.764668,93970.056723,580816.357642,,-333328.558813,,,11601327.565727,308407.939477,1164631.489351,2992.998389,603808.65268,,-17591431.16667,198937.312219,-159866.135142,35878642.071765,-336321.557202,,1768440.14203,,-29341.323272,47479969.002293,640195.435058,-29341.323272,-29341.323272,,0.0,445858.82069,,0.0,45711528.860263,11015512.827842,-1620558.256891,,259917.678221,20980.806692,,,269037.913889,,0.0,,157949.83199,,,,,,
2003-03-31,429379.062257,,-0.020466,,,0.0,9979804.194089,40018302.470397,9732585.946123,,11815423.292319,-1624432.816907,,,,170150.158743,-24021.311096,-169149.327556,528466.118901,,,-575507.909905,-2082837.346196,40187451.797953,-178157.489542,436384.880568,,583514.559403,113100.055867,585516.221777,,-426376.568696,,,10418190.737031,364321.628582,1085957.704833,3002.493562,659581.817439,39320218.0,-19608297.56503,247218.247966,,40188452.629141,-429379.062257,,1745539.522272,-0.020466,-740653.231411,50606642.684871,-2199940.726812,-740653.231411,-740653.231411,39320218.0,-1000.831187,514453.800978,,0.0,48861103.162599,9732585.946123,-1678480.426222,,280247.039747,-54047.609315,,,-365322.459769,,0.0,,145128.01646,,,,,,
2003-06-30,601703.069088,,-0.022406,,,0.0,9096749.766144,45600080.179364,8295481.744347,,9732585.946123,-1724046.002377,,,,185525.397556,-14086.90135,-184522.413102,1188393.819629,,,-1410112.515046,-2496124.479518,45784602.592466,-599042.617364,366035.872841,,1273743.157861,132374.645503,98278.370874,,-595680.187366,,,9474820.710033,538524.699699,516462.011314,6022.881722,674910.540617,39658593.0,-22213880.681228,801268.021797,,45785605.57692,-601703.069088,,1191372.551931,-0.022406,-846395.640618,55260426.286953,-3134158.517423,-846395.640618,-846395.640618,39658593.0,-1001.499651,567606.794459,,0.0,54069053.735022,8295481.744347,-2370982.075077,,217615.703277,-4116.580206,,,-301854.518998,,0.0,,107303.746158,,,,,,
2003-09-30,580334.573315,,-0.007388,,,0.0,9816743.456814,47157925.408787,8868830.102724,,8295481.744347,-1717711.822425,,,,183789.020611,-846.948518,-183789.020611,2627158.934837,,,-422618.1841,622498.51119,47341714.429399,124947.801353,374570.505188,,2629597.485854,203766.538231,95890.30965,,-576339.513523,,,10174333.109003,392549.753359,560357.795248,3959.678371,649255.640933,40447247.0,-22445262.799796,947913.35409,-34403.785644,47341714.429399,-580334.573315,,1209612.696628,-0.007388,-317636.096053,57516048.277953,-2140330.006525,-317636.096053,-317636.096053,40447247.0,0.0,582332.103212,,0.0,56306435.581325,8868830.102724,-1753883.231856,,173800.631577,-1767.623787,,,200769.873611,,0.0,,66923.537721,,,,,,
2003-12-31,698221.45407,,,,,0.0,13791835.097974,51359785.466968,12668342.882701,,8868830.102724,-2560841.137249,,,,118209.859883,38955.160963,-177811.793919,6003830.783859,,,-138741.194615,3251176.332253,51537597.260887,628411.531939,559262.629456,,6065627.503916,481780.115209,597011.03511,,-688358.971153,,,14233881.104591,639400.909102,1206934.922924,9862.482917,862237.713704,,-24392992.58928,1123492.215273,-126406.509719,51477995.326851,-698221.45407,,2069172.636628,,-1071960.321266,65711877.202588,-2699582.331865,-1071960.321266,-1071960.321266,,0.0,804623.0249,,0.0,63642704.56596,12668342.882701,-2690890.715868,,261254.501569,-3643.0689,,,-486991.975585,,0.0,,57614.688804,,,,,,
2004-03-31,516168.148747,,0.007642,,,0.0,47973633.715166,53608469.211879,46755236.344778,,12529082.838883,-2393779.838624,,,,2023659.645216,-687223.349247,-175056.817315,38689608.151187,473154.009243,,-634206.311679,34227153.338113,53783526.029194,-616200.942634,756246.091426,,39407841.552142,8385732.371379,610198.898736,,-511166.699715,,0.762649,48828912.005613,430139.86974,1409459.129666,5001.449032,850276.841415,45943030.0,-27085826.177148,1218397.370388,,55632128.857095,-516168.148747,,2259736.733729,0.007642,473154.009243,104461040.862708,-3027986.150303,473154.009243,473154.009243,45943030.0,0.0,817266.362624,,0.0,102201304.891628,46755236.344778,-3825246.716798,,637207.333628,-1904620.887418,,,740241.149464,,0.0,,33010.478791,,,,,,
