date,quarterlyCurrentDeferredRevenue,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyBeginningCashPosition,quarterlyTaxProvision,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherIntangibleAssets,quarterlyDilutedAverageShares,quarterlyNetOtherFinancingCharges,quarterlyOperatingCashFlow,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyBasicEPS,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyEbitda,quarterlyCashDividendsPaid,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyRetainedEarnings,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentAssets,quarterlyDilutedEPS,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlyInventory,quarterlyInvestmentsAndAdvances,quarterlyIncomeTaxPayable,quarterlyPurchaseOfInvestment,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyRepurchaseOfCapitalStock,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
2003-06-30,,90878000.0,90878000.0,202608000.0,,,315244000.0,-12078000.0,35871000.0,-64000.0,42912000.0,-3370000.0,10655000.0,8480000.0,,9879000.0,-237282000.0,244365000.0,24918000.0,71567000.0,45557000.0,552526000.0,55007000.0,,27331000.0,,-0.47,50440000.0,-85335000.0,15070000.0,,,3699000,-14533000.0,,176771000.0,8534000.0,129598000.0,7297000.0,499388000.0,24918000.0,,146171000,-3598000,628986000.0,746259000.0,-11935000,569488000.0,42187000.0,-11935000,115973000.0,-12014000,0.0,-0.47,44285000.0,134518000.0,7197000.0,117273000.0,48087000.0,,,-1205000.0,90878000.0,383415000.0,15251000.0,4566000.0,20027000.0,11653000.0,30696000.0,,,,,,,,
2003-09-30,,15765000.0,15765000.0,165950000.0,,,312790000.0,-20857000.0,90878000.0,99000.0,42911000.0,-4639000.0,-59162000.0,7751000.0,,9657000.0,-255265000.0,244271000.0,,819000.0,-11623000.0,568055000.0,-75113000.0,,26204000.0,,,2009000.0,-81872000.0,32533000.0,,-200000.0,-5966000,-16454000.0,,98912000.0,259655000.0,137713000.0,7474000.0,443839000.0,,,125604000,-13440000,581552000.0,665630000.0,-20956000,566718000.0,-16262000.0,-20956000,102924000.0,-20956000,0.0,,36065000.0,-127641000.0,-7197000.0,84078000.0,36437000.0,,,-4328000.0,15765000.0,340915000.0,266685000.0,-10818000.0,0.0,253245000.0,41510000.0,,,,,,,,
2003-12-31,,52646000.0,52646000.0,260563000.0,,,431653000.0,20174000.0,15765000.0,83000.0,42910000.0,-5164000.0,240315000.0,9711000.0,,19864000.0,-255265000.0,303608000.0,27718000.0,0.0,11561000.0,686918000.0,36881000.0,,74195000.0,,0.71,-16197000.0,-82385000.0,75908000.0,,87566000.0,37634000,-16454000.0,,288880000.0,73698000.0,242304000.0,7749000.0,623523000.0,27626000.0,,221111000,29885000,865827000.0,1044005000.0,20091000,755125000.0,6397000.0,20091000,107608000.0,20091000,0.0,0.71,49291000.0,110299000.0,0.0,178178000.0,147606000.0,,,-214995000.0,52646000.0,515915000.0,80927000.0,-11660000.0,0.0,110812000.0,66866000.0,,,,,,,,
2004-03-31,,61426000.0,61426000.0,332433000.0,,,414425000.0,78438000.0,52646000.0,83000.0,42908000.0,-7693000.0,-18348000.0,10770000.0,,21372000.0,-255265000.0,313660000.0,30372000.0,0.0,11773000.0,669690000.0,8780000.0,,50751000.0,,2.97,-75313000.0,-80349000.0,45081000.0,,0.0,101295000,-18237000.0,,321933000.0,17392000.0,195112000.0,9908000.0,624194000.0,30257000.0,,574578000,91387000,819306000.0,1071390000.0,92560000,749457000.0,4080000.0,92560000,108279000.0,78355000,0.0,2.96,56372000.0,456576000.0,23969000.0,252084000.0,167720000.0,,,15355000.0,61426000.0,515915000.0,26615000.0,4979000.0,108887000.0,118002000.0,60682000.0,,,,,,,,
2004-06-30,,115771000.0,115771000.0,290452000.0,,,411318000.0,-24604000.0,61426000.0,-283000.0,42940000.0,-5645000.0,-19093000.0,10547000.0,,21350000.0,-255265000.0,307233000.0,30257000.0,-5908000.0,77902000.0,666583000.0,54345000.0,,44789000.0,,-0.78,88747000.0,-80338000.0,46968000.0,,0.0,-849000,-18682000.0,,294108000.0,12122000.0,197205000.0,9828000.0,626690000.0,30257000.0,,279694000,-10677000,823895000.0,1034009000.0,-24337000,739901000.0,72257000.0,-24337000,111215000.0,-24321000,0.0,-0.78,62508000.0,269072000.0,-23969000.0,210114000.0,105169000.0,,,-4464000.0,115771000.0,515475000.0,21299000.0,13565000.0,50205000.0,10622000.0,47247000.0,,,,,,,,
2004-09-30,,53481000.0,53481000.0,239732000.0,,,406702000.0,-44458000.0,115771000.0,120000.0,42940000.0,-8025000.0,-61666000.0,10233000.0,,24814000.0,-282908000.0,307597000.0,,-39000.0,-8171000.0,689610000.0,-62290000.0,,60664000.0,,,20722000.0,-71614000.0,93417000.0,,0.0,-25421000,-19127000.0,,252894000.0,378745000.0,244964000.0,11850000.0,578925000.0,,,244664000,-37271000,823889000.0,992007000.0,-34010000,739113000.0,-16196000.0,-34010000,105950000.0,-44578000,0.0,,47943000.0,-107924000.0,0.0,168118000.0,91000000.0,,,7547000.0,53481000.0,472975000.0,389859000.0,-18539000.0,-154232000.0,352588000.0,65119000.0,,,,,,,,
2004-12-31,,15849000.0,15849000.0,248159000.0,,,406746000.0,24990000.0,53481000.0,89000.0,63140000.0,-8700000.0,-96000.0,9863000.0,,26250000.0,-282908000.0,306551000.0,30376000.0,0.0,-29627000.0,689654000.0,-37632000.0,,75942000.0,,0.77,-64253000.0,-80696000.0,82249000.0,,,44785000,-19132000.0,,284173000.0,106634000.0,273359000.0,9932000.0,582898000.0,30268000.0,,424046000,34853000,856257000.0,1023720000.0,24901000,739547000.0,-38327000.0,24901000,109923000.0,24901000,0.0,0.77,52028000.0,273440000.0,0.0,167463000.0,148298000.0,,,-7909000.0,15849000.0,472975000.0,115753000.0,-25909000.0,0.0,150606000.0,90050000.0,,,,,,,,
2005-03-31,,16902000.0,16902000.0,292009000.0,,,405423000.0,64590000.0,15849000.0,109000.0,38440000.0,-7531000.0,-1443000.0,10480000.0,,26816000.0,-282908000.0,305545000.0,30405000.0,0.0,7531000.0,688331000.0,1053000.0,,74211000.0,,1.91,-66216000.0,-78769000.0,53015000.0,,,85196000,-19139000.0,,312583000.0,122586000.0,206870000.0,10126000.0,630257000.0,30277000.0,,587369000,75070000,837127000.0,1050367000.0,65457000,737784000.0,0.0,65457000,114782000.0,64481000,0.0,1.9,41204000.0,380515000.0,0.0,213240000.0,190511000.0,,,-5035000.0,16902000.0,515475000.0,131784000.0,22617000.0,0.0,206854000.0,67433000.0,,,,,,,,
2005-06-30,,11208000.0,11208000.0,215413000.0,,,403285000.0,-59774000.0,16902000.0,138000.0,15725000.0,-6899000.0,-43895000.0,9943000.0,,24057000.0,-282908000.0,304515000.0,30278000.0,-35785000.0,44383000.0,686193000.0,-5694000.0,,52456000.0,,-1.92,58757000.0,-85008000.0,48152000.0,,,-3472000,-19141000.0,,219467000.0,11804000.0,153318000.0,10117000.0,667601000.0,30278000.0,,327180000,-13589000,820919000.0,951324000.0,-59912000,731857000.0,37484000.0,-59912000,119590000.0,-59912000,0.0,-1.92,36985000.0,319769000.0,0.0,130405000.0,124192000.0,,,-6182000.0,11208000.0,548011000.0,21000000.0,10436000.0,-36242000.0,7411000.0,56997000.0,,,,,,,,
2005-09-30,,14411000.0,14411000.0,159199000.0,,,399985000.0,-38055000.0,11208000.0,467000.0,27225000.0,-6171000.0,-8010000.0,10398000.0,,26765000.0,-304004000.0,302044000.0,,-370000.0,16718000.0,703989000.0,3203000.0,,63569000.0,,,34069000.0,-83083000.0,88647000.0,,,-13512000,-19140000.0,,236803000.0,12212000.0,222212000.0,11024000.0,667269000.0,,,281639000,-24536000,889481000.0,965597000.0,-38522000,728794000.0,10547000.0,-38522000,119199000.0,-38522000,0.0,,42771000.0,283714000.0,0.0,76116000.0,109918000.0,,,-5505000.0,14411000.0,548070000.0,22461000.0,-23568000.0,-3431000.0,-2075000.0,80565000.0,,,,,,,,
2005-12-31,,16629000.0,16629000.0,173920000.0,,,398723000.0,38365000.0,14411000.0,150000.0,63475000.0,-6190000.0,17088000.0,10567000.0,,26286000.0,-34004000.0,301077000.0,30391000.0,-19162000.0,-8932000.0,432727000.0,2218000.0,,103561000.0,,1.15,-56318000.0,-76393000.0,81036000.0,,,58147000,,,323708000.0,14216000.0,282760000.0,9215000.0,669507000.0,30299000.0,,487463000,48932000,952267000.0,1049794000.0,38215000,726086000.0,-15122000.0,38215000,121379000.0,38215000,0.0,1.14,34688000.0,416104000.0,0.0,97527000.0,184724000.0,,,-5938000.0,16629000.0,548128000.0,22427000.0,-14833000.0,0.0,71359000.0,95398000.0,,,,,,,,
2006-03-31,,16683000.0,16683000.0,0.0,,,394252000.0,84112000.0,16629000.0,83000.0,22225000.0,-4676000.0,-60411000.0,10939000.0,,30541000.0,-304004000.0,19171000.0,30438000.0,-19161000.0,63768000.0,698256000.0,54000.0,,69924000.0,,2.44,-29531000.0,-73159000.0,50237000.0,,,106395000,,,300687000.0,117198000.0,187665000.0,9847000.0,674275000.0,30313000.0,,590943000,96548000,861940000.0,1026010000.0,84029000,725323000.0,59092000.0,84029000,126088000.0,84029000,0.0,2.43,45279000.0,368299000.0,0.0,164070000.0,186986000.0,281359000.0,,-3303000.0,16683000.0,548187000.0,126096000.0,18870000.0,-1497000.0,222644000.0,76528000.0,,,,,,,,
2006-06-30,,37876000.0,37876000.0,0.0,,,390797000.0,-10352000.0,16683000.0,121000.0,,-4437000.0,-41671000.0,9686000.0,,32213000.0,-304004000.0,18622000.0,30314000.0,0.0,66048000.0,694801000.0,21193000.0,,45854000.0,,-0.33,68471000.0,-73033000.0,53874000.0,,,10020000,-19446000.0,,232651000.0,101961000.0,142063000.0,6970000.0,677560000.0,30314000.0,,303998000,2264000,819623000.0,955642000.0,-10473000,722991000.0,61611000.0,-10473000,129315000.0,-10473000,0.0,-0.33,42335000.0,192017000.0,0.0,136019000.0,105974000.0,281359000.0,,-3184000.0,37876000.0,548245000.0,109717000.0,4552000.0,-179000.0,111981000.0,71976000.0,,,,,,,,
2006-09-30,,60571000.0,60571000.0,0.0,,,390383000.0,-20621000.0,37876000.0,410000.0,,-7754000.0,-20075000.0,10118000.0,,28695000.0,-325831000.0,18098000.0,,0.0,49437000.0,716214000.0,22695000.0,,57372000.0,,,56592000.0,-69450000.0,84003000.0,,,-807000,-20075000.0,5010000.0,235351000.0,-269518000.0,192616000.0,8677000.0,660569000.0,,,279236000,-9484000,853185000.0,953886000.0,-21031000,718535000.0,41683000.0,-21031000,112265000.0,-21031000,0.0,,51241000.0,549952000.0,0.0,100701000.0,78547000.0,281359000.0,,-6667000.0,60571000.0,548304000.0,-261232000.0,-7442000.0,-9335000.0,-270716000.0,79418000.0,,,,,,,,
2006-12-31,,26378000.0,26378000.0,0.0,,,389477000.0,54414000.0,60571000.0,762000.0,,-8152000.0,-21637000.0,9216000.0,,29572000.0,-325831000.0,19949000.0,32376000.0,0.0,-5893000.0,715308000.0,-34193000.0,,80649000.0,,1.7,-68121000.0,-67484000.0,76315000.0,,,71541000,-21637000.0,1297000.0,276807000.0,12902000.0,198438000.0,7526000.0,663714000.0,32193000.0,,398987000,64015000,862152000.0,997164000.0,53652000,720357000.0,-14045000.0,53652000,115352000.0,53652000,0.0,1.69,41474000.0,314934000.0,0.0,135012000.0,127788000.0,281359000.0,,-6663000.0,26378000.0,548362000.0,20038000.0,-9962000.0,-385000.0,84053000.0,89389000.0,,,,,,,,
2007-03-31,,88986000.0,88986000.0,0.0,,,386314000.0,106238000.0,26378000.0,378000.0,,-5047000.0,-22464000.0,9322000.0,,28418000.0,-325831000.0,19405000.0,32844000.0,0.0,87120000.0,712145000.0,62608000.0,,71794000.0,,3.24,-24749000.0,-66118000.0,41417000.0,,,124621000,-22464000.0,-137000.0,340539000.0,15693000.0,175911000.0,7961000.0,660487000.0,32673000.0,,556118000,116660000,836398000.0,1056035000.0,105860000,715496000.0,82073000.0,105860000,112066000.0,105860000,0.0,3.22,62700000.0,416195000.0,0.0,219637000.0,157686000.0,281359000.0,,-2048000.0,88986000.0,548421000.0,23263000.0,23901000.0,-1100000.0,139923000.0,65488000.0,,,,,,,,
2007-06-30,,106921000.0,106921000.0,0.0,,,385766000.0,-954000.0,88986000.0,389000.0,,-6525000.0,-22872000.0,8623000.0,,29372000.0,-325831000.0,18807000.0,32674000.0,0.0,46788000.0,711597000.0,17935000.0,,49715000.0,,-0.03,39700000.0,-64795000.0,41965000.0,,,15490000,-22872000.0,949000.0,269023000.0,12587000.0,143997000.0,7821000.0,642433000.0,32674000.0,,272350000,7669000,786430000.0,984327000.0,-1140000,715304000.0,40263000.0,-1140000,93954000.0,-1343000,0.0,-0.03,52317000.0,244663000.0,0.0,197897000.0,80140000.0,281359000.0,,-5981000.0,106921000.0,548479000.0,20018000.0,6532000.0,0.0,27687000.0,58926000.0,,,,,,,,
2007-09-30,,96586000.0,96586000.0,0.0,,,374641000.0,-30698000.0,106921000.0,4124000.0,,-7032000.0,-23280000.0,12298000.0,,22565000.0,-333322000.0,18242000.0,,0.0,17942000.0,707963000.0,-10335000.0,,56999000.0,,,35623000.0,-41953000.0,75283000.0,,,-15454000,-23280000.0,1139000.0,282211000.0,13755000.0,196410000.0,6809000.0,612531000.0,,,212108000,-22263000,808941000.0,975218000.0,-32087000,693007000.0,10910000.0,-32087000,63993000.0,-34822000,11221000.0,,64128000.0,213963000.0,1284000.0,166277000.0,71607000.0,277559000.0,,-4997000.0,96586000.0,548538000.0,20408000.0,-22386000.0,0.0,-1855000.0,81246000.0,,,,,,,,
2007-12-31,,78969000.0,78969000.0,0.0,,,374409000.0,51789000.0,96586000.0,1679000.0,,-6586000.0,-24539000.0,8388000.0,,22315000.0,-333322000.0,17684000.0,32908000.0,0.0,-41953000.0,707731000.0,-17617000.0,,101291000.0,1277000.0,2.61,-90905000.0,-40572000.0,68501000.0,,,59238000,-24539000.0,-67000.0,359953000.0,9203000.0,205211000.0,7449000.0,616951000.0,32707000.0,,425109000,51789000,822162000.0,1050643000.0,85429000,690690000.0,-48539000.0,85429000,68355000.0,41722000,0.0,2.6,35419000.0,357058000.0,0.0,228481000.0,145548000.0,276282000.0,,48875000.0,78969000.0,548596000.0,16262000.0,-21102000.0,8388000.0,68051000.0,102348000.0,,,,,,,,
2008-03-31,,100803000.0,100803000.0,0.0,,,371694000.0,94957000.0,78969000.0,434000.0,,-4498000.0,-24953000.0,9418000.0,,22292000.0,-333322000.0,17129000.0,32959000.0,0.0,50340000.0,705016000.0,21834000.0,,77014000.0,244000.0,2.89,-52395000.0,-46194000.0,41375000.0,,,111873000,-24953000.0,753000.0,384865000.0,15161000.0,165030000.0,7498000.0,613806000.0,32725000.0,,587097000,104375000,778836000.0,1072018000.0,94523000,687153000.0,45842000.0,94523000,65151000.0,94523000,0.0,2.87,46641000.0,460454000.0,0.0,293182000.0,175252000.0,276038000.0,,-3553000.0,100803000.0,548655000.0,22268000.0,21143000.0,1110000.0,126643000.0,81205000.0,,,,,,,,
2008-06-30,,118623000.0,118623000.0,0.0,,,370618000.0,-13904000.0,100803000.0,-157000.0,,-6217000.0,-25362000.0,9524000.0,,22052000.0,-333322000.0,16573000.0,32725000.0,0.0,48601000.0,703940000.0,17820000.0,,49530000.0,-244000.0,-0.42,54335000.0,-43639000.0,41918000.0,,,3169000,-25362000.0,817000.0,314077000.0,13268000.0,132253000.0,7549000.0,609904000.0,32725000.0,,305476000,-4380000,742157000.0,999602000.0,-13747000,685525000.0,42384000.0,-13747000,61191000.0,-13747000,0.0,-0.42,40805000.0,289429000.0,0.0,257445000.0,100308000.0,276282000.0,,-5419000.0,118623000.0,548713000.0,20427000.0,2500000.0,0.0,16047000.0,78705000.0,,,,,,,,
2008-09-30,71206000.0,137698000.0,137698000.0,0.0,,,367808000.0,-11378000.0,118623000.0,-53000.0,,-4518000.0,-41181000.0,12509000.0,,15922000.0,-355158000.0,16018000.0,,-15000000.0,63529000.0,722966000.0,19075000.0,,58079000.0,0.0,,67172000.0,-44155000.0,15127000.0,,,8200000,-26181000.0,59000.0,359551000.0,10502000.0,223615000.0,5898000.0,592022000.0,,,256481000,-1656000,815637000.0,1035713000.0,30426000,676162000.0,59011000.0,30426000,11184000.0,-11325000,0.0,,52150000.0,240566000.0,0.0,0.0,94933000.0,276282000.0,,-3273000.0,137698000.0,531772000.0,17571000.0,-1117000.0,0.0,15915000.0,79822000.0,,,,,,,,
2008-12-31,,130588000.0,130588000.0,0.0,,,365294000.0,90229000.0,137698000.0,138000.0,,-4445000.0,-28390000.0,9403000.0,,19180000.0,,15463000.0,32939000.0,-26390000.0,25004000.0,365294000.0,-7110000.0,,60400000.0,,2.46,-63436000.0,-44630000.0,85042000.0,,,97642000,,569000.0,374442000.0,14770000.0,188513000.0,7413000.0,587680000.0,32816000.0,,363315000,90229000,776193000.0,1050661000.0,80688000,676219000.0,20559000.0,80688000,55850000.0,80688000,0.0,2.45,43071000.0,251293000.0,0.0,274468000.0,124649000.0,276282000.0,,-3724000.0,130588000.0,531830000.0,21793000.0,-3994000.0,9403000.0,112022000.0,83816000.0,,,,,,,,
2009-03-31,,235457000.0,235457000.0,,,,361626000.0,115752000.0,130588000.0,886000.0,,-3878000.0,-26564000.0,9442000.0,,21512000.0,,14908000.0,33051000.0,26390000.0,133948000.0,,104869000.0,,45653000.0,,3.5,10821000.0,-43115000.0,60695000.0,,,132325000,,212000.0,454339000.0,17793000.0,167152000.0,6741000.0,596098000.0,32847000.0,,445225000,125194000,763250000.0,1128207000.0,114866000,673868000.0,130070000.0,114866000,11473000.0,114866000,32461000.0,3.48,60804000.0,295107000.0,-8323000.0,0.0,124240000.0,275822000.0,,-2515000.0,235457000.0,531889000.0,24924000.0,21635000.0,0.0,150118000.0,62181000.0,,,,,,,,
2009-06-30,,256099000.0,256099000.0,,,-108000000.0,358247000.0,-6275000.0,235457000.0,1160000.0,,-5513000.0,-40272000.0,10068000.0,63292000.0,27317000.0,,14353000.0,32859000.0,-5543000.0,64546000.0,,20642000.0,,31547000.0,920000.0,-0.23,62047000.0,-41487000.0,65428000.0,,,11506000,-26729000.0,804000.0,400486000.0,13108000.0,146526000.0,7713000.0,595714000.0,32859000.0,,184372000,3793000,742240000.0,1075305000.0,-7435000,674819000.0,59033000.0,-7435000,12685000.0,-7435000,25705000.0,-0.23,49551000.0,159758000.0,0.0,0.0,60948000.0,274902000.0,-14106000.0,-3632000.0,256099000.0,523947000.0,20821000.0,4447000.0,0.0,24614000.0,57734000.0,,,,,,,,
2009-09-30,65769000.0,163173000.0,163173000.0,,,-177821000.0,357187000.0,-22579000.0,256099000.0,302000.0,,-8001000.0,-108998000.0,10156000.0,8913000.0,24076000.0,-377261000.0,13798000.0,,0.0,23053000.0,734448000.0,-92926000.0,,35677000.0,5000.0,,31634000.0,-61288000.0,20034000.0,,,-3947000,-27057000.0,564000.0,307556000.0,11373000.0,180059000.0,8476000.0,437738000.0,,,150242000,-8601000,617797000.0,977514000.0,-22881000,669958000.0,15052000.0,-22881000,46485000.0,-22881000,22190000.0,,17704000.0,-165773000.0,0.0,0.0,52035000.0,274897000.0,4130000.0,-6981000.0,163173000.0,349415000.0,324616000.0,-12424000.0,-4624000.0,316015000.0,70158000.0,,,,,,,,
2009-12-31,,115496000.0,115496000.0,,,0.0,354744000.0,48574000.0,163173000.0,199000.0,,-4492000.0,-29288000.0,7183000.0,-54487000.0,23133000.0,,13247000.0,35538000.0,0.0,-14726000.0,,-47677000.0,,60349000.0,,1.37,-71245000.0,-59460000.0,79175000.0,,,62841000,-29288000.0,495000.0,328624000.0,13738000.0,173233000.0,7084000.0,439788000.0,35321000.0,,301432000,55757000,613021000.0,994645000.0,48375000,666021000.0,-19218000.0,48375000,45532000.0,48375000,20579000.0,1.36,33709000.0,224853000.0,0.0,0.0,106522000.0,274897000.0,24672000.0,-3663000.0,115496000.0,349449000.0,20822000.0,-15869000.0,0.0,76579000.0,86027000.0,,,,,,,,
2010-03-31,,140912000.0,140912000.0,,,-256510000.0,351348000.0,98716000.0,115496000.0,328000.0,,-4958000.0,-43154000.0,6608000.0,-29974000.0,41907000.0,,,35622000.0,-5018000.0,72057000.0,,25416000.0,,46186000.0,,2.78,-44763000.0,-58687000.0,62297000.0,,,112466000,-29466000.0,499000.0,362060000.0,20257000.0,135265000.0,7142000.0,442603000.0,35343000.0,,469163000,114797000,577868000.0,1030212000.0,98388000,668152000.0,67099000.0,98388000,45894000.0,98388000,18268000.0,2.76,26782000.0,326967000.0,0.0,0.0,136496000.0,274897000.0,-14163000.0,-3487000.0,140912000.0,347845000.0,27399000.0,19643000.0,-9473000.0,142196000.0,66384000.0,,,,,,,,
2010-06-30,,170026000.0,170026000.0,,,0.0,350153000.0,-6253000.0,140912000.0,363000.0,,-3541000.0,-29665000.0,6808000.0,65051000.0,44556000.0,,,35383000.0,0.0,72393000.0,,29114000.0,,31037000.0,,-0.19,68180000.0,-59374000.0,72125000.0,,,9423000,-29665000.0,4838000.0,314525000.0,13386000.0,127980000.0,8868000.0,441951000.0,35383000.0,,198070000,555000,569931000.0,986443000.0,-6616000,671918000.0,68852000.0,-6616000,48625000.0,-6616000,17702000.0,-0.19,24818000.0,175261000.0,-10789000.0,0.0,71974000.0,277209000.0,-15210000.0,-13614000.0,170026000.0,347899000.0,22254000.0,11942000.0,0.0,22809000.0,54823000.0,,,,,,,,
2010-09-30,,156908000.0,156908000.0,,-3711000.0,0.0,350420000.0,-24539000.0,170026000.0,292000.0,,-6140000.0,-29844000.0,6859000.0,11701000.0,46169000.0,-390455000.0,,,0.0,26073000.0,740875000.0,-13118000.0,,39886000.0,,,39064000.0,-57226000.0,85524000.0,,,-9940000,-29844000.0,4100000.0,296427000.0,14275000.0,164514000.0,7740000.0,440909000.0,,,168029000,-17741000,605423000.0,970260000.0,-24831000,673833000.0,19933000.0,-24831000,47991000.0,-24831000,18089000.0,,39104000.0,160937000.0,0.0,0.0,60383000.0,277244000.0,8077000.0,-9347000.0,156908000.0,347953000.0,24833000.0,-6161000.0,0.0,7092000.0,61047000.0,,,,,,,,
2010-12-31,52970000.0,115598000.0,115598000.0,,-2456000.0,,348538000.0,43495000.0,156908000.0,366000.0,,-5763000.0,-30062000.0,,-55979000.0,46058000.0,,,35682000.0,-30062000.0,-4858000.0,,-41310000.0,,65728000.0,,1.22,-57741000.0,-54877000.0,39445000.0,,,58521000,,1574000.0,324880000.0,14205000.0,177382000.0,8180000.0,438160000.0,35464000.0,,328307000,50341000,615542000.0,997127000.0,43129000,672247000.0,-10621000.0,43129000,44330000.0,43129000,17053000.0,1.21,19239000.0,255581000.0,0.0,0.0,116362000.0,277651000.0,25103000.0,-6390000.0,115598000.0,348007000.0,22385000.0,-14681000.0,-13692000.0,72726000.0,75867000.0,,,,,,,,
2011-03-31,31036000.0,136923000.0,136923000.0,,-739000.0,,345682000.0,100414000.0,115598000.0,98000.0,,-5654000.0,-30177000.0,,-25690000.0,43479000.0,,,35757000.0,,54696000.0,,21325000.0,,50016000.0,,2.82,-53070000.0,-53475000.0,31418000.0,,,115687000,,-1004000.0,355720000.0,12576000.0,136240000.0,8454000.0,432099000.0,35513000.0,,464102000,107233000,568339000.0,1022532000.0,100316000,666812000.0,49042000.0,100316000,44281000.0,100316000,16943000.0,2.81,23770000.0,335839000.0,0.0,0.0,142052000.0,277651000.0,-14676000.0,-3194000.0,136923000.0,348061000.0,21030000.0,16065000.0,0.0,128263000.0,59802000.0,,,,,,,,
2011-06-30,32168000.0,161447000.0,161447000.0,,0.0,0.0,342056000.0,-6514000.0,136923000.0,273000.0,,-5824000.0,-30194000.0,6867000.0,58984000.0,43414000.0,,,35540000.0,0.0,60003000.0,,24524000.0,,32123000.0,,-0.19,55774000.0,-52784000.0,37460000.0,,,10023000,-30194000.0,1346000.0,313002000.0,12618000.0,123079000.0,9670000.0,434404000.0,35540000.0,,216563000,353000,557483000.0,976123000.0,-6787000,663121000.0,54179000.0,-6787000,44663000.0,-6787000,14632000.0,-0.19,21328000.0,193922000.0,0.0,0.0,83068000.0,277651000.0,-17893000.0,-5285000.0,161447000.0,348115000.0,22288000.0,5947000.0,0.0,22641000.0,53855000.0,,,,,,,,
2011-09-30,57476000.0,149553000.0,149553000.0,,0.0,0.0,338125000.0,-21545000.0,161447000.0,147000.0,,-5043000.0,-30203000.0,6862000.0,16438000.0,26783000.0,-407291000.0,16078000.0,,0.0,22945000.0,745416000.0,-11894000.0,,37456000.0,,,33913000.0,-59916000.0,23681000.0,,,-5359000,-30203000.0,1400000.0,297822000.0,14249000.0,151514000.0,9324000.0,446727000.0,,,181580000,-14699000,598241000.0,956459000.0,-21692000,658637000.0,17902000.0,-21692000,55667000.0,-21692000,15732000.0,,9950000.0,172706000.0,0.0,0.0,66630000.0,277651000.0,5332000.0,-4636000.0,149553000.0,348169000.0,23573000.0,-12052000.0,0.0,8874000.0,65907000.0,,,,,,,,
2011-12-31,50498000.0,89290000.0,89290000.0,,0.0,,335913000.0,23452000.0,149553000.0,220000.0,,-5405000.0,-30226000.0,6838000.0,-40581000.0,41199000.0,,,35777000.0,0.0,-25323000.0,,-60263000.0,,54692000.0,,0.65,-58052000.0,-57708000.0,35781000.0,,,38075000,-30226000.0,24944000.0,297367000.0,12295000.0,153574000.0,7785000.0,443921000.0,35572000.0,,299886000,30290000,597495000.0,952130000.0,23232000,654763000.0,-30728000.0,23232000,54267000.0,23232000,13384000.0,0.65,12603000.0,249516000.0,0.0,0.0,107211000.0,277651000.0,17236000.0,-4714000.0,89290000.0,348223000.0,20080000.0,-21575000.0,0.0,50370000.0,87482000.0,,,,,,,,
