date,annualPurchaseOfBusiness,quarterlyInterestExpense,annualOtherNonCashItems,quarterlyCommonStockIssuance,annualDepreciationAndAmortization,annualStockholdersEquity,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,annualNonCurrentDeferredTaxesLiabilities,annualCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,annualPurchaseOfInvestment,annualAccountsReceivable,annualCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyNetPPE,annualStockBasedCompensation,annualOtherIntangibleAssets,annualGoodwill,quarterlyTaxProvision,annualSaleOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualNetPPE,annualOperatingCashFlow,annualGrossProfit,annualCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualOtherNonCurrentLiabilities,annualEbitda,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyFreeCashFlow,annualDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyBasicAverageShares,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualEndCashPosition,annualOperatingIncome,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,annualNonCurrentDeferredRevenue,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,quarterlySaleOfInvestment,quarterlyCapitalStock,quarterlyPurchaseOfInvestment,annualAccountsPayable,annualGrossPPE,quarterlyCurrentDebt,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualOperatingExpense,quarterlyGrossProfit,quarterlyGrossPPE,annualTaxProvision,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,annualCapitalExpenditure,annualCurrentAssets,quarterlyOtherNonCashItems,annualTotalRevenue,quarterlyDilutedAverageShares,annualInterestExpense,quarterlyBasicEPS,annualChangesInAccountReceivables,annualCommonStockIssuance,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyRetainedEarnings,annualOtherNonCurrentAssets,annualBasicEPS,annualNetOtherFinancingCharges,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,annualAccumulatedDepreciation,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,annualBasicAverageShares,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,annualBeginningCashPosition,annualLongTermDebt,annualCurrentDeferredRevenue,annualCostOfRevenue,annualOtherCurrentAssets,annualCurrentDebt,quarterlyRepaymentOfDebt,annualNetIncome,quarterlyOtherCurrentAssets,annualSellingGeneralAndAdministration,annualFreeCashFlow,quarterlyDilutedEPS,annualTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,trailingPretaxIncome,trailingNetIncomeContinuousOperations,trailingInvestingCashFlow,trailingChangeInAccountPayable,trailingOtherNonCashItems,trailingNetIncomeCommonStockholders,trailingCashDividendsPaid,quarterlyIncomeTaxPayable,trailingChangeInWorkingCapital,trailingNetIncome,trailingBasicAverageShares,trailingOperatingIncome,quarterlyResearchAndDevelopment,annualChangeInInventory,trailingOperatingCashFlow,trailingTaxProvision,trailingPurchaseOfBusiness,annualInvestmentsAndAdvances,trailingNetOtherFinancingCharges,annualIncomeTaxPayable,annualInventory,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingTotalRevenue,trailingSellingGeneralAndAdministration,trailingSaleOfInvestment,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,trailingFreeCashFlow,trailingNetOtherInvestingChanges,trailingRepaymentOfDebt,trailingOtherIncomeExpense,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyInventory,annualCashDividendsPaid,trailingDilutedAverageShares,trailingCommonStockIssuance,trailingOperatingExpense,quarterlyCashDividendsPaid,trailingEndCashPosition,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,annualOtherShortTermInvestments,trailingStockBasedCompensation,trailingCostOfRevenue,trailingInterestExpense,trailingRepurchaseOfCapitalStock,trailingGrossProfit,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingBeginningCashPosition,quarterlyChangeInInventory,trailingBasicEPS
1970-01-01 00:00:00.915062400,0.0,,2022000.0,,8318000.0,830000.0,,,,14200000.0,,,,-13672000.0,,,,,200506350.0,,15108000.0,0.0,,,,,,,,845000.0,3590054000.0,,,,,,716242000.0,7644000.0,,142370000.0,,2185010000.0,5394000.0,0.0,,,-1e-05,,,0.0,9573000.0,0.0,0.0,8172000.0,,,9573000.0,-2584000.0,-5277000.0,,,,,,,,-473000.0,,,,127586000.0,719009000.0,,-5277000.0,,,,,,,,16297000.0,,,0.0,,,,9573000.0,-13672000.0,27200000.0,,13713000.0,,2353000.0,,-8753000.0,0.0,,,,2031000.0,-1e-05,0.0,-2000.0,,,,-2767000.0,4192327000.0,,,,1736000.0,,200506350.0,,,,,,4335527000.0,4334697000.0,,,-2000.0,,1401000.0,1991756000.0,,,0.0,10450000.0,,-2000.0,,7979000.0,-6028000.0,,4308327000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.922838400,,45426000.0,,,,,-112120000.0,-10549000.0,,,16620000.0,,-83175000.0,,-33000.0,,-54853000.0,2745483000.0,,,,,,,,,189820000.0,-83175000.0,,,,,,,,,,,,,1019317000.0,,,,9573000.0,-38233000.0,,,200506350.0,,,,,,,,,,,-33000.0,,,,,90078000.0,-1788000.0,,,,,,,,,-28864000.0,,-26833000.0,,,,,,,,,,160956000.0,,,,,20072000.0,,200506350.0,,-0.000165,,,1028890000.0,-1742786000.0,,,,,,,52329000.0,,,,,16651000.0,,,,,,,-2752000.0,,,,,-1685181000.0,,,99742000.0,,,,,,,-1961524000.0,,,,,-0.000165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.930700800,,112243000.0,,,,,-25159000.0,-5478000.0,,,129204000.0,,-140930000.0,,-57000.0,,-150597000.0,238096000.0,,,,,,,,,339667000.0,-140930000.0,,,,,,,,,,,,,-919264000.0,,,,1028890000.0,-21393000.0,,,200506350.0,,,,,,,,,,,-57000.0,,,,,159874000.0,2968000.0,,,,,,,,,-31630000.0,,61707000.0,,,,,,,,,,308037000.0,,,,,28643000.0,,200506350.0,,-0.000284,,,109626000.0,-1286564000.0,,,,,,,131187000.0,,,,,21543000.0,,,,,,,-1132322000.0,,,,,-3645000.0,,,179793000.0,,,,,,,-46806000.0,,,,,-0.000284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.938649600,,131081000.0,,,,,1138821000.0,-10253000.0,,,119787000.0,,-164153000.0,,-35000.0,,-179851000.0,1962811000.0,,,,,,,,,407249000.0,-164153000.0,,,,,,,,,,,,,324557000.0,,,,109626000.0,-60064000.0,,,200506350.0,,,,,,,,,,,-35000.0,,,,,191439000.0,,,,,,,,,,-31060000.0,,45581000.0,,,,,,,,,,376189000.0,,,,,83308000.0,,200506350.0,,-0.000175,,,434183000.0,-1758041000.0,,,,,,,158367000.0,,,,,,,,,,,,-1575768000.0,,,,,-2422000.0,,,215810000.0,,,,,,,-511010000.0,,,,,-0.000175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.946598400,-7629564000.0,189049000.0,107223000.0,,745315000.0,3011079000.0,751961000.0,-33187000.0,,9722186000.0,214305000.0,227550000.0,-250578000.0,-10077969000.0,-66132000.0,-317079000.0,-356207000.0,4775796000.0,200506350.0,,93743000.0,195000.0,,,8936455000.0,0.0,626515000.0,-249548000.0,3490573000.0,79979000.0,14985793000.0,,,,,93743000.0,3490573000.0,479916000.0,1081900000.0,719958000.0,-300477000.0,6277392000.0,585308000.0,-5694375000.0,434183000.0,-141902000.0,-0.330309,18703916000.0,,1421000.0,133706000.0,0.0,-1706897000.0,124133000.0,133706000.0,133706000.0,133706000.0,-135007000.0,-637806000.0,-66132000.0,18966507000.0,,14985793000.0,1421000.0,303924000.0,,-59467000.0,,195000.0,,706775000.0,3807652000.0,0.0,-638836000.0,-43453000.0,706775000.0,105780000.0,,,,,1563251000.0,,3807652000.0,1030000.0,15955428000.0,583062000.0,,133706000.0,-741508000.0,262591000.0,-24800000.0,1428244000.0,,477799000.0,,-32366000.0,3548870000.0,133706000.0,-5290578000.0,-66231000.0,227550000.0,-0.330309,1753503000.0,-66229000.0,,243425000.0,,-317079000.0,15235470000.0,,,3011079000.0,186235000.0,,200506350.0,,15235470000.0,-4918722000.0,262591000.0,719958000.0,18966507000.0,15955428000.0,-15649000.0,,-66231000.0,322591000.0,9573000.0,8936455000.0,,346300000.0,0.0,0.0,-3175035000.0,-66229000.0,0.0,817936000.0,-261592000.0,,18703916000.0,6277392000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.954460800,,230914000.0,,,,,-44891000.0,-12376000.0,,,198961000.0,253977000.0,-449620000.0,,-180714000.0,-474885000.0,-259945000.0,1765976000.0,,,,,,,11154423000.0,0.0,933369000.0,-449620000.0,3831644000.0,,,,,,,97900000.0,,,,,-2993000.0,,,,133706000.0,-60984000.0,,21531778000.0,200657426.0,,,,,,130713000.0,130713000.0,,,,-180714000.0,21804670000.0,,17446157000.0,676000.0,546100000.0,-9332000.0,,,195000.0,,,,,,-211765000.0,745549000.0,44859000.0,,,,,,546188000.0,4306529000.0,,18909136000.0,721604000.0,,,,,42122000.0,,200657426.0,,-0.89582,,,130713000.0,-1967930000.0,-246945000.0,,,,,,327394000.0,,,,,15500000.0,2895534000.0,,,,175416000.0,18144234000.0,-1701464000.0,272892000.0,764902000.0,,,-6521000.0,,,387269000.0,,,,,,,-2384336000.0,,0.0,,,-0.89582,,6976060000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.962323200,,251128000.0,,,,,-3639000.0,-17643000.0,,,407871000.0,217308000.0,-494136000.0,,-196821000.0,-474885000.0,-790046000.0,-223023000.0,,,,,,,11605328000.0,0.0,1020820000.0,-494136000.0,4233878000.0,,,,,,,122869000.0,,,,,-56692000.0,,,,130713000.0,-382175000.0,,21789429000.0,200813548.0,,,,,,74021000.0,74021000.0,,,,-196821000.0,22025157000.0,,17338243000.0,961000.0,603687000.0,-34824000.0,,,195000.0,,,,,,-226040000.0,1017330000.0,244399000.0,,,,,,600962000.0,4708763000.0,,19321969000.0,794780000.0,,,,,43332000.0,,200813548.0,,-0.984296,,,74021000.0,-241540000.0,-443766000.0,,,,,,360679000.0,,,,,10589000.0,2703188000.0,,,,193818000.0,18301888000.0,543130000.0,235728000.0,1020081000.0,,,5376000.0,,,417133000.0,,,,,,,-50484000.0,,0.0,,,-0.984296,,6682809000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.970272000,,283300000.0,,,,,-14318000.0,-17506000.0,,,249565000.0,229935000.0,-523464000.0,,-210018000.0,-909147000.0,-804114000.0,520089000.0,,,,,,,12167729000.0,0.0,1062243000.0,-523464000.0,4681483000.0,,,,,,,162346000.0,,,,,-29554000.0,,,,74021000.0,-554549000.0,,22185276000.0,203413614.0,,,,,,44467000.0,44467000.0,,,,-210018000.0,22440443000.0,,17273858000.0,947000.0,628106000.0,,,,207000.0,,,,,,-223282000.0,1170725000.0,93459000.0,,,,,,624165000.0,5590630000.0,,19770812000.0,838961000.0,,,,,77553000.0,,203413614.0,,-1.028534,,,44467000.0,-799208000.0,-653784000.0,,,,,,387942000.0,,,,,,2669631000.0,,,,214796000.0,18586336000.0,25825000.0,255167000.0,1184476000.0,,,-6031000.0,,,434137000.0,,,,,,,-1002188000.0,,0.0,,,-1.028534,,6418607000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.978220800,,293788000.0,4589000.0,,2473082000.0,3123204000.0,-22170000.0,15796000.0,,2919754000.0,274813000.0,274777000.0,638570000.0,-4053968000.0,-241097000.0,-1061216000.0,-971021000.0,856712000.0,204075928.0,-59149000.0,224147000.0,234000.0,,,13060455000.0,0.0,409627000.0,,5267519000.0,,17068702000.0,,,,,224147000.0,5267519000.0,1131210000.0,2454625000.0,1367234000.0,86235000.0,1403344000.0,1501648000.0,,44467000.0,-696208000.0,-4.058837,22610998000.0,,-593000.0,130702000.0,0.0,18307000.0,-3004000.0,130702000.0,130702000.0,130702000.0,-971434000.0,,-241097000.0,23043566000.0,,17068702000.0,-593000.0,695189000.0,,-31729000.0,,234000.0,,1367234000.0,6328735000.0,,-828650000.0,-310347000.0,1367234000.0,84091000.0,,,,,3426059000.0,709858000.0,6328735000.0,,15831033000.0,893877000.0,,130702000.0,-2825126000.0,432568000.0,-158418000.0,3249222000.0,,1059130000.0,,,,130702000.0,-1045290000.0,-894881000.0,274777000.0,-4.058837,-85018000.0,-828650000.0,,425633000.0,,-1061216000.0,14463799000.0,,,3123204000.0,466808000.0,,204075928.0,184019000.0,14463799000.0,,432568000.0,1367234000.0,23043566000.0,15831033000.0,25483000.0,,-894881000.0,-285562000.0,133706000.0,13060455000.0,,794597000.0,77719000.0,,,-828650000.0,77719000.0,952977000.0,-1693916000.0,,22610998000.0,1403344000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.985996800,,310832000.0,,,,,-23809000.0,-59917000.0,,,-154087000.0,293664000.0,-280699000.0,,-280699000.0,-1244119000.0,-524523000.0,573333000.0,,,,,,,13707347000.0,0.0,715654000.0,-280699000.0,5500886000.0,,,,,,,193811000.0,,,,,-111281000.0,,,,130702000.0,-678610000.0,,22548244000.0,211381773.0,,,,,,19421000.0,19421000.0,,,,-280699000.0,22858724000.0,,16753694000.0,-9085000.0,695895000.0,,,,234000.0,-3600000.0,,,,,-314004000.0,1169766000.0,-242356000.0,,,,,,401650000.0,6745005000.0,,15222721000.0,873797000.0,,,,,58214000.0,,211381773.0,,-1.32714,,,19421000.0,-530527000.0,-1175580000.0,,,,,,381891000.0,,,,,,2852311000.0,,,,472147000.0,14052955000.0,,310480000.0,1169766000.0,,,-2404000.0,,,19759000.0,,,,,,,,,0.0,,,-1.32714,,345608000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
