date,trailingCapitalExpenditure,annualCapitalExpenditure,trailingDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,annualBasicAverageShares,quarterlySaleOfInvestment,annualDeferredIncomeTax,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,trailingInterestExpense,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,quarterlyChangeInWorkingCapital,annualOtherNonCurrentAssets,annualChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,trailingOperatingExpense,annualCurrentAssets,trailingNetIncomeContinuousOperations,trailingNetIncomeCommonStockholders,annualNetOtherFinancingCharges,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,quarterlyEbitda,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,quarterlyGrossProfit,quarterlyDilutedAverageShares,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,annualInterestExpense,trailingRepurchaseOfCapitalStock,annualRepaymentOfDebt,quarterlyOperatingExpense,quarterlyChangeInInventory,annualBasicEPS,annualTotalRevenue,annualDilutedAverageShares,trailingChangeInAccountPayable,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,annualGrossProfit,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyTaxProvision,annualInventory,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingCostOfRevenue,annualChangeInWorkingCapital,quarterlyNetPPE,quarterlyBasicEPS,annualOtherCurrentAssets,quarterlyRetainedEarnings,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,annualDilutedEPS,annualChangeInInventory,trailingTaxProvision,quarterlyOperatingIncome,quarterlyTotalRevenue,annualNetIncome,annualFreeCashFlow,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualCashDividendsPaid,annualBeginningCashPosition,trailingOtherNonCashItems,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualCostOfRevenue,annualPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,annualInvestingCashFlow,annualPretaxIncome,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,annualTotalAssets,trailingNetIncome,annualStockholdersEquity,annualLongTermDebt,annualOtherNonCashItems,quarterlyOtherCurrentLiabilities,quarterlyBasicAverageShares,quarterlyCommonStockIssuance,trailingChangeInInventory,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualCurrentLiabilities,quarterlyAccountsReceivable,annualRetainedEarnings,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,annualDepreciationAndAmortization,annualSaleOfInvestment,annualCommonStockIssuance,annualGoodwill,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,annualPurchaseOfInvestment,trailingChangeInWorkingCapital,annualCapitalStock,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,annualAccountsReceivable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualChangeInAccountPayable,trailingOtherIncomeExpense,trailingGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,trailingOperatingIncome,annualOtherIntangibleAssets,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,trailingTotalRevenue,annualNetPPE,annualEbitda,quarterlyCapitalStock,annualOperatingIncome,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyDilutedEPS,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualGrossPPE,quarterlyChangesInAccountReceivables,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,annualInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,trailingBasicAverageShares,quarterlyStockBasedCompensation,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualStockBasedCompensation,annualIncomeTaxPayable,trailingDepreciationAndAmortization,trailingSaleOfInvestment,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingDilutedAverageShares
2006-09-30,,,,-250000000.0,112125000000.0,,,,495000000.0,14051000000.0,,0.0,,,,-127000000.0,,,1569000000.0,,,,,,,,,10694000000.0,80476000000.0,,,,-251000000.0,16197000000.0,1675839000.0,-3676000000.0,696000000.0,,,,,7640000000.0,245000000.0,,,,,,411000000.0,,27354000000.0,24600000000.0,650000000.0,,,,4061000000.0,,54672000000.0,,,7937000000.0,,,86127000000.0,2.35,,38685000000.0,-3597000000.0,,-2508000000.0,,,,8557000000.0,49585000000.0,,,,-25998000000.0,,,,,,,,6235000000.0,42000000.0,10398000000.0,,,,3876000000.0,3876000000.0,,,,,,,,1184000000.0,1652623000.0,41000000.0,,,,,13045000000.0,,33388000000.0,8089000000.0,31930000000.0,,,,,6198000000.0,20497000000.0,23777000000.0,,,,877000000.0,,,,,,696000000.0,,,,696000000.0,,,,-593000000.0,,,2137000000.0,,,,,,17000000.0,,,654000000.0,,,,,308000000.0,2.31,4030000000.0,,,,,,3876000000.0,,,82026000000.0,1093000000.0,19973000000.0,163723000000.0,139123000000.0,,-76000000.0,,2638000000.0,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,,-15596000000.0,,-250000000.0,113272000000.0,1585982000.0,,263000000.0,-10000000.0,14634000000.0,,0.0,,-27071000000.0,2476000000.0,-306000000.0,21075000000.0,,375000000.0,-925000000.0,,25066000000.0,,,-185000000.0,6859000000.0,-1397000000.0,3786000000.0,82646000000.0,15550000000.0,895000000.0,,-140000000.0,-7110000000.0,,-3924000000.0,817000000.0,,1087000000.0,,,-8894000000.0,1094000000.0,9.8,167578000000.0,1609530000.0,,139715000000.0,649000000.0,37432000000.0,26431000000.0,25066000000.0,650000000.0,,80933000000.0,12783000000.0,2720000000.0,5153000000.0,54502000000.0,,,5917000000.0,,-1633000000.0,86201000000.0,,0.0,41292000000.0,-4083000000.0,15550000000.0,-1536000000.0,9.66,-828000000.0,,1784000000.0,21590000000.0,15550000000.0,5920000000.0,4043000000.0,-27071000000.0,-2277000000.0,2214000000.0,,11875000000.0,,130146000000.0,,5637000000.0,121000000.0,11337000000.0,,-29993000000.0,28333000000.0,3197000000.0,3197000000.0,20074000000.0,,164781000000.0,,82646000000.0,23091000000.0,1314000000.0,895000000.0,,75000000.0,,,,26431000000.0,14106000000.0,41292000000.0,28700000000.0,6859000000.0,31488000000.0,7284000000.0,,220000000.0,31488000000.0,5153000000.0,20074000000.0,23091000000.0,,,17000000.0,156000000.0,,,14106000000.0,54502000000.0,21516000000.0,817000000.0,,,,817000000.0,14634000000.0,,951000000.0,-593000000.0,,817000000.0,2002000000.0,7065000000.0,817000000.0,,86201000000.0,32841000000.0,17000000.0,25557000000.0,2975000000.0,696000000.0,,-657000000.0,,,304000000.0,,4043000000.0,817000000.0,113272000000.0,,,,3197000000.0,,,80933000000.0,951000000.0,21075000000.0,164781000000.0,139715000000.0,375000000.0,-62000000.0,11337000000.0,1554000000.0,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,,,,-1000000000.0,111754000000.0,,,,77000000.0,16758000000.0,,0.0,,,,2150000000.0,,,1294000000.0,,,,,,,,,6950000000.0,84782000000.0,,,,-144000000.0,11851000000.0,1668847000.0,-1648000000.0,860000000.0,,,,,6925000000.0,-686000000.0,,,,,,78000000.0,,27025000000.0,24741000000.0,527000000.0,,,,2520000000.0,,60201000000.0,,,6066000000.0,,,83904000000.0,2.15,,44150000000.0,-2847000000.0,,-5174000000.0,,,,4926000000.0,41320000000.0,,,,-27850000000.0,,,,,,,,6873000000.0,43000000.0,18189000000.0,,,,3546000000.0,3546000000.0,,,,,,,,628000000.0,1647352000.0,40000000.0,,,,,13900000000.0,,29469000000.0,7932000000.0,31531000000.0,,,,,5685000000.0,20051000000.0,21961000000.0,,,,1390000000.0,,,,,,860000000.0,,,,860000000.0,,,,-674000000.0,,,2024000000.0,,,,,,17000000.0,,,817000000.0,,,,,307000000.0,2.12,1707000000.0,,,,,,3546000000.0,,,87226000000.0,919000000.0,32114000000.0,173209000000.0,148468000000.0,,-49000000.0,,4026000000.0,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,,,,-1000000000.0,116713000000.0,,,,103000000.0,16133000000.0,,0.0,,,,-1630000000.0,,,2461000000.0,,,,,,,,,14529000000.0,84928000000.0,,,,-97000000.0,15761000000.0,1657999000.0,-1725000000.0,1411000000.0,,,,,3248000000.0,415000000.0,,,,,,5048000000.0,,23917000000.0,24381000000.0,604000000.0,,,,3217000000.0,,60843000000.0,,,3518000000.0,,,85296000000.0,0.18,,43783000000.0,-2500000000.0,,-2496000000.0,,,,12513000000.0,49397000000.0,,,,-31417000000.0,,,,,,,,4766000000.0,551000000.0,18558000000.0,,,,301000000.0,301000000.0,,,,,,,,669000000.0,1635848000.0,141000000.0,,,,,14290000000.0,,33636000000.0,6006000000.0,29597000000.0,,,,,5245000000.0,20582000000.0,21703000000.0,,,,-7328000000.0,,,,,,1411000000.0,,,,1411000000.0,,,,-668000000.0,,,2016000000.0,,,,,,17000000.0,,,860000000.0,,,,,319000000.0,0.18,1109000000.0,,,,,,301000000.0,,,84760000000.0,907000000.0,30687000000.0,170868000000.0,146487000000.0,,-104000000.0,,2266000000.0,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,,,,-2501000000.0,121680000000.0,,,,-125000000.0,16257000000.0,,0.0,,,,734000000.0,,,3797000000.0,,,,,,,,,9081000000.0,86933000000.0,,,,-118000000.0,14233000000.0,1644267000.0,-1836000000.0,1379000000.0,,,,,7204000000.0,-63000000.0,,,,,,-1129000000.0,,24078000000.0,23639000000.0,569000000.0,,,,2691000000.0,,61236000000.0,,,6364000000.0,,,87407000000.0,2.26,,46790000000.0,-2560000000.0,,-4195000000.0,,,,7029000000.0,47933000000.0,,,,-34273000000.0,,,,,,,,5991000000.0,-32000000.0,18841000000.0,,,,3673000000.0,3673000000.0,,,,,,,,740000000.0,1622456000.0,70000000.0,,,,,13778000000.0,,33700000000.0,6676000000.0,29374000000.0,,,,,5312000000.0,20924000000.0,21471000000.0,,,,1353000000.0,,,,,,1379000000.0,,,,1379000000.0,,,,-667000000.0,,,2052000000.0,,,,,,17000000.0,,,1411000000.0,,,,,391000000.0,2.23,405000000.0,,,,,,3673000000.0,,,85314000000.0,899000000.0,32108000000.0,173427000000.0,149788000000.0,,-136000000.0,,3431000000.0,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,,-11791000000.0,,-2500000000.0,125361000000.0,1623994000.0,,-157000000.0,-212000000.0,17861000000.0,,0.0,,-36358000000.0,3313000000.0,496000000.0,33787000000.0,,4432000000.0,-7001000000.0,,24735000000.0,,,-444000000.0,6703000000.0,639000000.0,10042000000.0,88983000000.0,11891000000.0,920000000.0,,16000000.0,16991000000.0,,-3353000000.0,1456000000.0,,1253000000.0,,,9155000000.0,1101000000.0,7.32,194495000000.0,1645919000.0,,153022000000.0,14000000.0,60383000000.0,26882000000.0,24735000000.0,1613000000.0,,87601000000.0,11381000000.0,2953000000.0,4223000000.0,60719000000.0,,,7324000000.0,,1750000000.0,89003000000.0,,0.0,50510000000.0,-3884000000.0,11891000000.0,-3475000000.0,7.22,767000000.0,,7836000000.0,54298000000.0,11891000000.0,12759000000.0,1398000000.0,-36358000000.0,-2661000000.0,817000000.0,,30601000000.0,,134112000000.0,,6920000000.0,77000000.0,19412000000.0,,-8562000000.0,23272000000.0,4371000000.0,4371000000.0,21018000000.0,,177757000000.0,,88983000000.0,20289000000.0,4011000000.0,920000000.0,,34000000.0,,,,26882000000.0,16354000000.0,50510000000.0,37307000000.0,6703000000.0,29336000000.0,8298000000.0,,285000000.0,29336000000.0,4223000000.0,21018000000.0,20289000000.0,,,17000000.0,1102000000.0,,,16354000000.0,60719000000.0,24550000000.0,1456000000.0,,,,1456000000.0,17861000000.0,,896000000.0,-652000000.0,,1456000000.0,2206000000.0,-15340000000.0,1456000000.0,,89003000000.0,38080000000.0,17000000.0,29782000000.0,-3483000000.0,1379000000.0,,-343000000.0,,,236000000.0,,1398000000.0,1456000000.0,125361000000.0,,,,4371000000.0,,,87601000000.0,896000000.0,33787000000.0,177757000000.0,153022000000.0,4432000000.0,-155000000.0,19412000000.0,3036000000.0,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,,,,-2496000000.0,127794000000.0,,,,-17000000.0,20694000000.0,,0.0,,,,1324000000.0,,,4016000000.0,,,,,,,,,8382000000.0,89575000000.0,,,,-60000000.0,14372000000.0,1582025000.0,-3012000000.0,1423000000.0,,,,,8199000000.0,-2783000000.0,,,,,,264000000.0,,31125000000.0,28608000000.0,835000000.0,,,,3410000000.0,,61427000000.0,,,7549000000.0,,,89207000000.0,2.65,,53906000000.0,-3322000000.0,,-3617000000.0,,,,6173000000.0,54883000000.0,,,,-38587000000.0,,,,,,,,6587000000.0,-33000000.0,19314000000.0,,,,4139000000.0,4139000000.0,,,,,,,,597000000.0,1562198000.0,7000000.0,,,,,17151000000.0,,40511000000.0,9450000000.0,29354000000.0,,,,,6995000000.0,21005000000.0,21108000000.0,,,,1492000000.0,,,,,,1423000000.0,,,,1423000000.0,,,,-730000000.0,,,2209000000.0,,,,,,17000000.0,,,1456000000.0,,,,,207000000.0,2.62,384000000.0,,,,,,4139000000.0,,,92552000000.0,884000000.0,35225000000.0,183278000000.0,154670000000.0,,-196000000.0,,3265000000.0,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,,,,-2512000000.0,126348000000.0,,,,28000000.0,23361000000.0,,0.0,,,,-1503000000.0,,,4189000000.0,,,,,,,,,12315000000.0,92398000000.0,,,,-83000000.0,18740000000.0,1555447000.0,-3410000000.0,787000000.0,,,,,8603000000.0,246000000.0,,,,,,-1746000000.0,,34847000000.0,33515000000.0,629000000.0,,,,4356000000.0,,61766000000.0,,,9795000000.0,,,89990000000.0,3.54,,58625000000.0,-3398000000.0,,-2671000000.0,,,,10137000000.0,73353000000.0,,,,-36358000000.0,,,,,,,,5434000000.0,-636000000.0,19183000000.0,,,,5439000000.0,5439000000.0,,,,,,,,681000000.0,1534975000.0,178000000.0,,,,,20461000000.0,,54613000000.0,10420000000.0,29227000000.0,,,,,6757000000.0,21044000000.0,21539000000.0,,,,1712000000.0,,,,,,787000000.0,,,,787000000.0,,,,-719000000.0,,,2178000000.0,,,,,,17000000.0,,,1423000000.0,,,,,210000000.0,3.5,385000000.0,,,,,,5439000000.0,,,96613000000.0,873000000.0,36550000000.0,190155000000.0,156640000000.0,,-44000000.0,,2036000000.0,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,,,,-2492000000.0,130818000000.0,,,,48000000.0,19237000000.0,,0.0,,,,357000000.0,,,2633000000.0,,,,,,,,,12307000000.0,92876000000.0,,,,-209000000.0,18439000000.0,1528187000.0,-3736000000.0,1116000000.0,,,,,8493000000.0,-172000000.0,,,,,,2277000000.0,,29510000000.0,28326000000.0,513000000.0,,,,4279000000.0,,61094000000.0,,,9467000000.0,,,89259000000.0,3.43,,63103000000.0,-3815000000.0,,-3208000000.0,,,,9946000000.0,71373000000.0,,,,-41559000000.0,,,,,,,,7515000000.0,329000000.0,18973000000.0,,,,5188000000.0,5188000000.0,,,,,,,,758000000.0,1510897000.0,-3000000.0,,,,,16986000000.0,,52934000000.0,9128000000.0,29224000000.0,,,,,6741000000.0,20408000000.0,21713000000.0,,,,933000000.0,,,,,,1116000000.0,,,,1116000000.0,,,,-709000000.0,,,2361000000.0,,,,,,17000000.0,,,787000000.0,,,,,239000000.0,3.39,387000000.0,,,,,,5188000000.0,,,90604000000.0,861000000.0,36937000000.0,184607000000.0,156281000000.0,,-187000000.0,,3700000000.0,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,,-19099000000.0,,-749000000.0,126444000000.0,1523432000.0,,-428000000.0,-487000000.0,13990000000.0,,0.0,,-42497000000.0,3566000000.0,-1197000000.0,33451000000.0,,-2679000000.0,-8249000000.0,,20843000000.0,,,-619000000.0,6481000000.0,-701000000.0,6825000000.0,55165000000.0,-16998000000.0,939000000.0,,195000000.0,12790000000.0,,-7458000000.0,755000000.0,,935000000.0,,,8229000000.0,1388000000.0,-11.16,246182000000.0,1523432000.0,,122022000000.0,34860000000.0,65701000000.0,21780000000.0,20843000000.0,1898000000.0,,86600000000.0,13405000000.0,1360000000.0,5095000000.0,64820000000.0,,,-30404000000.0,,-1019000000.0,83947000000.0,,0.0,30642000000.0,-8564000000.0,-16998000000.0,3732000000.0,-11.16,-1321000000.0,,4561000000.0,44904000000.0,-16998000000.0,3559000000.0,370000000.0,-42497000000.0,-2854000000.0,1456000000.0,,33215000000.0,,180481000000.0,,3122000000.0,-361000000.0,19568000000.0,,-17616000000.0,-3593000000.0,-31764000000.0,-31764000000.0,18167000000.0,,142865000000.0,,55165000000.0,27085000000.0,35655000000.0,939000000.0,,16000000.0,,,,21780000000.0,11995000000.0,30642000000.0,32114000000.0,6481000000.0,3778000000.0,9012000000.0,,198000000.0,3778000000.0,5095000000.0,18167000000.0,27085000000.0,,,17000000.0,-68828000000.0,,,11995000000.0,64820000000.0,22658000000.0,755000000.0,,,,755000000.0,13990000000.0,,846000000.0,-696000000.0,,755000000.0,2264000000.0,-5764000000.0,755000000.0,,83947000000.0,41498000000.0,17000000.0,32486000000.0,-64691000000.0,1116000000.0,,-157000000.0,,,279000000.0,,370000000.0,755000000.0,126444000000.0,,,,-31764000000.0,,,86600000000.0,846000000.0,33451000000.0,142865000000.0,122022000000.0,-2679000000.0,-192000000.0,19568000000.0,-5442000000.0,,,,,,,,,,,,,,,,,,,,,,
2009-03-31,,,,-21000000.0,128352000000.0,,,,-219000000.0,13321000000.0,,0.0,,,,-849000000.0,,,-2213000000.0,,,,,,,,,4574000000.0,55095000000.0,,,,-106000000.0,8976000000.0,1495247000.0,-2926000000.0,802000000.0,-529000000.0,,,,6525000000.0,-1454000000.0,,,,,,102000000.0,,20330000000.0,20203000000.0,475000000.0,,,,1178000000.0,,66728000000.0,-4102000000.0,,2034000000.0,,,84056000000.0,0.57,,30786000000.0,-2906000000.0,,1011000000.0,,,,2451000000.0,31280000000.0,,,,-44296000000.0,,,,,,,,1885000000.0,47000000.0,7177000000.0,,,,840000000.0,856000000.0,,,,,,,,0.0,1485890000.0,,,,,,10319000000.0,,22304000000.0,2784000000.0,3777000000.0,,,,,6480000000.0,17983000000.0,29297000000.0,,,,-107000000.0,,31724000000.0,,,,802000000.0,,,,802000000.0,,,,-696000000.0,,,,,,,,,17000000.0,,,755000000.0,,,,,310000000.0,0.56,82000000.0,,,,,,840000000.0,,,87058000000.0,837000000.0,659000000.0,143251000000.0,123048000000.0,,-203000000.0,,-1021000000.0,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,,,,0.0,134252000000.0,,,,-377000000.0,14974000000.0,,0.0,,,,-401000000.0,,,909000000.0,,,,,,,,,4997000000.0,58929000000.0,,,,-56000000.0,9448000000.0,1495247000.0,-2582000000.0,888000000.0,1549000000.0,,,,6639000000.0,481000000.0,,,,,,285000000.0,,23089000000.0,23074000000.0,476000000.0,,,,1068000000.0,,66977000000.0,-2007000000.0,-106000000.0,2382000000.0,,,86246000000.0,0.57,,31388000000.0,-2672000000.0,,89000000.0,,,,2809000000.0,36630000000.0,,,,-48006000000.0,,,,,,,,2567000000.0,86000000.0,7580000000.0,,,,1298000000.0,1314000000.0,,,,,,,,0.0,1485890000.0,0.0,,,,,12497000000.0,,27182000000.0,2861000000.0,3715000000.0,,,,,6181000000.0,18136000000.0,28926000000.0,,,,-159000000.0,,33551000000.0,,,,888000000.0,,,,888000000.0,,,,-697000000.0,,,,,,,,,17000000.0,,,802000000.0,,,,,268000000.0,0.56,1438000000.0,,,,,,1298000000.0,,,90066000000.0,835000000.0,614000000.0,150073000000.0,126999000000.0,,-203000000.0,,-105000000.0,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,,,,10000000.0,138195000000.0,,,,-268000000.0,14862000000.0,,0.0,,,,73000000.0,,,2629000000.0,,,,,,,,,5610000000.0,61510000000.0,,,,-29000000.0,10763000000.0,1498204000.0,-1921000000.0,641000000.0,-110000000.0,,,,7328000000.0,-53000000.0,,,,,,-230000000.0,,24656000000.0,22253000000.0,427000000.0,,,,1427000000.0,,65674000000.0,82000000.0,-135000000.0,2947000000.0,,,87136000000.0,1.0,,32181000000.0,-2598000000.0,,-1268000000.0,,,,3435000000.0,41305000000.0,,,,-51059000000.0,,,,,,,,2933000000.0,-247000000.0,7836000000.0,,,,1503000000.0,1520000000.0,,,,,,,,0.0,1488352000.0,0.0,,,,,12530000000.0,,30542000000.0,3154000000.0,3715000000.0,,,,,6268000000.0,18294000000.0,27662000000.0,,,,-152000000.0,,35664000000.0,,,,641000000.0,,,,641000000.0,,,,-697000000.0,,,,,,,,,17000000.0,,,888000000.0,,,,,336000000.0,1.0,2796000000.0,,,,,,1503000000.0,,,90330000000.0,831000000.0,642000000.0,152427000000.0,130174000000.0,,-685000000.0,,335000000.0,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,,-10861000000.0,,11000000.0,141242000000.0,1487650000.0,,-1109000000.0,-245000000.0,15485000000.0,,0.0,,-53534000000.0,1830000000.0,639000000.0,708000000.0,,2989000000.0,0.0,,21167000000.0,,,-1265000000.0,3080000000.0,-213000000.0,5435000000.0,62467000000.0,4858000000.0,0.0,,-153000000.0,10881000000.0,,-2506000000.0,542000000.0,702000000.0,1289000000.0,,-7858000000.0,7298000000.0,1346000000.0,3.26,152840000000.0,1497608000.0,,131421000000.0,461000000.0,40068000000.0,23695000000.0,21167000000.0,452000000.0,,89531000000.0,5096000000.0,1423000000.0,4940000000.0,65836000000.0,-1831000000.0,,2669000000.0,,-538000000.0,87708000000.0,,0.0,32658000000.0,-2685000000.0,4936000000.0,-2687000000.0,3.24,320000000.0,,3583000000.0,43625000000.0,4858000000.0,1618000000.0,1728000000.0,-53534000000.0,-2832000000.0,755000000.0,,27790000000.0,,112772000000.0,-344000000.0,5094000000.0,-99000000.0,13722000000.0,,-9935000000.0,10032000000.0,1217000000.0,1246000000.0,17962000000.0,,152588000000.0,,62467000000.0,26925000000.0,618000000.0,0.0,,,,,,23695000000.0,13215000000.0,32658000000.0,32744000000.0,3080000000.0,3638000000.0,,,13000000.0,3638000000.0,4940000000.0,17962000000.0,26925000000.0,,,17000000.0,-539000000.0,,36192000000.0,13215000000.0,65836000000.0,12479000000.0,542000000.0,1612000000.0,,,542000000.0,15485000000.0,,823000000.0,-742000000.0,,542000000.0,,-2855000000.0,542000000.0,,87708000000.0,20616000000.0,17000000.0,12278000000.0,-957000000.0,641000000.0,,-344000000.0,,,375000000.0,,1728000000.0,542000000.0,141242000000.0,,,,1217000000.0,,36192000000.0,89531000000.0,823000000.0,708000000.0,152588000000.0,131421000000.0,2989000000.0,-174000000.0,13722000000.0,2409000000.0,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,,,,0.0,141366000000.0,,,,-35000000.0,15937000000.0,,0.0,,,,-979000000.0,,,3206000000.0,,,,,,,,,6609000000.0,62837000000.0,,,,-218000000.0,11714000000.0,1503565000.0,-2157000000.0,855000000.0,396000000.0,,,,7309000000.0,-2439000000.0,,,,,,-73000000.0,,26605000000.0,23593000000.0,444000000.0,,,,1878000000.0,,64788000000.0,-15000000.0,,3990000000.0,,,86623000000.0,1.41,,32749000000.0,-2071000000.0,,-574000000.0,,,,4405000000.0,45762000000.0,,,,-54743000000.0,,,,,,,,3040000000.0,313000000.0,13500000000.0,,,,2098000000.0,2112000000.0,,,,,,,,0.0,1492861000.0,9000000.0,,,,,12630000000.0,,34048000000.0,3800000000.0,3635000000.0,,,,,7300000000.0,17891000000.0,26225000000.0,,,,-114000000.0,,36764000000.0,,,,855000000.0,,,,855000000.0,,,,-744000000.0,,,,,,,,,17000000.0,,,542000000.0,,,,,301000000.0,1.4,2763000000.0,,,,,,2098000000.0,,,91393000000.0,815000000.0,820000000.0,154810000000.0,131217000000.0,,-186000000.0,,969000000.0,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,,,,-390000000.0,138318000000.0,,,,-508000000.0,15376000000.0,,0.0,,,,94000000.0,,,1881000000.0,,,,,,,,,6609000000.0,65371000000.0,,,,38000000.0,11714000000.0,1503565000.0,3840000000.0,4120000000.0,-502000000.0,,,,7218000000.0,38000000.0,,,,,,-243000000.0,,25668000000.0,26666000000.0,444000000.0,,,,1878000000.0,,59843000000.0,-2420000000.0,,3990000000.0,,,81269000000.0,1.41,,36917000000.0,-2009000000.0,,-4066000000.0,,,,4496000000.0,45762000000.0,,,,-57049000000.0,,,,,,,,3475000000.0,3265000000.0,2743000000.0,,,,2098000000.0,2112000000.0,,,,,,,,2035000000.0,1492861000.0,26000000.0,,,,,13197000000.0,,34048000000.0,2035000000.0,3638000000.0,,,,,7119000000.0,17012000000.0,23197000000.0,,,,-205000000.0,,35957000000.0,,,,4120000000.0,,,,4120000000.0,,,,-816000000.0,,,,,,,,,17000000.0,,,855000000.0,,,,,301000000.0,1.4,3082000000.0,,,,,,2098000000.0,,,85511000000.0,808000000.0,724000000.0,151456000000.0,124790000000.0,,-169000000.0,,1466000000.0,,,,,,,,,,,,,,,,,,,,,,
