date,trailingPretaxIncome,quarterlyTotalAssets,annualNetIncome,quarterlyLongTermDebt,annualRetainedEarnings,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualPurchaseOfInvestment,trailingInvestingCashFlow,quarterlyFreeCashFlow,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,annualCashDividendsPaid,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,annualGoodwill,quarterlyCostOfRevenue,annualPretaxIncome,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,annualOtherNonCashItems,annualDepreciationAndAmortization,annualOtherCurrentAssets,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualInvestingCashFlow,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,annualOperatingIncome,trailingCommonStockIssuance,quarterlyGoodwill,trailingStockBasedCompensation,annualStockholdersEquity,annualEndCashPosition,annualTotalAssets,quarterlyNetIncomeCommonStockholders,trailingEndCashPosition,quarterlyOtherIncomeExpense,trailingCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingOperatingIncome,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,trailingOperatingCashFlow,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualChangeInAccountPayable,quarterlyOperatingExpense,trailingOtherIncomeExpense,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyEndCashPosition,quarterlyOtherIntangibleAssets,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,annualInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyNetOtherFinancingCharges,annualOtherIntangibleAssets,annualRepurchaseOfCapitalStock,annualGainsLossesNotAffectingRetainedEarnings,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualEbitda,annualOtherNonCurrentAssets,annualNetPPE,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherCurrentAssets,annualCurrentAssets,annualChangeInCashSupplementalAsReported,annualGrossPPE,trailingChangeInCashSupplementalAsReported,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,annualBeginningCashPosition,annualNetIncomeCommonStockholders,annualInterestExpense,quarterlyChangesInAccountReceivables,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,annualSellingGeneralAndAdministration,trailingRepaymentOfDebt,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,annualTotalNonCurrentAssets,annualOtherIncomeExpense,annualCapitalExpenditure,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualRepaymentOfDebt,trailingGrossProfit,trailingNetIncomeCommonStockholders,trailingCapitalExpenditure,quarterlyStockholdersEquity,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,trailingInterestExpense,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,quarterlyEbitda,quarterlyAccumulatedDepreciation,quarterlyStockBasedCompensation,annualResearchAndDevelopment,annualCostOfRevenue,quarterlyOtherNonCashItems,annualTotalRevenue,trailingResearchAndDevelopment,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualCapitalStock,annualNetOtherFinancingCharges,annualFreeCashFlow,annualCurrentDebt,annualStockBasedCompensation,annualTotalLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,trailingOtherNonCashItems,trailingSellingGeneralAndAdministration,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualGrossProfit,quarterlyResearchAndDevelopment,quarterlyCashFlowFromContinuingFinancingActivities,annualNetIncomeContinuousOperations,annualChangeInWorkingCapital,annualOperatingExpense,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyGrossPPE,quarterlyCurrentLiabilities,annualChangesInAccountReceivables,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyOperatingIncome,trailingBeginningCashPosition,trailingFreeCashFlow,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,annualDilutedEPS,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,trailingChangeInWorkingCapital,annualAccountsPayable,trailingBasicAverageShares,annualChangeInInventory,annualNonCurrentDeferredRevenue,quarterlyBasicAverageShares,trailingTaxProvision,trailingPurchaseOfBusiness,quarterlyDilutedEPS,annualIncomeTaxPayable,annualInventory,trailingDeferredIncomeTax,annualDilutedAverageShares,quarterlyBasicEPS,quarterlyDeferredIncomeTax,trailingSaleOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualBasicEPS,quarterlyAccountsPayable,quarterlyInventory,quarterlyTaxProvision,trailingDilutedAverageShares,annualNonCurrentDeferredTaxesLiabilities,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedAverageShares,annualBasicAverageShares,annualDeferredIncomeTax,annualTaxProvision,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
1970-01-01 00:00:01.569801600,1726507000.0,,200000.0,,,,,,-829739000.0,,,,,,,,,,,,,,,,,,2821784000.0,,,,,500000.0,37591000.0,,37588000.0,,,,,564629000.0,,-1118419000.0,,,,,1457687000.0,,,,2057675000.0,,,,,280158000.0,,,,,,,,,,,,,,,500000.0,,,,,,,,,,109517000.0,,,,200000.0,,,-572500000.0,,,-1887000.0,,,,,,,,,2037211000.0,1475618000.0,-906642000.0,,-51932000.0,,,40900000.0,,,,,,,,,,500000.0,5863000.0,,499407000.0,,,,,,,,,,-146666000.0,68126000.0,579524000.0,1726460000.0,,,,200000.0,,,,,,,,,,,,784573000.0,,455112000.0,1151033000.0,-1610662000.0,,1720724000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4600000.0,,,,,,,,,,,,,,1900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4600000.0,,,,,,,,,,,,,,,,,,,,1900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2100000.0,,-900000.0,,,,,,,,,,,,,,,,,,,,,,,,,14500000.0,,8600000.0,,,,26300000.0,,45700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8600000.0,,,,,,,,,,,,,,2100000.0,1100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5900000.0,,,,,,,,,19400000.0,,,,,,,,,,,2100000.0,,-2700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2800000.0,,-1600000.0,,,,,,,,,,,,,,,,,,,,,,,,,16900000.0,,12700000.0,,,,35800000.0,,64100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12700000.0,,,,,,,,,,,,,,2800000.0,1700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8600000.0,,,,,,,,,28300000.0,,,,,,,,,,,2800000.0,,-4100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,900000.0,,,,,,,,,900000.0,,,,,,,,900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700000.0,,,,,,,2700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1000000.0,,,,,,,,,1000000.0,,,,,,,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1300000.0,,,,,,,,,1300000.0,,,,,,,,1300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300000.0,,,,,,,3300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,117100000.0,4400000.0,62300000.0,11400000.0,,,,,,,,,,,,,,,,,1200000.0,,,,,,,,62300000.0,1200000.0,17200000.0,,,,47500000.0,,117100000.0,1200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69600000.0,17200000.0,,,,,,,,,,,,,,4400000.0,3400000.0,,,,,,,,,,,,,,,,,47500000.0,,,,,,,,8200000.0,,,,,,12500000.0,,,,,,,,,69600000.0,,11400000.0,,,,,,,,,4400000.0,,-4700000.0,,,,3500000.0,,,,,,,8200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,900000.0,,,,,,,,,900000.0,,,,,,,,900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000.0,,,,,,,4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1300000.0,,,,,,,,,1300000.0,,,,,,,,1300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500000.0,,,,,,,4500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
