date,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualGrossPPE,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,annualInterestExpense,annualRepaymentOfDebt,trailingChangesInAccountReceivables,quarterlyOtherIntangibleAssets,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyOperatingExpense,annualCapitalExpenditure,trailingGrossProfit,annualOtherIncomeExpense,annualTotalNonCurrentAssets,quarterlySaleOfInvestment,quarterlyCurrentDeferredRevenue,trailingCapitalExpenditure,quarterlyCashCashEquivalentsAndMarketableSecurities,annualSellingGeneralAndAdministration,quarterlyBasicEPS,quarterlyCashAndCashEquivalents,trailingDeferredIncomeTax,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,quarterlyCapitalStock,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,trailingNetOtherFinancingCharges,quarterlyStockBasedCompensation,trailingStockBasedCompensation,quarterlyTotalRevenue,annualNetOtherFinancingCharges,quarterlyCommonStockIssuance,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,trailingTaxProvision,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyEbitda,annualInventory,trailingOtherNonCashItems,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualCurrentDeferredRevenue,annualCapitalStock,annualPurchaseOfBusiness,annualTotalRevenue,annualCostOfRevenue,annualStockBasedCompensation,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,trailingFreeCashFlow,trailingOperatingExpense,annualResearchAndDevelopment,quarterlyGrossPPE,quarterlyCurrentLiabilities,annualOperatingExpense,quarterlyCurrentAssets,trailingSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyOtherNonCashItems,annualGrossProfit,annualBasicEPS,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,trailingBeginningCashPosition,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyResearchAndDevelopment,trailingNetIncomeContinuousOperations,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,trailingNetIncome,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyDeferredIncomeTax,trailingCostOfRevenue,quarterlyDilutedAverageShares,annualChangesInAccountReceivables,quarterlyNetPPE,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyOtherShortTermInvestments,trailingPretaxIncome,annualRetainedEarnings,annualNetOtherInvestingChanges,trailingChangeInWorkingCapital,quarterlyDilutedEPS,annualPretaxIncome,quarterlyLongTermDebt,annualPurchaseOfInvestment,quarterlyFreeCashFlow,annualGoodwill,annualCommonStockIssuance,annualAccountsReceivable,quarterlyTotalAssets,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,annualNetIncome,annualCashDividendsPaid,quarterlyNetIncomeContinuousOperations,annualOperatingIncome,annualInvestingCashFlow,trailingInvestingCashFlow,annualAccountsPayable,trailingChangeInAccountPayable,quarterlyDepreciationAndAmortization,trailingSaleOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,trailingPurchaseOfInvestment,annualTaxProvision,annualDilutedEPS,annualDilutedAverageShares,annualTotalAssets,annualOtherNonCashItems,annualOtherCurrentAssets,annualStockholdersEquity,annualNonCurrentDeferredRevenue,annualLongTermDebt,trailingTotalRevenue,annualCurrentLiabilities,annualDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,quarterlyBasicAverageShares,quarterlyOtherNonCurrentAssets,annualInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualSaleOfInvestment,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,trailingOtherIncomeExpense,quarterlyChangeInAccountPayable,quarterlyInventory,annualBasicAverageShares,quarterlyNetOtherFinancingCharges,annualNetPPE,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherIntangibleAssets,annualChangeInAccountPayable,annualRepurchaseOfCapitalStock,annualEbitda,annualCurrentAssets,trailingBasicAverageShares,annualChangeInInventory,trailingResearchAndDevelopment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingDilutedAverageShares,trailingCommonStockIssuance,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
1970-01-01 00:00:00.299548800,33500000.0,51200000.0,201400000.0,,,7831100000.0,2463200000.0,,,1800000.0,,-2700000.0,,0.0,-272700000.0,,,6240200000.0,100000.0,-95300000.0,,,-615600000.0,,109000000.0,,,20400000.0,,,-2100000.0,,126900000.0,,,,,10351000000.0,,163600000.0,,,,447400000.0,,729200000.0,33500000.0,,,10800000.0,927700000.0,5200000.0,,,,,368800000.0,168700000.0,,,,2272100000.0,3086100000.0,,,,133900000.0,,3086100000.0,-64700000.0,,200100000.0,0.07,,,,5484000000.0,-5100000.0,,,,2463200000.0,-177300000.0,,16800000.0,,,-1374000000.0,2463200000.0,,,,,,8297500000.0,,,,,,,,,3192400000.0,124800000.0,,-1189300000.0,,64500000.0,,,,,,,,0.0,,33500000.0,,,66200000.0,0.0,-1853400000.0,,-17400000.0,,4740800000.0,,,,,0.0,-5997100000.0,31000000.0,0.07,478571429.0,0.0,,4900000.0,177300000.0,,22200000.0,14537700000.0,56400000.0,,6805700000.0,13324000000.0,,23400000.0,,,,,,,,,,,,,-1026200000.0,,2887700000.0,,,,3154100000.0,66200000.0,,,478571429.0,,136700000.0,-271200000.0,0.0,,,,23400000.0,-233700000.0,39200000.0,,,91100000.0,95300000.0,,,,,,,,,,
1970-01-01 00:00:00.331171200,39800000.0,66500000.0,250800000.0,,,,,,,2600000.0,,,,0.0,4600000.0,,,,100000.0,228600000.0,,,,,138100000.0,,,,,,,,,,,,,,,,,,,,,,39800000.0,,,11900000.0,,3600000.0,,,,,455400000.0,207300000.0,,,,,,,,,170100000.0,,,-83100000.0,,248100000.0,0.09,,,,,,,,,,146400000.0,,18300000.0,,,,,,,,,,,,,,,,,,,,152800000.0,,,,75500000.0,,,,,,,,0.0,,39800000.0,,,78000000.0,0.0,,,,,,,,,,0.0,,35700000.0,0.09,442222222.0,356800000.0,,8400000.0,210400000.0,,53400000.0,,70100000.0,,,,,35600000.0,,,,,,,,,,,,,,,,,,,,,,,442222222.0,,167700000.0,7500000.0,0.0,,,,35600000.0,76300000.0,53400000.0,,,110000000.0,128200000.0,,,,,,,,,,
1970-01-01 00:00:00.362707200,47400000.0,76800000.0,339000000.0,,,,,,,6500000.0,,,,0.0,7900000.0,,,,100000.0,305100000.0,,,,,164200000.0,,,,,,,,,,,,,,,,,,,,,,47400000.0,,,19700000.0,,1700000.0,,,,,558400000.0,256000000.0,,,,,,,,,206100000.0,,,-116400000.0,,302400000.0,0.1,,,,,,,,,,174600000.0,,21000000.0,,,,,,,,,,,,,,,,,,,,189500000.0,,,,89900000.0,,,,,,,,0.0,,47400000.0,,,96300000.0,0.0,,,,,,,,,,0.0,,42500000.0,0.1,474000000.0,489100000.0,,12400000.0,314500000.0,,67200000.0,,78500000.0,,,,,68000000.0,,,,,,,,,,,,,,,,,,,,,,,474000000.0,,222600000.0,11300000.0,0.0,,,,68000000.0,96100000.0,71200000.0,,,138200000.0,184000000.0,,,,,,,,,,
1970-01-01 00:00:00.394243200,57100000.0,96500000.0,427400000.0,,,,,,,3500000.0,,,,0.0,21600000.0,,,,0.0,372700000.0,,,,,193400000.0,,,,,,,,,,,,,,,,,,,,,,57100000.0,,,21500000.0,,2300000.0,,,,,677000000.0,324400000.0,,,,,,,,,243400000.0,,,-148700000.0,,352600000.0,0.11,,,,,,,,,,191500000.0,,14200000.0,,,,,,,,,,,,,,,,,,,,232500000.0,,,,105700000.0,,,,,,,,0.0,,57100000.0,,,109200000.0,0.0,,,,,,,,,,0.0,,48600000.0,0.11,519090909.0,555600000.0,,15600000.0,364100000.0,,56900000.0,,98800000.0,,,,,48000000.0,,,,,,,,,,,,,,,,,,,,,,,519090909.0,,278700000.0,13800000.0,0.0,,,,48000000.0,92700000.0,80200000.0,,,159200000.0,182900000.0,,,,,,,,,,
1970-01-01 00:00:00.425779200,64500000.0,113500000.0,492600000.0,,,,,,,3800000.0,,,,0.0,23200000.0,,,,0.0,426300000.0,,,,,240100000.0,,,,,,,,,,,,,,,,,,,,,,64500000.0,,,16500000.0,,1800000.0,,,,,752800000.0,334000000.0,,,,,,,,,299700000.0,,,-185300000.0,,418800000.0,0.12,,,,,,,,,,224400000.0,,25800000.0,,,,,,,,,,,,,,,,,,,,279300000.0,,,,115300000.0,,,,,,,,0.0,,64500000.0,,,119100000.0,0.0,,,,,,,,,,0.0,,50800000.0,0.12,537500000.0,645200000.0,,13700000.0,420800000.0,,60100000.0,,115300000.0,,,,,82600000.0,,,,,,,,,,,,,,,,,,,,,,,537500000.0,,307300000.0,45100000.0,0.0,,,,82600000.0,109100000.0,73900000.0,,,178700000.0,218900000.0,,,,,,,,,,
1970-01-01 00:00:00.449539200,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,234900000.0,,,,,,,,234900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234900000.0,,,,,,,,,,563104000.0,,,,,,,,,,,,0.04,,,,,,,,,,,,,22000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563104000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.457401600,75100000.0,169700000.0,612100000.0,,,,,,475600000.0,5700000.0,,,94900000.0,0.0,35600000.0,,,,0.0,514900000.0,,,,69000000.0,276200000.0,,69000000.0,,,,,,,,35400000.0,,,,,,233200000.0,,,,,,75100000.0,,-516600000.0,26800000.0,,8900000.0,-238700000.0,,,,888900000.0,397700000.0,,,,,,,612100000.0,178600000.0,352100000.0,266900000.0,,-238700000.0,,491200000.0,0.14,,,,,,,,,,306200000.0,,23800000.0,-516600000.0,169700000.0,,,,334200000.0,,,,,,,373400000.0,,,,,,,334200000.0,,,,133400000.0,68200000.0,,,,,,781800000.0,0.0,514900000.0,75100000.0,,21800000.0,139100000.0,0.0,,,,,,35600000.0,,,127600000.0,0.0,,58300000.0,0.14,536428571.0,781800000.0,,35400000.0,475600000.0,,68200000.0,,178600000.0,,,,8900000.0,69000000.0,,,,,,46600000.0,,23800000.0,,306200000.0,,,,,,,,,,,,26800000.0,536428571.0,,373400000.0,46600000.0,0.0,,,,69000000.0,127600000.0,94900000.0,,,215000000.0,266900000.0,,,,,,,,,,
1970-01-01 00:00:00.465350400,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,236600000.0,,,,,,,,236600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236600000.0,,,,,,,,,,563104000.0,,,,,,,,,,,,0.03,,,,,,,,,,,,,15400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563104000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.473299200,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,253600000.0,,,,,,,,253600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253600000.0,,,,,,,,,,564464000.0,,,,,,,,,,,,0.04,,,,,,,,,,,,,20100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564464000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.481075200,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,273500000.0,,,,,,,,273500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273500000.0,,,,,,,,,,571728000.0,,,,,,,,,,,,0.05,,,,,,,,,,,,,26100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571728000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
