date,annualInvestmentsAndAdvances,quarterlyAccountsPayable,quarterlyGrossProfit,annualSellingGeneralAndAdministration,quarterlyChangeInWorkingCapital,annualAccumulatedDepreciation,quarterlyChangeInAccountPayable,quarterlyDeferredIncomeTax,annualDilutedEPS,trailingSellingGeneralAndAdministration,trailingOperatingExpense,annualOtherNonCurrentAssets,annualOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,trailingNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,trailingDeferredIncomeTax,annualCapitalExpenditure,annualCurrentAccruedExpenses,quarterlyGrossPPE,trailingNetOtherFinancingCharges,trailingInterestExpense,quarterlyIncomeTaxPayable,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyInvestingCashFlow,trailingChangesInAccountReceivables,quarterlyEndCashPosition,annualChangeInCashSupplementalAsReported,trailingBeginningCashPosition,annualChangesInAccountReceivables,quarterlyDilutedAverageShares,quarterlyChangeInInventory,annualBasicAverageShares,annualCurrentAssets,annualTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualChangeInAccountPayable,quarterlyStockBasedCompensation,annualInterestExpense,annualNetOtherFinancingCharges,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualNetIncomeCommonStockholders,quarterlyEbitda,annualOtherShortTermInvestments,quarterlyRetainedEarnings,annualCommonStockIssuance,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,annualGrossProfit,annualTotalNonCurrentAssets,annualChangeInWorkingCapital,quarterlyOperatingExpense,trailingNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,trailingChangeInAccountPayable,quarterlyStockholdersEquity,trailingCostOfRevenue,quarterlyCurrentLiabilities,quarterlyGoodwill,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualTaxProvision,quarterlyNetOtherInvestingChanges,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,annualNetIncome,quarterlyOtherCurrentAssets,annualTotalAssets,trailingTaxProvision,annualCurrentDebt,quarterlyRepaymentOfDebt,annualDilutedAverageShares,quarterlyAccumulatedDepreciation,annualCurrentDeferredRevenue,annualBeginningCashPosition,annualLongTermDebt,annualOtherCurrentAssets,annualCostOfRevenue,trailingDepreciationAndAmortization,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,annualIncomeTaxPayable,annualSaleOfInvestment,quarterlyBasicAverageShares,annualNonCurrentDeferredTaxesLiabilities,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,annualOtherNonCashItems,annualPurchaseOfBusiness,quarterlyInvestmentsAndAdvances,quarterlyOperatingCashFlow,annualStockholdersEquity,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyNetIncome,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualChangeInInventory,annualDepreciationAndAmortization,trailingStockBasedCompensation,annualInventory,annualGoodwill,quarterlyTaxProvision,quarterlyNetPPE,annualStockBasedCompensation,trailingNetIncome,annualRetainedEarnings,quarterlyLongTermDebt,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,annualPurchaseOfInvestment,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyOtherCurrentLiabilities,annualOperatingCashFlow,annualCapitalStock,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyChangeInCashSupplementalAsReported,trailingChangeInInventory,annualCurrentLiabilities,quarterlyAccountsReceivable,annualOtherIntangibleAssets,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyDepreciationAndAmortization,quarterlyDilutedEPS,quarterlyOtherIntangibleAssets,annualGainsLossesNotAffectingRetainedEarnings,annualEbitda,annualRepaymentOfDebt,trailingGrossProfit,annualOperatingIncome,annualNetPPE,trailingChangeInWorkingCapital,quarterlyCapitalStock,quarterlyFreeCashFlow,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualNetOtherInvestingChanges,trailingTotalRevenue,annualOtherCurrentLiabilities,annualBasicEPS,annualCashCashEquivalentsAndMarketableSecurities,annualCashFlowFromContinuingFinancingActivities,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,trailingCashFlowFromContinuingFinancingActivities,annualEndCashPosition,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,trailingChangeInCashSupplementalAsReported,trailingOperatingIncome,trailingCapitalExpenditure,trailingOtherIncomeExpense,quarterlyCashAndCashEquivalents,annualOtherNonCurrentLiabilities,annualGrossPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualAccountsPayable,trailingInvestingCashFlow,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,annualPretaxIncome,quarterlySaleOfInvestment,trailingEndCashPosition,trailingBasicAverageShares,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingPurchaseOfBusiness,annualCashDividendsPaid,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,trailingPurchaseOfInvestment,quarterlyCashDividendsPaid,trailingNetOtherInvestingChanges,trailingCashDividendsPaid,trailingSaleOfInvestment,trailingResearchAndDevelopment,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares
1970-01-01 00:00:00.752025600,,,,,,,,,,186867000.0,186867000.0,,,,,,695790000.0,,,28894000.0,,,,-148240000.0,19770000.0,,4300000,4300000,,-56946000.0,,,320309000.0,,179910045.0,,,,,,,,,,,,,,4300000,,,,,,,,,,,,695790000.0,,48324000.0,,1177720000.0,,,,,,,,308081000.0,,,,62457000.0,,,,,,,,,,87060000.0,,-0.003335,,,179910045.0,,,,,,,,,,,-600000,,-600000,,,22957000.0,,,,,,695790000.0,,,,,,,751421000.0,,,,,,,,259000.0,,,,,,,-0.003335,,,,,957293000.0,,,-81320000.0,,,,,,2135013000.0,,,,,-600000,758247000.0,-460265000.0,,,,-139207000.0,770426000.0,-443340000.0,5741000.0,,,,,,,,-426251000.0,,,,,185214000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.759974400,,,,,,,,,,,,,,,,,,,,,,,,,,,4300000,4300000,,,,,,,179910045.0,,,,,,,,,,,,,,4300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.003335,,,179910045.0,,,,,,,,,,,-600000,,-600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.003335,,,,,,,,,,,,,,,,,,,-600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.767664000,,3900000.0,3100000.0,,,,,,,,,,,,,11700000.0,,,,,,,5500000.0,,,,1100000,6600000,,,,,,,179910045.0,,,,,,,,,,,,,,2400000,,500000.0,,6100000.0,,,1000000.0,,,,2000000.0,,,,47400000.0,,5600000.0,,29400000.0,700000.0,,,,,,2900000.0,,,,,,-2200000.0,,,,,,,3100000.0,0.003335,,,179910045.0,,300000.0,,,,,,,,,600000,,600000,,,,,,400000.0,3300000.0,,,,2900000.0,,100000.0,200000.0,,,,1100000.0,,,,,,,,,,3500000.0,,,0.003335,26100000.0,,,,,,,,,,,,,,,,,,600000,,,,59100000.0,29700000.0,,,,,21200000.0,,,21200000.0,,200000.0,,,600000.0,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.775612800,,4100000.0,400000.0,2400000.0,-700000.0,-2800000.0,,300000.0,0.003335,,,100000.0,4100000.0,,,13300000.0,,17900000.0,2200000.0,,-2400000.0,,7600000.0,,,,1900000,7600000,-4700000.0,,0.0,16100000.0,,,,,179910045.0,28400000.0,22800000.0,6800000.0,,,,900000.0,0.0,-100000.0,,600000.0,-400000,,1700000.0,32200000.0,6800000.0,2300000.0,,4700000.0,8300000.0,34200000.0,-400000.0,-1500000.0,,,,49300000.0,,6500000.0,,28400000.0,800000.0,1500000.0,-3400000.0,13300000.0,,600000.0,3300000.0,62600000.0,,700000.0,,179910045.0,-2800000.0,,1800000.0,3300000.0,3300000.0,14500000.0,,3100000.0,,,,,400000.0,100000.0,0.0,,,,1400000.0,49300000.0,0.0,-1400000.0,1200000,-13100000.0,2800000,,1700000.0,,,,1900000.0,4800000.0,,,1700000.0,3300000.0,,400000.0,3000000.0,,,,1700000.0,4700000.0,,,100000.0,-3300000.0,,6500000.0,,29300000.0,7200000.0,,-2300000.0,,29300000.0,,5900000.0,,,4200000.0,4800000.0,,,0.0,500000.0,0.0,-10800000.0,,1700000.0,0.005003,17900000.0,24500000.0,1200000,,,0.0,62600000.0,34200000.0,,,,,17900000.0,3100000.0,7600000.0,17900000.0,,100000.0,4100000.0,,700000.0,,3700000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.783561600,,4400000.0,3500000.0,,-400000.0,,,,,,,,,,,14600000.0,,,,,,,8500000.0,,,,2000000,9700000,-4600000.0,,0.0,,,,194902549.0,,,,,,-100000.0,,,,,,,,2600000,,3000000.0,,6700000.0,,,2100000.0,,,,1500000.0,,,,52300000.0,,7900000.0,,27500000.0,900000.0,,-3500000.0,,,,3700000.0,,,,,,-2800000.0,,,,,,,3000000.0,0.00667,,,194902549.0,,-100000.0,0.0,,,,1400000.0,,200000.0,-1100000.0,1300000,,1300000,,,,,,800000.0,5700000.0,,,,3300000.0,,400000.0,200000.0,,,,2800000.0,,,,200000.0,-3000000.0,,,,,6200000.0,,600000.0,0.00667,33800000.0,,,,,,,,,300000.0,,17900000.0,,,,,,,1300000,,,,66900000.0,39400000.0,,,,,14900000.0,,,14900000.0,,100000.0,,,700000.0,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.791510400,,4200000.0,4200000.0,,-1900000.0,,,,,,,,,,,15800000.0,,,,,,,8700000.0,,,,2500000,11000000,-1900000.0,,0.0,,,,239880060.0,,,,,,,,,,,,,,3200000,,4500000.0,,6700000.0,,,2600000.0,,,,1700000.0,,,,55200000.0,,9100000.0,,29300000.0,1000000.0,,-1700000.0,,,,4500000.0,,,,,,-2800000.0,,,,,,,3100000.0,0.00667,,,239880060.0,,0.0,-300000.0,,,,400000.0,,-200000.0,-200000.0,1600000,,1600000,,,,,,1000000.0,5900000.0,,,,3200000.0,,400000.0,100000.0,,,,4200000.0,,,,100000.0,-1700000.0,,,,,6800000.0,,700000.0,0.00667,35800000.0,,,,,,,,,200000.0,,0.0,,,,,,,1600000,,,,71000000.0,41700000.0,,,,,13100000.0,,,13100000.0,,,,,700000.0,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.799200000,,5900000.0,5300000.0,,2500000.0,,,,,,,,,,,16900000.0,,,,,,,9500000.0,,,,3100000,16000000,-4700000.0,,0.0,,,,227886057.0,,,,,,,,,,,,,,3800000,,6400000.0,,6300000.0,,,3200000.0,,,,2200000.0,,,,59300000.0,,10600000.0,,29900000.0,1500000.0,,-3700000.0,,,,4900000.0,,,,,,-2800000.0,,,,,,,3000000.0,0.008338,,,227886057.0,,0.0,-400000.0,,,,5200000.0,,-800000.0,-1000000.0,1900000,,1900000,,,,,,1300000.0,6700000.0,,,,2900000.0,,400000.0,100000.0,,,,4100000.0,,,,0.0,-400000.0,,,,,10700000.0,,700000.0,0.008338,39600000.0,,,,,,,,,4200000.0,,0.0,,,,,,,1900000,,,,76200000.0,46300000.0,,,,,12900000.0,,,12900000.0,,,,,600000.0,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.807148800,,9600000.0,7300000.0,5700000.0,-5500000.0,-4400000.0,,,0.028348,,,400000.0,9100000.0,,,22100000.0,,13800000.0,6900000.0,,-9900000.0,,17500000.0,,,,3500000,21400000,-32000000.0,,0.0,-4100000.0,,,,,229885057.0,48000000.0,58100000.0,6900000.0,0.0,,,500000.0,0.0,,,6900000.0,4900000,,8600000.0,34300000.0,6900000.0,-4700000.0,,3600000.0,20300000.0,87200000.0,-5300000.0,3800000.0,,,,113100000.0,,15200000.0,,48000000.0,2400000.0,4500000.0,-24400000.0,22100000.0,,6900000.0,7000000.0,135200000.0,,600000.0,,243407708.0,-4400000.0,,17900000.0,3200000.0,7000000.0,37800000.0,,3100000.0,,,,,600000.0,400000.0,500000.0,100000.0,,,-1800000.0,113100000.0,34700000.0,-7600000.0,2200000,-43200000.0,2200000,-3200000.0,3400000.0,,3300000.0,,1400000.0,13100000.0,,,8600000.0,3200000.0,3300000.0,600000.0,400000.0,,,,5000000.0,5200000.0,,,34000000.0,1000000.0,,15200000.0,,73700000.0,14100000.0,,1400000.0,,73700000.0,,14600000.0,,,11200000.0,13100000.0,,,-9400000.0,600000.0,0.0,-33300000.0,,5000000.0,0.030015,13800000.0,33900000.0,2200000,,,0.0,135200000.0,87200000.0,,,,,13800000.0,3100000.0,17500000.0,13800000.0,,,9600000.0,,600000.0,,11400000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.815097600,,9000000.0,8100000.0,,500000.0,,,,,,,,,,,23700000.0,,,,,,,18000000.0,,,,4300000,26400000,-3100000.0,,0.0,,,,311844078.0,2200000.0,,,,,100000.0,,,,,,,,5700000,,11200000.0,,7100000.0,,,4300000.0,,,,3800000.0,,,,115800000.0,,16600000.0,,50500000.0,2400000.0,,-1600000.0,,,,7900000.0,,,,,,-4400000.0,,,,,,,3500000.0,0.008338,,,311844078.0,,-100000.0,0.0,,,,4600000.0,,-100000.0,-1500000.0,2600000,,2600000,,,,,,1700000.0,13600000.0,,,,3000000.0,1100000.0,600000.0,100000.0,,,,7000000.0,,,,,1300000.0,,,,,18300000.0,,1400000.0,0.008338,75500000.0,,,,,,,,,3100000.0,,13800000.0,,,,,,,2600000,,,,139500000.0,89000000.0,,,,,15100000.0,,,15100000.0,,,,,600000.0,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.823046400,,10900000.0,9000000.0,,-6500000.0,,,,,,,,,,,24400000.0,,,,,,,18600000.0,,,,5000000,26100000,-1400000.0,,0.0,,,,299850075.0,-400000.0,,,,,100000.0,,,,,,,,6400000,,14200000.0,,7200000.0,,,5000000.0,,,,4000000.0,,,,120000000.0,,17200000.0,,54500000.0,2600000.0,,-600000.0,,,,10400000.0,,,,,,-4400000.0,,,,,,,3700000.0,0.010005,,,299850075.0,,0.0,400000.0,,,,-2000000.0,,200000.0,-800000.0,3000000,,3000000,,,,,,2000000.0,14200000.0,,,,2900000.0,1500000.0,600000.0,100000.0,,,,5700000.0,,,,,-3100000.0,,,,,17100000.0,,1400000.0,0.010005,75700000.0,,,,,,,,,-2800000.0,,0.0,,,,,,,3000000,,,,144400000.0,89900000.0,,,,,12000000.0,,,12000000.0,,,,,600000.0,,,,,,,,,,,,,,,,,,,,,,,,
