,trailingTaxProvision,trailingEndCashPosition,annualTaxProvision,annualNetOtherFinancingCharges,annualCurrentDebt,annualEndCashPosition,trailingTotalRevenue,trailingCostOfRevenue,trailingOperatingIncome,trailingNetIncomeContinuousOperations,annualOtherCurrentAssets,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,quarterlyRetainedEarnings,annualFreeCashFlow,annualOtherNonCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,trailingOperatingExpense,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualBeginningCashPosition,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualTotalAssets,quarterlyAccountsReceivable,quarterlyOtherCurrentAssets,annualCashDividendsPaid,annualNetIncome,annualLongTermDebt,trailingNetOtherInvestingChanges,annualCurrentAssets,annualEbitda,annualNetIncomeCommonStockholders,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualCommonStockIssuance,annualOtherIntangibleAssets,annualSaleOfInvestment,annualOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,trailingOperatingCashFlow,annualAccountsReceivable,trailingNetIncomeCommonStockholders,quarterlyNonCurrentDeferredTaxesLiabilities,annualDepreciationAndAmortization,quarterlyLongTermDebt,quarterlyGoodwill,annualRetainedEarnings,quarterlyStockholdersEquity,quarterlyNetPPE,quarterlyInventory,annualStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,annualChangeInInventory,annualDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherNonCashItems,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,annualNetPPE,annualTotalNonCurrentAssets,annualGrossProfit,annualInventory,annualCurrentLiabilities,quarterlyCurrentDebt,annualDilutedAverageShares,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualBasicAverageShares,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,trailingPretaxIncome,trailingNetIncome,quarterlyTotalAssets,annualGoodwill,trailingInterestExpense,trailingBeginningCashPosition,annualPretaxIncome,trailingPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,annualInterestExpense,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyOtherCurrentLiabilities,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,annualGrossPPE,trailingInvestingCashFlow,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,trailingRepaymentOfDebt,annualOperatingIncome,annualBasicEPS,quarterlyAccountsPayable,annualCapitalStock,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualTotalRevenue,trailingGrossProfit,trailingNetOtherFinancingCharges,annualCapitalExpenditure,annualOtherCurrentLiabilities,annualInvestingCashFlow,annualChangeInCashSupplementalAsReported,trailingRepurchaseOfCapitalStock,quarterlyDepreciationAndAmortization,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,quarterlyNetIncome,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,annualChangesInAccountReceivables,quarterlyDilutedAverageShares,trailingSaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,trailingBasicEPS,quarterlyCashDividendsPaid,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,trailingCashDividendsPaid,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyPretaxIncome,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyOperatingCashFlow,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,trailingChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,annualChangeInAccountPayable,quarterlyChangeInCashSupplementalAsReported,trailingDilutedEPS,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,annualIncomeTaxPayable,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,trailingDepreciationAndAmortization,quarterlyGrossProfit,trailingOtherIncomeExpense,quarterlyEbitda,annualResearchAndDevelopment,quarterlyChangeInInventory,trailingDilutedAverageShares
1199059200,,,1214267647.014468,-1150666684.278156,2540789700.47987,4231321688.687012,,,,,0.0,1123613885.687759,13113904540.04519,-157104457.885031,,-5441407477.785159,0.0,22364084318.52002,,,367271858.860161,,,,,,,789820000.0,,1382000993.77015,3370088472.976196,3145412910.363506,4231321688.687012,0.0,44483585219.9068,,,-263251890.376176,1340632076.748475,11917673028.887115,,31384301257.03455,2769709886.349472,1340632076.748475,,390397608.081109,3744798493.09433,,18333100.229035,,,,20730793384.134785,,292643868.898709,,,30273503.679177,,,2785955804.804859,,,,13280021.91348,,-6632636497.618602,0.367224,,50250681.113217,,-5157404616.373042,2961812110.788234,13099283962.872246,1951939327.006876,20577626280.376614,9250179778.474829,,3647376794.0,,4231321688.687012,3599933445.0,1196231511.158075,,1482401000.0,-120046676.64537,,,,,,47236071.172643,,,2596268640.784617,,,143167741.885677,,-6822905412.03446,,,,,3118916568.673265,,,67715000.0,,1584667468.146716,0.372845,,377079177.526372,0.0,-6655768804.412447,5322027799.983072,,,-284002861.412117,3348101867.847149,-310337137.372178,1055186549.298917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,,,850211583.890747,55249893.812709,3577397165.203456,4889829565.008361,,,,,206175402.173913,3721275115.872352,16454147963.419731,-181131213.837793,,-2503540970.666109,310498451.01728,30482323877.020622,,,704430863.085284,,47505488161.71962,14028175913.600891,2174407523.272018,30482323877.020622,,,,1841420107.859532,5118965001.463211,3977063422.310479,4889829565.008361,123350750.20903,62303001324.62375,8696489839.813267,206175402.173913,-404078464.95262,1794143181.925864,14995076350.961538,,47505488161.71962,2853140863.712375,1794143181.925864,,717264215.57971,29426459.0301,,11448318.979933,,16454147963.419731,,29765572115.036232,,8696489839.813267,,1338509419.871795,40605343.645485,14995076350.961538,,,29765572115.036232,1993276309.434225,33533180256.061874,,,-8880178919.10535,0.409435,4889829565.008361,82321883.918618,4889829565.008361,-1678230933.389075,1993276309.434225,14797513162.904125,2923214930.602007,33533180256.061874,14028175913.600891,3577397165.203456,4378602552.0,,4889829565.008361,4347896126.0,1338509419.871795,,,,310498451.01728,-181131213.837793,,,62303001324.62375,,,,2691631691.750279,,14797513162.904125,120903828.316611,,-3037459503.692865,6125268013.377926,,,415188670.220178,2174407523.272018,,,,,2218784067.516722,0.412957,3721275115.872352,415188670.220178,,-6343296766.583055,8042179932.065217,,,-825310037.277035,6125268013.377926,-624146466.485507,694610596.850613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,,,,,,,,,,,,,,,,,,,,,,50882743194.11865,17816484421.19232,,33537614888.20633,,,,,,,,,,8376239043.189519,195015308.14063,,,,,,,,0.0,,,,,,15721130467.01401,,,,,,1631436420.843946,,14003983318.449963,,,31750225630.782707,1735837478.173635,33646026556.72842,,,,,8412023391.008818,,8412023391.008818,,,,,,,670088510.760929,,,,,,,,,0.0,,,,66211773393.18552,,,,,,15329030199.06687,,,,796727746.062713,,,442898404.874159,,,,,,,,3741910819.944105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,,,2012019476.140924,-4032041355.99836,1608762249.448107,17180714391.555515,,,,,0.0,5331834575.079431,24582553953.433346,-606829431.875974,,6552346856.207254,0.0,50700036558.20026,,,-1153100680.230609,,66255622028.21104,26117482604.766914,2877376117.356018,50700036558.20026,,,,4270640475.80953,9388053068.94284,4982040871.423008,17180714391.555515,-11294403.661065,85037609567.4419,12107436961.09151,0.0,-606184062.53675,3881820856.790095,22567303228.34979,,66255622028.21104,6517403584.263042,3881820856.790095,0.0,1147435869.414013,3765693115.49918,,7232891.025542,,24582553953.433346,,33289774065.670162,,12107436961.09151,,1906866535.414023,99188777.147227,22567303228.34979,,,33289774065.670162,2270546685.480044,35995521559.01134,2670402.736515,,-1542069975.631583,0.790643,17180714391.555515,-92006071.731965,17180714391.555515,9514699538.058727,2270546685.480044,18781987539.230858,5228592209.34041,35995521559.01134,26117482604.766914,1608762249.448107,4908349866.0,,17180714391.555515,4886605294.0,1906866535.414023,,0.0,-1407046911.845336,0.0,-606829431.875974,,,85037609567.4419,,,,6282659951.950453,,18781987539.230858,135554855.165362,,6144983213.964452,17548600447.94278,,,442866879.943831,2877376117.356018,,,,,6381692889.571019,0.794165,5331834575.079431,442866879.943831,,-8032332829.675105,14616645278.28325,,,-2962352681.851474,17548600447.94278,-4189668194.744891,9429633167.734348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,,,,,,,,,,,,,,,,,,,,,,73288242089.7397,26176876644.049248,,57135241221.08367,,,,,,,,,,19606107149.069965,810574926.804645,,,,,,,,0.0,,,,,,30958364577.034424,,,,,,2513815845.288951,,28296506875.18078,,,35843678501.429535,2412593462.292602,38935003903.641785,,,,,13531242409.584702,,13531242409.584702,,,,,,,1750202947.703109,,,,,,,,,0.0,,,,95082721903.57114,,,,,,21794479813.83144,,,,0.0,,,440473346.40381,,,,,,,,5929820924.45291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,,,3643908697.430587,-4703320669.103693,7290656156.32344,10203018325.93531,,,,,0.0,7704100329.843975,27676734551.008583,-862897409.804554,11900342012.872124,-9529688139.83047,0.0,64959335077.58095,,718476000.0,-1389483826.0426,,81323634177.10541,37282600526.572365,3674623738.517817,64959335077.58095,,897695000.0,,6254252555.097132,13274980079.481312,16936335527.033644,10203018325.93531,-2112115228.176304,107071737541.61469,16924582492.11136,0.0,-1186520477.627973,5135908372.713361,24929617103.70552,,81323634177.10541,10364430592.436312,5135908372.713361,0.0,1491375846.585572,22067514.051018,,7243912.467508,,27676734551.008583,897695000.0,39130416068.90916,,16924582492.11136,,2617153987.610999,206813700.947356,24929617103.70552,,11900342012.872124,39130416068.90916,2811726328.713263,52795230280.616905,165666573.681918,1951713000.0,-14394054618.686808,1.015852,10203018325.93531,32245637.180365,10203018325.93531,-9214026557.92134,2811726328.713263,25748103364.509277,8652051498.717028,52795230280.616905,37282600526.572365,7290656156.32344,5055142523.0,,10203018325.93531,5030169590.0,2617153987.610999,,0.0,-4005457.482034,0.0,-862897409.804554,,,107071737541.61469,,,,9898161252.527718,,25748103364.509277,259455638.961236,,-14774581601.729988,18535898780.20895,,,459114058.840687,3674623738.517817,,718476000.0,136210000.0,,10041535324.759626,1.020966,7704100329.843975,459114058.840687,-1316994000.0,-6260434595.219403,21927031578.19834,,,-315661581.909129,18535898780.20895,-3370772290.605714,-10921500244.562628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,,,,,,,,,,,,,,13591853239.362125,,,,,,,,99182953528.27643,51170213074.63024,,87067613559.23465,,,,,,,,,,18347185862.38162,1307388902.663805,,,,,,,,0.0,,,,,,35897400484.604416,,,,,,3280065610.138652,,32505196646.686626,,,41288868963.89664,2890849185.651688,62836338344.08193,,,,,15513938878.490381,,15513938878.490381,,,,,,,13283627751.984682,,,,,,,,,0.0,,,,131495953832.52078,,,,,,32313000304.244354,,,,0.0,,,447948488.729263,,,,,,,,7941671193.503039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,,,4962017090.539166,-1340925715.647012,17864381474.30367,12437983193.401754,,,,,0.0,12261726079.426195,34795574351.95797,-745365373.372652,16242437583.86237,-6608491718.711771,0.0,92444257527.33173,,,-683212204.952548,,110682608520.15916,57648683175.37376,4039690487.657262,92444257527.33173,-5546326.152182,,,6670507301.337935,17491601668.233383,10159971965.824074,12437983193.401754,-3875621047.04019,146153122933.54108,16960942163.616932,0.0,-1384033772.873019,6531265621.901438,31282363188.765984,,110682608520.15916,12455453351.919338,6531265621.901438,0.0,2954616077.10831,2097778.693485,,6413925.982204,,34795574351.95797,,48815565135.78944,,16960942163.616932,,3447059913.465624,257412499.195179,31282363188.765984,,16242437583.86237,48815565135.78944,3294325114.284611,79529333988.5651,126721372.187955,,-20517649861.57075,1.191331,12437983193.401754,418189592.696087,12437983193.401754,-4129155245.502659,3294325114.284611,35470514413.38192,11478140181.825207,79529333988.5651,57648683175.37376,17864381474.30367,5481683508.0,,12437983193.401754,5464557214.0,3447059913.465624,,0.0,-816324032.604916,0.0,-745365373.372652,,,146153122933.54108,,,,11632524391.877102,,35470514413.38192,565516460.847058,,-11609718332.539244,0.0,,,471552647.539823,4039690487.657262,,,,,12161352386.777754,1.195378,12261726079.426195,471552647.539823,,-13089484300.835726,28969741850.05859,,,-2479336473.209112,0.0,-7445761974.451756,1686202121.508686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,,,,,,,,,,,,,,,,,,,,,,129803961820.66881,69370797018.2895,,112230312670.21544,,,,,,,,,,774449891.249009,1050880190.402846,,,,,,,,26048678.232402,,,,,,42859515651.92594,,,,,,4143227725.541499,,38690239248.15204,,,51490582533.78531,3480463654.291072,146487110.027002,,,,,16227475966.353249,,16227475966.353249,,,,,,,15202680544.044956,,1203788014.996359,,,,,,,0.0,,,,169010071198.8709,,,,,,39206109378.20211,,,,0.0,,,477968392.773134,,,,,,,,7057954082.753865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,,,5071142710.036455,5849553651.785231,4253871530.176962,17041283708.226585,,,,,0.0,12904633021.039894,42521062244.28465,-954431829.251774,29159946000.0,12014974160.056707,0.0,122192685238.97115,,,2904154215.588614,,140194039544.9939,79671622994.6865,6207628740.043138,122192685238.97115,-563228000.0,,,9015741111.50241,22277457222.67845,12715384418.32238,17041283708.226585,25820938.123876,183789797286.92816,2238938150.426861,0.0,-1071073738.273258,8509764095.488355,38343126882.01921,,140194039544.9939,14793845132.335905,8509764095.488355,0.0,2987887070.036662,,1552677000.0,171327000.0,,42521062244.28465,,55645827861.51466,,2238938150.426861,,4177935362.265446,267277467.965438,38343126882.01921,,29159946000.0,55645827861.51466,5253196910.791363,110373275617.72537,,,-27444322115.11183,1.462231,17041283708.226585,353417850.322629,17041283708.226585,13200426409.039543,5253196910.791363,43595757741.93428,13443838753.359804,110373275617.72537,79671622994.6865,4253871530.176962,5818624996.0,1552677000.0,17041283708.226585,5810018346.0,4177935362.265446,,0.0,-550309347.66007,0.0,-954431829.251774,,,183789797286.92816,,,,14086883821.538866,,43595757741.93428,439683842.831601,,5861311889.262559,0.0,,,469218332.365834,6207628740.043138,,,,,10539684537.77119,1.464647,12904633021.039894,469218332.365834,-3817094000.0,-28851889346.14174,35721295976.03825,,,-1185452248.982835,0.0,-4273354791.988844,4243421731.78069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,,,,,,,,,,,,,,31845047000.0,,,,,,,,151880461005.7563,97457441087.67073,5546603624.176363,136611508099.0634,,,,,,,,,,984176599.584878,0.0,,,,,,,,0.0,,,,,,39154067011.392654,,,,,,4936170295.429142,,34217896715.963516,,,58473093595.95578,5546603624.176363,121207185998.1268,,,,,16330930533.717085,,16330930533.717085,,,,,,,7550816328.337255,,1605509000.0,,,,,,,0.0,,,,201803524714.1264,,,,,,49923063708.37013,,,,0.0,,,463268056.47984,,,,,,,,10965271101.18542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,,,7103776047.078544,-5328620474.834151,12702648429.865065,21512551348.27575,,,,,0.0,19191649501.479588,44079206490.05164,-1228070747.735493,32185073490.566113,13236025033.768076,0.0,147037241200.54413,,,3033811366.023042,,162906455771.28122,102958034710.4925,7257001337.529898,147037241200.54413,-39303202.418913,,,11867394038.024384,40071907513.81914,16537862860.996319,21512551348.27575,-1928731714.377446,220166545756.9663,664250532.431613,0.0,-1575531123.646937,11483559954.025183,38011636112.26541,,162906455771.28122,19639118234.81249,11483559954.025183,0.0,3068245622.275661,,1433022828.328101,169606000.0,298159072.674407,44079206490.05164,,66265011740.63993,,664250532.431613,,6067570377.786231,287934363.865877,38011636112.26541,,32185073490.566113,66265011740.63993,6028930589.794405,117569037326.54938,,,-6086330393.764465,1.967582,21810710420.950157,-201779568.726912,21512551348.27575,14221710405.116337,6028930589.794405,57260089985.68509,15711747803.830805,117569037326.54938,102958034710.4925,12702648429.865065,5835844941.0,1433022828.328101,21810710420.950157,5828915050.0,6067570377.786231,,0.0,-178895287.323272,0.0,-1228070747.735493,,,220166545756.9663,,,,18971170085.102924,,57260089985.68509,380013785.843686,298159072.674407,5835081519.324871,0.0,,,455609430.036554,7257001337.529898,,,,,12677936437.807762,1.969927,19191649501.479588,455609430.036554,-294516153.876901,-10464231110.170135,55783655317.64994,,,-985685371.34826,0.0,-9897011775.010155,4845446136.28176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,,,,,,,,,,,,,,35299700341.41131,,,,,,,,176198552500.7727,113608607904.23558,6692421359.654486,163521805264.01392,,,,,,,,,,576503475.491296,0.0,,,,,,,,0.0,,,,,,49913197359.77833,,,,,,6589234223.200902,,43262806317.05096,,,69383121553.5466,6692421359.654486,130792740094.96461,,,,,18944622672.285904,,18944622672.285904,,,,,,,18866138528.595425,,1598237007.211098,,,,,,,0.0,,,,240212383923.78165,,,,,,64013831423.00895,,,,0.0,,,467932446.030284,,,,,,,,17001765955.845892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,,,8592079490.25118,2679210156.008173,15524582218.030642,30743194054.14607,,,,,0.0,25948486597.70798,61071958508.71238,-1590854072.27726,42216889463.183945,4624409652.275584,0.0,178475094215.02188,,,4054281282.240714,,191600890548.98257,117403135706.3095,8718090813.402773,178475094215.02188,,,,12826950747.484644,49048177714.7892,22014528796.872643,30743194054.14607,-611131527.805243,264133180877.35245,671753861.344402,0.0,-2092215771.898909,11761490765.640327,52232363944.76077,,191600890548.98257,22389065139.475464,11761490765.640327,0.0,4111790615.931987,,1578288523.957279,301324471.533449,,61071958508.71238,,77213711138.40422,,671753861.344402,,7709720354.070656,355288999.592644,52232363944.76077,,42216889463.183945,77213711138.40422,7127236741.125513,134414356470.24306,,,-13186984013.22101,2.015094,30743194054.14607,127593011.746279,30743194054.14607,6019430205.737784,7127236741.125513,72532290328.36987,21625109548.241344,134414356470.24306,117403135706.3095,15524582218.030642,5835686956.0,1578288523.957279,30743194054.14607,5831082598.0,7709720354.070656,,0.0,-1495345829.577111,0.0,-1590854072.27726,,,264133180877.35245,,,,21419030237.735825,,72532290328.36987,614745902.146996,,-5430175238.384242,0.0,,,466287874.980502,8718090813.402773,,,,,17570828266.000633,2.016693,25948486597.70798,466287874.980502,0.0,-20249917676.3173,70673287263.03055,,,-1395020553.4622,0.0,-10830006524.744919,8811436028.980257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,,,,,,,,,,,,,,45814662669.92341,,,,,,,,227211635364.27435,142558478197.0105,7512207449.964788,212265720536.798,,,,,,,,,,801471943.629291,0.0,,,,,,,,0.0,,,,,,69707242339.78749,,,,,,8495587059.805447,,55262094554.080025,,,90792807090.06544,7512207449.964788,157860025223.88477,,,,,32895063510.108162,,32895063510.108162,,,,,,,18681986941.432762,,1798882413.922617,,,,,,,0.0,,,,313285909670.5838,,,,,,86074274306.30945,,,,0.0,,,555284942.304666,,,,,,,,26373297968.555965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,,,11005340391.334969,-101222464.06984,11842836536.208778,37433406183.24575,,,,,0.0,31083689526.6661,62552924600.02786,-1921289120.587575,56273129152.497116,34368614723.93564,0.0,215550875825.83258,,,5267010599.780201,,233350660234.2097,152997951225.80472,9672769428.584696,215550875825.83258,,,,16226475978.941095,59533591137.77678,35997895290.56026,37433406183.24575,-4428027268.47201,325937789670.8898,914484839.005023,0.0,-2880920451.384965,14677139219.582228,51923736029.36328,,233350660234.2097,28578157205.620354,14677139219.582228,0.0,5285433791.639901,8457535465.795726,1756369691.143806,21179845.9937,0.0,62552924600.02786,,96270011823.2863,,914484839.005023,,9376218926.86268,358771166.598302,51923736029.36328,,56273129152.497116,96270011823.2863,7751480307.997121,158236172709.81125,,,-8846057897.4994,2.169651,37433406183.24575,18866165.746968,37433406183.24575,35087552131.79423,7751480307.997121,92587129436.6801,27045809206.610996,158236172709.81125,152997951225.80472,11842836536.208778,6764443157.0,1756369691.143806,37433406183.24575,6762139237.0,9376218926.86268,,0.0,-5599986283.207826,0.0,-1921289120.587575,,,325937789670.8898,,,,27231816370.276066,,92587129436.6801,987569668.745985,0.0,21033839623.269276,0.0,,,580382879.814874,9672769428.584696,,,,,21778798606.830795,2.170488,31083689526.6661,580382879.814874,-363166572.901268,-44600981592.20333,86579400344.38777,,,-718937407.858586,0.0,-23386805540.92981,4099699880.031577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,,,,,,,,,,,,,,60346143888.73712,,,,,,,,250251350745.33914,164275936199.90567,8287027712.46437,240286324360.98325,,,,,,,,,,1342523135.756589,0.0,,,,,,,,0.0,,,,,,76010388161.07758,,,,,,9735700144.400518,,63608650406.06364,,,99288832414.20502,8287027712.46437,165252939286.45062,,,,,38956115108.293945,,38956115108.293945,,,,,,,8200221522.867496,,1736738795.635769,,,,,,,0.0,,,,355315835999.5155,,,,,,105064485254.17635,,,,0.0,,,592844747.228221,,,,,,,,31187290025.217903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,,,14226302470.734783,-1449344787.967412,10734290813.932796,40464259508.0813,,,,,0.0,37270567626.596725,75014809943.9841,-2339793071.358386,71057418613.91577,12288738058.398905,0.0,257774216758.04068,,,5593390129.594813,,266780449657.94705,182759406814.05658,12447981979.667154,257774216758.04068,,,,20145811071.033432,64861731774.71392,40957546220.551025,40464259508.0813,-334717925.39981,382377344354.07623,1494886798.040991,0.0,-3593266564.692957,17461155153.23136,60675148501.57448,,266780449657.94705,35909934039.64441,17461155153.23136,0.0,5666481017.493366,0.0,2021427899.093997,4157358.200063,,75014809943.9841,,104258542332.39716,,1494886798.040991,,11121918128.960379,426152943.697824,60675148501.57448,12365521.590109,71057418613.91577,104258542332.39716,10108188908.308767,175879731131.84628,,,-7003886048.247955,2.519306,40464259508.0813,-1020235222.090693,40464259508.0813,13871023396.003063,10108188908.308767,115596894696.12918,33030512650.46538,175879731131.84628,182759406814.05658,10734290813.932796,6930939579.0,2021427899.093997,40464259508.0813,6930939579.0,11121918128.960379,,0.0,-1234644949.67079,0.0,-2339793071.358386,,,382377344354.07623,12365521.590109,,,34372113541.76821,,115596894696.12918,1111667554.178369,,-686562232.512437,0.0,,,620598756.044534,12447981979.667154,,,,,27437122520.870567,2.519665,37270567626.596725,620598756.044534,-40704145.254509,-29825870880.23892,97892244425.1793,,,-1582285337.604159,0.0,-8020297002.22052,2138781265.541706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,,,,,,,,,,,,,69667393164.72003,,,,,,,,307615542281.36035,216989942233.41135,10035073796.87386,302771680298.13257,,,,,,,,,,1995049771.561879,0.0,,,,,,,,0.0,,,,,,85781738064.72119,,,,,,11776497302.171848,,68165106821.920654,12007592.594728,,105759384590.70767,10035073796.87386,198278962825.42575,,,,,37873880779.17546,,37873880779.17546,,,,,,,23786186226.06296,,1912999048.145031,,,,,,,0.0,,,,429834689606.05396,,,,,,122219147324.69359,,,,0.0,,,602635074.717613,,,,,,,,33833196317.733376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
