date,annualOtherNonCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyIncomeTaxPayable,quarterlyGrossPPE,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlySaleOfInvestment,annualAccumulatedDepreciation,annualCapitalExpenditure,annualDeferredIncomeTax,annualSellingGeneralAndAdministration,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,annualCurrentAssets,trailingInterestExpense,trailingCapitalExpenditure,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,trailingOperatingExpense,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,quarterlyAccountsPayable,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTaxProvision,trailingNetIncomeCommonStockholders,quarterlyStockBasedCompensation,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,quarterlyEbitda,annualRepaymentOfDebt,annualInterestExpense,quarterlyBasicAverageShares,annualTotalRevenue,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,annualGrossProfit,quarterlyPretaxIncome,trailingFreeCashFlow,annualTotalNonCurrentAssets,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,annualChangeInWorkingCapital,trailingCostOfRevenue,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,annualChangeInInventory,trailingNetIncome,quarterlyTotalRevenue,quarterlyCapitalExpenditure,trailingTaxProvision,annualBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDilutedEPS,annualCashDividendsPaid,annualPurchaseOfBusiness,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualNetIncome,annualCurrentDebt,annualCostOfRevenue,annualBasicAverageShares,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualIncomeTaxPayable,quarterlyOtherNonCurrentAssets,trailingInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,quarterlyOperatingCashFlow,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualBasicEPS,annualStockholdersEquity,trailingCashDividendsPaid,quarterlyCommonStockIssuance,annualOtherNonCashItems,annualNonCurrentDeferredRevenue,quarterlyDilutedAverageShares,annualRetainedEarnings,quarterlyInventory,quarterlyOtherIncomeExpense,annualStockBasedCompensation,annualGoodwill,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlyGoodwill,annualCurrentLiabilities,annualInventory,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyBasicEPS,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,annualCapitalStock,trailingChangeInWorkingCapital,quarterlyOperatingExpense,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,annualNetPPE,annualCommonStockIssuance,trailingGrossProfit,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,quarterlyDepreciationAndAmortization,annualAccountsPayable,annualEbitda,annualDilutedEPS,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingNetOtherInvestingChanges,annualDilutedAverageShares,quarterlyCapitalStock,annualEndCashPosition,annualOperatingIncome,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,trailingEndCashPosition,trailingChangeInCashSupplementalAsReported,trailingPretaxIncome,annualGrossPPE,annualCashAndCashEquivalents,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,annualNetOtherInvestingChanges,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyFreeCashFlow,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,annualInvestmentsAndAdvances,trailingOperatingIncome,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,trailingChangeInInventory,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualResearchAndDevelopment,annualCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,trailingRepaymentOfDebt,trailingBasicAverageShares,trailingSaleOfInvestment,trailingDepreciationAndAmortization,quarterlyChangeInAccountPayable,trailingBasicEPS,annualOtherShortTermInvestments,trailingDeferredIncomeTax,annualPurchaseOfInvestment,quarterlyChangeInInventory,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingNetOtherFinancingCharges,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance,trailingChangeInAccountPayable
1979-12-31,92500000.0,,,,,542100000.0,2229400000.0,,-386900000.0,,,214500000.0,6025400000.0,,246700000.0,1121900000.0,-2393700000.0,,,,,866000000.0,2045500000.0,,,,,,,,,,155900000.0,6025400000.0,,188600000.0,196300000.0,,,,72600000.0,,1911900000.0,-4976200000.0,,933100000.0,,5728400000.0,2107200000.0,,0.0,,,1401700000.0,,,,9961200000.0,,31600000.0,,,,,,,6025400000.0,,,1992700000.0,0.0,,,,,1798200000.0,,188600000.0,188600000.0,78000000.0,978800000.0,1571666667.0,106800000.0,,,,-3071100000.0,,0.0,,,966100000.0,,,,0.12,952200000.0,-3581900000.0,,,,,871900000.0,,,,,,,,2353900000.0,,,,274300000.0,17800000.0,,,8122100000.0,,,,,298500000.0,,69800000.0,,140700000.0,26100000.0,1944900000.0,,11115300000.0,,,1127400000.0,,0.0,,,477500000.0,0.12,,,,-628500000.0,1571666667.0,,0.0,391000000.0,21076500000.0,,898500000.0,32500000.0,8018100000.0,2331800000.0,140700000.0,,-4994800000.0,,,,,344500000.0,,70200000.0,,9069800000.0,,,54500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-12-31,111700000.0,,,,,627500000.0,,,-479500000.0,,,230700000.0,,,233900000.0,,,,,,,,,,,,,,,,,,181700000.0,,,220900000.0,233700000.0,,,,90800000.0,,2184300000.0,,,1089700000.0,,,2409500000.0,,0.0,,,1502500000.0,,,,,,33500000.0,,,,,,,,,,,0.0,,,,,,,220900000.0,220900000.0,99000000.0,1094600000.0,1577857143.0,140400000.0,,,,,,0.0,,,969800000.0,,,,0.14,1140900000.0,,,,,,1063100000.0,,,,,,,,2643400000.0,,,,332700000.0,20800000.0,,,,,,,,,,70700000.0,,112900000.0,31100000.0,2227100000.0,,,,,1169800000.0,,0.0,,,569600000.0,0.14,,,,,1577857143.0,,0.0,462200000.0,,,,,,2706600000.0,112900000.0,,,,,,,402600000.0,,,,,,,59600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-12-31,145200000.0,,,,,791600000.0,,,-592200000.0,,,665200000.0,,,176200000.0,,,,,,,,,,,,,,,,,,216800000.0,,,264800000.0,253600000.0,,,,91300000.0,,2477200000.0,,,1325900000.0,,,2723100000.0,,0.0,,,1528600000.0,,,,,,37400000.0,,,,,,,,,,,0.0,,,,,,,264800000.0,264800000.0,99300000.0,1151300000.0,1557647059.0,187100000.0,,,,,,0.0,,,925500000.0,,,,0.17,1370700000.0,,,,,,1289700000.0,,,,,,,,2899300000.0,,,,352900000.0,22500000.0,,,,,,,,,,81300000.0,,40100000.0,38600000.0,2496600000.0,,,,,1175700000.0,,0.0,,,660700000.0,0.17,,,,,1557647059.0,,0.0,534300000.0,,,,,,3088800000.0,40100000.0,,,,,,,481600000.0,,,,,,,63100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-12-31,187500000.0,,,,,895300000.0,,,-691100000.0,,,741000000.0,,,200100000.0,,,,,,,,,,,,,,,,,,245400000.0,,,300600000.0,296100000.0,,,,94200000.0,,2715200000.0,,,1481100000.0,,,3062700000.0,,0.0,,,1734200000.0,,,,,,44500000.0,,,,,,,,,,,0.0,,,,,,,300600000.0,300600000.0,82200000.0,1234100000.0,1582105263.0,232300000.0,,,,,,0.0,,,1055900000.0,,,,0.19,1528600000.0,,,,,,1543000000.0,,,,,,,,3262800000.0,,,,378300000.0,23500000.0,,,,,,,,,,109700000.0,,44100000.0,54300000.0,2765500000.0,,,,,1355900000.0,,0.0,,,740100000.0,0.19,,,,,1582105263.0,,0.0,585800000.0,,,,,,3456600000.0,44100000.0,,,,,,,546000000.0,,,,,,,67700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-12-31,168600000.0,,,,,1002400000.0,,,-822000000.0,,,816900000.0,,,231400000.0,,,,,,,,,,,,,,,,,,285400000.0,,,342600000.0,318900000.0,,,,108500000.0,,3001100000.0,,,1677200000.0,,,3495900000.0,,0.0,,,1972200000.0,,,,,,49300000.0,,,,,,,,,,,0.0,,,,,,,342600000.0,342600000.0,111000000.0,1323900000.0,1557272727.0,298100000.0,,,,,,0.0,,,1171300000.0,,,,0.22,1755100000.0,,,,,,1827700000.0,,,,,,,,3727300000.0,,,,429900000.0,26600000.0,,,,,,,,,,144100000.0,,66500000.0,61800000.0,3183200000.0,,,,,1542300000.0,,0.0,,,860300000.0,0.22,,,,,1557272727.0,,0.0,674800000.0,,,,,,4005200000.0,66500000.0,,,,,,,628000000.0,,,,,,,72900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-03-31,,,,,,,,,,,,,,745400000.0,,,,,,,,,,,,,,,,,,,,,,,,,745400000.0,,,1584248000.0,,,,,,,,,,,,,,,,,,,,,,,,,,745400000.0,,,,,0.05,,,,,,,,,,,,,,,75000000.0,,,,,,,,,,,,,,1584248000.0,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-06-30,,,,,,,,,,,,,,865000000.0,,,,,,,,,,,,,,,,,,,,,,,,,865000000.0,,,1584248000.0,,,,,,,,,,,,,,,,,,,,,,,,,,865000000.0,,,,,0.07,,,,,,,,,,,,,,,108600000.0,,,,,,,,,,,,,,1584248000.0,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-09-30,,,,,,,,,,,,,,784700000.0,,,,,,,,,,,,,,,,,,,,,,,,,784700000.0,,,1568264000.0,,,,,,,,,,,,,,,,,,,,,,,,,,784700000.0,,,,,0.08,,,,,,,,,,,,,,,114300000.0,,,,,,,,,,,,,,1568264000.0,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-12-31,317300000.0,,,,4453300000.0,1209500000.0,,,-932700000.0,,,999300000.0,,-1614500000.0,254700000.0,,,48500000.0,,,,,,,,,,,,,,,318400000.0,,,386000000.0,422000000.0,1942700000.0,-1614500000.0,,122000000.0,,3365900000.0,,,1990100000.0,,,3974900000.0,,0.0,514500000.0,254700000.0,2286900000.0,,,,,,48500000.0,,1772400000.0,,2146700000.0,3520600000.0,,,970800000.0,,,0.0,,,,,,-932700000.0,389100000.0,389100000.0,92500000.0,1375800000.0,1544000000.0,76900000.0,,,317300000.0,,91200000.0,0.0,,,1268200000.0,427300000.0,,422000000.0,0.25,1942700000.0,,,,,,2146700000.0,27900000.0,,,,,,,4229600000.0,,,,514500000.0,27900000.0,76900000.0,,,,1268200000.0,,,,,137000000.0,137000000.0,74500000.0,48900000.0,3520600000.0,,,,,1772400000.0,,0.0,,,990800000.0,0.25,,74500000.0,74500000.0,,1544000000.0,,0.0,780600000.0,,3974900000.0,,,,4453300000.0,74500000.0,92500000.0,,,,,,707500000.0,2286900000.0,,,,4229600000.0,,427300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-03-31,,,,,,,,,,,,,,808600000.0,,,,,,,,,,,,,,,,,,,,,,,,,808600000.0,,,1544792000.0,,,,,,,,,,,,,,,,,,,,,,,,,,808600000.0,,,,,0.06,,,,,,,,,,,,,,,84300000.0,,,,,,,,,,,,,,1544792000.0,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-06-30,,,,,,,,,,,,,,955600000.0,,,,,,,,,,,,,,,,,,,,,,,,,955600000.0,,,1544792000.0,,,,,,,,,,,,,,,,,,,,,,,,,,955600000.0,,,,,0.08,,,,,,,,,,,,,,,117100000.0,,,,,,,,,,,,,,1544792000.0,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-30,,,,,,,,,,,,,,1014600000.0,,,,,,,,,,,,,,,,,,,,,,,,,1014600000.0,,,1543264000.0,,,,,,,,,,,,,,,,,,,,,,,,,,1014600000.0,,,,,0.09,,,,,,,,,,,,,,,128100000.0,,,,,,,,,,,,,,1543264000.0,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-31,343100000.0,,,,5250600000.0,1353700000.0,,,-1086400000.0,,,1119400000.0,,-1921900000.0,369400000.0,,,56800000.0,,,,,,,,,,,,,,,349200000.0,,,428500000.0,533000000.0,2186500000.0,-1921900000.0,,140800000.0,,3694700000.0,,,2210600000.0,,,4673700000.0,,0.0,663400000.0,369400000.0,2856600000.0,,,,,,56800000.0,,2193200000.0,,2499400000.0,4164200000.0,,,915900000.0,,,0.0,,,,,,-1086400000.0,433000000.0,433000000.0,130400000.0,1484100000.0,1530357143.0,414500000.0,,,343100000.0,,103500000.0,0.0,,,1638000000.0,140700000.0,,533000000.0,0.28,2186500000.0,,,,,,2499400000.0,31700000.0,,,,,,,5043100000.0,,,,663400000.0,31700000.0,414500000.0,,,,1638000000.0,,,,,166400000.0,166400000.0,155400000.0,66100000.0,4164200000.0,,,,,2193200000.0,,0.0,,,1091200000.0,0.28,,155400000.0,155400000.0,,1530357143.0,,0.0,856900000.0,,4673700000.0,,,,5250600000.0,155400000.0,130400000.0,,,,,,782200000.0,2856600000.0,,,,5043100000.0,,140700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-03-31,,,,,,,,,,,,,,941400000.0,,,,,,,,,,,,,,,,,,,,,,,,,941400000.0,,,1540912000.0,,,,,,,,,,,,,,,,,,,,,,,,,,941400000.0,,,,,0.07,,,,,,,,,,,,,,,94100000.0,,,,,,,,,,,,,,1540912000.0,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-06-30,,,,,,,,,,,,,,1076800000.0,,,,,,,,,,,,,,,,,,,,,,,,,1076800000.0,,,1533680000.0,,,,,,,,,,,,,,,,,,,,,,,,,,1076800000.0,,,,,0.09,,,,,,,,,,,,,,,129800000.0,,,,,,,,,,,,,,1533680000.0,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-09-30,,,,,,,,,,,,,,1133800000.0,,,,,,,,,,,,,,,,,,,,,,,,,1133800000.0,,,1532008000.0,,,,,,,,,,,,,,,,,,,,,,,,,,1133800000.0,,,,,0.1,,,,,,,,,,,,,,,142300000.0,,,,,,,,,,,,,,1532008000.0,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-31,386300000.0,,,,6179200000.0,1411300000.0,,,-1301600000.0,,,1175000000.0,,-2227600000.0,472600000.0,,,71000000.0,,,,,,,,,,,,,,,368400000.0,,,476200000.0,609900000.0,2448100000.0,-2227600000.0,,172900000.0,,4143500000.0,,,2335600000.0,,,5495900000.0,,0.0,799300000.0,472600000.0,3520400000.0,,,,,,71000000.0,,2721100000.0,,2893200000.0,4877600000.0,,,991600000.0,,,0.0,,,,,,-1301600000.0,479700000.0,479700000.0,189400000.0,1807900000.0,1488125000.0,450700000.0,,,386300000.0,,113500000.0,0.0,,,2131400000.0,139000000.0,,609900000.0,0.32,2448100000.0,,,,,,2893200000.0,38100000.0,,,,,,,5968500000.0,,,,799300000.0,38100000.0,450700000.0,,,,2131400000.0,,,,,232000000.0,232000000.0,205100000.0,96700000.0,4877600000.0,,,,,2721100000.0,,0.0,,,1160600000.0,0.32,,205100000.0,205100000.0,,1488125000.0,,0.0,924300000.0,,5495900000.0,,,,6179200000.0,205100000.0,189400000.0,,,,,,848100000.0,3520400000.0,,,,5968500000.0,,139000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-03-31,,,,,,,,,,,,,,1068400000.0,,,,,,,,,,,,,,,,,,,,,,,,,1068400000.0,,,1528192000.0,,,,,,,,,,,,,,,,,,,,,,,,,,1068400000.0,,,,,0.07,,,,,,,,,,,,,,,106000000.0,,,,,,,,,,,,,,1528192000.0,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-30,,,,,,,,,,,,,,1245600000.0,,,,,,,,,,,,,,,,,,,,,,,,,1245600000.0,,,1518992000.0,,,,,,,,,,,,,,,,,,,,,,,,,,1245600000.0,,,,,0.1,,,,,,,,,,,,,,,147400000.0,,,,,,,,,,,,,,1518992000.0,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-30,,,,,,,,,,,,,,1313800000.0,,,,,,,,,,,,,,,,,,,,,,,,,1313800000.0,,,1517048000.0,,,,,,,,,,,,,,,,,,,,,,,,,,1313800000.0,,,,,0.11,,,,,,,,,,,,,,,162300000.0,,,,,,,,,,,,,,1517048000.0,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-31,416700000.0,,,,7393000000.0,863500000.0,,,-1573400000.0,,,525100000.0,,-2465900000.0,483600000.0,,,67900000.0,,,,,,,,,,,,,,,409700000.0,,,547500000.0,756900000.0,2916700000.0,-2465900000.0,,203100000.0,,4893500000.0,,,2025300000.0,,,6498000000.0,,0.0,856200000.0,483600000.0,4064900000.0,,,,,,67900000.0,,3208700000.0,,3396000000.0,5819600000.0,,,1265800000.0,,,0.0,,,,,,-1573400000.0,549100000.0,549100000.0,99300000.0,2868200000.0,1479729730.0,,,,416700000.0,,133300000.0,0.0,,,2685100000.0,523600000.0,,756900000.0,0.37,2916700000.0,,,,,,3396000000.0,48500000.0,,,,,,,6981600000.0,,,,856200000.0,48500000.0,,,,,2685100000.0,,,,,261700000.0,261700000.0,183200000.0,100000.0,5819600000.0,,,,,3208700000.0,,0.0,,,1500200000.0,0.37,,183200000.0,183200000.0,,1479729730.0,,0.0,1161800000.0,,6498000000.0,,,,7393000000.0,183200000.0,99300000.0,,,,,,958800000.0,4064900000.0,,,,6981600000.0,,523600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-03-31,,,,,,,,,,,,,,1228400000.0,,,,,,,,,,,,,,,,,,,,,,,,,1228400000.0,,,1517208000.0,,,,,,,,,,,,,,,,,,,,,,,,,,1228400000.0,,,,,0.09,,,,,,,,,,,,,,,125800000.0,,,,,,,,,,,,,,1517208000.0,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-30,,,,,,,,,,,,,,1426000000.0,,,,,,,,,,,,,,,,,,,,,,,,,1426000000.0,,,1508640000.0,,,,,,,,,,,,,,,,,,,,,,,,,,1426000000.0,,,,,0.12,,,,,,,,,,,,,,,177200000.0,,,,,,,,,,,,,,1508640000.0,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-09-30,,,,,,,,,,,,,,1460700000.0,,,,,,,,,,,,,,,,,,,,,,,,,1460700000.0,,,1505280000.0,,,,,,,,,,,,,,,,,,,,,,,,,,1460700000.0,,,,,0.13,,,,,,,,,,,,,,,191300000.0,,,,,,,,,,,,,,1505280000.0,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-12-31,527200000.0,,,,8647800000.0,994700000.0,,,-1847500000.0,,,611300000.0,,-2831300000.0,516400000.0,,,79500000.0,,,,,,,,,,,,,,,400600000.0,,,645900000.0,845900000.0,3412800000.0,-2831300000.0,,237300000.0,,5566300000.0,,,2278400000.0,,,7642300000.0,,0.0,1003600000.0,516400000.0,4745900000.0,,,,,,79500000.0,,3742300000.0,,3935200000.0,6800300000.0,,,1451300000.0,,,0.0,,,,,,-1847500000.0,645900000.0,645900000.0,157700000.0,3287900000.0,1502093023.0,543300000.0,,,527200000.0,,151500000.0,0.0,,,3111100000.0,87900000.0,,845900000.0,0.43,3412800000.0,,,,,,3935200000.0,48500000.0,,,,,,,8158700000.0,,,,1003600000.0,48500000.0,543300000.0,,,,3111100000.0,,,,,314800000.0,314800000.0,184400000.0,100000.0,6800300000.0,,,,,3742300000.0,,0.0,,,1667100000.0,0.43,,184400000.0,184400000.0,,1502093023.0,,0.0,1283700000.0,,7642300000.0,,,,8647800000.0,184400000.0,157700000.0,,,,,,1046500000.0,4745900000.0,,,,8158700000.0,,87900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-03-31,,,,,,,,,,,,,,1381800000.0,,,,,,,,,,,,,,,,,,,,,,,,,1381800000.0,,,1504344000.0,,,,,,,,,,,,,,,,,,,,,,,,,,1381800000.0,,,,,0.1,,,,,,,,,,,,,,,141700000.0,,,,,,,,,,,,,,1504344000.0,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
