date,quarterlyTotalNonCurrentAssets,annualRetainedEarnings,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyAccountsReceivable,trailingPretaxIncome,annualNetOtherInvestingChanges,annualCashDividendsPaid,annualPretaxIncome,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualDilutedEPS,trailingChangeInWorkingCapital,quarterlyFreeCashFlow,annualAccountsReceivable,annualNetIncome,annualCommonStockIssuance,annualFreeCashFlow,annualGoodwill,quarterlyTotalAssets,annualInvestingCashFlow,annualBasicAverageShares,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualOperatingIncome,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentLiabilities,annualAccountsPayable,trailingInvestingCashFlow,annualStockholdersEquity,annualLongTermDebt,trailingTotalRevenue,annualOtherNonCashItems,quarterlySellingGeneralAndAdministration,annualOtherCurrentAssets,annualTaxProvision,annualTotalAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualCurrentAccruedExpenses,quarterlyInventory,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,trailingEndCashPosition,annualDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualCurrentLiabilities,quarterlyCurrentDebt,annualCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherFinancingCharges,trailingOperatingCashFlow,quarterlyNetIncomeCommonStockholders,annualIncomeTaxPayable,quarterlyGrossProfit,annualSaleOfInvestment,trailingOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyEndCashPosition,trailingOperatingIncome,trailingRepurchaseOfCapitalStock,annualOtherIntangibleAssets,annualOtherNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,quarterlyCashDividendsPaid,annualCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,annualDilutedAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyOtherNonCurrentAssets,annualEbitda,quarterlyBasicEPS,quarterlyBasicAverageShares,annualRepurchaseOfCapitalStock,annualCurrentAssets,annualChangeInCashSupplementalAsReported,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualGrossPPE,annualBeginningCashPosition,annualRepaymentOfDebt,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualInterestExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingExpense,quarterlySaleOfInvestment,annualOtherIncomeExpense,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,trailingGrossProfit,annualCapitalExpenditure,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,trailingDeferredIncomeTax,quarterlyStockholdersEquity,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyAccountsPayable,trailingInterestExpense,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,annualNetOtherFinancingCharges,annualChangeInInventory,quarterlyEbitda,quarterlyNetPPE,trailingTaxProvision,trailingNetOtherFinancingCharges,trailingStockBasedCompensation,quarterlyTotalRevenue,annualInventory,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualBasicEPS,trailingOtherNonCashItems,annualCapitalStock,annualCostOfRevenue,annualTotalRevenue,annualPurchaseOfBusiness,quarterlyDilutedAverageShares,annualStockBasedCompensation,annualCurrentDebt,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,annualGrossProfit,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,annualOperatingExpense,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,quarterlyRetainedEarnings,trailingOperatingExpense,trailingFreeCashFlow,quarterlyOperatingCashFlow,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCashItems,trailingCostOfRevenue,annualChangesInAccountReceivables,annualChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,quarterlyDeferredIncomeTax,annualTotalLiabilitiesNetMinorityInterest,annualNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,trailingCashDividendsPaid,trailingBeginningCashPosition,trailingNetIncome,trailingPurchaseOfBusiness,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,trailingBasicAverageShares,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,trailingCommonStockIssuance,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,trailingPurchaseOfInvestment,quarterlyChangeInInventory,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingNetOtherInvestingChanges,trailingChangeInInventory,trailingChangeInAccountPayable,trailingSaleOfInvestment,annualOtherShortTermInvestments,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,trailingDilutedAverageShares
1970-01-01 00:00:00.312768000,,107600000.0,,,,,249500000.0,,,36100000.0,,,0.0375,-84800000.0,,,21100000.0,,0.0,,,0.0,72088000.0,,,46400000.0,,,,-251000000.0,154000000.0,74300000.0,7070100000.0,,,2700000.0,15000000.0,348100000.0,,0.0,,,-470300000.0,,253700000.0,,,,108700000.0,,3800000.0,,,746500000.0,,,,,-498400000.0,,,823700000.0,-237700000.0,,5700000.0,,112100000.0,,3800000.0,85400000.0,0.0,72088000.0,,,,59800000.0,,,,230300000.0,,21100000.0,87700000.0,,21700000.0,303600000.0,201200000.0,0.0,,0.0,,10300000.0,,,,0.0,-257200000.0,,1904100000.0,,130500000.0,,117800000.0,-216900000.0,,,,-18600000.0,,,75800000.0,,,,,,,-56700000.0,-19000000.0,34500000.0,,103900000.0,,,179000000.0,21100000.0,,,,,0.0375,28300000.0,,371800000.0,562100000.0,,,,21000000.0,,,190300000.0,,1080400000.0,143900000.0,,,,,,1080400000.0,489300000.0,,-89100000.0,,,5166000000.0,,,,,303600000.0,,194100000.0,11100000.0,,-189700000.0,232000000.0,303600000.0,-6500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.344390400,,120500000.0,,,,,,,,39600000.0,,,0.0375,,,,21400000.0,,0.0,,,0.0,72088000.0,,,50300000.0,,,,,174200000.0,62000000.0,,,,3100000.0,18200000.0,353900000.0,,0.0,,,,,,,,,103200000.0,,6400000.0,,,,,,,,,,,,,,8900000.0,,123400000.0,,6400000.0,76500000.0,0.0,72088000.0,,,,63700000.0,,,,221600000.0,,21400000.0,84400000.0,,,,227800000.0,0.0,,0.0,,10700000.0,,,,0.0,,,,,135500000.0,,132300000.0,,,,,,,,,,,,,,,,,,,99700000.0,,,,21400000.0,,,,,0.0375,,,419500000.0,618700000.0,,,,18800000.0,,,199200000.0,,,148900000.0,,,,,,,,,-104400000.0,,,,,,,,,,179700000.0,14500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.375926400,,139900000.0,,,,,,,,46100000.0,,,0.0475,,,,26500000.0,,0.0,,,0.0,72088000.0,,,54900000.0,,,,,180400000.0,79900000.0,,,,4100000.0,19600000.0,409800000.0,,0.0,,,,,,,,,133300000.0,,4700000.0,,,,,,,,,,,,,,21600000.0,,153500000.0,,4700000.0,96100000.0,0.0,72088000.0,,,,66800000.0,,,,234700000.0,,26500000.0,113200000.0,,,,260700000.0,0.0,,0.0,,8600000.0,,,,-200000.0,,,,,142500000.0,,175100000.0,,,,,,,,,,,,,,,,,,,107300000.0,,,,26500000.0,,,,,0.0475,,,428700000.0,638000000.0,,,,20100000.0,,,209300000.0,,,154400000.0,,,,,,,,,-107200000.0,,,,,,,,,,229400000.0,16200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.407462400,,158600000.0,,,,,,,,42700000.0,,,0.0475,,,,26800000.0,,0.0,,,0.0,72152000.0,,,60900000.0,,,,,186400000.0,107000000.0,,,,4200000.0,15900000.0,421000000.0,,0.0,,,,,,,,,110600000.0,,1300000.0,,,,,,,,,,,,,,24200000.0,,173700000.0,,1300000.0,124000000.0,0.0,72152000.0,,,,75800000.0,,,,223100000.0,,26800000.0,89700000.0,,,,287500000.0,0.0,,100000.0,,18200000.0,,,,0.0,,,,,161100000.0,,197900000.0,,,,,,,,,,,,,,,,,,,104000000.0,,,,26800000.0,,,,,0.0475,,,475300000.0,712200000.0,,,,20900000.0,,,236900000.0,,,176000000.0,,,,,,,,,-113800000.0,,,,,,,,,,234600000.0,16900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.438998400,,184000000.0,,,,,,,,59200000.0,,,0.0575,,,,34200000.0,,0.0,,,0.0,78464000.0,,,73000000.0,,,,,241100000.0,67300000.0,,,,5300000.0,25000000.0,470000000.0,,0.0,,,,,,,,,135100000.0,,19800000.0,,,,,,,,,,,,,,25800000.0,,183100000.0,,19800000.0,93800000.0,0.0,78464000.0,,,,89500000.0,,,,261100000.0,,34200000.0,119900000.0,,,,305800000.0,0.0,,-100000.0,,13800000.0,,,,0.0,,,,,188900000.0,,208900000.0,,,,,,,,,,,,,,,,,,,110000000.0,,,,34200000.0,,,,,0.0575,,,526800000.0,805200000.0,,,,15200000.0,,,278400000.0,,,205400000.0,,,,,,,,,-122700000.0,,,,,,,,,,228900000.0,26600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.446860800,,,,,,,,,,,,,,,,,,,,,,,,,10600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,72088000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212900000.0,,,,,212900000.0,,,,,,0.035,,,,,,,,,,72088000.0,,,,,,,,,,,,,,,,,,,,,,,212900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.454809600,,,,,,,,,,,,,,,,,,,,,,,,,13100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,78652000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243200000.0,,,,,243200000.0,,,,,,0.045,,,,,,,,,,78652000.0,,,,,,,,,,,,,,,,,,,,,,,243200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.462758400,,,,,,,,,,,,,,,,,,,,,,,,,10700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,78812000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225000000.0,,,,,225000000.0,,,,,,0.035,,,,,,,,,,78812000.0,,,,,,,,,,,,,,,,,,,,,,,225000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.470620800,256200000.0,220900000.0,,,,,,,,79000000.0,75400000.0,,0.155,,,,47600000.0,,0.0,,530800000.0,0.0,78996000.0,,13200000.0,89600000.0,,-100000.0,,,270500000.0,75400000.0,,,,9100000.0,31400000.0,530800000.0,104200000.0,0.0,,126100000.0,,,,,,,156100000.0,13400000.0,3200000.0,28900000.0,,,,,,,,,,,,,30700000.0,,225500000.0,,3200000.0,104200000.0,0.0,78996000.0,260300000.0,,30700000.0,107400000.0,,,,274600000.0,,47600000.0,142700000.0,,,,360000000.0,0.0,,-100000.0,,10800000.0,,,,200000.0,,3200000.0,,,214700000.0,3200000.0,256200000.0,,270500000.0,,,,,,,9100000.0,,,,-591600000.0,225500000.0,,,,231800000.0,126100000.0,,,,47600000.0,,,,-134500000.0,0.155,,,590900000.0,913000000.0,,,,13400000.0,,,322100000.0,360000000.0,,232500000.0,156100000.0,274600000.0,,,220900000.0,,,,-134500000.0,,,,,,-591600000.0,142700000.0,,,260300000.0,28900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.478396800,,,,,,,,,,,,,,,,,,,,,,,,,11800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,78892000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223600000.0,,,,,223600000.0,,,,,,0.04,,,,,,,,,,78892000.0,,,,,,,,,,,,,,,,,,,,,,,223600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
