,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,quarterlyEbitda,annualCurrentAccruedExpenses,annualNetOtherFinancingCharges,quarterlyPurchaseOfInvestment,trailingNetOtherFinancingCharges,quarterlyOperatingIncome,trailingEndCashPosition,quarterlyTotalRevenue,quarterlyGrossProfit,annualInvestmentsAndAdvances,annualCurrentDebt,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,quarterlyNetIncomeCommonStockholders,quarterlyDilutedEPS,annualCurrentDeferredRevenue,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,annualCostOfRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualChangeInAccountPayable,trailingCostOfRevenue,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyCashDividendsPaid,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualOtherShortTermInvestments,quarterlyRetainedEarnings,annualAccumulatedDepreciation,annualDilutedEPS,quarterlyNonCurrentDeferredRevenue,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualChangesInAccountReceivables,annualOtherNonCurrentAssets,annualChangeInWorkingCapital,annualDilutedAverageShares,annualRepurchaseOfCapitalStock,trailingOperatingExpense,annualCurrentAssets,trailingNetIncomeContinuousOperations,trailingNetIncomeCommonStockholders,trailingNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualCommonStockIssuance,annualFreeCashFlow,annualRetainedEarnings,annualCashDividendsPaid,quarterlyLongTermDebt,annualBasicAverageShares,quarterlyOperatingExpense,annualBeginningCashPosition,annualAccountsReceivable,quarterlyCurrentDeferredRevenue,annualOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,trailingSaleOfInvestment,annualTaxProvision,trailingTaxProvision,quarterlyOtherCurrentAssets,annualTotalAssets,annualSellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalNonCurrentAssets,annualLongTermDebt,quarterlyCommonStockIssuance,quarterlyInterestExpense,annualOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,annualStockholdersEquity,quarterlyCapitalExpenditure,annualCurrentLiabilities,annualDepreciationAndAmortization,annualSaleOfInvestment,annualStockBasedCompensation,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualPurchaseOfBusiness,quarterlyInventory,annualCapitalStock,quarterlyInvestmentsAndAdvances,annualOperatingCashFlow,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,quarterlyBasicEPS,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,trailingPretaxIncome,quarterlyBasicAverageShares,annualNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,annualInventory,quarterlyPurchaseOfBusiness,trailingNetIncome,trailingPurchaseOfBusiness,quarterlyPretaxIncome,annualEbitda,annualNetPPE,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,annualNetOtherInvestingChanges,annualGrossPPE,quarterlyChangesInAccountReceivables,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,annualGoodwill,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,annualInterestExpense,annualRepaymentOfDebt,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,trailingOperatingIncome,annualTotalRevenue,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,trailingOtherIncomeExpense,annualPurchaseOfInvestment,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,annualCapitalExpenditure,trailingInvestingCashFlow,annualInvestingCashFlow,annualPretaxIncome,annualBasicEPS,trailingInterestExpense,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,annualNonCurrentDeferredRevenue,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,quarterlyAccountsPayable,annualEndCashPosition,trailingPurchaseOfInvestment,annualOtherIncomeExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedAverageShares,trailingChangeInCashSupplementalAsReported,trailingTotalRevenue,annualOperatingIncome,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,trailingBasicAverageShares,quarterlyStockBasedCompensation,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingOtherNonCashItems,trailingChangeInWorkingCapital,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,quarterlyChangeInInventory,trailingChangesInAccountReceivables,annualIncomeTaxPayable,annualChangeInInventory,trailingChangeInInventory,trailingChangeInAccountPayable,trailingCashDividendsPaid,trailingDepreciationAndAmortization,trailingDeferredIncomeTax,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingDilutedAverageShares
772934400,,,3044000000.0,,,,,2867000000.0,,3502000000.0,2399000000.0,,,,,,,46000000.0,,,,,12070000000.0,,,,,,,12218000000.0,,,,5297000000.0,4393000000.0,,207000000.0,,,,,,,,,,,,,,,,,1143000000.0,,,1103000000.0,,,,,,,,,,3437000000.0,,-468000000.0,,,,,4989000000.0,55000000.0,55000000.0,275000000.0,,,,264000000.0,,,,,,,,74000000.0,,,490000000.0,,,,,,,1087000000.0,-5275000000.0,,,,-10000000.0,,283000000.0,,,,,,,,,,,,,52000000.0,,,,,107000000.0,,,6943000000.0,4210000000.0,1042000000.0,,,,,,,8863000000.0,13256000000.0,833000000.0,,,,,,,,,,1579000000.0,,,2621000000.0,,,,,,,,,,,,,597000000.0,,,,,,,,,128000000.0,,,,,,,,,,,,,,,,,,,,,,,,
780883200,,,3238000000.0,,,,,3054000000.0,,3814000000.0,2642000000.0,,,739000000.0,,-15000000.0,,62000000.0,,,,,12593000000.0,,,368000000.0,,,,11907000000.0,,,,5416000000.0,3653000000.0,,-1326000000.0,,,,,,-75000000.0,,,,,,,,,,,-328000000.0,,,1172000000.0,,,7000000.0,,,,,,,4070000000.0,,-412000000.0,,,,,5672000000.0,82000000.0,82000000.0,195000000.0,,,,240000000.0,,,,,,,,90000000.0,,-1016000000.0,489000000.0,,-237000000.0,,,,,1081000000.0,-5178000000.0,-1016000000.0,,,-81000000.0,,278000000.0,,,,191000000.0,-840000000.0,,,,,,,,80000000.0,,,,,162000000.0,,,6729000000.0,4283000000.0,1124000000.0,,,,,,,8659000000.0,12312000000.0,849000000.0,,,,,,-46000000.0,,,,739000000.0,,,1863000000.0,,,,,,,,-82000000.0,184000000.0,,,,644000000.0,,,,,,,,,0.0,1579000000.0,,,,,,,,,,,,,,,,,,,,,,,
788832000,500000000.0,77000000.0,-7826000000.0,2506000000.0,-2026000000.0,,,-8012000000.0,,3439000000.0,,,653000000.0,500000000.0,,-101000000.0,,50000000.0,,,13429000000.0,,12031000000.0,,7125000000.0,-360000000.0,,,,11956000000.0,,78000000.0,,4906000000.0,3192000000.0,1032000000.0,-1335000000.0,-5233000000.0,-0.1525,,,,-727000000.0,,555000000.0,-153000000.0,49739460.0,,,3192000000.0,,,,-316000000.0,,,,51000000.0,2506000000.0,5000000.0,12031000000.0,51000000.0,,698000000.0,-1335000000.0,-53000000.0,2887000000.0,49739460.0,14779000000.0,437000000.0,,,151000000.0,2988000000.0,11000000.0,11000000.0,-597000000.0,,94000000.0,,151000000.0,11764000000.0,165000000.0,,7125000000.0,8572000000.0,2887000000.0,,135000000.0,718000000.0,-293000000.0,653000000.0,-316000000.0,-212000000.0,4906000000.0,640000000.0,,,555000000.0,-5233000000.0,-850000000.0,,,44000000.0,,285000000.0,0.0,,1334000000.0,155000000.0,-239000000.0,,,1532000000.0,814000000.0,,,,-1000000.0,285000000.0,,,,10000000.0,1246000000.0,6723000000.0,6723000000.0,1020000000.0,1032000000.0,26000000.0,11956000000.0,,63000000.0,1020000000.0,,8572000000.0,11764000000.0,814000000.0,372000000.0,-392000000.0,,,2988000000.0,-57000000.0,,13950000000.0,,500000000.0,,,1532000000.0,651000000.0,-636000000.0,,198000000.0,171000000.0,-0.1525,,,101000000.0,,-1469000000.0,,651000000.0,500000000.0,,-63000000.0,,,,,521000000.0,0.0,739000000.0,,,,,,,,,,,,,,,,,,,,,,,
796608000,,,2876000000.0,,,-145000000.0,,2713000000.0,,3334000000.0,2226000000.0,,,529000000.0,,-99000000.0,,-13000000.0,-0.261362,,,,11999000000.0,,,326000000.0,,,,11985000000.0,,,,4910000000.0,3407000000.0,,-1348000000.0,,,,,,288000000.0,,,,,,,,,,,-229000000.0,,,1108000000.0,,,-4000000.0,,,,,,,3592000000.0,,-487000000.0,,,,,5346000000.0,3000000.0,3000000.0,266000000.0,,,,268000000.0,,,,,,,,90000000.0,,-326000000.0,472000000.0,,-82000000.0,,,,,987000000.0,-5357000000.0,-326000000.0,,,36000000.0,,294000000.0,,,,454000000.0,29000000.0,,-0.261362,,,,49739460.0,,3000000.0,,,,,6000000.0,,,6628000000.0,3842000000.0,1176000000.0,,,,,,,8414000000.0,11821000000.0,799000000.0,,,,,,372000000.0,,,,529000000.0,,,1705000000.0,,,,,,,,,163000000.0,,,,596000000.0,,,,,49739460.0,,,,0.0,500000000.0,,,,,,,,,,,,,,,,,,,,,,,
804470400,,,3336000000.0,,,-390000000.0,,3162000000.0,,3815000000.0,2636000000.0,,,380000000.0,,-363000000.0,,141000000.0,2.834771,,,,12570000000.0,,,348000000.0,,,,12038000000.0,,,,4971000000.0,3694000000.0,,-1211000000.0,,,,,,371000000.0,,,,,,,,,,,-522000000.0,,,1179000000.0,,,-16000000.0,,,,,,,3992000000.0,,-526000000.0,,,,,5792000000.0,151000000.0,151000000.0,294000000.0,,,,260000000.0,,,,,,,,91000000.0,,-482000000.0,396000000.0,,-248000000.0,,,,,1019000000.0,-5436000000.0,-482000000.0,,,14000000.0,,307000000.0,,,,696000000.0,-149000000.0,,2.834771,,,,,,100000000.0,,,,,251000000.0,,,6602000000.0,3947000000.0,1566000000.0,,,,,,,8408000000.0,12102000000.0,787000000.0,,,,,,448000000.0,,,,380000000.0,,,1946000000.0,,,,,,,,,174000000.0,,,,628000000.0,,,,,,,,,0.0,529000000.0,,,,,,,,,,,,,,,,,,,,,,,
812419200,,,3573000000.0,,,368000000.0,,3391000000.0,,4127000000.0,2883000000.0,,,431000000.0,,-23000000.0,,230000000.0,4.624095,,,,12157000000.0,,,364000000.0,,,,12401000000.0,,,,4921000000.0,3536000000.0,,-981000000.0,,,,,,-203000000.0,,,,,,,,,,,-144000000.0,,,1244000000.0,,,-2000000.0,,,,,,,4009000000.0,,-508000000.0,,,,,5774000000.0,243000000.0,243000000.0,258000000.0,,,,348000000.0,,,,,,,,92000000.0,,-148000000.0,305000000.0,,-412000000.0,,,,,915000000.0,-5554000000.0,-109000000.0,,,-8000000.0,,304000000.0,,,,222000000.0,51000000.0,,4.624095,,,,,,151000000.0,,,,,394000000.0,,,6847000000.0,3897000000.0,1198000000.0,,,,,,,8534000000.0,12070000000.0,772000000.0,,,,,,-190000000.0,,,,431000000.0,,,1629000000.0,,,,,,,,,182000000.0,,,,719000000.0,,,,,,,,,0.0,380000000.0,,,,,,,,,,,,,,,,,,,,,,,
820368000,194000000.0,378000000.0,-8956000000.0,2448000000.0,-71000000.0,,,-9161000000.0,,3667000000.0,,,90000000.0,194000000.0,,7000000.0,,-6000000.0,,,14838000000.0,,11821000000.0,,7388000000.0,-638000000.0,,,,12677000000.0,-10000000.0,214000000.0,,4433000000.0,3043000000.0,949000000.0,-1039000000.0,-5656000000.0,4.7775,1214000000.0,,,-548000000.0,,576000000.0,-92000000.0,50500756.0,-131000000.0,,3043000000.0,,,,-239000000.0,,,,349000000.0,2448000000.0,-1117000000.0,11821000000.0,349000000.0,,1624000000.0,-1039000000.0,-49000000.0,2919000000.0,50500756.0,16359000000.0,500000000.0,,,236000000.0,1621000000.0,-48000000.0,-19000000.0,,,243000000.0,,236000000.0,11641000000.0,,,7388000000.0,8598000000.0,2919000000.0,,126000000.0,400000000.0,-496000000.0,90000000.0,-239000000.0,,4433000000.0,724000000.0,,,576000000.0,-5656000000.0,846000000.0,,,51000000.0,,298000000.0,0.0,,1624000000.0,252000000.0,-237000000.0,,,1143000000.0,763000000.0,,,,-11000000.0,298000000.0,,,,-30000000.0,829000000.0,7021000000.0,7021000000.0,1100000000.0,949000000.0,-1139000000.0,12677000000.0,,-306000000.0,1100000000.0,,8598000000.0,11641000000.0,763000000.0,399000000.0,-1201000000.0,-76000000.0,,1621000000.0,994000000.0,,14943000000.0,,194000000.0,,,1143000000.0,696000000.0,,,-478000000.0,621000000.0,5.0025,,,205000000.0,1214000000.0,-1452000000.0,,696000000.0,194000000.0,,93000000.0,-76000000.0,,,,105000000.0,0.0,431000000.0,,,,,,,,,,,,,,,,,,,,,,,
828230400,,,3083000000.0,,,,,2894000000.0,,3735000000.0,2439000000.0,,,248000000.0,,288000000.0,,-39000000.0,-0.772266,,,,11461000000.0,,,378000000.0,,,,12855000000.0,,,,4899000000.0,2804000000.0,,-1078000000.0,,,,,,179000000.0,,,,,,,,,,,48000000.0,,,1296000000.0,,,40000000.0,,,,,,,3370000000.0,,-455000000.0,,,,,5117000000.0,-23000000.0,6000000.0,210000000.0,,,,405000000.0,,,,,,,,70000000.0,,-608000000.0,433000000.0,,-67000000.0,,,,,889000000.0,-5726000000.0,-608000000.0,,,,,230000000.0,,,,374000000.0,54000000.0,,-0.772266,,,,50500756.0,,4000000.0,,,,,10000000.0,,,7129000000.0,3800000000.0,643000000.0,,,,,,,8768000000.0,11572000000.0,750000000.0,,,,,,307000000.0,,,,248000000.0,,,891000000.0,,,,,,,,306000000.0,189000000.0,,,,666000000.0,,,,,50500756.0,,,,0.0,194000000.0,,,,,,,,,,,,,,,,,,,,,,,
836092800,,,3543000000.0,,,,,3360000000.0,,4164000000.0,2748000000.0,,,194000000.0,,-193000000.0,,180000000.0,3.564303,,,,11050000000.0,,,366000000.0,,,,13065000000.0,,,,4982000000.0,2655000000.0,,-898000000.0,,,,,,256000000.0,,,,,,,,,,,455000000.0,,,1416000000.0,,,-9000000.0,,,,,,,3053000000.0,,-612000000.0,,,,,4791000000.0,196000000.0,226000000.0,286000000.0,,,,324000000.0,,,,,,,,50000000.0,,-527000000.0,223000000.0,,-305000000.0,,,,,900000000.0,-5825000000.0,-527000000.0,,,11000000.0,,321000000.0,,,,666000000.0,,,3.564303,,,,,,145000000.0,,,,,371000000.0,,,7240000000.0,4017000000.0,526000000.0,,,,,,,8878000000.0,11533000000.0,738000000.0,,,,,,361000000.0,,,,194000000.0,,,720000000.0,,,,,,,,117000000.0,183000000.0,,,,742000000.0,,,,,,,,,0.0,248000000.0,,,,,,,,,,,,,,,,,,,,,,,
844041600,,,3825000000.0,,,,,3608000000.0,,4488000000.0,2993000000.0,,,244000000.0,,-711000000.0,,325000000.0,6.435547,,,,11403000000.0,,,432000000.0,,,,12052000000.0,,,,4939000000.0,2689000000.0,,-572000000.0,,,,,,361000000.0,,,,,,,,,,,848000000.0,,,1495000000.0,,,-52000000.0,,,,,,,3244000000.0,,-615000000.0,,,,,5144000000.0,340000000.0,347000000.0,284000000.0,,,,972000000.0,,,,,,,,53000000.0,,-163000000.0,198000000.0,,-729000000.0,,,,,2149000000.0,-5335000000.0,-145000000.0,,,-12000000.0,,351000000.0,,,,924000000.0,,,6.435547,,,,,,208000000.0,,,,,555000000.0,,,6717000000.0,3918000000.0,,,,,,,,9593000000.0,12282000000.0,727000000.0,,,,,,195000000.0,,,,244000000.0,,,244000000.0,,,,,,,,63000000.0,216000000.0,,,,823000000.0,,,,,,,,,,194000000.0,,,,,,,,,,,,,,,,,,,,,,,
851990400,229000000.0,600000000.0,-8640000000.0,2523000000.0,-426000000.0,,,-8811000000.0,,3976000000.0,,,165000000.0,229000000.0,,-367000000.0,,66000000.0,,,15239000000.0,,11651000000.0,,6648000000.0,-330000000.0,,,,15372000000.0,-4000000.0,69000000.0,,5003000000.0,2682000000.0,468000000.0,-566000000.0,-5963000000.0,5.04,1151000000.0,,,-617000000.0,,-70000000.0,179000000.0,58933372.0,-84000000.0,,2682000000.0,,,,995000000.0,,,,533000000.0,2523000000.0,39000000.0,11651000000.0,533000000.0,,915000000.0,-566000000.0,-22000000.0,1661000000.0,58933372.0,17066000000.0,194000000.0,,,227000000.0,1879000000.0,19000000.0,20000000.0,,,370000000.0,,227000000.0,12677000000.0,,,6648000000.0,9995000000.0,1661000000.0,,122000000.0,846000000.0,-137000000.0,165000000.0,995000000.0,-437000000.0,5003000000.0,759000000.0,482000000.0,,-70000000.0,-5963000000.0,854000000.0,,,,,369000000.0,1000000.0,,2453000000.0,489000000.0,-15000000.0,,,697000000.0,524000000.0,,,,13000000.0,369000000.0,,,,33000000.0,1882000000.0,9409000000.0,9409000000.0,1189000000.0,468000000.0,18000000.0,15372000000.0,,35000000.0,1189000000.0,,9995000000.0,12677000000.0,524000000.0,295000000.0,-903000000.0,0.0,,1879000000.0,52000000.0,,16362000000.0,,229000000.0,,,697000000.0,994000000.0,-1538000000.0,,-983000000.0,970000000.0,5.16,,-4000000.0,171000000.0,1151000000.0,-1435000000.0,,994000000.0,229000000.0,,85000000.0,0.0,,,,1123000000.0,1000000.0,244000000.0,,,,,,,,,,,,,,,,,,,,,,,
859766400,,,3393000000.0,,,-34000000.0,,3217000000.0,,4121000000.0,2613000000.0,,,455000000.0,,-328000000.0,,86000000.0,1.459275,,,,11764000000.0,,,352000000.0,,,,14706000000.0,,,,5310000000.0,2994000000.0,,-478000000.0,,,,,,399000000.0,,,,,,,,,,,1448000000.0,,,1508000000.0,,,,,,,,,,3095000000.0,,-604000000.0,,,,,5143000000.0,105000000.0,105000000.0,271000000.0,,,,370000000.0,,,,,,,,45000000.0,,-126000000.0,343000000.0,,-308000000.0,,,,,1212000000.0,-6079000000.0,-126000000.0,,,10000000.0,,326000000.0,,,,680000000.0,226000000.0,,1.459275,,,,58933372.0,,65000000.0,,,,,170000000.0,,,8627000000.0,4130000000.0,502000000.0,,,,,,,10356000000.0,13350000000.0,517000000.0,,,,,,372000000.0,,,,455000000.0,,,957000000.0,,,,,,,,,176000000.0,,,,837000000.0,,,,,58933372.0,,,,1000000.0,229000000.0,,,,,,,,,,,,,,,,,,,,,,,
867628800,,,3653000000.0,,,-20000000.0,,3479000000.0,,4382000000.0,2885000000.0,,,77000000.0,,-1195000000.0,,223000000.0,3.783934,,,,11869000000.0,,,348000000.0,,,,15749000000.0,,,,5403000000.0,2624000000.0,,-255000000.0,,,,,,383000000.0,,,,,,,,,,,1914000000.0,,,1497000000.0,,,,,,,,,,3007000000.0,,-594000000.0,,,,,4925000000.0,242000000.0,242000000.0,233000000.0,,,,306000000.0,,,,,,,,45000000.0,,18000000.0,460000000.0,,-1183000000.0,,,,,1194000000.0,-6154000000.0,18000000.0,,,10000000.0,,350000000.0,,,,799000000.0,-378000000.0,,3.783934,,,,,,145000000.0,,,,,387000000.0,,,9595000000.0,4059000000.0,522000000.0,,,,,,,11301000000.0,13925000000.0,512000000.0,,,,,,-384000000.0,,,,77000000.0,,,599000000.0,,,,,,,,,174000000.0,,,,884000000.0,,,,,,,,,1000000.0,455000000.0,,,,,,,,,,,,,,,,,,,,,,,
875577600,,,3830000000.0,,,-72000000.0,,3647000000.0,,4640000000.0,3111000000.0,,,529000000.0,,-213000000.0,,560000000.0,9.502256,,,,12645000000.0,,,366000000.0,,,,16088000000.0,,,,5989000000.0,3224000000.0,,305000000.0,,,,,,156000000.0,,,,,,,,,,,2639000000.0,,,1529000000.0,,,524000000.0,,,,,,,3076000000.0,,-536000000.0,,,,,5151000000.0,579000000.0,579000000.0,181000000.0,,,,302000000.0,,,,,,,,48000000.0,,-253000000.0,469000000.0,,-679000000.0,,,,,1422000000.0,-5855000000.0,-245000000.0,,,-371000000.0,,349000000.0,,,,918000000.0,452000000.0,,9.502256,,,,,,333000000.0,,,,,912000000.0,,,10233000000.0,4454000000.0,594000000.0,,,,,,,12162000000.0,15386000000.0,507000000.0,,,,,,239000000.0,,,,529000000.0,,,1123000000.0,,,,,,,,,183000000.0,,,,1066000000.0,,,,,,,,,1000000.0,77000000.0,,,,,,,,,,,,,,,,,,,,,,,
883526400,295000000.0,963000000.0,-8893000000.0,2545000000.0,-89000000.0,,,-9084000000.0,,4235000000.0,,223000000.0,235000000.0,295000000.0,,-565000000.0,,80000000.0,,,16119000000.0,,13466000000.0,,8218000000.0,-189000000.0,,,,17765000000.0,-2000000.0,194000000.0,,5248000000.0,2948000000.0,550000000.0,309000000.0,-5741000000.0,8.95,1210000000.0,,,-1124000000.0,,-95000000.0,-186000000.0,63991908.0,-250000000.0,,2948000000.0,,,,2337000000.0,,,,949000000.0,2545000000.0,-9000000.0,13466000000.0,949000000.0,,-245000000.0,309000000.0,-10000000.0,2092000000.0,63991908.0,17853000000.0,229000000.0,,,244000000.0,2325000000.0,23000000.0,37000000.0,,,561000000.0,,244000000.0,15803000000.0,,,8218000000.0,12855000000.0,2092000000.0,,148000000.0,877000000.0,161000000.0,235000000.0,2337000000.0,-642000000.0,5248000000.0,724000000.0,,,-95000000.0,-5741000000.0,264000000.0,79000000.0,,849000000.0,,355000000.0,1000000.0,223000000.0,2567000000.0,170000000.0,-234000000.0,,,845000000.0,703000000.0,,,79000000.0,19000000.0,355000000.0,,,,56000000.0,1983000000.0,12024000000.0,12024000000.0,1267000000.0,550000000.0,510000000.0,17765000000.0,,66000000.0,1267000000.0,,12855000000.0,15803000000.0,703000000.0,286000000.0,-448000000.0,,,2325000000.0,-472000000.0,,17378000000.0,,295000000.0,,,845000000.0,1030000000.0,-2812000000.0,,-2301000000.0,1524000000.0,14.83,,,191000000.0,1210000000.0,-200000000.0,,1030000000.0,295000000.0,,499000000.0,,,,,1259000000.0,1000000.0,529000000.0,,,,,,,,,,,,,,,,,,,,,,,
891302400,,,3299000000.0,,,,,3108000000.0,,4055000000.0,2634000000.0,,,216000000.0,,-848000000.0,,35000000.0,0.608619,,,,13801000000.0,,,382000000.0,,,,17343000000.0,,,,5521000000.0,2851000000.0,,344000000.0,,,,,,574000000.0,,,,,,,,,,,3166000000.0,,,1421000000.0,,,-7000000.0,,,,,,,4531000000.0,,-474000000.0,,,,,6875000000.0,61000000.0,61000000.0,178000000.0,,,,344000000.0,,,,,,,,54000000.0,,-57000000.0,457000000.0,,-893000000.0,,,,,1889000000.0,-5714000000.0,-57000000.0,,,11000000.0,,377000000.0,,,,826000000.0,-79000000.0,,0.608619,,,,57507227.0,,34000000.0,,,,,95000000.0,,,11629000000.0,4039000000.0,502000000.0,,,,,,,14217000000.0,17068000000.0,699000000.0,,,,,,-67000000.0,,,,216000000.0,,,718000000.0,,,,,,,,48000000.0,191000000.0,,,,1025000000.0,,,,,57507227.0,,,,1000000.0,295000000.0,,,,,,,,,,,,,,,,,,,,,,,
899164800,,,3705000000.0,,,,,3513000000.0,,4442000000.0,2969000000.0,,,588000000.0,,-310000000.0,,257000000.0,4.469004,,,,14496000000.0,,,384000000.0,,,,17890000000.0,,,,5857000000.0,3348000000.0,,601000000.0,,,,,,487000000.0,,,,,,,,,,,3672000000.0,,,1473000000.0,,,-33000000.0,,,,,,,4635000000.0,,-544000000.0,,,,,7190000000.0,282000000.0,282000000.0,215000000.0,,,,326000000.0,,,,,,,,63000000.0,,-279000000.0,485000000.0,,-687000000.0,,,,,2117000000.0,-5781000000.0,-279000000.0,,,8000000.0,,425000000.0,,,,961000000.0,372000000.0,,4.469004,,,,,,146000000.0,,,,,428000000.0,,,12109000000.0,4253000000.0,439000000.0,,,,,,,14921000000.0,18269000000.0,695000000.0,,,,,,274000000.0,,,,588000000.0,,,1027000000.0,,,,,,,,63000000.0,192000000.0,,,,1119000000.0,,,,,,,,,1000000.0,216000000.0,,,,,,,,,,,,,,,,,,,,,,,
907113600,,,4033000000.0,,,,,3834000000.0,,4783000000.0,3213000000.0,,,447000000.0,,-756000000.0,,400000000.0,6.955648,,,,14782000000.0,,,398000000.0,,,,18621000000.0,,,,5908000000.0,3191000000.0,,1000000000.0,,,,,,443000000.0,,,,,,,,,,,4017000000.0,,,1570000000.0,,,0.0,,,,,,,4767000000.0,,-621000000.0,,,,,7394000000.0,425000000.0,425000000.0,269000000.0,,,,287000000.0,,,,,,,,66000000.0,,-452000000.0,325000000.0,,-810000000.0,,,,,2169000000.0,-5772000000.0,-444000000.0,,,4000000.0,,364000000.0,,,,1067000000.0,-141000000.0,,6.955648,,,,,,222000000.0,,,,,647000000.0,,,12849000000.0,4350000000.0,447000000.0,,,,,,,15709000000.0,18900000000.0,691000000.0,,,,,,257000000.0,,,,447000000.0,,,894000000.0,,,,,,,,-8000000.0,199000000.0,,,,1233000000.0,,,,,,,,,1000000.0,588000000.0,,,,,,,,,,,,,,,,,,,,,,,
915062400,390000000.0,827000000.0,-8763000000.0,2630000000.0,-828000000.0,,,-8974000000.0,,4281000000.0,,304000000.0,282000000.0,390000000.0,,-404000000.0,,130000000.0,,,16083000000.0,,15278000000.0,,9610000000.0,32000000.0,,,,18827000000.0,-2000000.0,307000000.0,,5668000000.0,2908000000.0,425000000.0,1028000000.0,-5773000000.0,6.83,1180000000.0,,,-1427000000.0,,1617000000.0,77000000.0,64594807.0,-462000000.0,,2908000000.0,,,,3281000000.0,,,,821000000.0,2630000000.0,-23000000.0,15278000000.0,821000000.0,,362000000.0,1028000000.0,-10000000.0,2858000000.0,64594807.0,17720000000.0,295000000.0,,,256000000.0,2501000000.0,53000000.0,59000000.0,,,429000000.0,,256000000.0,18559000000.0,,,9610000000.0,15651000000.0,2858000000.0,,172000000.0,1196000000.0,7000000.0,282000000.0,3281000000.0,-442000000.0,5668000000.0,793000000.0,,,1617000000.0,-5773000000.0,-48000000.0,398000000.0,,50000000.0,,384000000.0,1000000.0,304000000.0,3194000000.0,340000000.0,-57000000.0,,,815000000.0,676000000.0,,,398000000.0,28000000.0,384000000.0,,,,87000000.0,2271000000.0,13054000000.0,13054000000.0,1429000000.0,425000000.0,-63000000.0,18827000000.0,,95000000.0,1429000000.0,,15651000000.0,18559000000.0,676000000.0,355000000.0,-593000000.0,-2000000.0,,2501000000.0,-102000000.0,,17561000000.0,,390000000.0,,,815000000.0,1151000000.0,-2832000000.0,,-2318000000.0,1256000000.0,12.71,,,211000000.0,1180000000.0,-781000000.0,,1151000000.0,390000000.0,,74000000.0,-2000000.0,,,,1478000000.0,1000000.0,447000000.0,,,,,,,,,,,,,,,,,,,,,,,
