date,trailingEndCashPosition,annualTaxProvision,annualBasicAverageShares,trailingTaxProvision,quarterlyEbitda,quarterlyStockBasedCompensation,annualCurrentDeferredRevenue,annualCurrentAccruedExpenses,quarterlyOtherNonCashItems,annualTotalRevenue,trailingOperatingIncome,annualCostOfRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingResearchAndDevelopment,annualNetOtherFinancingCharges,annualBasicEPS,quarterlyEndCashPosition,annualCurrentDebt,annualOtherShortTermInvestments,annualDilutedEPS,quarterlyNetIncomeCommonStockholders,annualFreeCashFlow,annualCommonStockIssuance,quarterlyInvestingCashFlow,annualInvestmentsAndAdvances,annualAccumulatedDepreciation,quarterlyDeferredIncomeTax,annualTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyDilutedAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyRetainedEarnings,annualGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,quarterlyOtherShortTermInvestments,annualResearchAndDevelopment,annualOtherNonCurrentAssets,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,quarterlyOperatingIncome,annualCurrentAssets,annualNetOtherInvestingChanges,quarterlyTotalRevenue,trailingNetIncomeContinuousOperations,trailingFreeCashFlow,quarterlyCurrentLiabilities,trailingBeginningCashPosition,trailingCostOfRevenue,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyChangeInWorkingCapital,trailingNetIncome,annualTotalAssets,annualRetainedEarnings,quarterlyOtherCurrentAssets,annualNetIncome,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualDilutedAverageShares,annualAccountsReceivable,annualNetIncomeCommonStockholders,annualBeginningCashPosition,quarterlyCostOfRevenue,annualCashDividendsPaid,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyGrossProfit,annualSellingGeneralAndAdministration,annualTotalNonCurrentAssets,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyBasicAverageShares,trailingNetIncomeCommonStockholders,annualOtherCurrentAssets,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,annualLongTermDebt,quarterlyGoodwill,trailingCommonStockIssuance,quarterlyBasicEPS,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,annualInventory,annualCashFlowFromContinuingFinancingActivities,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetPPE,trailingCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,annualCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualPurchaseOfBusiness,trailingOperatingCashFlow,trailingOtherIncomeExpense,annualCapitalStock,trailingOtherNonCashItems,quarterlyOperatingExpense,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,annualSaleOfInvestment,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPretaxIncome,annualOtherIntangibleAssets,quarterlyResearchAndDevelopment,annualNetPPE,annualGrossProfit,quarterlyCashFlowFromContinuingFinancingActivities,annualEbitda,quarterlyOtherNonCurrentAssets,annualOperatingCashFlow,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOtherCurrentLiabilities,quarterlyOperatingCashFlow,trailingPurchaseOfBusiness,quarterlyPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,quarterlyTotalAssets,annualNonCurrentDeferredRevenue,trailingPretaxIncome,annualChangeInCashSupplementalAsReported,annualGrossPPE,trailingChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,quarterlyDilutedEPS,quarterlyFreeCashFlow,quarterlyChangeInCashSupplementalAsReported,annualOtherNonCurrentLiabilities,annualPretaxIncome,annualInterestExpense,quarterlyTotalNonCurrentAssets,annualGoodwill,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,annualInvestingCashFlow,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualCapitalExpenditure,annualOtherIncomeExpense,annualAccountsPayable,trailingInvestingCashFlow,trailingDeferredIncomeTax,trailingGrossProfit,quarterlyCashAndCashEquivalents,annualRepaymentOfDebt,trailingCapitalExpenditure,trailingTotalRevenue,trailingNetOtherFinancingCharges,annualOperatingIncome,annualOtherCurrentLiabilities,trailingStockBasedCompensation,trailingInterestExpense,annualEndCashPosition,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,annualChangesInAccountReceivables,quarterlyNonCurrentDeferredRevenue,quarterlySaleOfInvestment,trailingBasicEPS,trailingDilutedEPS,quarterlyChangeInAccountPayable,trailingPurchaseOfInvestment,quarterlyChangeInInventory,annualOtherNonCashItems,trailingChangesInAccountReceivables,annualStockBasedCompensation,annualChangeInWorkingCapital,quarterlyCashDividendsPaid,trailingNetOtherInvestingChanges,annualIncomeTaxPayable,quarterlyPurchaseOfInvestment,quarterlyNetOtherInvestingChanges,annualChangeInInventory,trailingChangeInInventory,trailingChangeInAccountPayable,annualDeferredIncomeTax,trailingCashDividendsPaid,trailingSaleOfInvestment,annualDepreciationAndAmortization,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares,annualChangeInAccountPayable
2013-06-30,,204604980.972284,1206100000.0,,,,,,,11339332159.120983,,9335809522.071238,3668196793.122644,,-800000.0,0.454475,,1078876041.50506,36800000.0,0.447174,,520912235.231846,79396223.660075,,461228177.445997,-4240397163.638355,,7958148151.528149,-132874599.596631,,,513155132.92023,-708360331.091379,,,7958148151.528149,1269700758.370826,36800000.0,59866577.84024,194201337.871999,573478010.896447,360385847.394983,,3830639641.530613,-2007720.598301,,,,4289951358.405505,,,8696624291.59404,3830639641.530613,,,11335590498.005968,513155132.92023,22358706.662895,548107723.336102,2892395301.9338,654200000.0,1225714286.0,1467187457.221862,548107723.336102,293948547.596667,,-436405450.048824,1467187457.221862,,,1209834180.530586,7504950856.475355,,461228177.445997,,,22358706.662895,3292114221.050038,,,2892395301.9338,1755477883.132409,,,3292114221.050038,3668196793.122644,,1656004453.489327,-388128895.662411,1656004453.489327,,4456227127.955684,,,4289951358.405505,-4240397163.638355,256623196.473713,360385847.394983,1078876041.50506,,,-202414740.319593,,,3487319419.221187,,,,344141562.554186,0.0,360385847.394983,,344141562.554186,,4456227127.955684,2003522637.049746,,952845943.948091,194201337.871999,1046500000.0,,,82225284.503135,,,,256623196.473713,11335590498.005968,,,32300000.0,8696624291.59404,,-2200000.0,,,,654200000.0,727159896.693649,225686047.254442,7504950856.475355,1755477883.132409,,1996495614.955693,-708360331.091379,,,-537430300.154229,,3487319419.221187,-434123949.368937,194201337.871999,1996495614.955693,,,,360385847.394983,-5858254925.759968,,,,733821878.67892,82225284.503135,,,334467999.671464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,75507936.806824,1205900000.0,,,,,,,10218426949.366373,,8288549532.076751,3697158566.667294,,89253770.689363,0.44062,,520082098.405107,8900000.0,0.433088,,780593895.343363,48769465.418871,,487882953.282995,-2819214039.58047,,6991733669.761048,-125972094.074228,,,588811267.817802,-1276291261.039034,,,6991733669.761048,961549324.947747,8900000.0,71553655.826915,113826802.49308,723539269.776112,509443199.57821,,3325079556.367334,-125407196.791383,,,,3294575103.093754,,,5738038300.035777,3325079556.367334,,,9129964034.872992,588811267.817802,8944206.978364,531756642.250551,2992919954.055021,588600000.0,1227826087.0,1222626019.168848,531756642.250551,345058090.270586,,-467264202.459186,1222626019.168848,,,889995669.120832,5804884478.505658,,487882953.282995,,,8944206.978364,2029111039.975898,,,2992919954.055021,1690172670.269456,,,2029111039.975898,3697158566.667294,,1328450110.15497,-503229329.466925,1328450110.15497,,2918824260.455307,,,3294575103.093754,-2819214039.58047,252038337.695596,509443199.57821,520082098.405107,,,-111378914.267422,,,2716591033.19713,,,,305232831.830079,900000.0,509443199.57821,,305232831.830079,,2918824260.455307,1929877417.289623,,1137420679.006534,113826802.49308,1191300000.0,,,62891897.489973,,,,252038337.695596,9129964034.872992,,,146900000.0,5738038300.035777,,0.0,,,,588600000.0,910331971.303218,227088707.703316,5804884478.505658,1690172670.269456,,1786393507.447229,-1276291261.039034,,,-480068540.870318,,2716591033.19713,-341009659.743537,140094526.145329,1786393507.447229,,,,509443199.57821,-9387463046.302748,,,,968328092.341876,62891897.489973,,,504924021.315457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,187755347.272316,1202600000.0,,,,,,,9599291738.892529,,7669606196.341944,3281424173.045529,,-1498047.983632,0.565279,,1011382128.631134,15885416.6667,0.554311,,678415996.819479,45840268.296799,,457603724.043397,-2657636992.693092,,6951042513.563101,-420152524.454509,,,451511662.24363,-665632654.026523,,,6951042513.563101,1023366512.499578,15885416.6667,62818145.443787,139318462.470662,706978778.372655,703982682.405544,,3408558511.916734,1797657.580267,,,,3669618340.517572,,,5220996832.287656,3408558511.916734,,,8535977280.164905,451511662.24363,13482431.852,679414695.475234,2563759319.056896,11085555.078311,1225691562.0,1191547366.120051,679414695.475234,504542560.861495,,-479475224.603307,1191547366.120051,,,960548367.055792,5127418768.248171,,457603724.043397,,,13482431.852,1464291968.992698,,,2563759319.056896,1553975108.274939,,,1464291968.992698,3281424173.045529,,1212320298.158738,-472684073.744497,1212320298.158738,,2563359839.594563,,,3669618340.517572,-2657636992.693092,229700690.81187,703982682.405544,1011382128.631134,,,-98271947.721241,,,1678412960.775591,,,,288923521.095047,2343750.0,703982682.405544,,288923521.095047,,2563359839.594563,1929685542.550584,,1090978411.490666,139318462.470662,1305078124.9999,,,101967132.747319,,,,229700690.81187,8535977280.164905,,,252213541.6667,5220996832.287656,,0.0,,,,11085555.078311,894734125.644894,196244285.845772,5127418768.248171,1553975108.274939,,2342647436.684103,-665632654.026523,,,-334863659.257467,,1678412960.775591,-322579665.792312,157394908.13895,2342647436.684103,,,,703982682.405544,-5691284029.258541,,,,906319030.051006,101967132.747319,,,696592312.353311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,241854188.03477,1162200000.0,,,,,,,9474348697.431894,,7468316538.214222,4215000597.626206,,-7.5e-05,0.21119,,918140846.884727,16698087.7996,0.208203,,754725854.969307,39722413.419437,,449014116.247573,-2805408018.131852,,7880725696.272665,-351065684.170251,,,139782670.007617,-804705701.727455,,,7880725696.272665,1537207117.796323,16698087.7996,67779510.49295,143704629.813603,275140564.849598,518603762.035577,,3211079450.369881,-182924227.873316,,,,3665725098.646459,,,5511459721.179093,3211079450.369881,,,8730986469.592556,139782670.007617,9050676.475341,245474458.624951,3437748614.540505,9654054.907026,1179016994.0,1186945938.201601,245474458.624951,701427426.836933,,-483004434.565971,1186945938.201601,,,1469427607.303372,5519907019.222675,,449014116.247573,,,9050676.475341,788313920.99994,,,3437748614.540505,1800380677.084117,,,788313920.99994,4215000597.626206,,1251406867.32025,-127614538.301894,1251406867.32025,,2706051703.047241,,,3665725098.646459,-2805408018.131852,212791460.241882,518603762.035577,918140846.884727,,,-500904661.372734,,,1453236952.719778,,,,313555658.333707,3097225.9628,518603762.035577,,313555658.333707,,2706051703.047241,2006032159.217672,,613535301.954402,143704629.813603,1480474010.2343,,,54002369.636019,,,,212791460.241882,8730986469.592556,,,-32992189.6041,5511459721.179093,,0.0,,,,9654054.907026,411202401.195149,202332900.759253,5519907019.222675,1800380677.084117,,2432017331.989127,-804705701.727455,,,-1002613827.320997,,1453236952.719778,-350864558.026406,110116563.783045,2432017331.989127,,,,518603762.035577,-5064557429.442453,,,,468825041.421349,54002369.636019,,,516290811.380724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,214091187.444902,1157200000.0,,,,,,,9092132043.564074,,7182194889.307857,4175327619.258522,,-599415.363861,0.515477,,1120107509.86091,11310452.4181,0.510482,,647568398.048366,23776809.431577,,411498647.263394,-2942629923.55977,,8183817962.253481,-83718345.813712,,,286420641.346018,-880840877.135524,,,8183817962.253481,1067658665.526465,11310452.4181,69032669.400071,92210063.467863,613401722.310577,560952877.976209,,3283297655.331586,0.0,,,,4008490342.994959,,,5705235432.85195,3283297655.331586,,,9074449290.33128,286420641.346018,5594543.395629,596418287.002275,3476709012.724772,10489768.866843,1168344190.0,1114912576.707728,596418287.002275,512899746.309824,,-488623424.075093,1114912576.707728,,,998625996.126395,5791151634.999693,,411498647.263394,,,5594543.395629,821099145.874727,,,3476709012.724772,2031318765.430025,,,821099145.874727,4175327619.258522,,1304227929.114668,-336671629.346279,1304227929.114668,,2762605509.29218,,,4008490342.994959,-2942629923.55977,215190115.61184,560952877.976209,1120107509.86091,,,-335872408.861233,,,1415519381.664233,,,,375633627.994728,0.0,560952877.976209,,375633627.994728,,2762605509.29218,1909937154.256217,,963959807.585452,92210063.467863,1335673426.9371,,,44156931.801478,,,,215190115.61184,9074449290.33128,,,75143005.7202,5705235432.85195,,0.0,,,,10489768.866843,764953906.796714,199005900.788738,5791151634.999693,2031318765.430025,,2575787720.901162,-880840877.135524,,,-631983598.589048,,1415519381.664233,-378830509.935143,109493206.457981,2575787720.901162,,,,560952877.976209,-3741450798.412458,,,,842278488.729751,44156931.801478,,,557156580.67201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,144413757.321678,1157100000.0,,,,,,,9262259090.54536,,7416784454.655109,3239519618.817674,,-99390.060016,0.622199,,1808600923.593991,,0.618233,,561553839.550797,27928606.887387,,435825413.52751,-2983192653.826196,,7907671961.47653,-74244374.892823,,,524878907.374862,-901567235.144274,,,7907671961.47653,882981293.906119,,65100489.363843,97104088.715272,730914501.956953,617013493.085213,,3265758594.683317,-695730.420701,,,,4668152342.658856,,,5665034645.436862,3265758594.683317,,,8991520566.839785,524878907.374862,13815218.353559,719584035.105855,2650534122.679938,21170082.800779,1163937437.0,1028587731.948946,719584035.105855,554298365.163741,,-523586836.593624,1028587731.948946,,,817880804.542276,5725761972.156468,,435825413.52751,,,13815218.353559,1015468244.016161,,,2650534122.679938,2024376744.065746,,,1015468244.016161,3239519618.817674,,1350512136.604716,-713123681.199589,1350512136.604716,,2681841991.610666,,,4668152342.658856,-2983192653.826196,161508847.658415,617013493.085213,1808600923.593991,,,-13119487.932858,,,1392156571.785573,,,,348859110.942188,,617013493.085213,,348859110.942188,,2681841991.610666,1845474635.890252,,1091899200.231029,97104088.715272,,,,36277371.935576,,,,161508847.658415,8991520566.839785,,,-13259369.5035,5665034645.436862,,,,,,21170082.800779,875328259.278631,216570940.952398,5725761972.156468,2024376744.065746,,2590800696.561302,-901567235.144274,,,-228000797.86366,,1392156571.785573,-369830413.622787,116385760.374128,2590800696.561302,,,,617013493.085213,-4631576800.543157,,,,962493341.984133,36277371.935576,,,538793515.788511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,,,,,263800000.0,4500000.0,,,11100000.0,,,,,,,,354200000.0,,,,98200000.0,,,-105800000.0,,,7500000.0,,,1158700000.0,0.0,,,,,,,,,,,,190000000.0,,,2262400000.0,,,,,,,,-520000000.0,,,,,,,,,,,,1868600000.0,,,,393800000.0,,,98400000.0,,1154000000.0,,,,198300000.0,101500000.0,,,,0.09,,,-1389700000.0,,,,-15100000.0,,,21700000.0,,,,,,56300000.0,,,,,,,203800000.0,-2100000.0,,,,121500000.0,,14200000.0,,,154300000.0,,,,1552100000.0,-112800000.0,,-305800000.0,,-800000.0,,,,,,,,,0.08,-418600000.0,-266600000.0,,,,,,86000000.0,,,,,,620800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,,,,,265019245.80467,,,,,,,,,,,,404595272.141584,,,,168868808.152643,,,-8672317.99366,,,,,,,-8183722.820836,475254732.594513,,,,7794995986.832177,,7485112.336139,,,,,168786384.644525,,,2280364577.538196,,,4184177795.889409,,,2618691501.164935,3211412596.687634,,,,,17066056.126369,,3026181016.743141,27046205.907865,,,,,1826650258.094178,,1312988505.252703,,453714319.444018,,,168668808.152643,459386294.44194,,,,991128674.799704,260287882.459409,170658684.54119,,,,,,3610818190.942768,-1807740386.993484,,,1384246774.692565,91248542.832811,2618691501.164935,,59338816.225689,,,162277235.447047,497111260.615997,1478459388.629803,59070531.474025,,,,,,,284927934.799493,-22750572.955799,2356712569.400838,,,205948714.330645,,15940052.340084,,,-389232725.856373,,104791572.705667,,-1540024018.764414,-60255797.211003,13073996.213785,,,-198014.978128,,8850396826.224632,,,,,,,,474089632.785123,,,,,5638984229.536999,,,2467592033.47318,-903203555.224738,,,,354200000.0,1419077497.42993,,,,,,,489626148.279858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,,,,,-34.0,,,,,,,,,,,,,,,,-34.0,,,,,,,,,13001.0,,-34.0,,,,34.0,,,,,,,-34.0,,,0.0,,,34.0,,,,130.0,,,,,,,,,,,,,,,,,,,,-34.0,,13001.0,,,96.0,34.0,-34.0,,,,-0.0026,,0.0,,,,,,,,,,,,130.0,,,,,,,,,34.0,,,,,-34.0,,,,,,,,,,,,,,,,130.0,,,,,,,-0.0026,,,,,,0.0,,,34.0,,,,,,130.0,,,,,,,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,,,,369180788.19533,,,3062800000.0,,,,,5309000000.0,,,,,794200000.0,,,162331225.847357,,,,98900000.0,-3129200000.0,,11490300000.0,,,,323700000.0,-722400000.0,,,11490300000.0,,,,891400000.0,,601600000.0,563713649.355475,4835800000.0,,4915435422.461804,,,4541800000.0,,,7104200000.0,5210100000.0,,,17165000000.0,323700000.0,,,5309000000.0,241000000.0,,1864300000.0,,,,,1864300000.0,378400000.0,,,12329200000.0,163131225.847357,98900000.0,,,,5609000000.0,540412083.540591,164541349.45881,5309000000.0,5156000000.0,,,5606319638.652905,6948500000.0,,1953800000.0,,1953800000.0,,3975000000.0,,,6181300000.0,-3129200000.0,1011700000.0,601600000.0,794200000.0,,,,,,16300000.0,,387872031.200507,,2306800000.0,,601600000.0,276651319.669355,2306800000.0,,3975000000.0,,,,187100000.0,,,,1065800000.0,,,,1011700000.0,17165000000.0,,,,7104200000.0,,,,,,241000000.0,,,11954900000.0,5156000000.0,,2303400000.0,-722400000.0,,,,,16300000.0,,,2303400000.0,,,,601600000.0,,,,,,20900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,,,,339200000.0,6000000.0,,,33100000.0,,,,,,,,480200000.0,,,,66000000.0,,,284100000.0,,,-36600000.0,,,1626100000.0,-58300000.0,252300000.0,,,,11239300000.0,,,,,,,158200000.0,,,3140700000.0,,,3839600000.0,,,4438800000.0,4562200000.0,-348200000.0,,,,,,5454800000.0,214900000.0,,,,,2594000000.0,,1789500000.0,343900000.0,546700000.0,,,66000000.0,103100000.0,1623200000.0,,,5424200000.0,371900000.0,75700000.0,,5117300000.0,,0.04,,7399700000.0,-1805300000.0,,,1874400000.0,-10000000.0,4438800000.0,,21800000.0,,,850800000.0,480200000.0,317800000.0,59700000.0,,,,,,,388500000.0,-500000.0,2123000000.0,,,95200000.0,,25900000.0,,,-306200000.0,,190100000.0,,1718500000.0,-115400000.0,1286000000.0,-89400000.0,,0.0,,16730700000.0,,,,,,,0.04,-204800000.0,-121400000.0,,,,12168500000.0,,184300000.0,1891900000.0,-773500000.0,,,,601600000.0,16200000.0,,,,,,,480200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
