date,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,trailingNetIncome,annualGoodwill,quarterlyTotalAssets,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,annualRetainedEarnings,annualNetIncome,trailingPretaxIncome,annualGainsLossesNotAffectingRetainedEarnings,quarterlyLongTermDebt,annualPurchaseOfInvestment,trailingOperatingIncome,annualCostOfRevenue,annualOtherCurrentAssets,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualOperatingIncome,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,annualPretaxIncome,quarterlyBasicEPS,annualCashDividendsPaid,annualEndCashPosition,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualFreeCashFlow,quarterlyDepreciationAndAmortization,annualNonCurrentDeferredRevenue,trailingTaxProvision,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,annualAccountsPayable,annualOtherNonCashItems,quarterlyCurrentDebt,quarterlyInterestExpense,annualCashAndCashEquivalents,annualDepreciationAndAmortization,quarterlyNetOtherFinancingCharges,annualStockholdersEquity,quarterlyEndCashPosition,annualInvestmentsAndAdvances,quarterlyInvestingCashFlow,quarterlyGrossProfit,annualTaxProvision,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,annualCurrentAccruedExpenses,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherNonCurrentAssets,quarterlyCurrentDeferredRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,annualCurrentAssets,annualChangeInAccountPayable,annualAccountsReceivable,quarterlyOperatingExpense,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualBasicEPS,annualCommonStockIssuance,annualSaleOfInvestment,annualRepurchaseOfCapitalStock,annualOtherIntangibleAssets,annualCurrentLiabilities,annualNetPPE,annualEbitda,annualOtherNonCurrentAssets,annualOperatingCashFlow,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,annualOtherNonCurrentLiabilities,annualOtherCurrentLiabilities,quarterlyChangesInAccountReceivables,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetOtherInvestingChanges,quarterlyDilutedEPS,annualChangeInCashSupplementalAsReported,trailingGrossProfit,annualRepaymentOfDebt,quarterlyCashAndCashEquivalents,trailingOtherIncomeExpense,quarterlySaleOfInvestment,annualBeginningCashPosition,trailingInterestExpense,quarterlyOtherIntangibleAssets,quarterlyRepaymentOfDebt,annualDilutedAverageShares,annualSellingGeneralAndAdministration,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,annualDilutedEPS,annualTotalNonCurrentAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualOtherIncomeExpense,annualGrossPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOperatingIncome,annualPurchaseOfBusiness,quarterlyTotalRevenue,trailingNetIncomeContinuousOperations,annualNetOtherFinancingCharges,quarterlyNonCurrentDeferredRevenue,annualStockBasedCompensation,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,quarterlyBasicAverageShares,annualCashFlowFromContinuingFinancingActivities,annualInvestingCashFlow,annualBasicAverageShares,trailingSellingGeneralAndAdministration,quarterlyAccumulatedDepreciation,annualCapitalExpenditure,annualCurrentDeferredRevenue,annualOperatingExpense,quarterlyCashFlowFromContinuingFinancingActivities,annualNetIncomeContinuousOperations,quarterlyOtherNonCashItems,annualTotalRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOperatingCashFlow,annualDeferredIncomeTax,annualCapitalStock,annualInterestExpense,annualChangesInAccountReceivables,quarterlyCurrentLiabilities,quarterlyGrossPPE,trailingCostOfRevenue,quarterlyCurrentAssets,annualInventory,annualAccumulatedDepreciation,quarterlyDeferredIncomeTax,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyStockBasedCompensation,trailingOperatingExpense,annualGrossProfit,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,trailingInvestingCashFlow,trailingChangeInAccountPayable,trailingOtherNonCashItems,trailingCashDividendsPaid,quarterlyIncomeTaxPayable,trailingChangeInWorkingCapital,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualChangeInInventory,trailingOperatingCashFlow,trailingPurchaseOfBusiness,trailingNetOtherFinancingCharges,annualIncomeTaxPayable,trailingDeferredIncomeTax,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,trailingSaleOfInvestment,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,trailingFreeCashFlow,trailingNetOtherInvestingChanges,trailingRepaymentOfDebt,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyPurchaseOfBusiness,trailingEndCashPosition,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,trailingStockBasedCompensation,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingBeginningCashPosition,quarterlyChangeInInventory,trailingBasicEPS
1970-01-01 00:00:00.315446400,,,,,,,,,769000000.0,,,,,,3000000.0,1016000000.0,,,,1107000000.0,,,8781000000.0,,98200000.0,29000000.0,,,,,,,,,,,247000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,14200000.0,,,,,,0.155,,,,,24600000.0,,98200000.0,,,769000000.0,,3000000.0,,,,,,,,1979000000.0,,,-70000000.0,,,63000000.0,,,20000000.0,,,,,0.15,,,,,,,,,,,,769000000.0,,,,,,,,,19354839.0,313000000.0,,,,,,3000000.0,,98200000.0,,,,,,,,,,6802000000.0,,,,,,,,,,,,872000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.347068800,,,,,,,,,,,,94300000.0,76500000.0,9100000.0,5100000.0,,,,,,74900000.0,900000.0,,,5100000.0,42100000.0,,4100000.0,,,,4700000.0,,,,,,,,,,,,6900000.0,,,17800000.0,,,,,-1000000.0,,,,,,,,,,46100000.0,,22800000.0,,,,,,0.26,,,,,30400000.0,70900000.0,10500000.0,600000.0,,,,5100000.0,1500000.0,25700000.0,,6900000.0,,,,,,,,,,,,,19615385.0,45500000.0,,,,0.26,71500000.0,,,3600000.0,92300000.0,,,,,,,,,,,,2500000.0,,,,19615385.0,,,,,50900000.0,,5100000.0,,130900000.0,,,,,,4500000.0,,,,,,1400000.0,-21400000.0,,,,,,,,,,56000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.378604800,,,,,,,,,,,,141000000.0,97400000.0,13200000.0,7700000.0,,,,,,101200000.0,1200000.0,,,14200000.0,47700000.0,,10900000.0,,,,5700000.0,,,,,,,,,,,,10200000.0,,,43600000.0,,,,,3200000.0,,,,,,,,,,56100000.0,,31200000.0,,,,,,0.265,,,,,41300000.0,108100000.0,21600000.0,1700000.0,,,,6300000.0,2900000.0,35600000.0,,10200000.0,,,,,,,,,,,,,25979381.0,59200000.0,,,,0.2425,109800000.0,,,3000000.0,137700000.0,,,,,,,,,,,,5500000.0,,,,23773585.0,,,,,66600000.0,,7700000.0,,182000000.0,,,,,,6200000.0,,,,,,2000000.0,-29600000.0,,,,,,,,,,80800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.410140800,,,,,,,,,,,,195100000.0,124900000.0,21100000.0,10600000.0,,,,,,124000000.0,2500000.0,,,25100000.0,55800000.0,,21600000.0,,,,7400000.0,,,,,,,,,,,,43700000.0,,,70200000.0,,,,,11000000.0,,,,,,,,,,72000000.0,,70500000.0,,,,,,0.315,,,,,52900000.0,119600000.0,34400000.0,5000000.0,,,,9600000.0,2500000.0,45500000.0,,43700000.0,,,,,,,,,,,,,33391304.0,76100000.0,,,,0.2875,124600000.0,,,2700000.0,159100000.0,,,,,,,,,,,,13700000.0,,,,30476190.0,,,,,85400000.0,,10600000.0,,234500000.0,,,,,,6300000.0,,,,,,2800000.0,-39500000.0,,,,,,,,,,110500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.441676800,,,,,,,,,,,,246600000.0,160000000.0,35500000.0,15700000.0,,,,,,146700000.0,2400000.0,,,30900000.0,73600000.0,,28300000.0,,,,7200000.0,,,,,,,,,,,,55300000.0,,,86600000.0,,,,,12600000.0,,,,,,,,,,100200000.0,,86900000.0,,,,,,0.3625,,,,,59800000.0,145900000.0,41600000.0,13800000.0,,,,15700000.0,2700000.0,52600000.0,,55300000.0,,,,,,,,,,,,,43611111.0,92300000.0,,,,0.36,159700000.0,,,3100000.0,196900000.0,,,,,,,,,,,,23900000.0,,,,43310345.0,,,,,103000000.0,,15700000.0,,280600000.0,,,,,,5700000.0,,,,,,3100000.0,-51000000.0,,,,,,,,,,133900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.449539200,,,,,,,,,,,,,,,,,,,,,,,,,,,-1100000.0,,-0.025,,,,-1100000.0,,,,,,,,,,,,,,,,,,,,,,-1100000.0,,,,,,,,44000000.0,,,,,,,,,,,,,,,,,,,,,,,,,-0.025,,,,,,,,,,,,,,,,,,,,,,,,,71800000.0,,71800000.0,,,,,,,44000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.457401600,,,,,,,,,,,,,,,,,,,,,,,,,,,7600000.0,,0.175,,,,7600000.0,,,,,,,,,,,,,,,,,,,,,,7600000.0,,,,,,,,49032258.0,,,,,,,,,,,,,,,,,,,,,,,,,0.155,,,,,,,,,,,,,,,,,,,,,,,,,91100000.0,,91100000.0,,,,,,,43428571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.465350400,,,,,,,,,,,,,,,,,,,,,,,,,,,12100000.0,,0.2775,,,,12100000.0,,,,,,,,,,,,,,,,,,,,,,12100000.0,,,,,,,,46428571.0,,,,,,,,,,,,,,,,,,,,,,,,,0.2775,,,,,,,,,,,,,,,,,,,,,,,,,104600000.0,,104600000.0,,,,,,,43603604.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.473299200,,,,,139800000.0,226100000.0,,,,,326000000.0,326000000.0,216800000.0,57900000.0,23900000.0,,,101600000.0,,,283300000.0,3700000.0,,,33900000.0,101600000.0,5200000.0,34000000.0,,,,7200000.0,5200000.0,,,,,,4000000.0,,,7200000.0,,61000000.0,,,109200000.0,,,,,10100000.0,3700000.0,,5200000.0,,,216800000.0,34200000.0,30300000.0,,139800000.0,,99900000.0,,,,,,0.5475,,,,,77000000.0,195800000.0,49900000.0,30300000.0,,,109200000.0,23900000.0,4000000.0,69800000.0,,61000000.0,,,,,,61000000.0,,,,,,,49533679.0,28400000.0,,,3700000.0,0.4825,226100000.0,,,5400000.0,258400000.0,61000000.0,,,-233600000.0,,94100000.0,,,,,,34200000.0,,,,43652968.0,,-62600000.0,,,44400000.0,,23900000.0,,361600000.0,,69800000.0,,,,5300000.0,,77000000.0,258400000.0,,99900000.0,3700000.0,-62600000.0,,,195800000.0,,-233600000.0,57900000.0,,,,78300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.481075200,,,,,,,,,,,,,,,,,,,,,,,,,,,1600000.0,,0.035,,,,1600000.0,,,,,,,,,,,,,,,,,,,,,,1600000.0,,,,,,,,49230769.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0325,,,,,,,,,,,,,,,,,,,,,,,,,82900000.0,,82900000.0,,,,,,,45714286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
