,trailingCashDividendsPaid,annualPretaxIncome,annualNetIncome,annualCashDividendsPaid,annualNonCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,quarterlyTotalAssets,quarterlyChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,annualAccountsReceivable,annualLongTermDebt,quarterlyLongTermDebt,trailingPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingInvestingCashFlow,quarterlyTotalNonCurrentAssets,annualGoodwill,annualSaleOfInvestment,annualIncomeTaxPayable,quarterlyAccountsReceivable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,annualStockholdersEquity,annualOtherNonCashItems,quarterlyBasicEPS,quarterlyInvestmentsAndAdvances,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualOperatingIncome,quarterlyNetIncome,annualRetainedEarnings,trailingSaleOfInvestment,annualTotalAssets,quarterlySellingGeneralAndAdministration,trailingCommonStockIssuance,annualDepreciationAndAmortization,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingCashFlow,annualDilutedEPS,trailingTotalRevenue,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,quarterlyOperatingExpense,trailingOtherIncomeExpense,annualNetPPE,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOperatingIncome,annualAccountsPayable,annualChangeInAccountPayable,annualCurrentLiabilities,quarterlyCurrentDebt,annualOtherShortTermInvestments,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,quarterlyOtherIntangibleAssets,quarterlyInterestExpense,annualOtherIntangibleAssets,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,trailingEndCashPosition,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,annualInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,quarterlyDilutedAverageShares,annualOtherNonCurrentLiabilities,annualOtherNonCurrentAssets,annualEbitda,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,annualBasicEPS,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,trailingInterestExpense,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,trailingChangesInAccountReceivables,annualInterestExpense,annualChangesInAccountReceivables,trailingBeginningCashPosition,annualBeginningCashPosition,trailingCapitalExpenditure,annualCurrentAssets,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyDilutedEPS,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyAccountsPayable,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,annualRepaymentOfDebt,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingGrossProfit,annualDilutedAverageShares,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,trailingDeferredIncomeTax,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,quarterlyStockholdersEquity,annualTaxProvision,quarterlyNetOtherInvestingChanges,annualCurrentDebt,quarterlyRepaymentOfDebt,annualInventory,quarterlyAccumulatedDepreciation,trailingCostOfRevenue,trailingResearchAndDevelopment,quarterlyNetPPE,annualCapitalStock,quarterlyTaxProvision,annualCurrentDeferredRevenue,annualCostOfRevenue,annualOtherCurrentAssets,quarterlyBasicAverageShares,annualTotalRevenue,trailingChangeInInventory,quarterlyEbitda,annualResearchAndDevelopment,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,annualGrossProfit,quarterlyStockBasedCompensation,annualFreeCashFlow,trailingTaxProvision,annualStockBasedCompensation,trailingDepreciationAndAmortization,annualBasicAverageShares,annualNetOtherFinancingCharges,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,trailingPurchaseOfBusiness,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,quarterlyRetainedEarnings,annualChangeInWorkingCapital,annualOperatingExpense,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,trailingSellingGeneralAndAdministration,trailingOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyCapitalExpenditure,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyCurrentLiabilities,annualChangeInInventory,quarterlyOperatingIncome,quarterlyTotalRevenue,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,trailingBasicAverageShares,trailingOtherNonCashItems,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingBasicEPS,trailingDilutedAverageShares
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449539200,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24400000.0,24400000.0,,,,,,,,
457401600,,28100000.0,15900000.0,,,0.0,47600000.0,,,,400000.0,400000.0,,,,,,9700000.0,,,,,400000.0,,30700000.0,,,,,4000000.0,0.0,29100000.0,,25900000.0,,47600000.0,,,,,,0.0,,3300000.0,,0.005,,,9800000.0,3300000.0,,,,,,,,8100000.0,0.0,400000.0,,,,16500000.0,,,,,,,,,,,,16900000.0,1600000.0,,,,,0.0,1600000.0,31200000.0,,,0.005,,3300000.0,3300000.0,,,1200000.0,,,,,,0.0,,37900000.0,,11600000.0,,,15900000.0,,45500000.0,-3500000.0,,,,,,,,,,,-1100000.0,,,3180000000.0,,,,,,,,30700000.0,12200000.0,,,,9800000.0,-3500000.0,,,8100000.0,,,,20800000.0,1200000.0,,97500000.0,,-44000000.0,,9700000.0,,76700000.0,,0.0,,,,3180000000.0,,,,,,,,,15900000.0,25900000.0,,47600000.0,,,,,,,,,,,,,37900000.0,11600000.0,16500000.0,,-44000000.0,24400000.0,16900000.0,,,,,,,
465350400,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35100000.0,35100000.0,,,,,,,,
473299200,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35100000.0,35100000.0,,,,,,,,
481075200,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35100000.0,35100000.0,,,,,,,,
488937600,,42800000.0,24100000.0,,,,65100000.0,,,,,,,,,,,13000000.0,,,,,100000.0,,54400000.0,,,,,6000000.0,0.0,40800000.0,,50000000.0,,65100000.0,,,,,,0.0,,18900000.0,,0.005,,,5900000.0,18900000.0,,,,,,,,11200000.0,0.0,100000.0,,,,10600000.0,,,,,,,,,,,,10700000.0,1800000.0,,,,,,1800000.0,44300000.0,,,0.005,,18900000.0,18900000.0,,,2000000.0,,,,,,0.0,,52100000.0,,18200000.0,,,24100000.0,,69100000.0,-7000000.0,,,,,,,,,,,1900000.0,,,7117928640.0,,,,,,,,54400000.0,18700000.0,,,,5900000.0,-7000000.0,,,11200000.0,,,,27000000.0,2000000.0,,140400000.0,,-64500000.0,,13000000.0,,113400000.0,,0.0,,,,7117928640.0,,,,,,,,,24100000.0,50000000.0,,72600000.0,,,,,,,,,,,,,52100000.0,18200000.0,10600000.0,,-64500000.0,35100000.0,10700000.0,,,,,,,
496886400,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,8600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7117928640.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7117928640.0,,,42600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42600000.0,42600000.0,,,,,,,,
504835200,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,8600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7117928640.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7117928640.0,,,42600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42600000.0,42600000.0,,,,,,,,
512611200,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,10600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7110816000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7110816000.0,,,50500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50500000.0,50500000.0,,,,,,,,
