,trailingSaleOfInvestment,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,annualBasicEPS,trailingPurchaseOfBusiness,annualPurchaseOfInvestment,annualPurchaseOfBusiness,annualStockholdersEquity,annualAccountsReceivable,quarterlyLongTermDebt,annualBasicAverageShares,annualDepreciationAndAmortization,trailingPretaxIncome,quarterlyOtherNonCurrentAssets,annualInvestingCashFlow,quarterlyNetPPE,trailingNetIncome,quarterlyInventory,annualRetainedEarnings,annualChangeInInventory,annualStockBasedCompensation,annualGoodwill,quarterlyAccountsReceivable,trailingCashDividendsPaid,quarterlyOtherCurrentLiabilities,annualOperatingCashFlow,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,annualCurrentLiabilities,annualGrossProfit,annualInventory,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,annualNetPPE,trailingGrossProfit,annualOperatingIncome,trailingRepaymentOfDebt,trailingResearchAndDevelopment,annualOtherNonCurrentLiabilities,annualCapitalStock,annualTotalRevenue,annualRepaymentOfDebt,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,annualNetOtherInvestingChanges,trailingEndCashPosition,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,trailingChangeInCashSupplementalAsReported,annualEndCashPosition,trailingPurchaseOfInvestment,annualNonCurrentDeferredRevenue,trailingTotalRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingIncome,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,annualPretaxIncome,quarterlyCapitalStock,annualAccountsPayable,annualGrossPPE,trailingInvestingCashFlow,quarterlyCurrentDebt,annualSellingGeneralAndAdministration,annualOtherNonCurrentAssets,quarterlyGrossPPE,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,trailingOperatingExpense,quarterlyAccountsPayable,annualBeginningCashPosition,annualNetIncomeContinuousOperations,trailingNetOtherFinancingCharges,trailingInterestExpense,annualCapitalExpenditure,annualCashAndCashEquivalents,annualNetOtherFinancingCharges,trailingBeginningCashPosition,annualInterestExpense,annualCurrentAssets,trailingNetIncomeContinuousOperations,annualResearchAndDevelopment,annualEbitda,annualNetIncomeCommonStockholders,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,annualCommonStockIssuance,annualOtherShortTermInvestments,annualFreeCashFlow,annualOtherIntangibleAssets,trailingFreeCashFlow,annualTotalNonCurrentAssets,annualDilutedAverageShares,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyStockholdersEquity,trailingOperatingCashFlow,trailingCostOfRevenue,annualCostOfRevenue,trailingNetIncomeCommonStockholders,quarterlyNonCurrentDeferredTaxesLiabilities,annualTotalLiabilitiesNetMinorityInterest,trailingCommonStockIssuance,quarterlyAccumulatedDepreciation,quarterlyGoodwill,annualTaxProvision,annualDilutedEPS,annualTotalAssets,annualCurrentDebt,annualCashDividendsPaid,annualNetIncome,annualLongTermDebt,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualOtherCurrentAssets,annualOtherNonCashItems,trailingTaxProvision,annualCurrentDeferredRevenue,quarterlyOperatingIncome,annualChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,trailingChangesInAccountReceivables,quarterlyBasicEPS,quarterlyCurrentAccruedExpenses,quarterlyPurchaseOfBusiness,trailingOtherIncomeExpense,trailingChangeInAccountPayable,quarterlyNetIncomeContinuousOperations,trailingCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,annualDeferredIncomeTax,quarterlyChangeInInventory,quarterlyCommonStockIssuance,trailingOtherNonCashItems,annualInvestmentsAndAdvances,quarterlyDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,trailingRepurchaseOfCapitalStock,quarterlyCapitalExpenditure,annualIncomeTaxPayable,quarterlyStockBasedCompensation,trailingStockBasedCompensation,quarterlyCashDividendsPaid,quarterlySellingGeneralAndAdministration,trailingDilutedEPS,annualCashFlowFromContinuingFinancingActivities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,trailingBasicEPS,quarterlyBasicAverageShares,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyDilutedEPS,quarterlyTotalRevenue,quarterlyEbitda,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,annualChangesInAccountReceivables,trailingDilutedAverageShares,trailingDepreciationAndAmortization,trailingChangeInInventory,quarterlyNetIncome,quarterlyGrossProfit,annualOtherIncomeExpense,quarterlyPretaxIncome,trailingDeferredIncomeTax,quarterlyCostOfRevenue,annualCurrentAccruedExpenses,quarterlyChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyRepaymentOfDebt,quarterlyDeferredIncomeTax,trailingNetOtherInvestingChanges,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,quarterlyEndCashPosition,trailingBasicAverageShares,quarterlySaleOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyBeginningCashPosition,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyOtherNonCashItems,quarterlyOperatingExpense
1230681600,,,24722804.208473,0.021572,,,,316368774.247492,57769897.575251,,830974000.0,31008725.543478,,-1267926.421405,-3412835.284281,143902604.793757,,72603756.201226,,-8419383.639911,431447.185061,124183707.427536,57769897.575251,,0.0,61346506.688963,-5306800.376254,,106126321.976031,139369767.837235,72603756.201226,137113915.412486,69300983.974359,143902604.793757,,48236675.794314,,,,73167279.055184,390532784.350613,0.0,0.0,54500584.517837,0.0,,346991838.837793,619629478.609253,,130106860.925307,,,,137113915.412486,,,137113915.412486,47023340.649387,73167279.055184,17742164.855072,143902604.793757,,16016376.114827,95518884.754738,-1267926.421405,143902604.793757,91133092.042921,,130849126.184504,,,,17742164.855072,72521869.286511,42675409.62932,,,-4632333.960424,137113915.412486,0.0,,,272637639.77146,,,79245401.337793,17900655.657748,24722804.208473,,0.0,,56714172.72854,69300983.974359,,346991838.837793,830974000.0,272637639.77146,106126321.976031,24722804.208473,,316368774.247492,,,251163016.513378,,24722804.208473,130849126.184504,,,124183707.427536,4347931.020067,0.0,619629478.609253,16016376.114827,-3658496.028428,17900655.657748,,2535852.842809,,2535852.842809,-6163.531215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,,,,,,,,,,,,,-3183808.269658,,317445605.322918,,98262618.572796,,,,,133725236.043694,,0.0,,,,,,,,130262007.170082,,,,,,,,,,,,,,621366195.670855,1012396379.664682,,,,,,136336981.310304,,,136336981.310304,,143536689.490417,,,,93892374.552596,,,317445605.322918,,,266629839.335713,,,,47081049.586724,,,,,,,,,,,,,,,,,,,,,,,,391030183.993827,213157373.978421,53472465.357291,,590768317.358385,,,,,44891520.311577,,,,161657600.455985,,,,,,,,6367616.539316,8580945.045715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,,,48654508.942479,0.024829,,-12392323.942118,-59114246.664139,604088593.195205,140616558.209286,,1561958000.0,45935681.49429,,0.0,-93000979.444548,311842816.892582,,101287768.285984,,-1089996.237325,0.0,163937018.902351,140616558.209286,,5531862.971817,150697702.730583,32798497.44169,,236122415.921353,284117468.335758,101287768.285984,205580510.043687,118972472.989457,311842816.892582,,84334716.953445,,,6713425.936672,143373244.977512,590055111.751978,-194559926.115908,5531862.971817,55523774.405812,0.0,,611637565.520585,1059122402.059543,,186181570.546942,,,,205580510.043687,,,205580510.043687,79649846.211277,143373244.977512,149118176.680696,457617927.569141,,73994720.337016,211394116.792519,0.0,457617927.569141,199782751.382313,,291490350.800503,,,,149118176.680696,130098710.833617,60069534.158079,,,-22846778.967959,205580510.043687,0.0,,,447484836.538957,,,130270398.447735,38787313.601853,55367934.879151,-145775110.676559,61631451.221902,,127850923.762624,118972472.989457,,611637565.520585,1561958000.0,447484836.538957,236122415.921353,55367934.879151,,604088593.195205,,,305937643.416221,,48654508.942479,291490350.800503,,-145775110.676559,163937018.902351,19580312.053198,0.024829,1059122402.059543,73994720.337016,-10036241.606835,38787313.601853,,0.0,6713425.936672,0.0,3332500.612499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,,,,,,,,,,,,,0.0,,283780198.462831,,139910062.466766,,,,,,,3858622.882346,,,8421278.271558,,,,,108909018.652048,,,,,,,,,,,,,,621550507.169518,1092736287.788958,,,,,,176428797.071312,,,168007518.799754,,155972498.517803,,,,46116315.636022,,,,,,282299543.762057,,,,165744994.457816,,,,,,,,,,,,,,,,,,,,,,,,471185780.61944,225572889.774126,56726653.987932,,735443726.140354,,,,,48298379.120032,,,,164340427.742257,,,,,,,,0.0,8428274.8679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,,,49694943.977098,0.030084,,-59141858.059725,-114310643.18727,712169488.08063,,,1727868000.0,46202525.942763,,0.0,-276530818.984647,405028451.683283,,144003014.279088,,-45962198.493841,,164119785.313856,,,4293509.530742,61893692.572382,-51056799.520989,26421531.556489,416813871.15542,446484084.397337,144003014.279088,180577954.440034,98154161.709739,405028451.683283,,101466760.26988,,,8173689.938338,151986658.043278,800390967.459921,-90047797.546099,4293509.530742,-84100971.522773,-89716282.022586,,686436554.321053,1198378336.224785,,102277226.241245,,,,180577954.440034,,,154156422.883546,98201886.309525,151986658.043278,307901221.093938,543635177.286575,,93143078.732215,364091823.9919,0.0,543635177.286575,345017324.127457,,474682505.070856,,,,307901221.093938,180213202.14167,73358675.445956,,,-64135044.312328,154156422.883546,0.0,,,511941781.903733,,,147669286.212643,51921807.89211,57868633.915436,-138606725.603292,112280643.246376,26421531.556489,-2241351.739947,98154161.709739,,686436554.321053,1727868000.0,511941781.903733,416813871.15542,57868633.915436,,712169488.08063,,,353906883.062584,,49694943.977098,474682505.070856,,-138606725.603292,164119785.313856,24843210.863568,0.030084,1198378336.224785,93143078.732215,0.0,51921807.89211,,0.0,8173689.938338,0.0,1352481.068934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,,,,,,,,,,,,,0.0,,419764281.124632,,190562656.072268,,,,,,,2745258.215649,,,18498484.342273,,,,,87212247.596407,,,,,,,,,,,,,,700711778.782077,1198969493.781884,,,,,,100036477.752792,,,81537993.410519,,148271379.599337,,,,200940929.332699,,,,,,447018160.460544,,,,185328208.547821,,,,,,,,,,,,,,,,,,,,,,,,498257714.999807,394356093.260174,52662067.20037,-13161775.533596,739671665.28829,,,,,43858451.438558,,,,163773525.174439,,,,,,,,0.0,8803615.761812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,,192888808.478308,42163571.217018,0.032697,,-167098756.068352,-5319714.256281,767840417.476853,,,1783411000.0,46217496.169051,,0.0,-197930923.16211,437417612.063304,,189330192.38446,,-47146604.942246,,168861472.887183,,,2614130.08486,-44261349.910504,-148930956.642672,,483046726.631212,443840440.655704,189330192.38446,38259371.98192,82264974.181336,437417612.063304,,82668019.62476,,,7678096.630053,144336400.453275,822224844.508544,-233771213.155285,2614130.08486,-65964294.912242,-68846312.631186,,739109266.389379,1313335717.32104,,34278286.567856,,,,38259371.98192,,,38259371.98192,76445095.097673,144336400.453275,194884611.818638,592263948.517197,,275632904.953835,371637843.980581,0.0,592263948.517197,361172421.030944,,532888394.478283,,,,194884611.818638,97129095.896056,59653962.939593,,,-84841875.169012,38259371.98192,0.0,,,574226450.931661,,,128885515.793811,58329902.004971,49841667.847071,-154846336.453893,0.0,,-129103225.079516,82264974.181336,,739109266.389379,1783411000.0,574226450.931661,483046726.631212,49841667.847071,,767840417.476853,,,378384403.85284,,42163571.217018,532888394.478283,,-154846336.453893,168861472.887183,16791132.15808,0.032697,1313335717.32104,275632904.953835,,58329902.004971,,65888218.061475,7678096.630053,65888218.061475,5047779.981199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,,,,,,,,,,,,,61635742.986769,,440766306.687461,,181298242.745101,,,,,,,1354190.054843,,,89498757.016453,,,,,78408506.421947,,,,,,,,,,,,,,771817791.984327,1453142715.294739,,,,,,232396566.207603,,,142897809.19115,,146279593.319628,,,,407308543.800066,,,440766306.687461,,,674503119.13953,,,,202048273.034265,,,,,,,,,,,,,,,,,,,,,,,,681324923.310412,619729371.306494,54773747.833036,,764616224.036708,,,,,44936799.724175,,,,170203891.029896,,,,,,,,0.0,9836948.108861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,,0.0,44502227.428231,0.093483,,-83054881.705741,0.0,822933299.009022,160561176.514524,,1783410807.0,37596889.853379,,0.0,-180419658.395189,447983775.168538,,159922658.242969,,28440231.86583,,167993110.494921,160561176.514524,,3057318.886627,183648483.450594,-32542691.63074,76245362.131286,644735974.068427,558182527.558263,159922658.242969,122181638.792354,73179991.311852,447983775.168538,,212298065.569393,,,14282518.412165,143598974.864357,1021100222.503012,-416664977.324386,3057318.886627,11838756.805393,0.0,,734584271.483009,1543410584.215048,,45936276.661068,,14282518.412165,,122181638.792354,,,45936276.661068,214168529.560342,143598974.864357,81628079.212429,637282299.869452,,411537506.513208,233225038.93348,0.0,637282299.869452,345884461.98887,,703520719.908823,,14282518.412165,,81628079.212429,34103156.208639,171227571.903291,,,-99217526.428223,45936276.661068,0.0,,19188561.071164,808826312.732039,,34512194.395209,270953980.484885,166782904.994105,58784745.840396,-189298524.700914,,76245362.131286,84430957.022371,73179991.311852,,734584271.483009,1783410807.0,808826312.732039,644735974.068427,58784745.840396,,822933299.009022,,,462917694.944749,,44502227.428231,703520719.908823,,-189298524.700914,167993110.494921,42940957.657051,0.093483,1543410584.215048,411537506.513208,-107699432.446588,166782904.994105,,0.0,14282518.412165,0.0,-867193.16326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,,,,,,,,,,,,,0.0,,470303741.903503,,203636720.910175,,,,,296160792.307345,,2226019.978728,,,0.0,,,,,69272056.924614,,,,,,,,,,,,,,747785357.638186,2274459953.645535,,,,,,635242206.175267,,,635242206.175267,,159613023.401553,,,,381512485.872305,,,470303741.903503,,,767124154.55442,,13358504.042286,,93157465.87166,,,,,,,,,,,,,,,,,,,,,,,,1526674596.007348,707281489.64966,59842664.90476,,1439068272.424662,,,,,46484160.862475,,,,168483724.937635,,,,,,,,0.0,13358504.042286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,,9733000.0,269600000.0,0.0968,,-5000000.0,-1429817000.0,2759853000.0,398844000.0,668270000.0,2050558000.0,68281000.0,,0.0,-1431990000.0,882124000.0,,405504000.0,288132000.0,-64383000.0,,1191052000.0,398844000.0,,34530000.0,84859000.0,-189059000.0,6164000.0,1264388000.0,825779000.0,405504000.0,351575000.0,997351000.0,882124000.0,,256232000.0,,,29449000.0,235087000.0,1394613000.0,-577301000.0,34530000.0,301815000.0,83386000.0,,3288320000.0,5066470000.0,,345411000.0,,29449000.0,,351575000.0,,,345411000.0,237575000.0,235087000.0,152364000.0,1119190000.0,,583626000.0,404629000.0,0.0,1119190000.0,569547000.0,,2231707000.0,,29449000.0,,152364000.0,46258000.0,199357000.0,,,-10687000.0,345411000.0,5000000.0,,35182000.0,1778150000.0,,45947000.0,341038000.0,198463000.0,967319000.0,-237066000.0,1016335000.0,6164000.0,74172000.0,997351000.0,,3288320000.0,2050558000.0,1778150000.0,1264388000.0,967319000.0,288132000.0,2759853000.0,,,568834000.0,,269600000.0,2231707000.0,,-237066000.0,1191052000.0,38218000.0,0.0968,5066470000.0,583626000.0,0.0,198463000.0,668270000.0,4239000.0,29449000.0,4239000.0,27434000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,,,,,,,,,674688000.0,,,,0.0,,1097884000.0,,386120000.0,,,,,1011006000.0,,33041000.0,,,5802000.0,,,,,972375000.0,,,,,,,,,,,,,,3365463000.0,5194256000.0,,,,,,345528000.0,,,339726000.0,,2542246000.0,,,,473435000.0,,,1097884000.0,,,2174876000.0,,27746000.0,,129389000.0,,,,,,,,,,,,,,,,,,,,,,,,1828793000.0,1210800000.0,964076000.0,476922000.0,2944212000.0,,,,,261642000.0,,,,1191052000.0,,,,,,,,0.0,27746000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,,13934000.0,245022000.0,0.163,,-5000000.0,0.0,3183756000.0,544490000.0,670565000.0,2533899186.0,119098000.0,,0.0,-81222000.0,1033663000.0,,417695000.0,653512000.0,-12191000.0,,1191052000.0,544490000.0,,44337000.0,324999000.0,-252000000.0,662000.0,1133841000.0,1654323000.0,417695000.0,440078000.0,948005000.0,1033663000.0,,546201000.0,,,25302000.0,0.0,2690173000.0,-821884000.0,44337000.0,94093000.0,3934000.0,,3237374000.0,5331852000.0,,439416000.0,,25302000.0,,440078000.0,,,439416000.0,481173000.0,0.0,133143000.0,1333662000.0,,501648000.0,903493000.0,0.0,1333662000.0,1108122000.0,,2074730000.0,,25302000.0,,133143000.0,345411000.0,411546000.0,,,-106422000.0,439416000.0,-5000000.0,,64217000.0,2094478000.0,,67875000.0,664488000.0,413090000.0,940889000.0,-299999000.0,0.0,662000.0,218577000.0,948005000.0,,3237374000.0,2533899186.0,2094478000.0,1133841000.0,940889000.0,653512000.0,3183756000.0,,,1035850000.0,,245022000.0,2074730000.0,,-299999000.0,1191052000.0,69627000.0,0.163,5331852000.0,501648000.0,,413090000.0,670565000.0,305000.0,25302000.0,305000.0,62523000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,,,,,,,,,680425000.0,,,,0.0,,999166000.0,,360855000.0,,,,,703345000.0,,44906000.0,,,500694000.0,,,,,900817000.0,,,,,,,,,,,,,,3642667000.0,12386936000.0,,,,,,6759209000.0,,,6258515000.0,,9075883000.0,,,,717540000.0,,,999166000.0,,,2380167000.0,,65095000.0,,149508000.0,,,,,,,,,,,,,,,,,,,,,,,,8744269000.0,1398649000.0,981518000.0,888104000.0,9940729000.0,,,,,235998000.0,,,,1097065000.0,,,,,,,,15110000.0,65095000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,,866486000.0,901497000.0,0.1686,,-500000000.0,-7451568000.0,11129468000.0,2091451000.0,850300000.0,3686873000.0,168403000.0,,0.0,-7157901000.0,1976920000.0,,1235861000.0,80961000.0,-56214000.0,,5389508000.0,2091451000.0,,81880000.0,518701000.0,-195397000.0,100594000.0,4490989000.0,2193953000.0,1235861000.0,2202450000.0,3638341000.0,1976920000.0,,646158000.0,,,148663000.0,9809935000.0,3709406000.0,-2184330000.0,81880000.0,1690466000.0,-35725000.0,,11356642000.0,18229210000.0,,2101856000.0,,148663000.0,,2202450000.0,,,2101856000.0,769370000.0,9809935000.0,508688000.0,2339436000.0,,1600059000.0,1195636000.0,0.0,2339436000.0,1547795000.0,,6391449000.0,,148663000.0,,508688000.0,439416000.0,651042000.0,,,-237690000.0,2101856000.0,-14217000.0,,70180000.0,6872568000.0,,112324000.0,1007953000.0,621692000.0,1900460000.0,-362516000.0,7199974000.0,100594000.0,281011000.0,3638341000.0,,11356642000.0,3686873000.0,6872568000.0,4490989000.0,1900460000.0,80961000.0,11129468000.0,,,1515453000.0,,901497000.0,6391449000.0,,-362516000.0,5389508000.0,118328000.0,0.1686,18229210000.0,1600059000.0,,621692000.0,850300000.0,36030000.0,148663000.0,36030000.0,-24808000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,,,,,,,,,0.0,,,,142372000.0,,2138776000.0,,1352907000.0,,,,,3147639000.0,,88797000.0,,,620000.0,,,,,6621310000.0,,,,,,,,,,,,,,12425219000.0,19145808000.0,,,,,,1935290000.0,,,1934670000.0,,9809935000.0,,,,2739649000.0,,,2138776000.0,,,6636623000.0,,82383000.0,,746767000.0,,,,,,,,,,,,,,,,,,,,,,,,6720589000.0,4884757000.0,1751866000.0,1576939000.0,11447554000.0,,,,,1669483000.0,,,,3317176000.0,,,,,,,,49620000.0,82383000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,,400000000.0,1722917000.0,0.2173,,-1350000000.0,-1354730000.0,11588327000.0,1758510000.0,2908551000.0,4450435000.0,336760000.0,,0.0,-2500259000.0,2353280000.0,,1894169000.0,1796361000.0,-600092000.0,,3456353000.0,1758510000.0,,279820000.0,1464640000.0,-46664000.0,1050591000.0,3506824000.0,3787680000.0,1894169000.0,3197929000.0,6763921000.0,2353280000.0,,1369323000.0,,,142630000.0,9809935000.0,6532867000.0,-1758074000.0,279820000.0,92312000.0,-20263000.0,,12966376000.0,21036784000.0,,2147338000.0,,142630000.0,,3197929000.0,,,2147338000.0,1303804000.0,9809935000.0,852330000.0,2854140000.0,,1001392000.0,2298418000.0,0.0,2854140000.0,2418357000.0,,8280922000.0,-162219000.0,142630000.0,,852330000.0,2101856000.0,1086540000.0,,,-223137000.0,2147338000.0,-226018000.0,,73423000.0,8070408000.0,,186832000.0,1713987000.0,966927000.0,4774098000.0,-500860000.0,0.0,1050591000.0,1241503000.0,6763921000.0,,12966376000.0,4450435000.0,8070408000.0,3506824000.0,4774098000.0,1796361000.0,11588327000.0,,,2745187000.0,,1722917000.0,8280922000.0,,-500860000.0,3456353000.0,217264000.0,0.2173,21036784000.0,1001392000.0,-245148000.0,966927000.0,2908551000.0,1050000000.0,142630000.0,1050000000.0,56477000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,,,,,,,,4883926000.0,,,,0.0,,2432080000.0,,2574918000.0,,,,,2934121000.0,,269604000.0,,,925000.0,,,,,6687186000.0,,,,,,,,,,,,,,13087983000.0,23119304000.0,,,,,,3363669000.0,,,3362744000.0,,9809935000.0,,,,573795000.0,,,2432080000.0,,,9855370000.0,,132307000.0,,1145865000.0,,,,,,,,,,,,,,,,,,,,,,,,10031321000.0,3129331000.0,6726039000.0,2257967000.0,12049933000.0,,,,,1709806000.0,,,,3532494000.0,,,,,,,,50553000.0,132307000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,,1050000000.0,1714698000.0,0.2641,,0.0,-108457000.0,12436778000.0,1758258000.0,4514958000.0,4431505000.0,423389000.0,,,392959000.0,2733384000.0,,3551829000.0,,-1622566000.0,,3486372000.0,1758258000.0,,531442000.0,1235594000.0,-573755000.0,691000.0,4694887000.0,4651582000.0,3551829000.0,4531168000.0,6703786000.0,2733384000.0,,1725657000.0,,,145507000.0,9809935000.0,8337795000.0,-2169913000.0,531442000.0,2414145000.0,44972000.0,,13501257000.0,24885307000.0,,4530477000.0,,145507000.0,,4531168000.0,,,4530477000.0,1567237000.0,9809935000.0,1782943000.0,3434401000.0,,638697000.0,2786616000.0,,3434401000.0,2925925000.0,,11070050000.0,0.0,145507000.0,,1782943000.0,2147338000.0,1311433000.0,,,-627543000.0,4530477000.0,55875000.0,,221068000.0,11384050000.0,,202160000.0,2211694000.0,1170434000.0,6375163000.0,-701017000.0,,691000.0,608051000.0,6703786000.0,,13501257000.0,4431505000.0,11384050000.0,4694887000.0,6375163000.0,,12436778000.0,,,3686213000.0,,1714698000.0,11070050000.0,,-701017000.0,3486372000.0,255804000.0,0.2641,24885307000.0,638697000.0,-316083000.0,1170434000.0,4514958000.0,,145507000.0,,132520000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,,,,,,,,4544543000.0,,,,,,3848044000.0,,4103649000.0,,,,,4071292000.0,,634659000.0,,,1137620000.0,,,,,6671180000.0,,,,,,,,,,,,,,14654120000.0,28447511000.0,,,,,,4144573000.0,,,3006953000.0,,11982474000.0,,,,624649000.0,,,3848044000.0,,,11640404000.0,,143348000.0,,1955799000.0,,,,,,,,,,,,,,,,,,,,,,,,13793391000.0,5199210000.0,6441194000.0,,15140729000.0,,,,,1753303000.0,,,,3545622000.0,,,,,,,,,143348000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,,2718100000.0,1736898000.0,0.2984,,-2711100000.0,-408480000.0,15551433000.0,2483467000.0,2224609000.0,4822229000.0,529172000.0,,,-1546046000.0,5113158000.0,,4482732000.0,,-640213000.0,,3568984000.0,2483467000.0,,561995000.0,1190491000.0,-1037933000.0,67895000.0,8632754000.0,6193573000.0,4482732000.0,6043720000.0,6612833000.0,5113158000.0,,1973098000.0,,,182558000.0,11982474000.0,11258941000.0,-1470849000.0,561995000.0,1416687000.0,-23248000.0,,15801696000.0,30287390000.0,,5975825000.0,,182558000.0,,6043720000.0,,,5975825000.0,1856697000.0,11982474000.0,1889191000.0,6110312000.0,,3908899000.0,3417195000.0,,6110312000.0,4220475000.0,,12776819000.0,,182558000.0,,1889191000.0,4530477000.0,1567028000.0,,,-1262737000.0,5975825000.0,-9864000.0,,292300000.0,14485694000.0,,346539000.0,2678169000.0,1439018000.0,4144065000.0,-997154000.0,2175026000.0,67895000.0,-72246000.0,6612833000.0,,15801696000.0,4822229000.0,14485694000.0,8632754000.0,4144065000.0,,15551433000.0,,,5065368000.0,,1736898000.0,12776819000.0,,-997154000.0,3568984000.0,289669000.0,0.2984,30287390000.0,3908899000.0,-479669000.0,1439018000.0,2224609000.0,,182558000.0,,220545000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
