date,annualCurrentDebt,trailingEndCashPosition,annualTaxProvision,trailingTaxProvision,annualNetOtherFinancingCharges,trailingTotalRevenue,trailingCostOfRevenue,trailingOperatingIncome,annualEndCashPosition,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,annualOperatingIncome,trailingNetIncomeContinuousOperations,annualOtherCurrentAssets,annualResearchAndDevelopment,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualRepurchaseOfCapitalStock,quarterlyCurrentAssets,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyCurrentLiabilities,annualFreeCashFlow,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualCostOfRevenue,annualBeginningCashPosition,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualNetIncomeContinuousOperations,quarterlyOtherCurrentAssets,annualNetIncome,trailingPretaxIncome,annualLongTermDebt,annualCashDividendsPaid,quarterlyAccountsReceivable,annualTotalAssets,annualDilutedAverageShares,annualNetIncomeCommonStockholders,annualEbitda,annualCurrentAssets,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,annualOtherNonCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingSaleOfInvestment,annualOtherIntangibleAssets,annualStockholdersEquity,annualOtherShortTermInvestments,trailingRepurchaseOfCapitalStock,annualSaleOfInvestment,annualCommonStockIssuance,annualDepreciationAndAmortization,trailingCommonStockIssuance,quarterlyGoodwill,annualDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyStockholdersEquity,quarterlyLongTermDebt,annualRetainedEarnings,trailingNetIncomeCommonStockholders,annualInventory,quarterlyNetPPE,quarterlyInventory,annualChangeInInventory,annualStockBasedCompensation,trailingStockBasedCompensation,quarterlyCurrentDebt,trailingDepreciationAndAmortization,trailingChangeInInventory,annualCurrentLiabilities,annualGrossProfit,annualNetPPE,annualOtherNonCashItems,annualTotalNonCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,trailingOtherNonCashItems,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,annualNonCurrentDeferredTaxesLiabilities,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,annualBasicEPS,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,trailingCashDividendsPaid,trailingInterestExpense,trailingPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,annualInterestExpense,trailingBeginningCashPosition,annualPretaxIncome,quarterlyTotalAssets,trailingNetIncome,annualGoodwill,annualGrossPPE,trailingInvestingCashFlow,trailingCapitalExpenditure,trailingOperatingExpense,annualChangeInWorkingCapital,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,quarterlyAccountsPayable,annualAccumulatedDepreciation,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,annualBasicAverageShares,annualTotalRevenue,quarterlyDilutedEPS,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualInvestingCashFlow,annualCapitalStock,trailingResearchAndDevelopment,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,trailingGrossProfit,annualPurchaseOfInvestment,annualRepaymentOfDebt,quarterlyDepreciationAndAmortization,trailingNetOtherInvestingChanges,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,quarterlyNetIncome,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,annualChangesInAccountReceivables,quarterlyDilutedAverageShares,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,trailingBasicEPS,quarterlyCashDividendsPaid,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,trailingChangesInAccountReceivables,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyPretaxIncome,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,trailingPurchaseOfBusiness,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,trailingDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,annualIncomeTaxPayable,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,trailingOtherIncomeExpense,quarterlyEbitda,quarterlyChangeInInventory,trailingDilutedAverageShares
1970-01-01 00:00:01.230681600,763475989.925265,,-5183301.333664,,0.0,,,,274732518.890128,531552577.52178,487452129.526405,177749778.066807,,87730707.295925,57139797.266609,1915026554.564598,,,0.0,,,,,53423835.624923,1532242.247822,308762103.100871,2375276384.243776,370958493.331682,,881173097.568025,24752647.714604,,22555509.104422,,370409466.740988,-8716813.245799,,2811460913.951856,1501256824.0,22555509.104422,174432263.925018,1518910772.533961,832966627.441265,,,-40408873.198728,,,315680354.267311,882459922.994343,445285.726083,,,0.0,93306262.645031,,,0.015019,,403536479.623436,,,,,,583525073.289566,,,117752719.971923,2769003.674801,,,,,1383473977.042818,1058922875.634832,303856734.382097,55444459.928156,1292550141.417895,,,200457414.633139,,309207388.826954,,54240859.449193,99126202.568232,-744250.381932,0.015019,,,,,,,61556654.899046,,19569346.380941,,,525360383.376688,792428465.254552,,,,47730475.040258,,,,,,-488571730.872456,,,1501252152.0,3434199259.878608,,0.0,,-124431489.739461,19370767.785623,,-115972996.407779,-147033579.008217,,,-269590378.4219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.262217600,745992325.070405,,-8082918.123769,,13352082.237283,,,,400767106.118281,609357044.120529,497327571.978254,126390694.147866,,39303711.612457,66203230.897781,2010617759.62203,2010617759.62203,,,1748883576.269613,,858829005.869671,1401260715.501501,-43020353.005498,-334875.540288,428459263.041707,2126233378.722702,274553972.085538,,840125749.182476,63461687.246619,39303711.612457,63268911.377258,,457290925.221015,-11963064.401325,571817973.158378,3066922497.653163,1547574292.0,63268911.377258,232289764.697387,1748883576.269613,789435624.46487,95068419.315239,,-18239047.235891,609357044.120529,,336169524.133734,1042145318.189789,9758327.401768,,,78103240.18197,103991427.598799,,524103302.076564,0.040876,47993841.487946,571817973.158378,,1042145318.189789,457290925.221015,,,614590360.948638,319863393.474247,614590360.948638,-37031664.242462,1392628.353913,,745992325.070405,,,1401260715.501501,966516443.330342,319863393.474247,66540169.591186,1318038921.38355,438217590.443475,428459263.041707,98169209.502883,,438217590.443475,336169524.133734,47993841.487946,95068419.315239,-30689.402614,0.041095,-18239047.235891,-538965612.395424,,,,1318038921.38355,72919567.975737,,55378769.12285,3066922497.653163,,524103302.076564,858829005.869671,,,,-73924839.331951,923003.125677,9758327.401768,,20518702.483005,497327571.978254,-538965612.395424,,,1539717905.0,3092749822.053044,,923003.125677,,-135563472.905642,20518702.483005,,123646313.661168,-141189562.508382,,-727648.31492,-406551413.775673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.277856000,,,,,,,,,,,,,,,,,2404446077.058828,,,2145578454.97024,,,1583676952.99355,,,,,,,,,35163388.451194,,,,,694748604.500022,,,,,,,84418436.783145,0.0,,820769124.065278,,,,,,,,,,520267566.088773,,43469342.670061,,,1053286778.135412,686087385.399461,,,,325705199.505763,735805459.725087,,,,779974928.523172,,,,,,,,575944483.119138,575944483.119138,,,,340767223.154125,,,,,-13678725.46476,,,,,1326716792.494997,,,,3472295247.465238,,,,,,,,7162196.528525,,,20629509.84749,709910554.423857,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.293753600,796264411.753746,,-70412.491279,,34034674.297256,,,,491632863.102955,714518464.647918,484338617.268278,195083846.115299,,22038595.810457,64751095.698028,2140951416.665917,2140951416.665917,,,1918079049.585556,,891105540.35805,1426432952.017999,-61916350.474321,0.0,514032515.666137,2298948952.228722,399346371.636615,,896320433.370895,95974281.452091,22038595.810457,95100549.808486,,594902032.839461,-17025945.975117,636321024.424654,3273166287.835471,1602017448.0,95100549.808486,284115558.719264,1918079049.585556,848685226.611296,90895973.253533,,-11019297.905228,714518464.647918,,354216590.365053,1117233585.73042,10755379.552881,,,10197861.670292,113745469.123223,,531061673.889943,0.059362,22993276.121043,636321024.424654,,1117233585.73042,594902032.839461,,,645941709.250377,340191270.135981,645941709.250377,-44396489.140672,2208742.199054,,796264411.753746,,,1426432952.017999,1091404279.486194,340191270.135981,73536981.334265,1355087238.249916,524787895.219018,514032515.666137,84352237.202722,,524787895.219018,354216590.365053,22993276.121043,90895973.253533,-13878970.178768,0.059401,-11019297.905228,-550914270.222069,,,,1355087238.249916,74466220.635229,,95903868.960812,3273166287.835471,,531061673.889943,891105540.35805,,,,-131256464.650488,0.0,10755379.552881,,20643580.449484,484338617.268278,-550914270.222069,,,1601053496.0,3390353231.714917,,0.0,,-155381223.249999,20643580.449484,,92091957.68569,-146268587.677043,,-67585.712432,-452150985.967613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.309392000,,,,,,,,,,,,,,,,,2345409000.0,22639000.0,,2174871000.0,,,1795929000.0,,,,,,,,,24160000.0,,,,,718198000.0,,,,,,,95259000.0,0.0,,549480000.0,,,,,,,,,,532888000.0,,26996000.0,,,1198661000.0,422516000.0,,,,354340000.0,800827000.0,,,,959006000.0,,,,,,,,534577000.0,524583000.0,,,,356775000.0,,,,,-12080000.0,,,,,1384593000.0,,,,3559464000.0,,,,,,,,0.0,9994000.0,,20603000.0,678684000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.325289600,866895000.0,,9242000.0,,78952000.0,,,,439678000.0,512542000.0,618863000.0,218212000.0,,24722000.0,69159000.0,2115488000.0,2115488000.0,504080000.0,-3817000.0,1975904000.0,,817493000.0,1602946000.0,94591000.0,0.0,459650000.0,2473407000.0,490543000.0,,975439000.0,150932000.0,24722000.0,150826000.0,,396877000.0,-23254000.0,684700000.0,3369616000.0,1832543276.0,150826000.0,343024000.0,1975904000.0,915352000.0,82937000.0,,-12361000.0,512542000.0,,371275000.0,1245576000.0,8288000.0,,,421000.0,119757000.0,,530856000.0,0.0921,27973000.0,684700000.0,,1245576000.0,396877000.0,504080000.0,,704419000.0,360082000.0,704419000.0,-67715000.0,1053000.0,,866895000.0,,,1602946000.0,1193651000.0,360082000.0,58038000.0,1393712000.0,467938000.0,459650000.0,255289000.0,,467938000.0,371275000.0,27973000.0,82937000.0,0.0,0.0939,-12361000.0,-457411000.0,,,,1393712000.0,63093000.0,,160174000.0,3369616000.0,,530856000.0,817493000.0,,,,-36776000.0,0.0,8288000.0,,20533000.0,618863000.0,-457411000.0,,,1605594626.0,3667058000.0,,0.0,,-138947000.0,20533000.0,,-54432000.0,-160698000.0,,0.0,-571826000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.341014400,,,,,,,,,,,,,,,,,2092171000.0,,,2144171000.0,,,1617053000.0,,,,,,,,,15890000.0,,,,,735820000.0,,,,,,,81637000.0,0.0,,475118000.0,,,,,,,,,,530401000.0,,27576000.0,,,1456402000.0,361592000.0,,,,358912000.0,752186000.0,,,,779202000.0,,,,,,,,537136000.0,530076000.0,,,,391787000.0,,,,,-7945000.0,,,,,1412974000.0,,,,3557145000.0,,,,,,,,0.0,7060000.0,,23372000.0,704606000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.356912000,305977000.0,,22139000.0,,-86211000.0,,,,610561000.0,461762000.0,431015000.0,259244000.0,,0.0,79515000.0,2024556000.0,2024556000.0,,-5653000.0,2137678000.0,,870424000.0,1562794000.0,214061000.0,0.0,617648000.0,2563176000.0,439678000.0,,1029998000.0,200107000.0,0.0,200991000.0,,348692000.0,-34023000.0,644988000.0,3581078000.0,1830050182.0,200991000.0,397678000.0,2137678000.0,953874000.0,0.0,,0.0,461762000.0,,399067000.0,1548877000.0,5980000.0,,,7723000.0,129805000.0,,531160000.0,0.1126,15677000.0,644988000.0,,1548877000.0,348692000.0,,,688576000.0,384154000.0,688576000.0,-3092000.0,578000.0,,305977000.0,,,1562794000.0,1289242000.0,384154000.0,37781000.0,1443400000.0,623628000.0,617648000.0,400970000.0,,623628000.0,399067000.0,15677000.0,0.0,,0.1142,0.0,-486270000.0,,,,1443400000.0,45627000.0,,222246000.0,3581078000.0,,531160000.0,870424000.0,,,,42952000.0,432633000.0,5980000.0,,0.0,431015000.0,-486270000.0,,,1760169540.0,3852418000.0,,432633000.0,,-170414000.0,0.0,,166880000.0,-186909000.0,,,-736670000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.372550400,,,,,,,,,,,,,,,,,2175937000.0,,,2355914000.0,,387969000.0,1740826000.0,,,,,,,,,0.0,,,,,788055000.0,,,,,,,0.0,0.0,,435111000.0,,,,,,,,,,530953000.0,,15624000.0,,,1636280000.0,318424000.0,,,,387969000.0,818237000.0,,,,271437000.0,,,,,,,,577299000.0,573312000.0,,,,415664000.0,,,,,0.0,,,,,1463652000.0,,,,3819566000.0,,,,,,,,483122000.0,3987000.0,,0.0,602379000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.388448000,462511000.0,,29036000.0,,-317097000.0,,,,690260000.0,490488000.0,686589000.0,301244000.0,,0.0,107079000.0,2267123000.0,2267123000.0,,-7158000.0,2492321000.0,,803301000.0,1776635000.0,270338000.0,253000.0,698147000.0,2827445000.0,610561000.0,,1171066000.0,247362000.0,0.0,250284000.0,,374744000.0,-48884000.0,754455000.0,4012559000.0,1837122612.0,250284000.0,454284000.0,2492321000.0,1068229000.0,0.0,,0.0,490488000.0,,459440000.0,1740713000.0,1000000.0,,253000.0,3685000.0,141204000.0,,532488000.0,0.1362,6275000.0,754455000.0,,1740713000.0,374744000.0,,,884230000.0,383949000.0,884230000.0,-215765000.0,366000.0,,462511000.0,,,1776635000.0,1472310000.0,383949000.0,25650000.0,1520238000.0,699147000.0,698147000.0,464062000.0,,699147000.0,459440000.0,6275000.0,0.0,-21823000.0,0.1368,0.0,-419352000.0,,,,1520238000.0,36682000.0,,276398000.0,4012559000.0,,532488000.0,803301000.0,,,,41892000.0,116704000.0,1000000.0,,0.0,686589000.0,-419352000.0,,,1829954083.0,4299755000.0,,116704000.0,,-196115000.0,0.0,,78767000.0,-193724000.0,,-1000000.0,-930464000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.404086400,,,,,,,,,,,,,,,,,2502033000.0,1200013000.0,,2735457000.0,,399735000.0,2012995000.0,,,,,,,,,0.0,,,,,848964000.0,,,,,,,0.0,0.0,,489038000.0,,,,,,,,,,556315000.0,,6243000.0,,,1817846000.0,373179000.0,,,,399735000.0,1024771000.0,,,,670563000.0,,,,,,,,656774000.0,655681000.0,,,,484756000.0,,,,,0.0,,,,,1588493000.0,,,,4323950000.0,,,,,,,,96890000.0,1093000.0,,0.0,692946000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.419984000,554667000.0,,25680000.0,,-41848000.0,,,,687776000.0,437123000.0,743331000.0,350263000.0,,0.0,117992000.0,2384357000.0,2384357000.0,,-2486000.0,2735522000.0,,883264000.0,1947234000.0,84081000.0,0.0,690395000.0,3079883000.0,690260000.0,,1322814000.0,299479000.0,0.0,300330000.0,,322216000.0,-61858000.0,776981000.0,4351383000.0,1838245600.0,300330000.0,514780000.0,2735522000.0,1208265000.0,0.0,,0.0,437123000.0,,496082000.0,1967153000.0,1155000.0,,0.0,2158000.0,149988000.0,,554137000.0,0.1634,4365000.0,776981000.0,,1967153000.0,322216000.0,,,1056329000.0,425366000.0,1056329000.0,-180356000.0,1718000.0,,554667000.0,,,1947234000.0,1673077000.0,425366000.0,25906000.0,1615861000.0,691550000.0,690395000.0,323758000.0,,691550000.0,496082000.0,4365000.0,0.0,-48151000.0,0.1641,0.0,-457898000.0,,,,1615861000.0,39633000.0,,325159000.0,4351383000.0,,554137000.0,883264000.0,,,,-146156000.0,72652000.0,1155000.0,,0.0,743331000.0,-457898000.0,,,1830438103.0,4752960000.0,,72652000.0,,-250284000.0,0.0,,9636000.0,-239677000.0,,0.0,-2486473000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.435622400,,,,,,,,,,,,,,,,,2603441000.0,1446019000.0,,2941798000.0,,507113000.0,2092166000.0,,,,,,,,,0.0,,,,,865609000.0,,,,,,,0.0,0.0,,511275000.0,,,,,,,,,,552723000.0,,3432000.0,,,2049433000.0,397695000.0,,,,507113000.0,1130883000.0,,,,658434000.0,,,,,,,,726360000.0,725153000.0,,,,507838000.0,,,,,0.0,,,,,1710892000.0,,,,4652690000.0,,,,,,,,94976000.0,1207000.0,,0.0,741515000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.451520000,592178000.0,,32814000.0,,5569000.0,,,,770771000.0,577678000.0,710687000.0,399815000.0,,0.0,127788000.0,2647146000.0,2647146000.0,1604027000.0,,2993396000.0,,1038854000.0,2069468000.0,68665000.0,-73000.0,774608000.0,3240365000.0,687776000.0,,1397824000.0,354143000.0,0.0,354427000.0,,456680000.0,-82525000.0,830618000.0,4802718000.0,1837889201.0,354427000.0,583075000.0,2993396000.0,1275333000.0,0.0,,0.0,577678000.0,,520935000.0,2155983000.0,1116000.0,,,2558000.0,172683000.0,,553789000.0,0.1928,10700000.0,830618000.0,,2155983000.0,456680000.0,1604027000.0,,1190331000.0,538466000.0,1190331000.0,-181617000.0,3546000.0,,592178000.0,,,2069468000.0,1797639000.0,538466000.0,13597000.0,1809322000.0,775724000.0,774608000.0,335229000.0,,775724000.0,520935000.0,10700000.0,0.0,-71002000.0,0.1937,0.0,-500388000.0,,,,1809322000.0,23435000.0,,386957000.0,4802718000.0,,553789000.0,1038854000.0,,,,-214540000.0,0.0,1116000.0,,0.0,710687000.0,-500388000.0,,,1830134915.0,5038004000.0,,0.0,,-320901000.0,0.0,,107168000.0,-266564000.0,,,-2234726000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.467244800,,,,,,,,,,,,,,,,,2845916000.0,1726179000.0,,3214417000.0,,566585000.0,2236017000.0,,,,,,,,,0.0,,,,,950504000.0,,,,,,,0.0,0.0,,609899000.0,,,,,,,,,,554068000.0,,8919000.0,,,2233097000.0,485565000.0,,,,566585000.0,1341391000.0,,,,567252000.0,,,,,,,,744812000.0,743838000.0,,,,532349000.0,,,,,0.0,,,,,1864080000.0,,,,5078497000.0,,,,,,,,104759000.0,974000.0,,0.0,797624000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.483142400,405481000.0,,31242000.0,,16268000.0,,,,803085000.0,651744000.0,765567000.0,450169000.0,,0.0,147277000.0,2721475000.0,2721475000.0,1905463000.0,-5425000.0,3197309000.0,,1148486000.0,2069731000.0,280693000.0,2921000.0,804741000.0,3495234000.0,770771000.0,,1535010000.0,408787000.0,0.0,408982000.0,,490452000.0,-102121000.0,938390000.0,5120407000.0,1838877218.0,408982000.0,653708000.0,3197309000.0,1392772000.0,0.0,,0.0,651744000.0,,546636000.0,2399538000.0,20199000.0,,928000.0,1704000.0,191886000.0,,553194000.0,0.2224,42365000.0,938390000.0,,2399538000.0,490452000.0,1905463000.0,,1296425000.0,601230000.0,1296425000.0,-144774000.0,9448000.0,,405481000.0,,,2069731000.0,1985179000.0,601230000.0,10884000.0,1923098000.0,804741000.0,804741000.0,583574000.0,,804741000.0,546636000.0,42365000.0,0.0,0.0,0.2232,0.0,-547256000.0,,,,1923098000.0,21793000.0,,440029000.0,5120407000.0,,553194000.0,1148486000.0,,,,-58513000.0,93897000.0,20199000.0,,0.0,765567000.0,-547256000.0,,,1832139377.0,5480413000.0,,93897000.0,,-286404000.0,0.0,,54248000.0,-302881000.0,,,-1819587000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.498780800,,,,,,,,,,,,,,,,,2892503000.0,2033730000.0,,3481301000.0,,624710000.0,2187173000.0,,,,,,,,,0.0,,,,,1109024000.0,,,,,,,0.0,0.0,,705330000.0,,,,,,,,,,554508000.0,,42331000.0,,,2532567000.0,542453000.0,,,,624710000.0,1414682000.0,,,,449278000.0,,,,,,,,818142000.0,818142000.0,,,,565527000.0,,,,,0.0,,,,,1943125000.0,,,,5424426000.0,,,,,,,,104636000.0,1240000.0,,0.0,829449000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.514678400,260342000.0,,34972000.0,,-6060000.0,,,,863515000.0,712321000.0,863603000.0,519184000.0,,,163621000.0,2857759000.0,2857759000.0,2234229000.0,-5388000.0,3634025000.0,,1278513000.0,2145438000.0,263256000.0,,863515000.0,3837426000.0,803085000.0,,1707023000.0,470524000.0,,470425000.0,,564678000.0,-136285000.0,1108995000.0,5598477000.0,1838829288.0,470425000.0,742177000.0,3634025000.0,1548856000.0,,,,712321000.0,,580424000.0,2741225000.0,32293000.0,,0.0,3787000.0,212201000.0,,555350000.0,0.2558,14404000.0,1108995000.0,,2741225000.0,564678000.0,2234229000.0,,1467420000.0,688868000.0,1467420000.0,-158395000.0,4193000.0,,260342000.0,,,2145438000.0,2226207000.0,688868000.0,14420000.0,1964452000.0,895808000.0,863515000.0,598301000.0,,895808000.0,580424000.0,14404000.0,,,0.2566,,-589645000.0,,,,1964452000.0,24480000.0,,505496000.0,5598477000.0,,555350000.0,1278513000.0,,,,-102671000.0,,32293000.0,,0.0,863603000.0,-589645000.0,,,1833278393.0,6063633000.0,,,,-346617000.0,0.0,,34695000.0,-335045000.0,,-32927000.0,-2275477000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.530316800,,,,,,,,,,,,,,,,,2966872000.0,,,3898335000.0,,699297000.0,2266221000.0,,,,,,,,,,,,,,1204279000.0,,,,,,,,0.0,,700651000.0,,,,,,,,,,554882000.0,,14361000.0,,,2907193000.0,553267000.0,,,,699297000.0,1577696000.0,,,,201170000.0,,,,,,,,908615000.0,863127000.0,,,,587793000.0,,,,,,,,,,1975262000.0,,,,5873597000.0,,,,,,,,,45488000.0,,0.0,991664000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.546214400,255228000.0,,42070000.0,,155523000.0,,,,1103880000.0,675535000.0,1126988000.0,607455000.0,,14005000.0,202563000.0,3291521000.0,3291521000.0,,-38608000.0,4225024000.0,,1445073000.0,2615986000.0,398887000.0,,1103880000.0,4406605000.0,863515000.0,,2007122000.0,552540000.0,14005000.0,552463000.0,,540214000.0,-183422000.0,1091416000.0,6348862000.0,1837966613.0,552463000.0,873882000.0,4225024000.0,1811572000.0,,,,675535000.0,,620801000.0,3057771000.0,32828000.0,,2667000.0,868000.0,241223000.0,,581215000.0,0.3006,14622000.0,1091416000.0,,3057771000.0,540214000.0,,,1766722000.0,790936000.0,1766722000.0,-348651000.0,4978000.0,,255228000.0,,,2615986000.0,2614577000.0,790936000.0,13592000.0,2123838000.0,1136708000.0,1103880000.0,793640000.0,,1136708000.0,620801000.0,14622000.0,,-50817000.0,0.3016,,-654137000.0,,,,2123838000.0,38049000.0,,594610000.0,6348862000.0,,581215000.0,1445073000.0,,,,-30353000.0,33267000.0,32828000.0,,0.0,1126988000.0,-654137000.0,,,1831782645.0,7021182000.0,,33267000.0,,-423780000.0,0.0,,263892000.0,-394753000.0,,-8536000.0,-2548665000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.561852800,,,,,,,,,,,,,,,,,4115465000.0,,,4767443000.0,,1201844000.0,3144950000.0,,,,,,,,,16987000.0,,,,,1329692000.0,,,,,,,,,,970515000.0,,,,,,,,,,581096000.0,,14607000.0,,,3180931000.0,663377000.0,,,,1201844000.0,1961134000.0,,,,760514000.0,,,,,,,,1231326000.0,1205564000.0,,,,641086000.0,,,,,,,,,,2528582000.0,,,,7296025000.0,,,,,,,,36470000.0,25762000.0,,0.0,1036135000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
