,timestamp,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,annualInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetIncomeContinuousOperations,annualOperatingExpense,annualOtherNonCurrentAssets,trailingOperatingExpense,trailingSellingGeneralAndAdministration,annualNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,trailingDeferredIncomeTax,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,annualDilutedEPS,annualCapitalExpenditure,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,quarterlyOperatingIncome,quarterlyGrossPPE,annualTaxProvision,trailingInterestExpense,quarterlyIncomeTaxPayable,trailingChangesInAccountReceivables,annualBasicAverageShares,annualInterestExpense,quarterlyChangeInInventory,trailingBeginningCashPosition,annualChangesInAccountReceivables,annualCurrentAssets,trailingResearchAndDevelopment,annualTotalRevenue,trailingChangeInAccountPayable,annualChangeInAccountPayable,annualNetIncomeCommonStockholders,annualResearchAndDevelopment,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,annualDeferredIncomeTax,quarterlyEbitda,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepurchaseOfCapitalStock,annualCommonStockIssuance,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualNetOtherFinancingCharges,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualTotalNonCurrentAssets,quarterlyOtherShortTermInvestments,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,quarterlyPurchaseOfBusiness,trailingNetIncome,quarterlyGoodwill,annualTotalAssets,trailingCommonStockIssuance,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyOtherCurrentAssets,annualCurrentDebt,annualNetIncome,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,trailingTaxProvision,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualDilutedAverageShares,annualBeginningCashPosition,annualCostOfRevenue,annualCurrentDeferredRevenue,annualOtherCurrentAssets,quarterlyBasicEPS,trailingDepreciationAndAmortization,quarterlyBasicAverageShares,annualFreeCashFlow,quarterlyOtherNonCurrentAssets,trailingPurchaseOfBusiness,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyCommonStockIssuance,quarterlyInvestmentsAndAdvances,quarterlyResearchAndDevelopment,annualOtherNonCashItems,quarterlyOperatingCashFlow,annualDepreciationAndAmortization,annualInvestingCashFlow,quarterlyCapitalExpenditure,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualChangeInInventory,annualStockholdersEquity,trailingSaleOfInvestment,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,trailingCashDividendsPaid,annualInventory,quarterlyTaxProvision,annualRetainedEarnings,quarterlyOtherCurrentLiabilities,quarterlyInventory,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyNetPPE,annualPurchaseOfInvestment,quarterlyOtherIncomeExpense,annualCapitalStock,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualOperatingCashFlow,quarterlyOperatingExpense,annualCurrentLiabilities,trailingChangeInInventory,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,annualStockBasedCompensation,annualOtherIntangibleAssets,annualGoodwill,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualSaleOfInvestment,quarterlyCurrentAccruedExpenses,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,annualOtherNonCurrentLiabilities,annualEbitda,annualRepaymentOfDebt,annualOtherIncomeExpense,annualNetPPE,quarterlyBeginningCashPosition,annualGainsLossesNotAffectingRetainedEarnings,trailingNetOtherInvestingChanges,trailingGrossProfit,quarterlyDilutedEPS,quarterlyCapitalStock,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,annualOtherCurrentLiabilities,annualOperatingIncome,annualChangeInCashSupplementalAsReported,annualBasicEPS,quarterlyDilutedAverageShares,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,annualEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalAssets,annualNonCurrentDeferredRevenue,trailingTotalRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingPurchaseOfInvestment,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,trailingInvestingCashFlow,annualAccountsPayable,trailingOtherIncomeExpense,annualGrossPPE,trailingOperatingIncome,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,trailingEndCashPosition,annualPretaxIncome,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,trailingDilutedAverageShares,trailingBasicEPS,trailingBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,annualNonCurrentDeferredTaxesLiabilities,trailingDilutedEPS
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,631065600,,,,,,,,,,,,,,,,,,,,,11600000.0,,,,,,11600000.0,,,,,,,,,,,,,,,,,,,,,11600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,,,,,,,,,,,,,,,,,-4200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,638841600,,,,,,,,,,,,,,,,,,,,,11600000.0,,,,,,11600000.0,,,,,,,,,,,,,,,,,,,,,11600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,,,,,,,,,,,,,,,,,-4300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,646704000,,,,,,,,,,,,,,,,,,,,,11600000.0,,,,,,11600000.0,,,,,,,,,,,,,,,,,,,,,11600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,,,,,,,,,,,,,,,,,-4300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,654652800,,,,,,,,,,17500000.0,-9800000.0,,,23100000.0,2200000.0,,,-17100000.0,23400000.0,,11700000.0,,-0.035,,3800000.0,,-50700000.0,20600000.0,,,,,488571429.0,1300000.0,,,,19500000.0,,46500000.0,,,-17100000.0,,,,,-50700000.0,7500000.0,,,,,,,,23400000.0,-40100000.0,7500000.0,,13000000.0,,,9100000.0,,19500000.0,,,,,,,32500000.0,,,15900000.0,400000.0,2600000.0,-17100000.0,,-9800000.0,,,100000.0,7400000.0,488571429.0,0.0,39300000.0,,400000.0,,,,0.0,2200000.0,,,,,,,,,,,,0.0,,,-4300000.0,,9100000.0,,,,,5400000.0,,-40100000.0,13300000.0,5400000.0,,,10800000.0,,,,,7400000.0,0.0,,15900000.0,,,7200000.0,,,,,,,,,,100000.0,-10300000.0,,,10800000.0,,,,,,,,,13300000.0,-15900000.0,,-0.035,,3800000.0,,,0.0,,32500000.0,,,3800000.0,,3800000.0,,,,,,20600000.0,,,2600000.0,,,13000000.0,,,,,,,,,,,,
5,662601600,,,,,,,,,,,,,,,,,,,,,22500000.0,,,,,,22500000.0,,,,,,,,,,,,,,,,,,,,,22500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005,,,,,,,,,,,,,,,,,,,-2100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,670377600,,,,,,,,,,,,,,,,,,,,,22600000.0,,,,,,22600000.0,,,,,,,,,,,,,,,,,,,,,22600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005,,,,,,,,,,,,,,,,,,,-2100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,678240000,,,,,,,,,,,,,,,,,,,,,22600000.0,,,,,,22600000.0,,,,,,,,,,,,,,,,,,,,,22600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005,,,,,,,,,,,,,,,,,,,-2100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,686188800,,,,7900000.0,,,,,,36900000.0,-15000000.0,,,42700000.0,1500000.0,,,-8400000.0,39000000.0,,22600000.0,,-0.02,-6700000.0,100000.0,,-74000000.0,31700000.0,,,,,650640000.0,2000000.0,,,,23400000.0,,90300000.0,,,-8400000.0,,,,,-74000000.0,13500000.0,,400000.0,,,,,0.0,39000000.0,-48500000.0,13500000.0,3200000.0,18200000.0,,,2600000.0,,23400000.0,,,,,,,41600000.0,,,25500000.0,600000.0,3900000.0,-8400000.0,,-15000000.0,,,-100000.0,13600000.0,650640000.0,3800000.0,53900000.0,,600000.0,,,,-4700000.0,1500000.0,,,,,,,,,1300000.0,,5800000.0,-6700000.0,,,-2100000.0,-500000.0,2600000.0,,,1000000.0,,5900000.0,,-48500000.0,13700000.0,5900000.0,,,16700000.0,,,,,13600000.0,2000000.0,,25500000.0,,,36400000.0,,,,,,,,,,-100000.0,-500000.0,,,16700000.0,,,,,,,,0.0,13700000.0,-6300000.0,-3600000.0,-0.02,,100000.0,,,0.0,,41600000.0,,,100000.0,,100000.0,,,,7900000.0,,31700000.0,,,3900000.0,,,18200000.0,,,,,,,,,,,,
9,694137600,,700000.0,,9500000.0,,,11400000.0,,,,,,,,,,,,39300000.0,,25200000.0,,,,,,-800000.0,32100000.0,,,,,,,-1200000.0,,,,,,,,,,-100000.0,,,1000000.0,,,,0.0,-1400000.0,,,,,-50100000.0,12300000.0,,,,,68500000.0,-1600000.0,89300000.0,0.0,10400000.0,,,,,,,,27000000.0,1200000.0,,,,-15000000.0,,,1700000.0,,,,,,,-0.005,,650640000.0,,1400000.0,,0.0,64700000.0,,,67600000.0,,,,800000.0,,,-1400000.0,-1700000.0,-1700000.0,,,,,,,,100000.0,,13900000.0,7100000.0,,,17100000.0,,0.0,,,10600000.0,,12200000.0,,,64100000.0,,,,,,13800000.0,,,,,,,,,,100000.0,,,,-0.005,,-600000.0,,,,,,650640000.0,,-1700000.0,,,,107800000.0,,,64200000.0,,64200000.0,,,,,,,,,3600000.0,,800000.0,18500000.0,,,,1800000.0,,,,,,,,
